POW_SA2_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
502011025,0,0,0,0,5,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,14,3,5,6,6,0,3,0,0,27,0,4,0,8,4,6,4,0,24,0,6,6,14,7,12,0,0,43,0,9,13,22,12,12,7,0,72,0,19,42,24,30,15,7,0,145,0,15,48,52,45,17,5,0,173,0,0,28,29,29,20,5,0,116,0,3,15,24,34,25,3,0,106,0,0,20,23,25,16,3,0,93,0,0,20,26,39,32,8,0,123,0,0,0,3,17,3,0,0,35,0,0,4,16,13,16,7,0,61,0,0,0,0,7,3,4,0,12,7,56,215,238,270,182,55,8,1046,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,9,0,4,4,4,4,3,0,0,16,0,5,5,5,3,0,0,0,22,0,0,3,3,9,4,3,0,31,0,9
502011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,0,0,0,0,7,0,0,4,5,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,6,3,4,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,5,6,18,14,16,4,7,67,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,7,0,0
502011027,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,0,0,4,4,6,0,0,0,9,0,0,0,0,3,0,0,0,13,0,4,8,0,3,0,0,0,24,0,3,14,5,13,6,0,0,41,0,5,9,5,9,8,0,0,34,0,5,0,7,9,0,0,0,23,0,0,3,0,10,3,0,0,17,0,0,3,16,18,9,0,0,46,0,0,0,0,8,0,0,0,12,0,0,0,8,4,10,0,0,20,0,0,0,0,0,0,0,0,0,7,18,49,50,85,43,7,0,256,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,0,0,0,0,3,6,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,13,0,0
502011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,0,6,0,0,0,0,0,5,0,0,8,0,0,0,5,0,0,0,0,6,0,0,4,0,0,0,0,0,12,0,0,0,5,0,0,0,0,7,0,0,4,5,3,0,0,0,11,0,0,4,7,8,7,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,23,19,21,6,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,8,0,0,3,0,0,5,0,0,7,0,0
502011029,0,0,0,0,0,0,3,6,14,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,4,0,10,0,3,0,3,5,3,4,0,19,0,0,0,6,3,0,5,0,9,0,5,0,3,5,4,10,6,29,0,0,0,6,5,6,4,0,29,0,0,4,3,9,4,4,3,33,0,3,14,13,6,5,3,0,49,0,0,3,8,6,8,6,0,36,0,0,3,11,19,7,5,3,44,0,0,4,11,7,8,0,0,31,0,0,14,27,38,28,6,0,111,0,0,9,12,11,11,3,0,44,0,0,4,24,25,23,4,0,79,0,0,0,0,0,3,0,0,3,4,11,64,127,144,116,50,23,543,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,3,0,7,0,0
503011030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,0,17,0,3,5,0,0,0,0,0,11,0,6,0,4,3,0,0,0,11,0,4,9,0,0,3,3,5,18,0,0,4,4,7,5,5,0,16,0,0,4,8,11,3,0,0,25,0,0,0,6,7,5,5,0,15,0,0,0,3,10,11,0,0,28,0,0,0,6,9,13,0,0,27,0,0,0,7,21,5,0,0,33,0,0,0,0,0,0,0,0,3,0,11,26,41,71,38,13,4,210,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,3,0,0,6,0,0,0,7,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,12,0,0
503011031,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,4,0,3,3,0,4,0,0,0,6,0,4,0,0,0,0,4,0,11,0,3,0,4,3,0,0,0,18,0,7,3,9,0,0,3,0,26,0,4,11,5,7,5,3,0,38,0,8,24,14,11,11,5,0,79,0,14,54,17,15,19,0,0,120,0,8,27,29,17,13,8,0,91,0,0,17,22,12,6,7,5,66,0,0,13,12,13,8,3,3,50,0,0,19,34,32,25,8,4,122,0,0,0,15,18,5,4,0,46,0,0,7,12,37,22,13,6,104,0,0,0,0,0,0,0,0,10,4,54,176,171,168,134,63,22,787,0,0,0,0,0,3,0,0,7,12,3,4,0,0,0,0,0,20,9,7,0,3,6,4,3,0,36,3,7,9,5,0,6,0,0,24,5,8,6,5,3,0,0,5,35,0,16
503011032,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,3,0,0,4,3,0,0,0,0,3,0,0,3,3,4,0,0,0,11,0,5,3,0,0,8,0,0,14,0,4,4,9,5,0,0,0,26,0,4,12,4,9,9,5,0,60,0,5,19,7,5,0,4,0,41,0,0,9,13,14,8,6,0,51,0,0,4,9,6,3,4,0,30,0,0,8,25,22,16,7,0,78,0,0,3,3,9,6,4,0,30,0,0,0,18,35,26,9,7,96,0,0,0,0,0,0,0,0,9,3,17,85,104,120,80,36,16,466,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,11,3,5,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,10,0,3,5,0,5,0,0,0,7,0,0
503011033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,6,0,4,0,0,4,0,8,0,7,7,0,4,6,4,0,25,0,4,4,7,3,9,3,0,34,0,0,6,4,4,0,3,0,19,0,0,4,3,9,5,4,0,17,0,0,5,3,4,0,0,0,14,0,0,4,13,6,11,0,0,36,0,0,0,0,0,5,0,0,11,0,0,0,0,17,8,3,0,34,0,0,0,0,0,0,0,0,3,3,15,37,44,58,53,23,0,227,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,7,0,0,3,0,3,0,0,0,11,0,0,0,3,0,0,4,0,10,0,0
503011034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,6,0,0,5,8,4,6,0,0,24,0,5,7,9,5,4,0,0,28,0,0,17,10,14,5,9,0,46,0,0,18,9,3,7,5,0,40,0,0,7,6,21,8,0,0,45,0,0,3,6,8,8,4,0,31,0,0,9,23,34,21,0,0,90,0,0,0,6,7,5,0,0,25,0,0,4,10,29,24,11,4,84,0,0,0,0,0,0,0,0,3,0,11,70,87,130,96,35,6,433,0,0,0,0,0,0,0,0,4,0,8,7,0,0,0,0,0,18,9,4,3,4,3,3,0,0,36,0,11,3,12,6,3,3,0,37,4,3,8,8,4,0,4,0,33,0,4
503011035,0,0,0,5,3,6,0,3,7,0,4,0,0,0,0,0,0,7,0,3,0,0,0,4,3,0,12,0,4,6,5,4,0,0,4,17,0,4,3,4,0,3,8,0,29,0,4,12,7,8,8,0,0,48,0,5,11,10,12,12,7,0,55,0,7,31,28,16,11,9,0,99,0,11,54,42,34,19,12,0,168,0,9,52,49,36,22,10,0,179,0,4,46,61,47,43,9,0,216,0,0,46,69,59,34,6,0,211,0,0,54,201,209,120,35,0,619,0,0,10,44,56,50,8,3,178,0,0,8,55,139,94,37,11,338,0,0,0,0,9,3,0,0,14,9,60,330,576,637,426,144,26,2204,0,0,4,3,0,0,0,0,20,11,24,9,7,8,4,0,0,64,8,37,28,13,8,6,5,0,110,4,34,45,29,12,14,13,3,153,0,23,36,31,15,16,11,6,133,0,49
503011036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,5,0,5,7,0,0,0,16,0,0,0,0,0,0,0,0,6,0,6,3,0,0,6,0,0,15,0,0,3,0,5,5,0,0,20,0,0,5,3,7,6,0,0,27,0,3,19,5,9,9,4,0,50,0,4,28,13,14,13,0,0,72,0,0,9,22,11,9,4,0,62,0,0,17,14,20,13,8,0,75,0,0,32,51,55,30,3,0,177,0,0,7,14,14,17,4,0,61,0,0,5,8,25,28,10,0,77,0,0,0,0,0,0,0,0,4,7,22,133,148,169,148,39,4,672,0,0,0,0,5,0,0,0,9,5,7,0,4,0,0,0,0,18,10,4,0,3,5,0,0,0,19,0,10,0,8,10,4,5,0,25,3,3,4,8,4,0,0,0,27,0,4
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,3,0,0,0,0,9,0,0,10,3,0,0,0,0,18,0,0,4,4,4,0,0,0,10,0,0,4,0,0,0,0,0,8,0,0,3,8,4,4,0,0,16,0,0,0,8,4,0,0,0,14,0,0,5,10,7,12,0,0,44,0,0,0,0,0,0,0,0,3,0,3,41,36,21,13,0,3,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503021038,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,3,0,6,4,0,0,13,0,0,3,0,4,0,0,0,17,0,4,4,0,0,3,0,0,24,0,0,14,13,9,0,3,0,41,0,9,23,14,11,5,0,4,64,0,8,39,37,14,8,4,0,119,0,0,38,26,20,12,0,6,95,0,0,32,42,32,9,4,0,131,0,0,26,38,29,16,3,0,110,0,0,63,148,110,60,18,0,396,0,0,15,43,69,28,5,0,162,0,0,9,73,104,60,12,0,256,0,0,0,0,0,0,0,0,3,0,39,272,452,400,215,61,10,1453,0,0,6,4,0,0,0,0,10,5,0,0,0,0,0,0,0,5,0,4,4,9,4,6,3,0,26,0,0,7,10,3,0,3,0,32,0,3,7,7,4,8,0,0,27,0,7
503021039,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,6,0,5,0,0,0,8,0,5,4,0,4,0,0,0,11,0,0,3,4,0,0,3,0,9,0,6,10,4,9,4,6,0,25,0,9,11,3,6,10,0,0,38,0,15,18,13,18,9,7,0,80,0,8,34,14,11,6,6,0,85,0,4,17,19,13,8,0,0,68,0,0,18,16,22,11,4,0,81,0,0,3,19,13,9,0,0,42,0,0,12,37,38,19,6,3,120,0,0,3,5,16,6,5,0,32,0,0,6,10,24,14,0,0,65,0,0,0,0,3,0,0,0,0,3,45,144,150,180,102,43,3,673,0,0,5,3,0,0,0,0,9,0,3,0,5,7,4,3,0,21,0,0,0,7,11,0,3,0,35,0,7,17,11,4,14,10,0,55,0,5,12,8,10,5,5,0,45,0,3
503021040,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,3,0,0,0,3,4,0,0,9,0,0,0,6,0,3,0,0,6,0,0,3,0,0,0,0,0,5,0,0,0,4,3,4,0,0,13,0,3,0,3,4,7,4,0,18,0,0,12,3,0,9,0,0,33,3,8,19,13,8,4,0,0,59,0,0,17,14,4,3,0,0,42,0,3,12,5,15,9,4,0,50,0,0,4,15,0,3,5,0,28,0,0,6,30,23,5,6,0,75,0,0,5,4,0,3,0,0,16,0,0,0,15,7,3,4,0,38,0,0,0,0,0,0,0,0,0,7,21,77,120,77,63,27,3,391,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,8,0,3,0,5,0,0,3,0,11,0,0,6,10,5,0,3,0,19,0,0,3,3,5,3,3,0,24,0,4
503021042,0,0,0,3,8,0,0,0,19,5,0,0,0,0,0,0,0,15,0,3,0,3,6,3,0,0,19,0,0,7,3,0,0,0,0,15,0,9,12,4,3,5,0,0,35,0,6,10,20,14,12,5,0,62,3,12,15,23,15,11,6,0,74,3,7,29,38,12,14,18,5,123,0,16,69,33,30,25,10,0,192,0,14,77,42,38,25,11,0,209,0,0,72,68,54,41,12,3,260,0,0,53,60,43,39,5,0,203,0,0,98,192,230,118,25,3,668,0,0,28,95,91,35,11,0,251,0,0,37,193,292,165,42,8,736,0,0,4,3,3,5,0,0,15,12,71,502,791,834,511,158,18,2895,0,0,6,9,0,3,0,0,26,20,13,4,0,0,0,0,0,44,6,23,12,13,6,6,6,0,73,4,24,14,16,8,8,6,6,93,5,22,14,16,21,16,7,3,103,0,35
503021043,0,0,0,0,4,0,0,0,9,0,0,0,3,0,0,0,0,4,3,0,0,0,3,0,0,0,10,0,0,0,0,3,0,3,0,7,4,0,7,6,10,0,0,0,22,0,5,3,7,3,3,4,3,30,0,0,6,9,8,0,5,0,31,0,13,16,7,10,10,0,0,57,0,7,35,20,19,11,3,0,98,0,5,32,24,20,16,3,0,103,0,3,26,21,31,15,4,0,105,0,0,19,39,32,22,0,0,113,0,0,36,84,84,54,8,0,264,0,0,8,39,24,25,7,0,102,0,0,10,70,80,50,11,0,220,0,0,0,0,0,0,0,0,4,5,33,201,331,325,207,58,9,1177,0,0,0,4,3,7,0,0,18,0,8,3,3,4,0,0,0,22,0,6,7,7,9,8,0,0,38,3,7,7,8,16,0,3,0,50,0,6,8,16,9,12,8,0,62,0,9
503021295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,4,0,0,7,0,0,4,0,5,4,0,0,10,0,0,0,12,5,4,5,0,27,0,4,4,4,5,4,4,0,23,0,12,17,22,7,10,0,0,65,0,9,44,40,25,4,11,0,137,0,13,60,50,37,19,7,0,179,0,4,56,71,49,32,10,0,223,0,0,40,79,63,33,8,0,217,0,3,101,274,293,205,39,0,913,0,0,29,59,113,69,8,0,287,0,0,48,224,241,157,39,3,702,0,0,4,4,3,0,0,0,14,0,43,405,840,850,552,124,6,2826,0,0,0,3,3,0,0,0,11,0,4,4,4,0,3,0,0,19,0,9,5,3,0,0,6,0,21,0,13,9,4,3,10,4,0,45,0,8,8,11,0,5,0,5,43,0,9
503021296,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,7,0,4,3,0,4,0,0,0,8,0,0,5,5,3,0,0,0,11,0,3,3,3,0,6,0,0,20,0,6,13,5,4,9,8,0,37,0,3,4,14,8,9,6,0,40,0,15,35,24,14,13,4,0,104,0,12,41,41,24,13,3,0,131,0,5,48,39,26,10,8,0,131,0,4,38,49,28,18,3,0,141,0,0,41,48,37,32,9,0,163,0,0,50,141,119,87,16,0,413,0,0,5,29,39,24,7,0,113,0,0,6,38,56,54,10,4,174,0,0,0,0,0,0,0,0,5,5,47,300,440,357,282,72,9,1508,0,0,0,0,0,0,0,0,4,4,9,0,3,3,0,0,0,20,0,0,3,10,3,0,8,0,22,3,5,10,5,4,0,3,0,40,0,7,10,11,6,4,5,0,39,0,18
503021297,0,0,8,15,14,3,0,0,41,5,0,8,5,8,0,0,0,29,5,6,11,13,4,6,0,0,39,4,11,14,18,14,8,6,0,67,0,16,18,16,9,16,9,0,85,8,16,43,36,25,23,3,0,163,6,24,69,81,38,24,16,0,261,0,64,206,116,79,41,17,3,537,5,78,373,251,127,74,29,6,950,0,63,409,318,182,110,32,3,1119,0,25,432,451,273,183,43,3,1409,0,11,354,467,345,192,45,3,1409,0,12,899,1912,1559,805,123,8,5314,0,0,241,833,806,368,60,3,2310,0,0,342,2587,3218,1490,230,23,7889,0,0,4,27,22,13,0,0,65,33,347,3421,7139,6714,3365,618,53,21693,5,3,20,14,8,7,6,0,62,17,30,10,15,4,10,8,0,102,15,79,27,17,14,16,5,0,169,9,75,52,32,15,17,21,0,222,10,68,70,64,28,28,17,8,291,6,109
504011044,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,5,0,0,4,0,0,3,7,0,11,0,0,0,0,8,3,6,0,21,0,0,6,6,6,10,0,0,34,0,3,11,17,14,10,6,0,66,0,0,12,21,20,13,4,0,70,0,0,8,31,27,24,3,0,84,0,0,9,18,14,9,6,0,62,0,0,22,52,58,40,22,0,196,0,0,10,13,11,12,3,0,51,0,0,3,16,35,26,4,7,88,0,0,0,0,3,0,0,0,7,0,16,93,183,213,160,48,6,711,0,0,0,8,0,3,0,0,10,0,0,3,3,0,0,0,0,11,0,0,4,6,4,0,0,0,13,0,4,5,4,0,3,3,0,17,0,0,3,4,3,0,0,0,17,0,4
504011045,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,12,0,6,0,3,3,4,5,0,16,0,0,3,3,11,6,3,0,27,0,0,6,4,3,3,0,3,21,5,3,15,22,11,12,8,0,67,0,3,19,11,23,17,10,0,85,0,6,15,21,19,25,4,0,91,0,7,20,24,33,21,8,0,119,0,0,18,38,34,31,8,3,125,0,0,13,15,28,27,9,0,92,0,0,20,74,82,43,17,0,234,0,0,5,33,33,16,5,6,94,0,0,0,27,40,19,10,0,105,0,4,0,0,0,0,0,0,7,6,31,144,287,319,229,82,9,1110,0,0,4,3,0,0,0,0,6,0,6,0,4,0,0,0,0,20,5,8,3,0,0,6,0,0,27,4,4,8,7,10,4,6,0,30,0,6,7,8,0,7,0,0,24,0,9
504011046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,13,0,0,6,6,3,6,0,0,19,0,3,10,10,8,4,0,0,32,0,5,14,19,3,6,5,0,49,0,0,15,15,4,4,6,0,45,0,0,0,13,13,12,0,0,34,0,0,0,8,4,14,0,0,23,0,0,8,18,22,16,0,0,70,0,0,0,6,6,5,0,0,15,0,0,0,6,12,5,0,0,30,0,0,0,0,0,0,0,0,0,3,12,59,103,74,69,14,8,341,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,8,5,8,0,4,0,0,0,0,19,0,3,0,3,6,3,0,0,16,0,0,9,0,7,0,8,0,26,0,0
504011047,0,0,5,4,0,0,0,0,9,3,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,13,0,0,11,4,3,0,0,0,25,0,6,8,0,12,0,0,0,21,4,5,3,14,6,7,3,0,36,0,7,11,12,11,12,4,0,53,0,15,36,31,15,17,4,0,112,0,18,45,36,38,22,5,0,164,0,4,27,33,24,13,6,0,102,0,0,18,24,17,11,0,0,72,0,0,11,24,18,12,6,0,69,0,0,9,35,30,17,4,0,105,0,0,3,11,11,6,0,0,25,0,0,4,7,21,12,0,4,46,0,0,4,0,0,0,0,0,6,8,56,187,236,208,131,41,6,872,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,0,0,13,0,5,0,4,0,0,0,0,16,0,3,3,8,3,6,0,4,29,0,0,3,4,4,4,0,0,26,0,0
504011048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,4,3,0,0,0,11,0,0,0,0,0,3,0,0,13,0,0,0,5,0,6,0,0,11,0,0,0,0,0,4,0,0,8,0,0,4,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,3,10,21,13,28,5,5,81,0,0,0,0,0,0,0,0,3,0,0,4,0,0,6,0,0,9,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0
504021049,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,0,0,10,0,0,7,0,3,0,7,0,12,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,10,0,0,3,0,0,0,0,0,8,0,0,7,0,0,7,0,0,21,0,0,0,5,9,10,0,0,28,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,3,0,0,21,20,29,38,12,0,118,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
