POW_SA2_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
108041620,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,11,0,9,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,27,68,81,57,33,5,272,36,12,24,15,28,15,0,130,0,0,0,0,0,0,0,0,229,212,359,345,340,106,11,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,215,277,388,309,60,6,1396,37,16,11,16,17,5,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,4,5,6,5,13,0,0,29,199,234,289,414,336,65,6,1537,0,0,0,0,0,0,0,0
108051167,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,11,4,0,0,5,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,27,38,41,14,144,12,4,12,9,12,4,0,63,0,4,4,0,3,4,0,21,117,116,162,208,238,119,32,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,83,101,153,134,31,0,555,17,5,4,10,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,8,9,7,0,45,75,95,115,163,147,40,3,641,0,0,0,0,0,0,0,0
108051168,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,10,0,4,0,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,28,27,46,36,3,167,18,6,7,10,13,13,6,63,0,3,0,4,3,0,0,14,129,115,131,184,180,79,21,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,77,114,82,26,0,440,27,0,0,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,14,11,13,5,0,60,107,87,91,123,100,30,0,541,0,0,0,0,0,0,0,0
108051169,0,0,0,0,0,0,0,6,12,9,3,8,8,0,0,43,15,9,14,8,8,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,0,0,9,3,4,5,3,0,0,0,9,11,28,38,52,53,23,13,218,103,58,53,81,81,35,4,410,11,4,7,10,10,3,0,48,820,955,922,1100,1059,319,46,5228,0,0,0,0,0,0,0,0,13,0,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,17,490,835,934,1110,1030,191,14,4601,148,41,42,47,50,12,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,17,24,23,24,19,3,0,111,683,908,1012,1183,1114,206,14,5121,0,0,0,0,0,0,0,0
108051170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,31,54,92,75,35,315,14,4,11,9,23,15,0,71,0,0,0,0,3,0,0,6,117,123,154,202,269,139,47,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,36,51,73,51,17,0,265,12,3,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,5,4,4,7,10,14,14,0,46,44,46,60,91,75,34,0,349,0,0,0,0,0,0,0,0
108051171,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,8,4,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,4,4,0,0,30,9,8,10,11,20,10,0,64,0,0,4,0,0,0,0,5,117,131,149,180,178,43,5,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,95,114,114,124,29,0,521,9,3,8,12,13,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,4,0,0,23,73,105,121,122,144,24,3,600,0,0,0,0,0,0,0,0
109011172,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,17,3,9,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,4,0,0,0,0,8,10,27,70,75,69,18,5,276,52,37,34,30,38,25,3,220,5,4,6,5,3,0,0,21,500,774,771,661,595,179,16,3493,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,550,523,530,381,89,8,2339,44,31,16,15,11,3,0,122,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,7,12,12,8,8,8,0,59,332,596,555,557,401,95,8,2545,0,0,0,0,0,0,0,0
109011173,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,7,13,18,18,4,4,65,6,4,10,6,9,5,0,45,5,0,0,0,0,0,0,3,163,204,195,193,172,62,10,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95,164,134,173,141,39,3,755,8,3,0,8,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,4,3,0,0,27,113,172,150,188,155,38,3,819,0,0,0,0,0,0,0,0
109011174,5,0,0,0,0,0,0,9,4,9,8,4,3,0,0,23,5,9,9,4,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,15,0,7,6,4,0,0,0,24,15,82,115,146,83,39,5,486,142,71,76,67,70,30,5,456,10,12,0,7,10,0,9,45,950,1200,1122,1136,858,304,39,5610,0,0,0,0,0,0,0,0,6,6,5,8,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,0,21,798,1143,1167,1208,995,226,12,5555,193,60,48,31,37,12,0,384,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,11,9,10,9,12,4,0,0,38,0,0,0,3,0,0,0,10,46,33,21,48,41,21,0,208,1061,1275,1253,1319,1088,256,15,6269,0,0,0,0,0,0,0,0
109011175,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,12,0,7,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,18,19,53,63,104,74,33,358,24,12,8,15,14,11,7,93,9,0,0,0,10,0,5,24,234,310,370,396,464,207,64,2060,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,155,205,207,194,41,3,909,18,3,10,5,5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,6,0,0,0,0,7,0,0,8,5,5,0,0,0,3,0,11,14,10,15,25,31,4,0,104,151,182,222,233,238,50,8,1088,0,0,0,0,0,0,0,0
109011176,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,24,21,26,23,3,107,63,26,23,23,34,14,0,173,3,4,3,4,4,0,0,14,471,457,447,414,423,139,11,2369,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,8,256,359,392,365,309,57,0,1746,91,9,11,17,8,4,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,21,18,9,7,16,3,0,65,381,392,420,396,336,61,0,1986,0,0,0,0,0,0,0,0
109021177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,15,17,19,3,67,5,7,6,3,6,5,0,23,0,0,0,3,8,0,0,7,85,112,86,103,167,68,9,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,69,58,75,94,25,0,364,7,6,3,4,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,3,0,0,0,3,9,11,4,15,16,4,0,61,68,85,63,99,114,28,0,462,0,0,0,0,0,0,0,0
109021178,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,31,25,16,6,108,4,7,6,7,19,5,0,52,0,3,0,3,3,0,0,10,131,255,217,256,268,114,17,1256,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,122,123,145,149,41,0,637,20,33,24,14,6,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,16,12,3,0,50,95,158,156,181,168,45,5,813,0,0,0,0,0,0,0,0
109021179,0,0,0,0,0,0,0,0,5,0,0,4,0,3,0,16,5,5,0,4,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,18,0,6,6,0,0,0,0,18,8,21,30,31,44,10,10,148,8,15,16,11,9,6,0,77,0,0,4,0,0,0,0,5,131,227,216,231,265,87,13,1172,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,58,65,78,72,14,0,328,7,13,9,10,3,8,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,14,10,20,7,19,21,0,0,81,49,97,89,114,100,23,3,479,0,0,0,0,0,0,0,0
109031180,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,16,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,7,10,6,3,48,25,11,12,10,17,7,0,87,3,0,0,3,0,0,0,11,199,224,206,290,285,92,12,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,146,155,202,202,42,4,880,33,9,4,6,5,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,20,5,10,16,14,4,0,61,176,171,171,216,227,49,3,1010,0,0,0,0,0,0,0,0
109031181,0,0,0,0,0,0,0,0,5,5,0,7,3,0,0,16,5,5,0,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,13,5,31,39,35,31,12,159,16,16,14,17,29,6,5,101,0,0,0,0,3,4,4,13,240,290,296,355,376,151,43,1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,116,145,147,128,28,3,646,29,8,13,8,8,6,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,8,4,3,19,13,4,0,55,109,131,161,174,156,35,5,777,0,0,0,0,0,0,0,0
109031182,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,27,27,13,5,87,23,9,16,9,17,11,0,82,5,5,5,0,3,4,5,24,199,223,222,265,287,140,30,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,140,203,221,309,290,73,4,1249,39,12,0,7,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,11,12,11,15,19,4,0,75,199,232,234,334,320,80,8,1406,0,0,0,0,0,0,0,0
109031183,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,17,4,4,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,7,15,32,48,67,87,82,30,368,8,9,13,16,22,12,0,92,0,0,4,5,7,4,6,19,158,279,266,344,390,212,68,1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,98,96,123,171,24,4,582,30,7,6,4,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,7,3,20,15,20,28,8,3,97,106,128,124,149,206,41,8,758,0,0,0,0,0,0,0,0
109031184,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,10,0,3,6,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,9,14,10,5,67,26,14,7,13,5,16,0,88,4,0,0,4,5,0,0,13,158,187,200,218,205,84,18,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,95,107,138,159,141,21,9,662,30,8,0,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,3,0,4,3,3,0,0,23,129,114,140,172,147,25,4,734,0,0,0,0,0,0,0,0
109031185,0,0,0,0,0,0,0,0,4,4,0,8,4,5,0,21,4,4,0,8,4,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,7,9,11,19,48,49,53,16,207,19,13,16,12,29,20,5,112,0,3,4,4,0,6,4,18,200,280,261,338,372,192,53,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,151,188,216,232,71,5,952,29,4,6,8,11,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,7,10,11,10,27,29,8,0,90,127,173,208,256,275,81,5,1120,0,0,0,0,0,0,0,0
110011186,4,0,0,0,0,0,0,5,6,8,3,0,4,0,3,20,10,8,3,0,4,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,10,0,4,7,0,0,0,0,10,52,167,275,262,236,109,25,1123,241,133,98,98,108,40,3,731,4,3,9,0,8,3,4,36,956,1106,1029,1005,950,342,64,5458,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,15,501,651,531,641,567,124,8,3018,123,44,35,32,32,7,0,270,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,21,4,4,3,6,3,0,0,20,34,41,25,48,25,10,5,188,671,746,600,730,638,147,20,3550,0,0,0,0,0,0,0,0
110011187,4,5,8,0,0,0,0,18,4,3,0,3,5,0,0,19,5,8,6,4,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,23,34,43,53,40,21,218,13,8,10,16,12,11,3,73,0,0,0,0,3,0,0,13,125,208,200,189,204,98,49,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,77,63,85,63,20,3,360,8,21,3,5,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,8,0,3,3,7,11,0,39,60,107,77,94,75,37,3,458,0,0,0,0,0,0,0,0
110011188,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,45,51,43,18,201,13,11,10,14,7,6,0,65,0,0,0,3,0,0,0,4,73,107,122,162,172,89,34,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,50,61,59,58,12,4,274,3,4,4,3,7,3,0,15,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7,15,3,0,35,44,52,68,71,85,23,4,343,0,0,0,0,0,0,0,0
110011189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,12,18,27,44,46,53,15,217,8,4,8,5,9,11,6,44,0,3,0,0,3,5,0,7,76,106,119,147,166,126,41,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,45,51,69,71,9,0,277,13,4,3,0,3,0,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,7,6,5,10,10,0,42,46,54,55,77,85,21,3,345,0,0,0,0,0,0,0,0
110021190,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,6,3,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,11,19,28,44,70,57,28,261,28,9,19,20,23,11,0,117,3,4,4,4,4,4,3,20,216,216,272,302,350,180,61,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,122,164,166,250,210,62,3,973,38,10,11,13,17,6,0,94,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,8,13,16,15,11,16,6,6,84,181,196,190,278,240,78,9,1184,0,0,0,0,0,0,0,0
110021191,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,12,3,3,0,9,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,4,0,0,0,0,0,0,8,6,14,12,35,27,15,10,124,69,21,24,29,38,5,8,187,6,7,4,0,4,3,4,24,472,536,468,489,469,121,48,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,281,370,398,450,368,79,10,1960,81,39,36,42,24,4,0,224,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,13,17,12,16,31,8,0,104,378,428,459,518,427,90,9,2310,0,0,0,0,0,0,0,0
