POW_SA2_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
101061543,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,0,0,0,6,7,13,28,26,30,33,8,145,27,22,21,11,23,9,0,118,4,7,4,7,3,3,0,26,377,414,427,414,409,146,34,2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,309,378,428,354,63,5,1775,68,15,18,8,22,6,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,15,12,19,23,3,0,90,337,339,404,455,396,77,11,2020,0,0,0,0,0,0,0,0
101061544,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,10,13,31,44,65,65,39,269,12,8,6,11,11,5,0,55,0,0,5,0,3,5,0,10,116,236,216,270,306,176,64,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,105,99,129,134,36,0,585,16,9,0,6,3,0,0,29,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,11,12,10,12,19,8,5,79,102,130,110,151,171,50,10,723,0,0,0,0,0,0,0,0
102011028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,51,79,44,21,5,223,29,11,11,7,15,9,6,84,0,0,0,3,0,0,0,5,121,82,107,148,119,45,12,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,30,33,52,33,3,0,187,13,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,7,0,0,17,57,29,36,57,41,7,3,222,0,0,0,0,0,0,0,0
102011029,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,44,79,77,45,18,285,19,23,16,11,22,9,0,92,0,0,0,0,0,0,0,3,125,122,145,179,155,70,22,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,42,64,45,13,0,234,5,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,4,9,0,0,14,40,42,51,68,51,12,0,267,0,0,0,0,0,0,0,0
102011030,0,0,0,0,0,0,0,3,6,3,3,7,0,0,0,29,6,12,3,10,4,0,0,33,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,13,83,134,135,114,60,18,551,51,63,66,65,60,16,0,318,0,8,7,0,3,5,0,22,549,936,974,1029,861,192,41,4586,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,170,190,213,164,27,6,870,16,17,9,12,10,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,14,10,4,7,4,11,9,8,50,130,192,211,239,184,36,9,1004,0,0,0,0,0,0,0,0
102011031,3,0,3,0,0,0,0,12,7,4,0,7,0,0,0,21,17,8,6,9,0,0,0,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,10,35,119,159,187,119,50,17,677,270,88,59,53,48,30,6,545,0,8,0,6,3,0,0,19,923,717,704,687,547,192,34,3798,0,0,0,0,0,0,0,3,36,26,5,9,17,4,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,471,545,691,622,98,3,3000,157,31,19,24,15,3,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,3,0,3,3,0,0,13,11,11,7,7,8,0,0,45,771,549,580,741,663,108,5,3422,3,3,0,0,0,0,0,14
102011032,5,0,0,0,0,0,0,7,13,8,8,5,10,4,0,39,29,22,16,9,13,3,0,93,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,5,8,3,0,0,0,0,0,16,77,309,399,410,271,86,18,1562,274,203,164,170,164,70,7,1061,14,9,8,7,6,0,3,44,1278,1779,1743,1849,1464,449,70,8634,3,8,10,8,10,0,0,36,25,18,13,14,8,5,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,658,1085,1208,1477,1135,229,13,5803,129,56,44,66,59,18,0,373,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,4,0,3,0,0,12,0,4,0,0,3,0,0,13,28,57,25,20,17,9,0,154,844,1239,1310,1587,1236,258,18,6493,9,8,6,9,3,0,0,27
102011033,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,33,28,21,16,4,131,8,5,15,20,20,9,0,80,0,0,0,0,0,0,0,0,64,96,143,157,135,38,4,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,72,69,98,59,13,0,362,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,0,0,13,67,78,70,102,62,13,0,389,0,0,0,0,0,0,0,0
102011034,4,0,0,0,0,0,0,4,6,0,0,0,0,0,0,9,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,42,38,25,17,6,156,79,16,15,8,18,9,0,161,0,0,0,4,3,0,0,9,306,180,181,221,233,62,9,1195,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,89,101,159,119,27,0,638,52,7,0,4,4,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,6,5,0,0,25,207,93,102,169,129,34,0,738,0,0,0,0,0,0,0,0
102011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,32,31,27,11,7,134,4,11,3,5,7,6,0,40,0,0,0,0,0,0,0,4,35,88,78,78,82,27,10,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,38,47,38,9,0,191,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,34,32,41,48,43,8,0,211,0,0,0,0,0,0,0,3
102011036,0,0,0,0,0,0,0,0,3,0,5,4,3,0,0,13,10,5,5,4,3,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,32,48,61,50,24,0,227,71,21,11,28,31,8,0,172,0,0,3,0,3,0,3,9,344,311,302,331,319,73,9,1690,0,3,0,3,0,0,0,6,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,149,128,168,173,16,0,797,56,8,6,0,4,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,0,0,15,217,163,147,185,186,24,0,913,0,0,0,0,0,0,0,5
102011037,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,36,39,31,18,8,147,10,9,9,8,4,5,0,44,0,0,0,0,0,0,0,0,38,57,91,99,80,37,7,407,3,0,0,0,0,0,0,3,0,4,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38,51,59,66,10,0,261,4,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,4,42,50,59,68,74,17,0,298,0,0,0,0,0,0,0,0
102011038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,28,31,37,12,0,130,20,11,6,16,14,4,0,70,0,0,0,0,0,0,0,0,63,87,85,89,82,28,3,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,23,31,23,7,0,117,7,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,29,15,24,30,28,12,0,133,0,0,0,0,0,0,0,0
102011039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,47,84,122,85,41,10,408,118,41,39,29,25,14,3,266,0,0,0,0,0,0,0,5,307,231,266,301,222,84,16,1422,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,136,111,146,105,16,0,664,45,0,3,5,9,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,12,7,5,0,41,214,147,119,169,119,20,0,788,0,0,0,0,0,0,0,0
102011040,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,12,5,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,11,41,124,112,82,41,19,427,95,34,39,39,23,14,0,246,5,0,0,0,0,0,0,6,313,281,344,324,228,114,29,1639,0,0,0,0,0,0,0,0,7,9,4,3,3,0,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,162,135,172,191,176,46,7,881,56,12,13,4,31,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,16,0,0,4,4,4,4,0,9,21,15,12,22,28,3,0,93,249,175,206,228,243,54,5,1160,0,0,0,0,0,0,0,0
102011041,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,27,53,76,61,17,5,253,30,14,12,15,13,9,0,96,0,0,0,0,0,0,0,6,145,149,148,200,157,48,7,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,89,87,70,69,13,0,393,10,6,0,3,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,6,0,0,0,16,88,98,97,74,73,14,0,448,0,0,0,0,0,0,0,0
102011042,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,6,0,0,7,6,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,7,5,0,0,3,0,0,0,14,0,33,61,75,61,24,3,255,93,32,22,30,44,14,0,236,0,0,3,4,0,0,0,7,338,289,272,311,258,85,10,1564,5,6,7,4,5,0,0,29,8,5,5,5,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,201,228,324,316,53,3,1320,62,8,8,16,14,6,0,116,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,5,0,0,0,8,12,9,17,17,20,0,0,77,293,236,270,369,368,63,11,1597,3,3,3,0,0,0,0,4
102011043,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,44,31,19,21,4,151,55,11,24,24,38,11,0,166,4,0,3,0,0,0,0,9,230,192,170,181,168,71,11,1020,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,134,145,172,168,30,4,795,65,9,3,15,12,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,3,0,3,5,0,0,20,220,144,153,193,186,39,4,948,0,0,0,0,0,0,0,5
102021044,0,3,0,0,0,0,0,3,0,4,0,4,5,0,0,16,7,8,3,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,45,73,59,46,33,0,264,120,57,49,29,37,21,0,308,5,4,0,6,0,0,0,12,437,342,333,286,310,127,9,1851,0,0,0,0,0,0,0,0,13,11,9,3,13,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,208,218,242,318,257,53,0,1304,64,8,11,12,13,6,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,13,11,3,8,12,0,0,58,302,254,272,343,304,60,4,1538,0,0,0,0,0,0,0,0
102021045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,25,32,23,8,4,122,22,22,20,13,14,6,0,105,0,0,0,0,0,0,0,3,94,138,102,125,79,25,4,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,66,62,67,38,10,0,302,10,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,70,74,68,71,40,7,0,327,0,0,0,0,0,0,0,0
102021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,16,23,15,13,0,86,29,15,9,9,19,5,0,88,0,0,0,0,0,0,0,3,108,97,89,87,76,16,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,45,47,46,42,5,0,236,20,0,3,4,4,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,12,71,49,52,52,46,8,0,275,0,0,0,0,0,0,0,0
102021047,4,0,0,0,0,0,0,4,3,10,0,0,0,0,0,14,3,10,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,73,135,145,95,44,10,517,98,52,52,57,62,15,0,337,0,0,3,0,0,0,0,9,467,566,617,702,570,140,16,3082,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,196,228,238,202,27,3,1042,60,11,8,11,11,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,7,5,5,6,0,0,29,222,214,242,262,232,29,4,1201,0,5,0,0,0,0,0,7
102021048,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,9,4,0,5,0,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,9,43,45,47,31,15,8,202,144,67,41,30,38,8,0,324,0,0,5,0,5,0,0,10,478,318,291,246,189,61,7,1602,0,0,0,0,0,0,0,0,11,9,0,4,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,244,269,292,267,40,0,1361,130,18,18,14,9,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,14,3,8,9,6,0,0,35,405,279,299,322,291,45,0,1639,0,3,0,0,0,0,0,7
102021049,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,22,32,15,7,100,48,5,7,6,4,0,5,76,0,0,0,0,0,0,0,5,102,78,79,105,99,37,14,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,38,26,27,19,7,0,168,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,4,0,11,60,45,26,29,17,9,0,193,0,0,0,0,0,0,0,0
102021050,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,8,3,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,34,44,36,31,16,0,167,12,26,17,25,37,6,4,132,0,0,0,0,0,0,0,0,111,206,205,177,200,47,10,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,59,90,107,62,9,0,388,33,7,0,4,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,6,4,4,0,0,13,98,69,102,114,74,12,0,459,0,0,0,0,0,0,0,0
102021051,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,3,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,57,69,52,25,8,241,29,18,21,21,16,6,0,106,0,0,0,3,0,0,0,8,155,218,236,275,212,71,10,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,76,71,94,89,17,0,410,0,3,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,15,69,79,79,99,93,25,0,448,0,0,0,0,0,0,0,0
