POW_SA2_CODE_2021,Tot_Mng,Tot_Pro,Tot_Tech_trds_wks,Tot_Com_persl_svce_wks,Tot_Cler_admin_wks,Tot_Sales_wks,Tot_Mach_ops_dvrs,Tot_Labourers,Tot_IDNS,Tot_Tot
124031462,641,4826,763,1478,1448,396,368,665,171,10758
124031463,515,689,594,435,605,131,541,364,55,3937
124031464,2349,3453,2061,2462,3193,2556,1423,1633,344,19476
124031465,157,109,209,95,170,56,131,148,22,1099
124031707,287,611,406,422,345,240,166,248,41,2760
124031708,186,298,177,219,207,149,158,173,29,1598
124041466,1024,1672,1210,1196,898,849,383,756,141,8138
124041467,826,1322,1143,898,1033,636,598,752,124,7326
124041468,340,195,361,515,314,49,267,272,55,2372
124051469,734,549,551,157,1139,309,3040,924,192,7595
124051470,199,442,229,269,253,300,114,230,32,2064
124051580,91,268,107,173,121,78,82,130,26,1069
124051581,1313,1227,1723,1078,1275,858,1602,1053,211,10348
125011475,35,12,33,27,40,8,10,41,5,220
125011582,636,2067,850,637,819,315,358,551,149,6385
125011583,729,668,529,289,504,617,479,337,121,4279
125011584,428,354,322,178,327,158,379,365,75,2589
125011585,78,152,84,84,67,92,31,82,28,692
125011586,1636,1883,1466,817,1684,1183,1301,1429,343,11745
125011587,362,402,373,151,353,123,355,175,54,2356
125011709,2302,2258,2119,1144,2029,790,1338,1251,297,13528
125011710,2571,3252,811,1234,2417,1097,593,826,272,13065
125021477,2359,2737,2051,620,1977,764,990,1083,269,12855
125021478,361,614,215,355,263,109,47,109,70,2141
125021711,288,658,182,316,312,476,40,207,40,2519
125021712,270,797,231,182,268,151,57,119,50,2142
125031479,925,1108,735,799,1061,477,1154,1033,201,7502
125031480,752,989,738,487,693,433,701,633,133,5558
125031481,730,1111,843,511,1282,471,536,561,183,6234
125031483,526,640,561,382,486,305,561,403,100,3956
125031484,298,620,318,427,306,193,193,255,73,2684
125031486,1434,736,1600,146,1248,523,2291,1143,229,9357
125031487,454,281,390,74,705,233,1766,468,134,4498
125031713,242,515,246,286,291,143,56,161,43,1988
125031714,479,850,419,609,635,715,167,312,94,4287
125031715,664,723,474,398,868,347,1815,391,135,5801
125031716,53,129,66,88,86,49,20,67,17,567
125041489,1157,3300,807,1168,1333,513,178,575,166,9205
125041490,654,905,488,290,559,480,386,348,80,4188
125041491,1277,10078,1092,1845,2331,617,741,987,306,19285
125041493,509,780,534,491,436,193,304,375,97,3721
125041494,344,525,272,271,262,446,124,259,35,2539
125041588,792,839,730,319,660,360,832,992,146,5665
125041589,277,878,245,433,369,356,103,223,61,2952
125041717,7017,15806,1945,3408,14092,2392,380,1084,1224,47353
125041718,262,536,186,249,320,203,79,151,59,2034
125041719,665,933,558,474,945,239,882,480,118,5288
126011496,634,1854,439,709,660,491,52,270,66,5174
126011720,216,760,152,223,237,131,43,110,34,1903
126011721,398,1048,210,308,349,229,34,109,39,2722
126021498,1000,1410,745,667,836,583,216,438,89,5992
126021499,390,1059,279,625,320,154,34,157,57,3080
126021500,11841,21523,4082,1814,6938,2967,735,1922,911,52732
126021501,2627,4730,1020,735,1943,475,129,353,211,12231
126021503,728,1508,706,795,607,597,158,398,115,5606
126021590,133,221,80,94,87,37,19,42,7,717
126021722,98,491,60,189,162,31,22,43,19,1107
126021723,544,1532,440,721,574,438,79,268,83,4680
126021724,593,1168,435,568,561,810,604,354,90,5186
126021725,274,625,173,578,196,68,49,220,50,2223
127011504,137,524,106,315,138,114,43,120,30,1527
127011505,659,624,534,488,393,129,464,481,73,3846
127011592,48,59,35,0,20,0,51,25,5,238
127011593,78,233,93,100,113,100,52,69,19,854
127011594,141,353,115,266,172,237,71,146,24,1522
127011595,182,305,189,149,278,197,591,167,46,2102
127011596,183,533,197,235,263,392,94,219,36,2145
127011597,191,518,174,203,246,92,129,144,32,1728
127011726,199,363,154,178,141,18,92,110,20,1271
127011727,437,487,506,491,445,615,200,274,55,3501
127011728,336,240,345,178,237,290,316,347,53,2332
127011729,274,888,305,407,374,217,157,211,65,2901
127021509,206,644,198,357,218,483,95,226,43,2477
127021510,194,493,201,342,257,84,80,172,44,1857
127021511,731,1182,679,897,816,901,498,606,164,6454
127021512,162,282,182,269,166,102,96,140,55,1459
127021513,236,612,264,446,243,140,99,217,57,2316
127021514,94,220,108,183,117,168,48,125,20,1081
127021515,439,1273,344,847,697,681,148,315,116,4848
127021516,128,532,158,215,188,148,90,127,37,1614
127021517,247,1085,182,520,335,578,78,289,60,3376
127021518,746,674,459,193,880,226,1759,460,145,5549
127021519,485,622,592,428,515,274,356,331,66,3664
127021520,168,434,138,257,249,57,52,104,40,1502
127021521,2934,1461,3266,224,2693,1082,3798,2303,435,18200
127031522,415,581,301,375,445,998,264,490,74,3937
127031523,1967,1483,2163,661,1876,840,2536,1523,314,13355
127031524,1161,1402,1161,1973,824,274,613,373,151,7927
127031599,66,232,76,164,93,42,47,46,15,783
127031601,520,418,655,213,622,478,580,655,96,4229
127031730,173,212,142,195,91,258,55,177,36,1347
127031731,1203,7026,806,1772,2930,1190,228,663,338,16149
127031732,256,538,297,513,288,292,107,283,66,2637
127031733,1472,1319,1602,607,1613,792,2947,1247,267,11873
128011529,383,826,409,574,417,262,50,197,51,3166
128011530,1320,1783,1070,1224,1449,2221,240,757,141,10203
128011531,1003,931,885,645,874,848,468,507,109,6271
128011602,1690,3250,1802,1195,1726,1111,608,983,172,12538
128011603,265,343,263,204,208,81,28,77,22,1483
128011604,1170,1582,1081,1044,972,674,328,532,120,7503
128011605,78,120,52,40,66,22,10,28,10,416
128011606,221,481,198,218,229,104,19,57,38,1564
128021533,198,302,241,257,169,132,94,208,28,1631
128021534,188,387,159,140,217,102,26,104,24,1349
128021535,690,1803,797,782,685,579,231,438,84,6098
128021536,463,962,403,701,417,278,51,204,50,3526
128021537,18,24,10,30,18,9,0,29,0,134
128021538,1476,2431,1791,1706,1802,1062,482,889,159,11813
128021607,397,790,448,654,427,504,113,378,33,3758
128021608,92,263,109,102,89,27,12,47,3,759
128021609,42,70,43,47,54,13,12,22,6,296
197979799,4,12,5,3,3,0,0,16,0,39
199999499,13664,20042,46269,17167,8416,5311,12122,25765,3883,152632
201011001,482,678,765,613,411,424,232,490,46,4135
201011002,1822,6655,1475,3198,3269,2144,306,1131,266,20261
201011005,309,959,272,371,692,87,31,99,52,2874
201011006,483,365,956,580,394,629,592,563,62,4617
201011007,75,72,135,38,59,12,44,69,13,520
201011008,1324,1271,1990,774,1293,984,1082,1709,184,10619
201011481,285,487,463,600,221,235,124,254,46,2712
201011482,267,513,353,355,251,182,231,171,38,2365
201011483,263,609,467,498,217,197,201,310,34,2793
201011484,290,482,393,523,215,562,144,473,53,3148
201021009,309,249,304,222,196,165,102,296,34,1882
201021010,453,326,267,245,199,144,104,284,21,2051
201021011,756,676,535,533,331,290,101,405,61,3694
201021012,329,152,174,66,104,31,121,140,18,1138
201031013,306,92,98,84,64,47,67,137,17,922
201031014,344,174,141,261,121,57,63,135,25,1327
201031015,164,91,129,29,66,36,57,90,11,675
201031016,324,590,467,618,341,438,196,529,75,3582
201031017,248,86,144,56,75,45,93,133,14,891
202011018,2287,6899,2066,3418,3383,2012,660,1795,332,22856
202011019,227,339,338,398,215,264,189,283,36,2294
202011020,737,1099,1195,824,818,546,597,871,111,6809
202011021,173,681,247,292,207,74,59,132,30,1902
202011022,745,915,1081,981,714,1204,610,836,107,7199
202011023,91,222,147,103,79,50,42,71,13,818
202011024,187,414,223,195,183,114,54,128,24,1515
202011025,432,577,685,378,485,499,285,439,61,3844
202021026,296,185,248,72,153,34,138,691,48,1876
202021027,614,1210,761,891,532,452,289,1125,103,5971
202021028,425,350,252,158,147,93,82,214,31,1747
202021029,230,180,215,134,91,108,190,154,25,1333
202021030,698,902,616,937,443,425,265,623,71,4974
202021031,324,541,325,335,213,236,68,253,40,2341
202031032,360,163,322,52,122,47,381,190,29,1671
202031033,935,287,192,175,187,128,223,417,47,2594
203011034,224,331,265,296,194,157,70,230,27,1802
203011035,420,195,196,88,121,75,108,269,29,1494
203011036,458,234,251,184,136,70,88,204,18,1654
203021037,469,1265,638,1056,493,761,142,467,72,5356
203021039,4167,10741,3602,3919,6228,2550,1659,2535,665,36060
203021040,640,1425,784,1103,584,717,140,450,80,5930
203021042,770,2774,668,848,876,348,192,536,96,7105
203021043,782,1012,1370,1501,632,467,1051,973,164,7956
203021044,201,297,268,418,148,477,59,223,26,2112
203021045,569,766,1105,659,478,476,528,701,100,5383
203021046,576,1480,743,742,522,372,125,362,68,4992
203021047,1507,2545,1792,1304,1384,842,1326,1175,216,12092
203021485,84,267,195,293,78,65,55,121,9,1177
203021486,676,964,1251,581,532,683,618,885,100,6297
203021487,709,875,1055,1174,627,1553,311,717,111,7139
203021488,330,497,546,487,307,417,440,442,78,3542
203031048,313,699,474,449,277,394,121,344,46,3117
203031049,383,385,397,377,212,211,27,255,36,2284
203031051,254,267,282,243,170,160,43,223,38,1676
203031052,334,430,327,337,234,128,22,215,34,2057
203031053,1109,1637,1056,1189,791,964,196,747,99,7788
203031489,284,485,377,402,191,315,50,233,26,2354
203031490,644,935,823,959,481,670,118,498,82,5213
204011054,548,399,398,410,284,193,163,328,58,2777
204011055,573,296,290,241,208,172,95,356,49,2281
204011056,507,945,646,636,540,420,264,683,92,4740
204011057,805,679,629,737,436,482,283,512,86,4652
204011058,418,176,264,218,131,103,77,365,50,1796
204011059,314,519,373,497,327,396,197,422,55,3100
204011060,520,242,244,525,198,40,215,175,51,2213
204011061,3,8,6,0,3,0,8,6,0,38
204011062,308,192,162,136,93,77,40,141,22,1163
204021063,599,843,743,745,557,430,436,726,106,5182
204021064,416,65,94,27,51,15,53,117,21,867
204021065,282,197,212,173,109,80,99,356,32,1544
204021066,1030,2587,1408,1676,1256,1075,617,1089,160,10898
204021067,923,229,348,159,184,140,178,457,53,2658
204031068,330,382,196,351,167,163,54,212,24,1888
204031069,876,575,638,809,328,454,282,600,98,4658
204031070,151,60,80,49,43,55,117,68,15,646
204031071,352,317,254,255,198,198,189,281,27,2069
204031072,682,336,211,247,183,123,118,315,46,2251
204031073,610,1002,662,698,486,372,740,578,85,5226
204031075,336,198,186,151,96,74,81,213,26,1347
204031491,541,516,859,755,439,207,312,331,87,4052
204031492,1235,2327,1900,1324,1395,1189,1008,1331,184,11885
205011076,618,740,672,625,472,399,271,664,92,4537
205011077,493,215,210,174,174,58,115,407,26,1882
205011078,517,312,304,271,176,158,141,373,32,2294
205011079,1327,2317,1480,1478,1323,1122,493,1352,165,11059
205021080,0,0,0,0,0,0,0,0,0,0
205021081,974,1809,1270,1411,1196,1077,600,1189,203,9720
205021082,610,187,235,178,149,63,181,343,56,2008
205021083,0,0,0,0,0,0,0,0,0,0
205021084,431,404,360,473,299,297,105,422,65,2854
205021085,544,334,232,298,202,149,142,316,38,2257
205021086,160,148,149,171,95,82,25,102,24,956
205031087,895,432,340,323,272,230,146,442,71,3164
205031088,33,10,4,0,5,0,5,4,0,64
205031089,659,406,425,331,249,187,211,419,77,2971
205031090,955,982,741,564,620,542,428,612,93,5540
205031091,556,603,610,578,398,480,106,490,82,3913
205031092,3,21,3,5,8,0,0,6,0,47
205031093,1242,1619,1246,1229,886,1049,338,899,159,8663
205041094,421,602,1026,246,287,149,410,428,81,3644
205041095,474,778,981,1019,743,504,296,552,117,5467
205041096,1021,1612,1469,1555,1543,856,1022,1058,202,10334
205041098,76,69,100,65,50,23,40,73,7,504
205041493,892,977,1190,955,1257,1327,435,760,133,7925
205041494,414,2187,528,682,810,233,227,392,96,5576
205051099,7,0,0,8,0,0,0,3,0,24
205051100,531,540,468,221,149,37,133,226,62,2363
205051101,771,475,619,471,347,310,416,655,96,4149
205051102,457,136,152,305,136,68,105,187,36,1580
205051103,790,1698,1136,1249,897,876,281,739,134,7804
205051104,449,199,210,236,135,145,109,268,42,1793
206011106,491,966,476,356,272,267,98,261,55,3244
206011107,211,586,222,345,169,114,50,114,42,1853
206011109,164,401,153,269,132,96,39,88,23,1362
206011495,527,1176,561,641,571,370,327,293,93,4559
206011496,1160,1901,1032,1326,676,912,342,706,122,8186
206011497,717,1676,663,998,810,656,184,363,112,6176
206011498,193,884,252,373,299,96,66,135,35,2329
206021110,734,859,871,502,563,461,311,309,83,4686
206021112,718,1601,768,884,538,294,261,407,88,5560
206021499,485,1112,472,721,385,313,41,178,84,3783
206021500,440,1046,432,473,297,284,104,197,49,3321
206031113,374,719,298,478,311,297,91,142,48,2755
206031115,323,724,264,444,285,233,242,366,63,2945
206031116,1017,2097,731,1271,1507,839,55,487,163,8177
206031501,418,998,438,674,485,381,47,307,74,3814
206031502,435,1275,456,611,526,370,68,212,60,4019
206041117,2779,7431,1238,1828,2274,751,171,719,295,17493
206041118,15734,36559,3055,4795,18566,2710,792,1474,1748,85451
206041119,4102,8108,1026,2052,3554,370,177,651,458,20511
206041120,201,278,114,194,150,104,12,199,26,1275
206041121,761,1094,860,412,571,267,276,538,78,4843
206041124,2953,19995,1768,2243,3317,220,302,1141,455,32388
206041125,2767,10276,1014,1362,2458,644,141,732,299,19692
206041127,501,340,521,95,559,118,1439,610,116,4304
206041503,22262,42814,5111,5289,17335,6322,593,2512,2268,104517
206041504,4613,10062,1611,1593,4918,2461,183,1183,503,27130
206041505,19750,51757,4764,4024,22203,3554,1316,2658,2147,112180
206041506,1952,3366,1539,1030,1644,494,408,915,259,11608
206041507,51,88,54,70,50,14,6,8,5,349
206041508,5631,9892,2011,4258,3091,2001,157,1302,544,28884
206041509,2432,4989,923,716,2019,559,94,425,244,12410
206041510,922,1839,655,596,825,210,116,284,107,5553
206051128,3680,6056,1137,1175,2202,1008,82,448,287,16077
206051129,403,876,358,402,216,243,34,120,57,2720
206051130,769,1146,474,671,504,392,93,259,96,4404
206051134,515,950,424,567,304,360,73,230,72,3500
206051511,5801,7351,4686,809,4119,1779,2884,2074,598,30107
206051512,4240,7376,1599,1564,3276,1664,186,937,411,21249
206051513,906,2065,490,633,779,328,54,187,119,5570
206051514,1924,3082,770,1183,1031,601,137,383,168,9288
206061135,970,1639,625,891,723,928,267,350,102,6497
206061136,1754,3405,1215,1703,1145,1048,109,577,201,11151
206061138,718,1513,578,555,474,446,47,285,108,4728
206061515,1285,2362,570,675,710,640,45,357,148,6791
206061516,1235,1846,641,660,640,848,60,371,116,6417
206071139,2183,3356,1050,694,1609,653,444,481,198,10652
206071140,342,822,332,328,182,155,19,88,46,2317
206071141,2654,5062,1485,1018,1476,899,277,696,225,13793
206071142,2015,6994,1273,1852,1603,891,198,577,239,15640
206071143,484,1288,441,609,368,308,292,273,62,4130
206071145,504,1493,395,632,416,254,110,287,80,4164
206071517,6338,10824,2505,1554,3297,2596,257,758,476,28596
206071518,2373,5490,1202,1358,2355,1397,253,850,292,15567
207011146,297,670,223,474,228,269,32,150,43,2390
207011147,661,1471,436,706,637,624,86,294,100,5014
207011148,522,1176,420,563,416,339,48,177,92,3755
207011149,1485,2918,727,1468,1344,951,128,391,151,9574
207011150,1650,3371,434,519,975,645,54,273,131,8052
207011152,2160,3899,865,937,1766,1063,256,434,181,11561
207011154,421,826,264,412,457,174,29,120,51,2748
207011155,1042,2098,503,834,966,520,50,251,124,6377
207011519,1141,3115,455,587,866,641,66,310,84,7271
207011520,1677,3314,760,853,1108,662,96,395,165,9031
207011521,987,3244,503,971,1038,301,73,285,135,7535
207011522,556,1371,475,746,471,524,199,465,111,4911
207021156,412,748,377,456,347,251,115,283,38,3028
207021157,1409,1612,963,1096,998,2611,179,712,154,9735
207021159,398,664,318,692,352,163,55,191,55,2883
207021160,396,893,283,1076,360,243,34,199,53,3534
207021424,338,575,240,418,324,586,70,242,59,2853
207021425,418,1264,458,620,474,546,363,276,77,4488
207031161,1130,2395,1009,908,1182,805,233,515,164,8331
207031162,192,506,190,352,203,79,43,123,26,1718
207031163,2116,7896,1470,2279,3203,1361,359,965,377,20027
207031164,327,873,367,327,377,127,138,211,48,2791
207031165,938,3429,770,565,1040,433,114,375,117,7783
207031166,886,1642,477,634,1083,691,89,329,102,5932
207031167,410,1074,303,551,366,134,35,100,52,3022
208011168,399,815,336,384,304,223,9,136,44,2651
208011169,1413,2949,1174,1518,1187,1235,129,531,191,10327
208011170,493,1255,312,706,382,248,40,193,62,3698
208011171,1057,1260,912,711,765,445,429,457,106,6134
208011172,681,1231,477,662,482,461,46,221,79,4331
208011173,761,1748,590,1140,660,412,52,298,81,5742
208021174,865,1722,791,854,961,721,110,380,120,6521
208021176,510,830,593,641,408,469,86,276,70,3892
208021177,979,3092,602,1163,944,360,80,441,177,7839
208021178,621,2012,585,1140,695,292,206,375,103,6028
208021179,629,1359,595,755,537,688,66,321,73,5016
208021180,131,500,152,262,156,101,27,86,24,1432
208021181,213,379,229,304,140,88,20,102,26,1498
208021182,320,743,292,436,262,335,65,195,44,2694
208021426,762,1838,536,589,716,387,129,344,101,5399
208021427,267,738,287,452,214,64,26,103,28,2194
208031183,193,280,190,167,170,125,136,150,37,1451
208031184,2369,1253,2372,283,1808,679,2044,1794,307,12916
208031185,242,326,305,372,199,255,49,184,44,1966
208031186,256,496,334,606,251,251,54,220,35,2496
208031187,225,244,266,148,236,211,166,223,28,1752
208031188,2078,2272,1701,1623,1695,2561,697,1243,266,14147
208031189,239,673,297,433,210,98,24,140,49,2166
208031190,659,1446,583,813,509,978,143,383,78,5584
208031191,3004,3444,2784,1565,2354,1481,1518,1687,351,18187
208031192,621,579,354,85,415,706,428,263,56,3502
208031193,968,1378,1333,963,718,504,413,932,141,7346
208041194,1379,4334,1017,1521,1675,601,205,580,180,11486
208041195,2021,2360,1056,1700,1138,4168,148,906,214,13710
209011196,252,628,472,313,349,153,122,141,39,2472
209011197,774,1498,812,1248,832,1297,124,604,122,7322
209011198,940,7915,1177,1748,1886,625,198,650,205,15349
209011199,1080,1709,1606,661,1088,398,809,683,160,8192
209011200,473,1364,423,660,463,426,33,273,51,4162
209011201,214,547,171,177,180,115,10,75,25,1509
209011202,356,888,429,671,342,316,43,263,45,3348
209011203,479,882,508,734,298,119,57,155,60,3288
209011204,162,441,179,305,140,153,26,111,21,1532
209021205,699,2979,396,821,722,226,64,260,98,6259
209021428,2464,3228,2050,2318,2259,2976,1366,1419,308,18384
209021429,273,950,237,387,307,137,72,195,41,2595
209021523,128,409,157,425,136,70,57,114,35,1529
209021524,81,239,127,368,112,43,45,81,27,1123
209021525,196,522,188,368,195,250,70,153,37,1977
209021526,583,649,813,391,549,395,668,593,93,4739
209031209,788,1587,917,1067,789,796,135,485,109,6668
209031210,80,113,140,94,67,59,36,47,6,642
209031211,182,113,163,87,87,42,41,139,9,858
209031212,201,298,227,134,133,29,46,88,24,1179
209031213,231,582,324,446,268,64,53,154,41,2166
209031214,236,440,236,170,219,36,34,82,30,1482
209031215,320,534,435,515,275,352,138,273,39,2875
209041216,535,1053,357,732,658,511,569,254,105,4768
209041217,143,558,167,200,240,357,42,193,36,1932
209041220,501,917,445,1117,775,1183,106,463,105,5617
209041221,71,267,108,132,107,19,30,52,18,811
209041223,2460,1599,3665,896,2064,1414,2258,2646,403,17393
209041224,338,589,625,549,386,474,181,424,64,3623
209041225,257,386,427,379,246,248,168,307,39,2459
209041431,94,496,166,310,139,31,82,122,38,1480
209041432,1430,4230,1620,1382,1618,1956,928,1689,299,15155
209041433,453,510,594,389,417,347,513,338,78,3642
209041435,95,228,112,107,137,68,49,59,18,878
209041436,355,736,367,670,478,367,76,301,73,3415
209041437,197,301,391,208,151,188,379,168,55,2036
209041527,233,588,312,386,249,263,120,428,40,2625
209041528,94,212,147,176,114,122,32,118,20,1025
209041529,101,368,151,179,134,213,70,103,30,1347
209041530,463,400,214,248,400,245,523,279,65,2830
209041531,90,266,103,164,125,205,59,93,28,1129
209041532,114,291,146,324,112,166,85,122,26,1384
210011226,620,572,1021,378,504,970,347,462,80,4961
210011227,872,912,608,736,1228,878,167,250,147,5795
210011228,3026,1951,3731,833,3256,969,2702,2134,442,19052
210011230,277,712,327,329,328,252,55,162,36,2467
210011231,177,525,181,172,177,118,17,77,25,1470
210011533,143,312,188,422,131,156,38,159,37,1583
210011534,216,691,266,489,277,215,50,162,64,2424
210021232,493,882,729,724,584,473,163,357,61,4464
210021233,124,254,134,100,68,42,16,83,4,827
210021234,101,135,178,91,83,108,25,81,8,819
210021235,363,345,388,225,303,187,131,307,52,2301
210031236,746,727,1135,426,555,611,447,706,94,5440
210031237,255,559,334,379,240,176,217,251,49,2467
210031439,23,46,34,17,22,9,3,12,8,173
210031440,107,166,196,411,148,102,75,155,30,1382
210031535,198,630,289,512,207,57,143,167,41,2238
210031536,126,326,145,348,156,211,52,119,40,1522
210031537,86,197,102,200,78,77,15,82,18,862
210031538,255,716,285,455,292,97,99,163,47,2401
210041240,207,663,279,331,269,54,77,157,30,2068
210041539,61,84,81,70,57,23,36,44,10,467
210041540,717,877,971,909,774,1266,312,661,97,6578
210041541,87,289,166,204,134,33,48,77,22,1061
210051242,1432,3191,1111,1881,1362,972,947,1654,298,12848
210051243,3694,2962,5473,818,2920,1672,4249,3906,692,26381
210051245,449,704,448,674,604,411,333,491,76,4193
210051246,315,613,478,386,341,205,238,239,60,2879
210051247,68,197,122,195,78,41,87,59,36,884
210051248,1595,2087,1476,2204,3193,1251,2814,995,473,16084
210051250,693,441,829,177,869,253,506,467,99,4332
210051441,98,242,196,194,161,254,113,161,28,1437
210051442,127,479,145,241,131,245,128,131,32,1656
210051443,558,775,1049,770,490,158,495,483,127,4897
210051445,247,369,486,333,214,197,342,403,59,2642
210051542,43,147,62,97,54,22,86,37,6,560
210051543,276,371,262,548,204,779,111,283,61,2892
210051544,801,703,1239,379,1054,677,2179,977,208,8221
210051545,75,169,105,225,69,96,88,116,19,971
211011251,2403,1647,2800,623,1779,858,1652,1576,297,13634
211011254,3047,3060,2424,511,2788,1386,2088,1784,423,17517
211011255,85,133,147,65,96,40,70,65,13,706
211011256,870,1168,834,618,761,808,237,499,80,5866
211011257,550,446,645,108,453,239,354,292,70,3154
211011258,372,431,408,174,304,171,414,206,53,2543
211011259,367,1688,381,822,587,339,113,406,81,4792
211011260,881,1621,642,1499,1083,1289,135,572,143,7877
211011446,882,1202,1033,1085,841,688,378,760,112,6973
211011447,324,619,415,646,340,169,70,189,44,2820
211011448,591,1298,882,518,646,776,298,533,96,5638
211011449,60,158,121,78,49,25,13,49,10,569
211021261,345,1004,299,514,368,73,39,173,49,2874
211021262,379,527,445,383,253,165,37,222,30,2438
211031263,1489,1089,2009,468,1174,936,1140,1359,196,9859
211031265,261,692,325,334,238,115,27,132,47,2171
211031266,1888,3021,1965,1995,2028,2862,569,1613,252,16187
211031267,524,2573,618,1010,679,346,158,484,81,6475
211031268,180,388,210,296,137,147,18,92,37,1500
211031450,477,776,711,843,541,389,199,302,77,4317
211031451,319,633,378,666,324,466,72,388,47,3300
211031452,487,424,509,151,378,165,302,311,49,2784
211041269,561,1424,447,909,450,826,70,351,94,5137
211041270,1097,1993,820,800,1138,525,373,461,123,7324
211041271,1045,1306,858,923,998,915,480,556,126,7205
211041272,392,730,446,385,388,144,109,172,52,2815
211041273,241,670,198,509,241,432,78,226,38,2631
211051274,309,586,358,323,252,196,84,188,34,2330
211051275,469,499,554,499,402,1004,126,431,82,4075
211051276,714,747,851,821,474,409,176,591,65,4845
211051277,614,504,845,312,472,282,550,707,93,4381
211051278,1277,1768,1737,1384,1250,986,607,1094,192,10287
211051279,414,282,401,156,235,170,145,411,43,2254
211051280,145,247,296,270,127,63,71,123,22,1371
211051281,328,969,497,744,452,386,91,398,63,3927
211051282,375,427,331,301,159,148,38,257,28,2062
211051283,214,472,395,393,242,169,84,306,36,2316
211051284,184,483,244,363,175,141,25,133,22,1765
211051285,375,209,355,145,229,185,87,319,27,1938
211051286,510,608,567,566,369,270,231,459,75,3659
212011289,483,612,642,563,428,352,102,394,49,3625
212011546,543,1266,730,785,611,613,189,498,78,5310
212011547,475,353,498,273,266,134,194,453,83,2723
212011548,554,397,452,322,274,299,312,497,71,3176
212011549,193,272,196,416,156,300,64,310,31,1942
212011550,279,509,385,247,235,321,353,278,34,2640
212011551,589,588,1166,526,685,600,496,901,107,5659
212011552,726,886,1216,876,725,705,431,708,150,6430
212021293,776,3854,1061,1641,1234,887,144,655,144,10402
212021295,242,360,293,324,192,191,207,214,47,2071
212021297,1901,1375,2547,508,1694,757,1547,1727,257,12319
212021299,166,295,297,264,206,70,73,210,38,1616
212021453,108,391,197,243,143,60,58,73,36,1310
212021454,169,379,240,261,206,416,97,198,28,1989
212021455,80,281,154,146,137,67,39,87,27,1022
212021456,1278,1667,960,1682,1319,3032,313,996,217,11473
212021553,205,688,260,313,209,277,78,182,44,2256
212021554,142,273,162,252,122,202,46,212,24,1437
212031300,668,1376,977,1300,850,1612,503,946,162,8398
212031303,443,351,592,424,299,120,401,601,76,3309
212031304,400,543,633,545,370,306,258,435,89,3578
212031306,412,542,476,476,402,401,358,347,69,3484
212031308,308,199,400,172,206,140,152,421,45,2046
212031457,160,228,216,275,172,380,65,180,28,1701
212031458,111,572,180,349,182,71,63,109,32,1679
212031555,103,334,136,220,123,120,57,109,22,1226
212031556,209,180,327,266,138,177,199,190,37,1724
212031557,201,678,296,456,212,317,225,383,56,2818
212031558,134,349,155,422,126,29,86,80,21,1399
212031559,126,402,139,236,115,158,114,107,25,1413
212031560,87,280,128,187,134,137,49,93,16,1110
212031561,83,227,90,137,76,70,61,67,11,815
212031562,141,361,206,246,174,213,95,177,32,1650
212041309,505,533,462,341,524,268,572,358,83,3648
212041310,1029,899,1241,397,757,335,931,1005,163,6754
212041312,197,500,273,496,231,123,137,223,50,2229
212041313,259,312,250,180,213,243,148,182,42,1842
212041316,592,674,535,391,942,259,622,369,115,4498
212041317,1498,1746,1497,1127,1311,1572,876,1051,264,10938
212041318,107,340,110,298,98,102,62,122,26,1274
212041459,135,415,179,434,169,79,113,159,24,1709
212041460,190,530,209,503,257,164,126,186,41,2206
212041563,1677,6019,1408,2695,3199,1362,615,920,367,18266
212041564,8468,4806,9787,764,7936,3211,13115,8303,1420,57819
212041565,1026,1215,1098,581,833,990,768,935,170,7617
212041566,1058,949,951,306,874,557,1082,693,155,6628
212051319,585,1061,518,694,516,532,135,274,91,4410
212051321,556,1482,439,1366,592,267,83,282,111,5179
212051322,1096,2316,846,1723,1056,1345,128,692,208,9409
212051323,333,1004,286,286,348,136,62,113,63,2635
212051324,2459,3838,1804,1002,2400,1283,652,838,277,14560
212051325,4261,5770,2748,1207,4029,1703,1544,1618,497,23375
212051326,1712,2009,1665,1366,1579,1344,1037,1007,249,11971
212051327,512,1385,440,856,547,434,75,335,81,4667
212051567,3400,8678,2987,1107,2873,1030,851,1205,406,22542
212051568,1587,7572,1506,1092,2086,772,755,852,293,16511
213011328,145,244,394,162,147,71,314,208,44,1736
213011329,70,225,89,191,123,104,63,92,22,972
213011331,64,188,96,180,56,77,46,71,10,789
213011332,187,463,225,475,184,390,94,199,40,2254
213011333,57,273,102,123,65,28,59,79,18,814
213011334,244,584,278,482,365,229,153,193,62,2593
213011335,298,3897,334,855,625,192,232,338,118,6899
213011336,751,1835,808,1297,1190,732,431,592,185,7818
213011337,659,617,1044,398,486,429,609,621,127,4984
213011338,1492,1206,1678,446,2036,497,2490,1838,333,12009
213011339,117,519,157,514,172,171,68,184,33,1933
213011340,565,669,450,552,503,1610,160,601,78,5188
213011569,344,574,424,388,358,540,255,328,62,3281
213011570,1833,1063,1900,421,1794,861,3561,1420,324,13186
213021341,971,1188,1388,633,1052,416,1444,858,202,8166
213021342,189,451,197,470,174,425,78,257,39,2280
213021343,1576,1422,1553,753,1385,1246,2519,1557,284,12309
213021344,733,1135,1051,638,465,200,512,432,111,5283
