POW_SA2_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
213011336,10,6,47,41,31,0,9,11,5,160,18,13,31,14,20,6,16,9,0,123,13,0,17,11,13,5,7,5,0,78,13,10,23,3,3,3,3,7,0,64,0,4,4,0,0,5,0,0,0,13,0,0,4,0,0,3,0,3,0,16,0,4,0,5,0,0,0,0,6,19,89,56,295,219,143,82,70,78,23,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,3,0,9,0,0,0,4,0,0,0,0,0,11,0,0,0,4,6,0,0,0,0,7,0,0,0,3,6,0,0,0,0,10,0,0,0,0,3,0,0,0,0,10,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
213011337,17,7,76,8,10,3,17,21,0,155,22,8,46,3,3,3,17,6,4,109,12,3,41,8,0,0,14,3,0,91,12,3,36,17,4,0,8,4,0,93,4,0,6,0,0,0,0,0,0,12,8,0,3,0,0,0,0,0,0,16,0,0,9,0,0,0,0,0,3,13,124,46,473,100,56,59,113,107,18,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,9,6,0,16,0,0,0,0,4,0,0,6,0,12,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
213011338,22,11,133,5,46,14,55,40,5,334,44,14,112,0,48,15,50,26,6,314,49,5,95,3,25,7,28,19,0,230,74,16,106,6,20,8,32,33,9,301,12,0,17,0,4,3,3,8,0,37,19,0,4,0,8,3,3,7,0,40,3,0,6,3,5,0,0,3,5,23,285,80,775,105,342,84,432,317,56,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,4,0,13,0,0,3,0,4,0,13,5,0,28,5,0,3,0,4,3,7,11,0,33,3,0,0,0,8,0,5,0,0,15,0,3,0,0,6,0,0,0,0,8,0,0,0,0,5,0,0,0,0,3
213011339,0,0,11,6,4,0,0,0,0,26,0,4,3,6,0,3,0,0,0,14,0,0,3,0,3,3,0,5,0,16,0,3,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,20,63,144,31,21,11,32,4,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213011340,15,0,22,10,16,3,0,3,0,64,8,0,18,3,3,0,0,0,0,37,0,4,7,0,0,0,0,0,0,27,3,3,21,3,3,4,5,0,0,44,0,0,3,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,7,0,0,4,0,0,3,0,0,5,13,78,17,200,82,56,135,22,60,9,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,0,0,0,12,0,0,0,0,0,4,0,0,0,6,0,0,3,0,4,3,0,0,0,17,5,0,0,4,0,4,0,0,0,10,0,0,0,0,3,3,0,0,0,4,6,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213011569,3,0,29,4,14,0,7,3,0,69,4,0,26,3,7,5,3,3,0,53,9,0,12,3,0,0,8,0,0,37,0,3,16,6,3,3,4,0,0,38,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,10,0,0,5,0,0,0,3,0,0,11,43,15,186,78,57,57,42,41,6,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213011570,44,22,184,10,47,11,92,36,8,449,54,13,159,4,33,19,55,18,8,360,36,12,95,0,21,12,37,17,7,240,87,21,124,3,18,17,32,20,4,322,16,3,19,0,0,5,3,0,3,62,15,0,12,0,0,6,0,5,0,46,4,0,10,0,0,0,8,0,14,43,309,93,940,99,286,127,631,236,68,2784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,8,0,0,0,4,3,3,4,4,0,16,0,0,3,0,4,0,0,0,0,14,0,0,7,0,3,0,6,4,0,25,4,0,3,0,13,4,10,3,0,39,0,0,3,0,7,0,3,4,0,15,4,0,3,0,0,0,3,3,0,16,4,0,0,0,0,0,5,0,0,13
213021341,17,9,103,13,22,11,41,11,8,233,16,8,105,4,22,8,26,18,4,199,20,12,67,5,14,4,16,14,4,154,37,16,139,9,14,9,39,26,6,297,13,5,48,0,0,4,6,3,3,82,24,0,25,0,0,0,5,5,0,61,0,0,6,0,0,0,5,4,5,19,164,53,707,108,169,57,287,173,40,1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0,8,0,0,0,3,5,0,3,5,0,20,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3
213021342,0,4,16,9,0,0,0,0,0,35,4,3,10,0,0,0,0,0,3,23,0,0,5,4,0,0,4,0,0,15,3,0,10,0,4,0,0,3,0,26,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,16,95,112,31,29,10,28,4,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213021343,28,11,118,15,49,15,70,21,4,331,38,6,100,7,18,6,44,15,7,233,41,9,80,0,19,6,45,25,8,233,68,18,134,10,8,13,35,26,5,313,19,0,38,0,0,0,11,6,0,76,27,0,43,0,0,0,5,3,5,90,0,0,21,0,0,0,5,3,3,27,260,69,770,155,196,153,432,232,46,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,3,0,13,4,0,0,0,7,4,0,0,0,19,0,3,4,0,3,6,9,0,0,26,4,0,4,0,3,0,8,0,0,22,0,0,0,6,3,0,10,4,0,20,6,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,3,0,0,8
213021344,16,4,58,8,8,0,14,15,0,120,10,10,85,3,11,0,10,17,6,146,13,6,72,3,3,0,15,12,3,131,36,8,145,6,9,0,51,23,12,293,8,4,51,0,0,0,11,0,0,73,23,0,32,0,0,0,6,0,0,63,0,0,3,0,0,0,0,3,0,11,141,47,594,108,72,20,122,99,29,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,8,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
213021345,3,0,3,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,22,7,7,4,8,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213021346,15,3,89,8,18,4,10,17,0,163,30,12,114,3,11,6,3,12,3,204,9,7,52,6,10,0,0,3,3,83,34,15,105,7,8,3,11,11,0,196,7,0,17,0,0,0,5,0,0,31,11,0,12,0,0,3,0,0,0,38,0,0,10,0,0,0,0,4,4,19,162,62,674,129,110,46,64,111,20,1370,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,13,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5
213031347,15,6,39,17,15,8,13,9,3,116,15,5,27,8,3,5,7,3,0,75,12,5,20,3,4,4,8,5,0,55,19,3,33,8,5,0,3,3,0,72,3,0,6,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0,4,19,0,0,5,4,0,0,0,4,0,9,106,34,309,292,94,79,101,71,13,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,4,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
213031348,21,17,61,25,39,4,19,6,10,200,24,5,42,21,21,8,5,6,4,142,24,11,39,0,9,3,6,0,0,104,28,15,76,12,7,9,10,19,7,175,7,0,14,0,6,5,0,4,0,34,8,0,9,6,0,0,3,0,0,39,0,0,3,0,0,0,0,0,9,17,152,106,413,314,227,83,99,148,41,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,5,0,0,3,4,0,8,0,0,0,13,0,0,0,4,4,0,0,5,0,10,0,0,0,8,0,0,4,0,0,17,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
213031349,20,0,16,3,5,4,4,3,0,55,7,0,12,0,3,3,0,0,0,32,0,0,12,5,0,0,0,0,0,17,6,0,13,0,0,4,4,4,0,29,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,81,15,139,91,47,168,33,53,12,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,6,0,0,3,4,0,3,0,0,0,14,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,4,0,5,0,9,0,0,0,0,0,3,0,3,0,11,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213031350,0,0,11,0,0,0,0,0,0,20,6,0,5,0,6,0,0,0,0,19,0,0,10,0,0,0,0,0,0,11,0,3,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,22,10,83,67,16,20,5,20,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213031351,11,0,52,4,18,4,37,8,0,142,13,5,48,5,22,4,27,8,3,126,16,0,35,0,3,0,15,4,0,70,34,6,51,0,4,3,9,9,0,117,7,4,7,0,0,0,3,0,0,17,3,0,15,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,16,113,28,366,62,90,40,218,102,18,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,0,5,0,0,14,0,0,0,0,3,0,4,0,0,13,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,3
213031352,20,3,53,13,17,7,17,14,0,134,13,6,59,0,7,4,11,9,0,119,18,4,46,0,4,0,0,12,0,77,29,4,66,5,6,4,9,10,0,140,8,5,19,0,0,0,0,3,0,39,15,3,17,4,0,4,13,3,0,55,0,0,7,0,0,0,3,0,0,14,127,34,421,96,73,60,85,106,7,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,3,7,0,12,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041353,10,3,72,18,23,5,18,9,4,173,19,9,65,9,15,5,17,7,0,148,11,0,39,7,0,4,5,6,0,86,17,5,43,5,12,3,8,4,0,94,4,0,4,0,0,0,0,0,0,18,4,0,4,0,0,0,0,0,0,18,0,0,3,9,6,0,0,0,0,19,113,58,548,257,177,92,148,123,26,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,9,5,0,4,5,0,0,0,0,0,11,0,0,3,0,5,3,0,6,0,14,3,0,0,0,3,0,0,0,0,12,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041358,7,4,29,10,6,0,5,3,0,71,0,0,18,3,8,0,0,0,0,37,3,0,11,0,0,0,3,5,0,23,3,0,5,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,41,29,170,170,65,86,29,57,4,641,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,10,0,0,0,3,0,5,0,0,0,4,4,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041359,33,13,116,119,35,12,61,27,8,427,49,14,135,112,21,6,45,12,0,390,26,10,78,89,12,4,18,18,7,263,50,11,104,68,11,7,21,13,0,283,15,3,18,5,0,0,3,3,3,46,14,0,10,0,0,0,6,3,0,39,0,0,10,12,0,0,6,0,3,31,247,86,900,527,220,107,390,225,42,2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,13,0,0,0,0,4,0,0,5,0,15,0,0,0,0,0,7,3,0,0,15,0,0,3,5,9,5,9,8,0,30,0,0,0,0,10,0,5,0,0,14,0,0,0,8,0,6,0,0,0,14,5,0,0,3,0,0,0,0,0,8
213041360,0,0,8,0,5,0,3,0,0,24,0,0,15,0,9,3,0,0,3,30,0,0,7,0,0,0,0,0,0,10,4,4,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,5,91,55,27,19,16,19,3,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041461,0,0,4,0,0,0,0,0,0,7,5,0,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,25,30,11,10,8,15,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,26,12,0,3,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213041463,5,0,18,12,5,3,0,0,0,49,3,0,15,7,4,0,3,0,0,30,0,0,10,0,0,0,0,3,0,15,8,0,13,4,0,3,0,0,0,35,0,0,0,4,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,35,16,134,92,51,62,20,35,4,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
