POW_SA2_CODE_2021,AgFF_AgFF_nfd_M,AgFF_AgFF_nfd_F,AgFF_AgFF_nfd_P,AgFF_Agriculture_M,AgFF_Agriculture_F,AgFF_Agriculture_P,AgFF_Aquaculture_M,AgFF_Aquaculture_F,AgFF_Aquaculture_P,AgFF_Forestry_logging_M,AgFF_Forestry_logging_F,AgFF_Forestry_logging_P,AgFF_Fishing_hunt_trap_M,AgFF_Fishing_hunt_trap_F,AgFF_Fishing_hunt_trap_P,AgFF_AgFF_support_Svs_M,AgFF_AgFF_support_Svs_F,AgFF_AgFF_support_Svs_P,AgFF_Tot_M,AgFF_Tot_F,AgFF_Tot_P,Min_Min_nfd_M,Min_Min_nfd_F,Min_Min_nfd_P,Min_Coal_min_M,Min_Coal_min_F,Min_Coal_min_P,Min_Oil_gas_extrac_M,Min_Oil_gas_extrac_F,Min_Oil_gas_extrac_P,Min_Metal_ore_min_M,Min_Metal_ore_min_F,Min_Metal_ore_min_P,Min_NonMet_minral_min_quar_M,Min_NonMet_minral_min_quar_F,Min_NonMet_minral_min_quar_P,Min_Expl_oth_min_supt_Svs_M,Min_Expl_oth_min_supt_Svs_F,Min_Expl_oth_min_supt_Svs_P,Min_Tot_M,Min_Tot_F,Min_Tot_P,Mnf_Mnf_nfd_M,Mnf_Mnf_nfd_F,Mnf_Mnf_nfd_P,Mnf_Food_pdt_mnf_M,Mnf_Food_pdt_mnf_F,Mnf_Food_pdt_mnf_P,Mnf_Beverag_tobac_pdt_mnf_M,Mnf_Beverag_tobac_pdt_mnf_F,Mnf_Beverag_tobac_pdt_mnf_P,Mnf_Tex_leath_clo_footw_mnf_M,Mnf_Tex_leath_clo_footw_mnf_F,Mnf_Tex_leath_clo_footw_mnf_P,Mnf_Wood_pdt_mnf_M,Mnf_Wood_pdt_mnf_F,Mnf_Wood_pdt_mnf_P,Mnf_Pul_pap_cvertd_pap_mnf_M,Mnf_Pul_pap_cvertd_pap_mnf_F,Mnf_Pul_pap_cvertd_pap_mnf_P,Mnf_Print_inc_repdtn_RM_mnf_M,Mnf_Print_inc_repdtn_RM_mnf_F,Mnf_Print_inc_repdtn_RM_mnf_P,Mnf_Petroleum_coal_pdt_mnf_M,Mnf_Petroleum_coal_pdt_mnf_F,Mnf_Petroleum_coal_pdt_mnf_P,Mnf_Bas_che_and_chem_pr_mnf_M,Mnf_Bas_che_and_chem_pr_mnf_F,Mnf_Bas_che_and_chem_pr_mnf_P,Mnf_Polym_pd_rubber_pd_mnf_M,Mnf_Polym_pd_rubber_pd_mnf_F,Mnf_Polym_pd_rubber_pd_mnf_P,Mnf_NonMet_mineral_pdt_mnf_M,Mnf_NonMet_mineral_pdt_mnf_F,Mnf_NonMet_mineral_pdt_mnf_P,Mnf_Pri_met_and_met_pr_mnf_M,Mnf_Pri_met_and_met_pr_mnf_F,Mnf_Pri_met_and_met_pr_mnf_P,Mnf_Fab_metal_pdt_mnf_M,Mnf_Fab_metal_pdt_mnf_F,Mnf_Fab_metal_pdt_mnf_P,Mnf_Transpt_equip_mnf_M,Mnf_Transpt_equip_mnf_F,Mnf_Transpt_equip_mnf_P,Mnf_Machin_and_equip_mnf_M,Mnf_Machin_and_equip_mnf_F,Mnf_Machin_and_equip_mnf_P,Mnf_Furnitur_and_oth_mnf_M,Mnf_Furnitur_and_oth_mnf_F,Mnf_Furnitur_and_oth_mnf_P,Mnf_Tot_M,Mnf_Tot_F,Mnf_Tot_P,EGWWS_EGWWS_nfd_M,EGWWS_EGWWS_nfd_F,EGWWS_EGWWS_nfd_P,EGWWS_ElecSup_M,EGWWS_ElecSup_F,EGWWS_ElecSup_P,EGWWS_GasSup_M,EGWWS_GasSup_F,EGWWS_GasSup_P,EGWWS_WatSup_SDS_M,EGWWS_WatSup_SDS_F,EGWWS_WatSup_SDS_P,EGWWS_WasteCTDS_M,EGWWS_WasteCTDS_F,EGWWS_WasteCTDS_P,EGWWS_Tot_M,EGWWS_Tot_F,EGWWS_Tot_P,Const_Const_nfd_M,Const_Const_nfd_F,Const_Const_nfd_P,Const_Blding_Const_M,Const_Blding_Const_F,Const_Blding_Const_P,Const_HeavyCivl_eng_Const_M,Const_HeavyCivl_eng_Const_F,Const_HeavyCivl_eng_Const_P,Const_Const_Svs_M,Const_Const_Svs_F,Const_Const_Svs_P,Const_Tot_M,Const_Tot_F,Const_Tot_P,WST_WST_nfd_M,WST_WST_nfd_F,WST_WST_nfd_P,WST_Basic_matl_W_M,WST_Basic_matl_W_F,WST_Basic_matl_W_P,WST_Machin_and_equip_W_M,WST_Machin_and_equip_W_F,WST_Machin_and_equip_W_P,WST_MotV_and_motV_partsW_M,WST_MotV_and_motV_partsW_F,WST_MotV_and_motV_partsW_P,WST_GrocLiq_and_tob_pdtW_M,WST_GrocLiq_and_tob_pdtW_F,WST_GrocLiq_and_tob_pdtW_P,WST_Oth_gds_W_M,WST_Oth_gds_W_F,WST_Oth_gds_W_P,WST_Comm_based_W_M,WST_Comm_based_W_F,WST_Comm_based_W_P,WST_Tot_M,WST_Tot_F,WST_Tot_P,RetT_RetT_nfd_M,RetT_RetT_nfd_F,RetT_RetT_nfd_P,RetT_MotV_and_motV_partsR_M,RetT_MotV_and_motV_partsR_F,RetT_MotV_and_motV_partsR_P,RetT_Fuel_ret_M,RetT_Fuel_ret_F,RetT_Fuel_ret_P,RetT_Food_ret_M,RetT_Food_ret_F,RetT_Food_ret_P,RetT_Oth_store_based_ret_M,RetT_Oth_store_based_ret_F,RetT_Oth_store_based_ret_P,RetT_NonSR_and_RCB_buy_sell_M,RetT_NonSR_and_RCB_buy_sell_F,RetT_NonSR_and_RCB_buy_sell_P,RetT_Tot_M,RetT_Tot_F,RetT_Tot_P,AcFd_AcFd_nfd_M,AcFd_AcFd_nfd_F,AcFd_AcFd_nfd_P,AcFd_Accomm_M,AcFd_Accomm_F,AcFd_Accomm_P,AcFd_FoodBev_Svs_M,AcFd_FoodBev_Svs_F,AcFd_FoodBev_Svs_P,AcFd_Tot_M,AcFd_Tot_F,AcFd_Tot_P,TPW_TPW_nfd_M,TPW_TPW_nfd_F,TPW_TPW_nfd_P,TPW_RoadTspt_M,TPW_RoadTspt_F,TPW_RoadTspt_P,TPW_RailTspt_M,TPW_RailTspt_F,TPW_RailTspt_P,TPW_WaterTspt_M,TPW_WaterTspt_F,TPW_WaterTspt_P,TPW_Air_space_tspt_M,TPW_Air_space_tspt_F,TPW_Air_space_tspt_P,TPW_Oth_tspt_M,TPW_Oth_tspt_F
126021724,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,13,22,36,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,10,4,11,0,0,0,34,34,73,0,0,0,0,0,0,0,0,0,9,12,22,0,0,0,20,12,28,6,0,8,64,20,81,8,7,9,103,30,133,186,53,239,0,4,0,0,0,4,3,5,9,0,4,3,4,0,3,10,7,22,0,0,0,26,21,48,9,8,17,70,17,87,11,0,13,282,179,463,180,344,522,3,0,4,548,548,1095,0,0,0,4,13,16,162,166,332,162,178,343,9,5,11,546,28,575,0,0,0,0,0,3,0,0,0,0,0
126021725,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,6,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,8,29,7,0,4,56,6,62,84,16,103,0,0,3,0,0,0,9,0,5,0,0,0,3,3,7,4,0,4,0,0,0,18,9,25,6,4,7,0,0,0,0,0,0,11,0,12,11,25,34,4,4,0,25,30,52,0,0,3,11,4,14,41,35,76,50,34,85,0,0,0,15,0,15,0,0,0,0,0,0,0,0,4,0,0
127011504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,3,0,3,6,0,6,57,4,60,71,4,75,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,4,5,0,6,3,3,4,0,0,0,8,0,8,59,67,129,12,25,48,0,0,0,82,102,184,0,0,0,0,0,0,19,14,38,19,14,38,8,0,10,23,0,24,0,0,0,0,0,0,0,0,0,0,0
127011505,6,0,3,286,214,497,0,0,0,0,0,0,0,0,0,16,12,32,310,227,534,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,6,0,10,18,9,24,15,16,29,0,0,0,5,0,0,13,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,11,11,0,11,4,0,8,0,0,8,7,0,5,9,0,6,91,39,129,0,0,0,9,0,9,0,0,0,0,0,0,9,5,18,16,6,24,18,11,30,123,26,149,51,13,64,323,66,387,512,114,628,3,0,3,68,15,88,0,0,0,5,0,5,6,4,16,5,12,21,0,0,0,94,39,134,6,0,6,0,0,0,5,4,8,23,28,52,11,40,50,0,5,5,42,75,123,0,0,0,0,0,0,43,40,83,44,40,81,24,16,41,261,39,300,0,0,4,0,0,0,0,0,0,0,0
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,27,10,34,94,28,123,15,3,17,138,41,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127011593,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,21,10,29,17,0,20,44,9,52,89,16,106,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,6,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,38,58,98,7,16,23,0,0,0,48,74,122,0,0,0,0,0,0,20,14,38,20,14,38,0,0,0,19,0,25,0,0,0,0,0,0,0,0,0,0,0
127011594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,5,18,0,0,0,55,11,64,73,12,87,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,3,0,0,0,3,9,9,0,0,0,0,0,0,4,0,8,98,130,228,25,43,66,0,0,0,129,176,311,0,0,0,0,0,0,63,82,148,66,82,147,0,5,4,32,9,32,0,0,0,0,0,0,0,0,0,0,0
127011595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,3,6,20,12,30,0,0,0,73,8,83,0,0,0,0,0,0,0,0,0,76,11,84,3,3,6,20,9,27,5,0,12,55,7,64,88,16,105,0,0,0,9,4,12,17,3,18,0,0,0,0,0,0,0,6,10,0,0,0,27,10,39,5,0,11,0,0,0,4,0,10,50,19,72,81,78,161,0,0,0,145,105,254,0,0,0,4,0,4,92,97,187,92,97,190,15,8,26,260,25,285,0,0,0,0,0,4,0,0,0,0,0
127011596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,0,16,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,3,9,54,24,71,3,0,8,50,12,65,112,36,148,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,3,0,4,6,7,11,95,117,210,50,131,181,3,0,5,153,255,409,0,0,0,0,0,0,135,135,270,135,137,271,3,0,7,37,7,44,0,0,0,0,0,0,3,0,3,0,0
127011597,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,7,4,0,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,6,13,5,0,6,31,16,44,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,11,0,9,4,4,12,39,12,48,14,0,12,101,22,122,160,40,197,4,0,4,19,4,23,23,4,28,0,0,0,0,0,0,0,0,0,0,0,0,42,11,57,7,4,8,0,3,6,0,0,4,19,24,40,4,13,23,0,0,4,35,46,74,0,0,0,4,4,4,22,34,56,26,39,64,3,0,3,50,13,65,0,0,0,0,0,0,0,0,3,0,0
127011726,0,0,0,57,35,97,4,0,4,0,0,0,0,0,0,4,0,10,68,44,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,11,0,11,4,0,3,0,0,0,42,19,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,5,7,13,5,15,56,13,69,14,3,21,105,19,132,193,42,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,4,0,4,0,0,0,0,0,0,0,3,5,4,10,14,0,0,0,9,16,21,0,0,0,3,3,3,0,7,12,6,16,20,0,0,0,23,4,28,0,0,0,0,0,0,8,4,12,0,0
127011727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,8,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,3,3,7,16,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,6,4,0,4,0,0,4,4,0,4,3,6,6,3,0,7,25,22,46,4,0,4,4,0,4,0,0,0,0,0,4,8,6,13,10,14,25,14,0,14,168,89,261,21,9,30,205,35,237,404,137,536,0,0,3,30,7,34,18,9,27,0,0,0,12,9,17,7,7,11,0,0,0,63,32,91,11,19,25,71,25,100,7,10,18,72,117,187,109,191,300,4,4,3,279,368,642,0,0,0,0,3,9,201,285,486,201,284,492,13,9,19,52,16,68,0,0,0,0,0,0,0,0,0,0,0
127011728,3,0,3,97,76,171,0,0,0,0,0,0,0,0,0,21,10,30,116,90,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,10,18,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,0,0,9,4,0,3,25,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,28,8,31,117,37,152,32,11,37,211,42,254,385,94,484,0,0,0,9,7,18,0,0,3,0,0,0,10,4,10,0,0,4,0,0,0,19,17,37,0,0,0,3,0,5,12,10,23,59,85,142,19,32,57,0,0,0,95,132,231,0,0,0,0,0,0,78,107,183,77,107,185,12,3,22,145,27,176,107,40,147,0,0,0,0,0,0,0,0
127011729,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,24,0,0,0,0,0,0,0,0,0,3,0,8,3,3,3,9,3,10,22,8,27,101,30,128,68,14,82,175,34,211,362,91,450,0,0,0,3,0,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,0,5,3,0,0,0,0,0,0,68,108,171,25,31,54,0,0,5,90,144,233,0,0,0,0,0,0,19,22,45,17,22,44,6,3,7,61,6,71,3,0,3,0,0,3,0,0,0,0,0
127021509,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,26,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,37,4,39,0,0,0,50,19,70,100,26,124,0,0,0,10,0,6,0,3,6,0,0,0,0,0,4,0,0,0,0,0,0,5,3,13,3,5,13,3,0,3,29,11,35,96,116,217,108,178,285,0,0,0,235,315,555,0,0,0,0,0,0,103,121,229,105,124,225,8,3,9,28,11,42,0,0,0,0,0,0,3,0,3,0,0
127021510,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,3,4,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,18,19,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,51,19,67,0,0,0,101,22,127,163,47,214,0,0,0,0,0,5,3,3,8,0,0,0,3,0,0,0,0,0,0,0,0,6,3,16,0,5,5,3,0,5,0,0,0,15,14,35,14,18,36,4,0,0,35,42,74,0,0,0,0,3,3,80,73,147,80,72,152,6,5,12,48,10,62,0,0,0,0,0,0,0,0,0,0,0
127021511,0,0,0,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7,38,36,37,76,0,0,0,5,39,45,59,15,73,57,14,66,11,0,10,0,0,0,0,0,0,0,0,0,12,5,14,0,0,4,105,36,133,4,0,7,10,4,16,15,9,21,339,164,508,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,5,10,18,12,32,61,10,72,3,0,3,144,24,163,221,40,266,10,7,17,170,77,243,15,4,16,27,3,22,30,24,57,20,17,42,12,3,11,282,135,413,31,25,59,92,39,130,28,5,31,203,209,412,119,242,356,3,0,3,472,514,995,0,0,0,23,18,40,279,340,617,299,355,654,15,5,23,48,7,56,5,0,5,0,0,0,0,0,4,0,0
127021512,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,3,8,0,0,0,3,0,5,0,0,5,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,0,0,0,17,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,3,29,4,35,5,0,4,61,14,70,94,18,117,5,0,5,10,8,15,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,13,29,0,3,5,3,0,4,8,0,6,22,28,52,20,24,44,0,0,5,54,53,113,0,0,0,0,0,0,148,174,326,148,174,326,3,3,4,28,8,34,0,0,0,0,0,0,0,0,0,0,0
127021513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,14,0,0,0,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,14,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,3,37,6,48,6,0,6,72,15,85,116,23,147,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,3,0,0,0,8,9,15,5,6,8,9,0,11,9,6,9,32,26,61,27,35,62,0,0,5,89,71,156,0,0,0,4,5,7,183,214,395,187,221,405,6,0,6,25,0,25,4,0,4,0,0,0,0,0,0,0,0
127021514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,16,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,27,10,38,0,0,0,57,12,71,88,21,111,0,0,0,0,0,0,5,0,3,0,0,0,3,0,5,0,0,0,0,0,0,6,6,14,3,0,5,0,0,0,7,0,7,54,58,119,12,20,34,0,0,0,72,83,160,0,0,0,0,0,0,63,73,138,63,73,138,5,0,3,24,6,23,0,0,0,0,0,0,0,0,0,0,0
127021515,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,59,0,0,0,6,6,14,0,0,0,8,0,5,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,11,0,8,78,38,112,0,0,0,0,0,0,0,0,0,5,4,12,11,0,8,17,4,18,13,0,10,30,9,36,0,0,0,87,13,102,126,19,149,0,0,4,10,0,10,10,0,12,0,0,0,10,3,12,7,10,13,0,0,0,32,13,44,6,14,13,4,3,5,15,0,17,166,167,329,124,267,386,0,0,0,308,448,762,3,0,3,0,4,4,152,180,330,155,183,335,3,0,4,38,0,34,6,3,9,0,0,0,0,0,0,0,0
127021516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,26,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,17,28,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,10,5,0,10,31,3,32,5,0,5,74,17,85,115,15,130,0,0,0,0,0,5,0,0,4,0,0,0,0,4,6,0,0,5,0,0,0,6,5,16,0,3,3,0,0,0,5,4,7,72,63,137,9,13,21,0,0,0,85,84,173,0,0,0,0,0,0,39,25,63,39,25,66,4,0,4,30,4,35,0,0,0,0,0,0,0,0,0,0,0
127021517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,15,0,0,7,37,3,44,54,11,57,0,0,0,0,0,0,5,0,5,0,0,0,6,0,4,0,3,3,0,0,0,3,6,14,3,5,6,0,0,0,12,4,15,90,139,225,103,298,399,4,0,4,205,437,648,0,0,0,4,0,3,132,179,312,134,180,312,0,3,3,18,6,26,0,0,0,0,0,0,0,0,0,0,0
127021518,0,0,0,124,82,203,0,0,0,36,7,44,0,0,0,11,16,28,174,101,278,3,0,3,0,0,0,0,0,0,0,0,0,10,3,13,0,0,0,9,6,14,41,25,58,12,6,20,17,11,29,5,0,8,9,3,11,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,236,77,311,0,0,0,6,0,6,7,0,7,59,20,77,38,9,42,428,151,579,0,0,0,9,0,13,3,0,3,5,0,3,44,13,60,64,19,75,23,10,36,80,25,101,38,6,47,211,48,262,352,84,439,3,4,7,57,29,91,30,13,45,22,6,31,183,84,271,92,75,170,0,0,0,393,217,610,6,0,9,64,10,73,17,12,28,110,61,166,100,67,166,9,3,11,303,151,447,0,0,0,5,0,5,23,22,46,28,22,44,26,9,34,160,29,190,3,0,3,0,0,0,0,0,3,0,0
127021519,0,0,0,7,4,13,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,4,0,0,0,0,0,0,0,0,0,18,5,24,0,0,0,19,9,28,23,14,37,24,18,45,0,0,7,9,3,8,38,17,58,0,0,0,23,8,32,0,0,0,11,12,21,16,11,22,17,0,17,55,20,75,61,10,71,6,4,8,4,3,6,40,4,48,332,125,452,0,0,0,0,0,3,0,0,0,4,0,0,35,8,40,38,10,44,24,3,25,69,21,89,16,0,15,219,34,250,320,60,377,11,8,19,27,11,41,29,11,48,30,9,34,26,9,34,16,15,30,0,0,0,134,74,207,4,3,6,38,4,44,5,9,14,41,47,90,39,44,85,0,0,3,131,107,237,0,0,0,0,0,0,147,152,293,150,149,296,4,4,8,116,32,146,0,0,0,0,0,0,0,0,3,0,0
127021520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,14,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,22,0,22,0,0,0,58,11,67,80,14,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,3,0,0,0,0,0,14,19,34,8,16,27,0,0,0,31,38,71,0,0,0,0,0,0,69,83,148,67,83,152,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0
