POW_SA2_CODE_2021,Tot_800_999_H_0,Tot_800_999_H_1_19,Tot_800_999_H_20_29,Tot_800_999_H_30_34,Tot_800_999_H_35_39,Tot_800_999_H_40_44,Tot_800_999_H_45_49,Tot_800_999_H_50ov,Tot_800_999_H_NS,Tot_800_999_H_Tot,Tot_1000_1249_H_0,Tot_1000_1249_H_1_19,Tot_1000_1249_H_20_29,Tot_1000_1249_H_30_34,Tot_1000_1249_H_35_39,Tot_1000_1249_H_40_44,Tot_1000_1249_H_45_49,Tot_1000_1249_H_50ov,Tot_1000_1249_H_NS,Tot_1000_1249_H_Tot,Tot_1250_1499_H_0,Tot_1250_1499_H_1_19,Tot_1250_1499_H_20_29,Tot_1250_1499_H_30_34,Tot_1250_1499_H_35_39,Tot_1250_1499_H_40_44,Tot_1250_1499_H_45_49,Tot_1250_1499_H_50ov,Tot_1250_1499_H_NS,Tot_1250_1499_H_Tot,Tot_1500_1749_H_0,Tot_1500_1749_H_1_19,Tot_1500_1749_H_20_29,Tot_1500_1749_H_30_34,Tot_1500_1749_H_35_39,Tot_1500_1749_H_40_44,Tot_1500_1749_H_45_49,Tot_1500_1749_H_50ov,Tot_1500_1749_H_NS,Tot_1500_1749_H_Tot,Tot_1750_1999_H_0,Tot_1750_1999_H_1_19,Tot_1750_1999_H_20_29,Tot_1750_1999_H_30_34,Tot_1750_1999_H_35_39,Tot_1750_1999_H_40_44,Tot_1750_1999_H_45_49,Tot_1750_1999_H_50ov,Tot_1750_1999_H_NS,Tot_1750_1999_H_Tot,Tot_2000_2999_H_0,Tot_2000_2999_H_1_19,Tot_2000_2999_H_20_29,Tot_2000_2999_H_30_34,Tot_2000_2999_H_35_39,Tot_2000_2999_H_40_44,Tot_2000_2999_H_45_49,Tot_2000_2999_H_50ov,Tot_2000_2999_H_NS,Tot_2000_2999_H_Tot,Tot_3000_3499_H_0,Tot_3000_3499_H_1_19,Tot_3000_3499_H_20_29,Tot_3000_3499_H_30_34,Tot_3000_3499_H_35_39,Tot_3000_3499_H_40_44,Tot_3000_3499_H_45_49,Tot_3000_3499_H_50ov,Tot_3000_3499_H_NS,Tot_3000_3499_H_Tot,Tot_3500mo_H_0,Tot_3500mo_H_1_19,Tot_3500mo_H_20_29,Tot_3500mo_H_30_34,Tot_3500mo_H_35_39,Tot_3500mo_H_40_44,Tot_3500mo_H_45_49,Tot_3500mo_H_50ov,Tot_3500mo_H_NS,Tot_3500mo_H_Tot,Tot_PINS_H_0,Tot_PINS_H_1_19,Tot_PINS_H_20_29,Tot_PINS_H_30_34,Tot_PINS_H_35_39,Tot_PINS_H_40_44,Tot_PINS_H_45_49,Tot_PINS_H_50ov,Tot_PINS_H_NS,Tot_PINS_H_Tot,Tot_Tot_H_0,Tot_Tot_H_1_19,Tot_Tot_H_20_29,Tot_Tot_H_30_34,Tot_Tot_H_35_39,Tot_Tot_H_40_44,Tot_Tot_H_45_49,Tot_Tot_H_50ov,Tot_Tot_H_NS,Tot_Tot_H_Tot
501021014,12,44,37,41,142,113,36,50,7,482,14,39,41,34,198,156,54,86,11,631,14,18,15,12,83,124,54,126,6,453,12,17,9,15,74,124,52,170,0,478,15,6,11,15,41,102,34,179,7,411,28,20,18,18,55,175,62,408,5,769,8,6,0,3,10,39,11,101,5,184,12,9,4,7,5,30,6,112,6,178,0,5,4,0,4,4,4,14,7,44,182,552,382,255,725,963,320,1331,79,4786
501021015,24,32,54,57,171,135,38,40,4,556,29,21,36,55,165,174,66,91,4,642,23,18,26,28,131,145,73,111,3,552,15,19,13,20,87,115,58,144,0,466,13,7,11,5,60,116,66,155,3,436,43,11,9,13,94,164,85,256,5,686,7,0,4,3,7,27,16,53,0,106,10,8,5,0,0,14,11,55,0,103,0,6,4,0,6,5,0,5,19,46,238,609,469,307,870,993,436,971,80,4974
501021016,5,14,26,17,45,21,0,7,9,147,7,16,16,14,45,44,12,36,3,187,12,6,17,11,49,32,20,45,0,183,5,11,5,9,47,32,23,52,0,186,22,3,11,5,80,31,19,43,8,224,45,11,10,6,208,104,110,157,9,650,16,0,4,0,33,15,21,58,0,150,0,0,3,0,20,18,14,50,3,122,0,7,0,0,0,4,0,12,8,29,129,236,182,124,546,337,235,481,57,2327
501021251,0,19,19,35,54,19,4,12,3,165,4,11,18,15,36,32,3,13,6,142,0,0,14,7,25,24,8,18,5,104,3,3,6,13,18,23,3,13,0,85,0,0,0,6,16,20,12,15,0,67,6,4,0,3,9,31,10,30,0,99,0,0,0,0,0,0,0,4,0,7,0,4,0,5,0,4,5,4,0,15,0,0,0,0,0,0,0,3,0,11,46,320,182,123,210,170,57,121,22,1257
501021252,6,4,11,11,16,11,6,6,0,70,0,5,6,15,30,25,8,11,0,95,0,5,11,0,13,19,3,19,0,70,3,3,8,3,5,13,16,14,0,66,4,0,0,3,12,15,5,11,0,41,0,0,0,3,10,12,11,38,0,85,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,3,13,26,82,70,53,100,129,58,118,10,642
501021253,55,136,255,210,435,221,38,52,9,1420,64,87,165,175,520,319,91,88,16,1527,48,39,91,119,393,270,66,131,10,1167,38,37,46,80,300,242,89,130,9,967,29,16,20,46,148,215,88,136,6,694,49,28,30,48,190,325,152,263,5,1081,7,8,6,8,23,44,26,63,0,184,9,17,10,22,43,82,25,131,3,343,3,8,11,6,8,11,0,17,30,101,516,1926,1623,1069,2409,1944,643,1097,159,11380
501021254,0,9,18,18,26,7,0,0,0,89,0,8,6,8,18,10,4,11,0,64,0,0,0,4,10,3,6,9,0,34,0,0,8,4,11,9,0,4,0,39,0,0,0,4,11,4,4,3,0,24,4,0,0,0,0,13,0,10,0,39,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,21,105,87,52,94,66,12,48,10,498
501031017,10,25,49,38,75,71,20,44,4,341,19,18,26,31,70,66,23,76,13,328,10,8,20,15,33,61,17,82,7,253,16,12,14,9,21,50,18,90,6,247,14,5,13,0,16,50,17,91,3,213,24,9,4,11,20,91,25,163,6,355,6,4,0,0,5,7,3,48,0,79,5,8,3,3,0,5,11,59,6,96,0,6,0,0,0,5,0,10,10,28,149,400,333,184,311,484,156,775,72,2866
501031018,10,26,30,43,44,42,11,25,3,230,4,12,10,22,48,52,24,47,5,221,5,11,0,9,26,39,20,36,7,158,8,14,3,7,15,33,12,22,0,112,3,4,0,3,7,19,9,39,0,100,6,6,4,3,9,22,10,66,0,138,0,4,0,4,0,4,0,7,0,30,0,14,3,0,0,13,3,13,0,52,5,0,0,3,0,0,4,5,5,21,79,361,208,188,227,290,108,349,39,1851
501031019,10,22,49,61,109,76,22,51,10,400,19,14,41,46,86,120,37,52,6,424,13,3,21,27,60,81,27,51,0,282,10,11,8,14,49,77,20,55,4,260,11,4,6,15,23,36,17,41,0,141,9,0,10,9,31,59,27,61,0,196,0,0,0,0,0,6,0,13,0,18,0,0,0,0,3,9,3,9,3,36,4,4,3,0,0,0,0,5,3,23,141,396,334,268,454,548,166,399,57,2772
501031020,7,24,31,41,56,72,21,41,0,290,17,19,23,15,44,67,15,44,5,260,12,6,7,9,25,41,15,39,6,159,12,6,13,11,18,31,7,35,0,123,0,6,5,4,12,26,8,21,0,85,8,5,3,8,11,24,3,42,0,111,0,0,0,0,3,3,0,13,0,25,4,0,8,0,0,4,3,15,0,38,0,7,0,0,0,7,0,7,6,31,103,372,252,171,256,356,98,351,34,1990
502011021,0,9,17,10,11,10,0,6,0,66,0,8,15,14,18,23,3,0,0,81,0,3,10,9,5,14,3,11,0,55,0,5,0,3,11,14,7,9,0,53,0,0,0,0,6,11,4,10,0,38,0,3,3,5,10,13,12,19,0,60,0,0,4,0,0,0,6,5,0,13,0,0,6,0,0,0,0,9,0,17,0,0,5,0,0,0,0,3,5,12,25,165,121,81,89,103,39,74,9,696
502011022,6,20,41,34,41,34,9,11,3,199,9,24,36,30,52,40,12,17,5,211,9,7,6,10,29,23,10,23,0,118,0,6,14,11,18,13,10,18,0,85,0,4,4,4,3,15,9,22,4,71,3,3,5,12,10,20,11,21,3,85,0,0,0,0,4,6,4,6,0,18,0,0,4,4,7,9,4,8,0,37,0,3,0,0,0,0,0,0,6,18,72,537,290,197,216,215,62,134,37,1753
502011023,25,46,108,102,170,101,25,37,6,629,34,36,100,90,187,150,35,60,9,700,25,23,42,55,123,107,31,52,4,470,12,20,30,46,99,83,29,60,3,386,8,7,13,36,51,59,25,49,4,251,18,5,17,22,71,109,46,75,0,366,0,0,6,5,6,15,9,18,0,61,4,3,19,9,8,41,10,33,0,120,3,3,3,0,5,4,0,0,15,43,234,799,788,527,900,772,239,422,74,4752
502011024,11,43,65,65,102,31,6,14,11,352,16,21,34,32,91,64,18,28,3,308,10,12,21,15,36,49,10,25,3,182,8,8,9,6,22,36,16,31,7,146,4,6,12,8,15,28,3,31,0,112,20,6,15,14,27,44,27,64,4,224,0,5,5,5,0,8,5,10,0,38,3,7,4,8,11,11,6,20,0,71,0,3,4,6,0,0,3,0,10,31,154,812,544,321,425,333,105,251,63,3008
502011025,43,99,200,210,392,166,32,61,12,1219,55,61,134,150,479,314,69,80,15,1355,25,25,44,69,317,208,63,83,11,849,23,15,35,52,252,184,56,118,13,740,23,13,12,25,113,160,50,97,0,485,27,6,21,17,115,197,60,144,11,601,8,0,9,0,12,27,16,32,0,103,4,5,12,15,18,44,9,80,3,197,0,11,9,0,18,10,0,6,33,93,387,2221,1630,897,2067,1510,387,803,174,10080
502011026,0,6,12,10,21,26,3,6,0,82,3,4,11,9,17,24,6,0,0,78,5,3,3,3,10,10,3,5,0,39,6,3,0,0,4,11,5,13,0,46,0,0,3,5,4,12,0,3,0,28,0,4,4,5,4,10,3,25,0,60,0,0,0,0,0,7,0,0,0,6,0,0,5,0,0,3,3,7,0,23,0,3,0,0,0,0,0,0,0,7,23,182,92,67,99,126,30,75,7,698
502011027,7,46,59,71,98,38,10,17,3,348,7,24,29,52,96,78,22,43,0,354,4,13,25,27,64,66,28,30,0,258,3,10,19,16,30,55,17,40,0,195,4,6,8,4,18,42,19,31,0,141,11,4,7,10,27,81,23,68,0,239,0,0,4,5,0,5,7,20,0,36,0,0,0,0,4,8,3,19,0,35,0,0,0,0,3,0,0,3,16,32,108,813,487,306,435,430,139,296,57,3067
502011028,0,21,42,28,42,11,3,14,0,162,10,17,43,31,46,40,10,8,0,202,4,6,15,8,33,25,17,10,4,116,6,6,13,15,15,27,10,11,0,105,0,0,0,4,19,22,15,19,0,78,0,3,6,11,19,50,18,38,0,144,0,4,5,0,3,0,0,4,0,13,0,0,5,0,0,4,0,9,0,20,0,0,0,0,0,0,0,0,4,10,59,216,252,144,208,205,71,120,22,1288
502011029,8,38,43,44,109,69,8,24,5,353,14,19,54,56,126,91,20,49,3,431,9,17,21,20,95,92,30,62,5,357,20,15,13,21,115,76,51,91,0,405,22,8,12,12,134,72,46,82,3,393,71,7,27,18,422,195,165,208,13,1133,8,0,6,8,71,61,36,49,6,235,11,4,4,9,23,41,27,71,0,191,0,3,3,0,3,5,0,3,23,44,233,652,505,304,1212,784,395,715,82,4894
503011030,4,15,36,17,20,21,4,0,0,134,4,22,23,20,53,26,3,13,0,167,8,12,14,12,39,33,4,10,0,119,3,9,8,10,25,38,4,17,0,110,5,8,8,6,12,21,3,13,0,75,5,14,5,5,3,30,8,29,0,101,0,5,3,3,4,13,6,13,0,54,0,18,20,13,5,24,11,35,0,118,0,0,0,0,0,0,0,0,6,13,35,417,240,111,194,221,49,130,23,1422
503011031,24,73,134,104,179,92,9,20,7,640,13,45,120,98,204,159,39,45,8,723,19,44,61,64,145,150,40,51,3,573,10,31,43,48,102,99,36,59,3,429,10,19,29,26,69,79,35,41,3,312,21,36,43,26,68,137,74,176,3,585,5,13,10,10,17,24,8,51,4,146,3,24,34,27,35,61,35,113,4,330,0,5,3,0,4,7,0,11,15,50,205,1534,1088,572,960,879,307,592,70,6200
503011032,10,34,62,48,66,33,9,16,4,279,8,23,55,39,94,98,19,21,8,363,4,17,20,34,61,64,26,31,0,254,3,13,19,23,37,73,15,28,0,212,7,12,11,11,25,32,10,33,0,151,0,18,21,17,37,58,24,49,4,232,0,16,13,3,3,19,8,22,6,80,0,39,31,25,10,55,25,84,3,272,0,6,0,6,4,3,0,3,3,25,81,681,513,269,391,446,149,300,42,2871
503011033,8,27,43,33,35,24,3,14,3,190,7,23,27,17,66,44,13,12,5,201,0,15,19,12,35,32,3,15,0,137,3,16,9,15,28,34,10,14,0,130,4,9,15,11,6,22,11,10,0,95,7,16,14,17,24,37,13,23,3,155,0,4,3,0,5,15,3,11,0,42,4,7,10,7,9,26,7,40,0,109,0,0,7,0,4,6,3,0,8,18,56,581,353,175,244,266,78,157,29,1937
503011034,19,53,95,67,88,48,12,24,0,401,11,36,67,64,156,91,17,36,3,480,6,14,31,42,102,77,15,38,0,341,6,19,33,32,83,86,20,40,0,317,6,10,18,13,55,58,32,39,0,242,15,17,27,19,47,100,60,129,8,426,0,9,11,7,4,15,9,25,0,83,4,24,21,16,13,52,10,63,0,216,0,4,0,0,0,0,0,4,13,26,125,855,589,379,617,567,187,421,50,3798
503011035,86,305,496,344,360,250,41,56,24,1953,162,269,564,481,851,582,102,117,31,3164,186,165,407,497,1008,617,120,167,20,3185,220,131,254,470,994,706,168,205,13,3166,151,81,152,262,807,635,145,214,17,2461,189,116,175,242,1105,1073,378,591,16,3894,22,39,36,40,95,225,93,229,5,776,37,91,108,114,146,416,164,697,14,1796,0,6,19,10,25,21,4,16,59,163,1363,3623,3383,2847,5662,4708,1253,2366,284,25487
503011036,12,59,78,48,78,45,5,15,8,348,18,44,66,64,147,116,22,27,7,509,20,25,59,54,161,157,37,33,3,545,23,17,41,28,149,130,33,64,7,500,24,18,25,18,94,140,36,59,5,426,44,31,26,37,176,316,103,193,0,923,8,5,8,7,14,46,23,61,0,167,11,22,22,20,22,37,26,83,0,239,0,0,3,0,3,5,0,3,13,33,217,883,546,354,914,1025,304,551,59,4847
503021037,3,6,11,4,9,0,0,0,0,41,0,3,3,6,15,15,7,3,0,53,5,0,6,6,24,27,10,8,0,79,0,0,4,12,14,9,5,11,0,62,4,0,0,0,8,10,7,9,0,41,0,0,5,0,17,23,11,21,0,82,0,0,0,0,4,11,0,15,0,29,0,3,0,5,0,10,6,55,0,78,0,0,0,0,0,0,0,0,0,7,21,83,82,54,104,114,43,118,7,627
503021038,28,93,140,95,226,152,28,41,16,817,39,55,141,101,268,296,57,80,12,1047,20,24,92,92,285,288,75,96,9,977,32,30,58,79,302,280,64,106,12,960,31,20,36,35,238,209,68,100,10,739,66,41,42,81,513,539,162,237,0,1682,16,10,7,26,89,142,43,103,0,438,10,19,28,14,62,145,89,206,3,579,0,5,3,3,5,0,0,3,30,48,320,1281,1090,696,2149,2145,604,1006,112,9413
503021039,12,114,183,128,193,102,17,30,10,793,29,69,125,114,218,182,34,44,8,820,17,22,84,74,173,140,38,42,6,594,10,33,54,55,148,122,35,86,3,546,21,25,30,27,104,95,44,70,3,423,13,25,38,48,110,172,64,173,11,652,5,10,7,14,14,47,9,38,0,145,5,13,26,16,11,55,34,103,0,275,0,7,0,4,6,0,0,6,25,54,219,1503,1192,686,1116,1000,294,643,97,6758
503021040,10,44,87,59,133,75,12,30,4,444,3,31,52,64,109,106,33,35,4,441,9,13,30,30,49,65,23,30,0,261,9,16,11,20,49,76,27,46,3,253,5,0,13,10,22,52,10,29,3,148,3,16,13,17,34,69,34,67,4,246,0,3,7,3,7,15,9,14,0,60,5,0,13,7,16,29,14,44,0,132,0,0,5,0,0,0,0,0,6,23,103,737,559,302,524,561,168,348,57,3359
503021042,59,222,369,274,430,273,42,84,31,1790,86,174,379,296,764,649,107,165,19,2640,70,124,220,264,726,691,159,188,27,2466,98,97,164,217,584,656,147,283,5,2261,74,51,97,129,415,481,174,259,26,1708,114,85,134,164,623,983,337,716,14,3183,36,29,39,39,102,231,93,258,5,822,37,72,91,79,144,461,265,792,3,1942,6,14,14,8,22,29,0,18,72,184,793,3208,2736,1849,4119,4675,1374,2837,288,21876
503021043,53,159,301,191,271,133,17,52,12,1187,60,105,267,205,422,267,53,81,5,1455,36,51,178,142,359,251,59,75,11,1169,44,37,103,111,266,247,52,84,4,964,25,32,54,68,203,232,60,101,3,785,52,56,64,88,291,426,138,217,4,1321,9,17,25,22,40,93,34,89,3,324,19,28,47,37,48,185,83,295,3,736,6,10,5,4,0,5,0,7,27,61,447,1665,1850,1109,2042,1941,518,1042,112,10729
503021295,27,115,232,119,288,162,29,48,14,1040,57,88,206,159,574,368,80,90,19,1647,78,61,137,163,724,451,135,161,14,1930,100,55,107,149,655,563,119,200,18,1967,119,32,64,104,608,603,130,243,10,1913,252,74,109,166,1086,1499,441,824,22,4471,62,19,28,28,157,346,168,332,9,1153,66,34,38,48,138,473,276,669,7,1743,8,7,4,8,20,19,3,10,52,127,879,1274,1510,1105,4451,4566,1412,2639,234,18079
503021296,29,73,161,131,267,199,34,32,9,938,47,67,126,118,377,344,73,106,12,1274,44,32,67,97,379,350,73,147,16,1201,47,27,32,70,295,328,76,173,6,1059,40,20,29,50,149,322,77,139,4,834,60,24,49,52,243,529,132,299,17,1405,8,11,12,9,29,92,38,85,0,296,5,9,16,14,35,86,58,167,0,404,3,9,8,0,5,10,0,9,32,75,375,1282,1230,792,2016,2430,594,1225,127,10067
503021297,294,711,1573,1016,2251,1226,246,273,111,7698,495,608,1328,1152,4457,3077,602,658,144,12519,589,385,919,963,4731,3783,817,997,100,13296,663,354,707,925,4416,4160,917,1365,96,13601,577,224,435,682,3289,3642,853,1424,80,11202,1398,477,764,1157,6441,10005,2777,4739,144,27908,415,163,184,291,1343,3482,1166,2112,35,9181,891,299,382,494,2021,6974,2926,7550,86,21620,24,42,46,25,117,171,38,102,419,978,6281,9224,11059,7995,30363,37207,10469,19500,1693,133799
504011044,15,53,101,80,308,207,39,49,11,864,25,49,72,86,302,265,80,115,12,1013,20,19,35,55,221,230,79,121,7,785,10,17,26,30,126,185,82,120,7,609,16,11,11,7,89,112,61,119,0,423,12,15,24,29,109,175,122,243,0,721,4,0,3,3,13,16,25,57,0,124,4,6,6,3,9,27,16,69,3,147,6,0,6,3,9,11,3,3,20,63,157,771,689,464,1399,1365,528,946,99,6420
504011045,33,80,148,157,373,243,42,71,18,1160,36,69,94,112,385,350,105,138,12,1302,27,42,42,41,291,294,114,173,14,1033,21,22,34,40,169,274,93,191,3,845,18,13,20,26,71,187,73,170,4,584,33,20,26,29,88,208,124,301,6,826,3,7,6,4,15,45,38,72,0,194,3,10,18,13,14,40,37,97,0,229,0,3,7,7,10,22,0,4,34,83,269,1201,991,659,1665,1849,670,1318,133,8752
504011046,9,32,47,47,62,50,6,24,3,281,10,21,40,42,98,86,20,28,7,341,9,17,25,21,83,70,29,39,7,292,10,11,15,19,59,78,24,25,3,245,5,8,15,7,38,59,21,18,0,169,25,10,20,17,46,148,53,57,0,384,5,0,3,0,4,13,9,18,0,63,7,5,0,0,8,7,8,33,0,74,0,4,0,5,8,0,0,0,11,33,106,573,448,245,487,559,184,270,49,2919
504011047,14,88,137,150,310,175,28,56,16,976,29,59,87,97,324,233,53,98,7,995,28,31,63,64,222,198,52,84,13,757,18,16,18,36,131,138,45,89,0,497,12,12,16,12,88,88,40,70,0,346,16,13,13,25,70,105,62,130,4,438,0,5,7,12,17,16,11,33,0,89,6,9,6,19,9,30,15,54,5,152,0,15,3,3,3,4,0,5,38,82,233,1852,1267,706,1464,1163,344,695,143,7876
504011048,4,11,26,33,37,19,3,4,0,138,3,13,14,16,37,23,16,6,3,127,0,5,9,14,14,18,4,11,0,69,4,3,6,13,16,24,4,11,0,82,0,0,4,3,3,25,3,12,0,61,8,8,3,9,10,24,12,28,0,94,0,0,0,0,0,4,0,7,0,9,0,0,0,0,0,9,3,4,0,20,0,5,0,0,0,0,0,0,4,14,44,327,213,133,166,164,46,82,22,1195
504021049,3,8,13,12,25,21,8,13,0,109,4,3,10,7,27,42,5,6,0,99,5,11,5,3,30,43,3,17,0,125,22,3,6,0,39,111,29,22,0,231,7,3,8,6,31,69,25,49,0,199,10,3,0,3,29,53,23,48,3,170,0,0,0,0,0,3,0,9,0,18,0,0,0,0,0,4,0,8,0,12,0,0,0,0,0,5,0,4,4,7,67,92,81,46,202,369,99,178,18,1152
504021050,0,24,18,23,23,10,6,10,0,118,0,13,25,14,18,16,4,10,0,96,5,6,16,10,16,14,5,12,0,85,3,5,4,13,14,12,5,12,0,63,3,7,7,0,9,22,10,13,0,65,0,3,13,10,17,33,14,29,0,123,0,3,0,0,0,8,5,9,0,31,0,3,5,6,3,16,7,12,0,51,0,0,3,0,0,0,0,3,0,13,23,272,175,119,125,154,54,123,15,1062
504021051,4,0,14,10,9,9,0,7,0,50,0,8,9,14,13,13,7,7,0,64,0,5,5,0,12,8,0,8,0,41,0,0,0,7,5,0,4,16,0,39,0,0,7,0,0,9,5,9,0,29,4,0,7,3,8,9,9,20,0,52,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,3,3,3,0,16,0,3,0,0,3,0,0,0,5,9,17,128,103,64,74,63,27,83,14,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,12
504021053,17,33,86,56,79,50,6,24,7,361,13,31,49,39,99,91,27,47,8,406,16,10,32,22,80,65,17,32,0,277,9,8,20,24,49,54,22,45,3,236,13,3,3,16,47,36,21,39,0,179,6,3,12,12,45,69,25,64,4,248,4,0,3,0,12,3,11,14,0,52,4,10,4,3,5,12,11,14,0,56,0,5,3,5,10,0,0,0,5,31,117,771,531,292,487,446,150,328,41,3167
504021054,16,36,53,56,131,99,22,29,4,442,8,27,48,48,162,155,62,63,4,583,14,11,13,31,103,140,43,79,0,428,18,17,12,20,77,101,45,104,5,388,11,8,7,14,26,61,40,79,0,242,18,6,15,10,50,77,41,136,5,358,9,6,0,0,10,9,3,29,0,63,0,0,7,3,0,9,3,50,0,80,0,8,4,3,3,5,0,0,27,55,147,644,433,289,661,741,291,623,64,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,10
504031056,11,21,56,50,86,47,13,16,0,295,8,16,27,42,86,82,17,35,0,318,13,3,17,19,45,59,12,36,0,197,6,11,14,20,30,58,19,37,8,201,4,0,8,14,22,36,11,24,0,131,3,4,12,10,36,72,27,54,0,223,0,0,0,0,6,10,10,12,0,36,0,5,3,6,9,15,4,18,0,47,6,4,6,0,8,3,0,0,8,34,76,543,415,259,391,414,122,273,43,2525
504031057,6,39,53,69,69,46,11,17,3,318,15,27,38,32,94,80,14,35,13,338,12,7,18,15,47,62,10,37,6,210,3,6,9,18,56,61,11,45,4,215,13,4,0,4,32,47,5,29,0,135,10,15,8,7,31,55,31,48,0,197,0,0,0,0,0,5,3,7,0,21,0,3,0,3,4,9,7,9,0,35,0,0,0,0,0,0,0,0,8,18,115,689,435,260,430,426,110,237,54,2750
504031058,3,20,33,20,80,48,7,14,8,231,9,13,18,27,63,55,26,24,0,235,6,13,10,14,69,76,21,28,3,243,7,11,8,7,84,71,22,52,3,263,5,3,8,0,68,42,21,41,6,192,11,3,0,11,76,89,51,63,5,305,5,6,4,5,9,19,11,22,0,72,5,5,5,0,4,21,11,26,3,75,0,0,0,0,3,11,0,0,10,29,83,270,218,143,517,486,172,318,42,2248
504031060,0,4,3,6,5,8,0,7,0,41,4,11,6,6,7,17,6,8,0,72,0,0,8,6,0,9,8,15,0,40,0,0,4,0,0,9,0,7,0,25,0,0,3,3,0,0,0,11,0,20,0,0,0,0,3,13,3,8,0,27,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,7,0,8,0,16,0,0,0,0,0,0,0,0,3,6,8,106,62,52,41,85,24,66,7,453
504031061,27,30,58,59,238,169,65,61,12,717,31,26,42,56,315,415,132,200,11,1225,30,9,25,24,195,321,147,252,10,1017,23,25,16,13,132,255,127,303,3,903,26,14,12,17,77,187,105,358,8,806,61,17,19,15,121,292,191,745,9,1473,23,5,6,8,26,70,37,180,5,353,29,8,4,8,14,81,40,221,3,399,0,7,0,5,3,17,3,12,30,70,286,348,389,264,1231,1887,876,2370,111,7762
504031062,6,19,39,25,44,41,8,10,3,194,5,10,30,29,69,53,18,18,0,238,7,9,18,17,32,40,18,18,0,153,6,5,10,11,47,40,14,20,0,159,9,6,0,8,22,40,12,18,6,108,12,5,7,4,28,37,9,46,0,154,0,0,0,0,4,5,0,5,0,26,0,0,0,5,3,0,7,4,0,25,0,4,3,0,0,0,0,0,6,16,65,384,284,163,318,298,100,156,32,1797
504031063,39,105,184,207,878,627,122,137,35,2329,64,75,135,154,932,1021,204,305,47,2937,59,52,65,81,619,747,259,307,29,2215,38,42,48,60,392,626,213,370,17,1796,25,21,32,32,203,389,145,302,5,1162,54,37,45,34,257,535,235,604,10,1807,12,10,10,9,41,115,38,166,0,402,10,15,14,14,47,114,52,236,3,503,3,8,8,10,19,18,8,13,75,166,410,1524,1492,939,3928,4625,1344,2598,293,17146
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,6,0,6,6,0,22
504031065,7,18,39,33,64,36,11,17,0,228,19,10,41,41,141,90,19,44,3,413,7,4,22,20,70,75,29,36,0,263,3,9,4,15,56,63,28,53,0,238,3,4,9,7,58,63,18,54,0,217,15,0,3,6,55,90,60,84,4,309,0,0,3,0,6,3,7,14,0,36,6,0,0,4,3,12,6,15,0,43,0,4,5,0,4,3,0,0,3,30,93,363,337,193,513,475,179,351,25,2531
504031066,79,151,322,280,567,245,55,81,26,1806,83,97,267,224,764,438,111,146,38,2173,77,65,157,174,594,432,102,182,21,1804,63,55,93,120,520,430,100,190,12,1595,67,20,44,77,362,359,106,182,6,1221,115,29,66,76,432,614,232,335,12,1903,10,9,15,13,37,85,40,98,0,311,13,14,23,32,58,108,32,153,3,439,0,13,17,5,17,21,3,11,77,173,732,2782,2453,1511,3774,2940,870,1522,285,16867
504031067,3,5,10,12,20,8,0,0,0,66,0,10,7,11,23,8,4,0,0,71,0,0,4,4,7,14,9,8,0,46,4,0,3,4,7,7,7,11,0,39,0,0,0,0,4,12,3,8,0,31,3,0,0,0,3,7,5,14,0,41,0,0,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,21,108,69,58,83,71,27,61,13,524
504031068,9,13,23,31,45,39,10,22,0,187,10,9,23,20,35,45,14,24,3,186,3,3,4,9,20,49,14,33,0,140,5,5,8,10,19,34,14,40,0,147,0,0,6,5,10,16,17,32,0,97,9,3,3,4,12,21,19,40,0,120,0,0,0,0,0,9,4,13,0,28,0,3,0,0,3,7,3,16,0,42,0,4,0,0,0,0,0,0,3,19,58,296,190,135,184,260,111,244,23,1506
