POW_SA2_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
121041414,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,13,259,591,538,482,371,138,17,2397,89,36,31,27,37,9,0,231,3,6,0,9,0,0,0,15,7,22,10,13,12,4,0,66,0,12,14,9,4,0,0,44,0,8,9,7,11,0,0,39,72,159,97,69,59,21,0,484,575,1019,797,681,533,195,27,3821,37,50,25,19,19,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,3,3,3,0,0,27,0,0,4,3,0,0,0,11,0,6,0,4,0,0,0,9,38,66,24,27,22,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,3,4,0,0,0,0,3,0,3,0,0,0,0,0,7,0,8,7,8,0,0,0,27,8,11,4,11,3,0,0,28,46,88,37,39,24,4,0,239
121041416,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,10,160,405,374,365,292,97,22,1714,46,31,14,25,21,10,0,146,0,0,3,0,5,0,0,12,8,15,4,3,5,0,0,45,4,12,4,9,4,0,0,29,4,0,4,6,6,0,0,15,73,72,71,49,61,24,5,360,411,693,555,480,430,153,34,2759,53,73,38,17,5,9,0,194,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,4,0,4,0,0,20,5,0,0,0,0,0,0,8,6,0,0,0,0,0,0,8,57,91,46,18,7,7,0,233,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,4,7,5,0,0,0,0,20,0,8,4,3,3,0,0,20,68,102,55,26,14,7,0,266
121041417,0,4,5,0,0,0,0,11,9,18,6,0,0,4,0,37,314,1135,1105,1058,757,201,21,4596,77,69,47,47,44,15,0,299,0,0,8,0,3,0,3,20,8,59,43,26,21,0,0,150,4,28,24,26,8,4,0,107,16,47,53,28,21,8,0,182,67,199,199,125,103,31,9,733,807,2434,2242,1677,1156,308,34,8661,67,164,115,68,31,13,0,463,0,0,0,0,0,0,0,3,0,7,12,0,0,0,0,22,28,70,77,49,24,9,0,258,7,18,10,3,0,0,0,41,10,16,20,8,4,0,0,51,111,277,231,137,63,24,0,843,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,3,3,5,4,3,0,0,19,0,8,0,0,0,0,0,13,0,3,0,4,0,0,0,8,10,14,15,11,4,0,0,54,4,19,11,5,3,0,0,46,125,307,255,151,73,25,0,941
121041688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,137,224,194,184,159,70,12,974,32,11,13,6,9,6,0,89,0,3,0,0,0,3,0,13,5,5,6,5,3,0,0,20,0,0,0,5,0,0,0,3,6,6,3,8,4,0,0,25,48,28,26,27,19,14,7,163,285,334,268,253,209,95,18,1457,39,30,11,6,4,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,30,11,9,4,4,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,15,0,0,3,0,0,3,0,10,41,42,14,11,11,3,0,125
121041689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,162,379,337,298,229,90,14,1520,30,21,14,4,4,0,0,78,0,6,0,0,6,3,0,12,6,9,5,3,9,0,0,29,0,9,0,7,3,0,0,22,3,6,5,6,0,3,0,30,56,43,34,43,26,27,4,225,297,538,438,380,299,131,20,2109,39,38,11,9,9,0,0,99,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,13,10,6,6,0,108,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,13,5,3,3,0,0,22,4,4,0,6,3,0,0,21,48,56,15,14,14,6,3,152
122011418,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,10,329,397,369,389,383,120,21,2012,80,20,21,18,16,8,4,163,0,3,0,15,7,3,0,27,5,15,7,7,4,4,0,44,8,11,0,6,6,0,0,35,4,0,0,5,4,3,0,19,46,31,31,34,39,13,0,195,522,565,472,484,474,154,24,2702,32,31,7,4,3,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,4,4,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,9,0,4,0,0,0,0,0,7,6,9,0,0,0,0,0,18,5,4,7,0,0,0,0,16,49,44,19,6,5,0,0,117
122011419,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,12,301,456,432,409,316,90,14,2020,101,35,21,16,20,9,4,217,0,5,7,6,3,0,0,22,16,17,18,17,5,3,0,74,21,39,32,21,16,4,0,143,6,12,3,13,8,0,0,43,109,141,84,96,60,26,10,524,685,822,642,597,457,149,24,3371,8,25,0,0,0,0,0,39,12,25,6,0,3,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,10,4,3,4,0,84,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,7,8,0,3,3,0,0,27,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,16,17,9,7,3,0,0,49,8,10,4,0,6,0,0,38,45,75,19,13,10,4,0,171
122021420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,271,263,236,242,231,69,9,1320,70,13,4,10,8,0,0,109,0,9,5,12,5,0,0,30,4,6,4,0,0,0,0,16,12,5,6,6,0,0,0,29,0,8,10,4,7,3,0,32,32,16,22,31,39,7,0,147,424,329,286,322,294,85,11,1750,4,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,7,0,0,0,0,0,0,6,3,9,4,8,3,3,0,32,13,17,6,8,3,3,0,57
122021421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,177,177,196,164,47,15,917,27,15,3,5,3,3,0,58,5,9,8,5,15,0,0,39,8,5,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,5,7,11,15,3,0,43,5,4,3,17,22,13,4,65,223,224,203,239,220,67,18,1190,5,10,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,9,3,3,4,6,0,0,0,20,8,15,9,8,0,0,0,44
122021422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,199,197,169,159,42,9,994,31,7,10,3,12,3,0,63,7,5,0,5,6,3,0,27,0,4,0,0,5,0,0,15,0,0,3,0,0,0,0,9,4,0,3,3,5,3,0,20,32,21,7,19,27,7,0,113,298,247,228,218,226,66,9,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,5,4,0,0,0,17,13,3,5,4,0,0,0,24
122021690,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,18,690,966,971,1166,1061,318,63,5238,160,55,30,55,32,10,4,346,4,13,9,17,15,0,0,57,16,12,12,10,22,0,0,79,15,12,9,21,5,7,0,65,0,0,3,20,0,0,0,31,48,57,31,54,52,22,0,263,1026,1226,1122,1366,1239,362,69,6414,29,33,11,9,5,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,34,11,9,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,10,0,0,0,5,0,0,0,7,0,5,4,0,0,0,0,9,7,6,6,5,0,0,0,37,14,9,7,9,6,3,0,53,54,58,30,26,11,0,0,173
122021691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,271,286,247,323,228,65,6,1423,82,12,9,9,12,0,0,131,0,3,9,4,7,0,0,32,6,3,3,5,0,0,0,17,5,5,8,4,9,0,0,26,0,3,3,4,0,0,0,15,34,13,6,17,21,4,0,99,430,363,297,374,285,69,15,1833,12,10,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,4,0,0,0,0,26,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,12,5,0,3,8,0,0,0,18,24,15,7,5,0,0,0,58
122031424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,135,129,127,138,106,30,8,668,77,8,5,0,3,0,0,95,0,5,7,5,5,3,0,19,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,8,9,12,7,7,0,53,252,171,158,164,119,38,8,909,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,0,0,3,0,0,0,0,4,7,9,3,0,0,0,0,22
122031425,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,249,373,326,396,320,74,10,1743,31,13,8,10,9,3,0,69,0,3,3,6,13,0,0,28,5,8,5,3,10,0,0,32,3,5,8,3,8,0,0,35,0,9,9,0,6,0,0,19,8,12,5,15,9,4,0,57,307,443,369,452,374,85,10,2028,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,3,0,0,0,0,0,3,3,3,0,0,0,0,0,7,5,0,10,7,5,0,0,23,8,8,9,5,7,0,0,36
122031427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,168,188,226,164,50,10,963,47,8,3,11,11,3,0,76,3,0,4,0,5,0,0,14,3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,37,10,12,15,12,3,0,87,268,199,211,260,199,58,10,1201,9,10,5,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,5,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,6,3,0,0,0,0,0,10,9,15,9,4,4,0,0,42
122031429,0,0,3,0,0,0,0,3,4,0,0,0,6,0,0,14,1123,1631,1587,1581,1318,376,57,7674,288,124,57,65,64,23,8,629,7,23,37,24,15,3,0,113,33,59,36,34,37,3,0,208,26,58,31,35,25,8,0,175,10,11,17,11,5,5,0,57,88,118,96,87,69,17,5,470,1824,2232,1983,1913,1628,461,67,10106,70,116,34,16,15,4,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,72,119,36,21,15,4,0,257,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,4,7,9,0,3,0,0,0,21,15,6,5,0,0,0,0,33,3,3,3,0,0,0,0,14,28,26,6,6,3,0,0,75,16,23,24,19,14,5,0,108,118,170,74,43,34,6,0,440
122031430,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,9,202,325,279,343,301,74,7,1536,58,12,9,13,11,7,0,119,0,4,3,6,9,0,0,23,5,4,3,3,0,0,0,15,7,3,4,10,7,0,0,25,4,3,9,5,3,0,0,22,45,11,12,16,15,5,0,102,350,393,336,423,351,92,7,1946,25,18,10,10,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,10,7,3,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,3,0,0,0,14,3,0,0,0,0,0,0,6,6,3,3,3,0,0,0,16,7,3,0,3,0,0,0,16,38,29,18,12,9,0,0,101
122031432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,305,264,331,283,79,15,1509,34,8,4,3,7,5,0,66,3,0,0,5,3,5,0,23,3,0,5,11,0,3,0,17,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,3,8,6,5,8,5,0,38,298,335,289,365,314,92,17,1709,6,16,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,11,13,19,0,5,3,0,0,45
122031692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,328,453,486,611,453,129,13,2474,57,33,19,12,6,0,3,126,3,9,3,7,5,0,0,30,0,9,0,6,8,0,0,20,4,0,0,3,3,0,0,7,0,3,0,3,4,0,0,12,8,3,6,0,9,4,0,28,433,550,545,658,493,136,17,2829,18,41,9,16,11,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,40,9,10,11,6,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,11,4,0,3,4,0,0,0,14,25,46,8,17,6,4,0,116
122031693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,163,160,163,214,132,28,4,864,39,11,12,12,5,3,0,72,0,5,0,0,0,0,0,16,0,0,0,4,5,0,0,7,0,5,0,0,0,0,0,5,0,0,5,0,3,0,0,12,31,9,18,12,16,3,4,89,250,233,201,265,165,36,12,1163,10,13,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,17,11,3,4,0,0,0,41
122031694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,116,121,131,109,38,0,591,18,0,3,0,6,0,0,31,0,0,0,0,4,0,0,11,0,4,3,0,0,0,0,7,3,10,0,0,0,0,0,12,0,0,10,4,0,0,0,17,10,10,8,8,12,5,0,47,123,147,149,156,131,39,0,747,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,8,0,3,0,0,4,0,17
122031695,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,233,336,327,346,306,82,10,1635,75,22,18,19,28,3,0,167,0,4,4,4,3,0,0,15,8,11,7,6,0,0,0,34,3,8,7,4,0,0,0,24,0,4,7,5,0,0,0,13,107,137,97,54,45,13,5,455,484,549,488,460,399,101,12,2496,10,21,7,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,7,0,0,0,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,6,0,0,0,0,0,9,0,0,0,0,0,0,0,4,5,8,3,3,0,5,0,24,3,4,0,3,3,0,0,15,17,32,15,7,3,3,0,80
122031696,0,0,0,0,0,0,0,0,4,0,6,5,6,0,0,19,548,1074,983,1050,782,225,18,4687,112,66,32,47,37,11,4,317,3,6,6,5,7,5,0,32,3,18,14,10,17,0,0,75,4,12,3,3,9,0,0,34,9,3,11,8,13,0,0,43,25,22,19,22,23,6,0,125,770,1329,1129,1195,916,260,28,5624,33,62,24,12,8,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,33,61,25,12,13,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,6,4,0,0,0,18,0,0,0,0,0,0,0,5,7,4,10,0,4,0,0,28,4,12,6,6,8,0,0,37,49,80,40,15,26,0,0,205
122031697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,182,222,204,292,219,71,5,1188,40,21,17,15,12,3,0,117,0,0,9,7,5,0,0,18,8,0,4,5,0,0,0,17,6,4,9,4,0,0,0,22,0,4,4,0,4,0,0,13,20,5,13,20,12,5,0,79,286,308,267,361,273,84,9,1583,5,11,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,13,4,4,0,5,0,0,0,8,11,18,6,10,0,6,0,45
123011433,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,450,490,569,551,439,83,7,2591,103,19,17,16,25,5,0,182,3,13,23,10,7,0,0,55,0,3,4,0,0,0,0,4,0,8,0,0,3,0,0,8,0,3,0,0,0,0,0,8,13,11,9,14,11,8,0,62,584,552,625,596,485,92,9,2951,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,6,6,5,7,0,0,0,24,10,10,10,11,0,0,0,36
123011698,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,781,1286,1180,1128,719,153,11,5244,153,53,19,33,13,3,0,275,11,23,16,15,15,6,0,84,7,11,3,3,6,0,0,30,3,4,0,0,9,0,0,16,8,11,10,4,6,0,0,39,10,8,5,0,4,0,0,36,982,1400,1235,1198,769,165,9,5759,4,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,15,22,4,8,7,0,0,44,16,25,11,10,10,0,0,77
