POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
118011649,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,7,3,8,5,5,0,0,0,22,78,303,398,382,271,195,61,1696,74,73,69,62,63,33,6,377,0,0,4,5,0,0,0,15,307,700,751,709,558,311,78,3419
118011650,12,12,4,3,0,0,0,27,0,0,0,0,0,0,0,0,3,3,8,3,0,3,0,25,20,17,14,3,0,5,0,57,197,606,504,452,320,171,78,2328,210,206,173,116,105,41,6,855,4,4,3,4,0,0,3,32,877,1689,1246,1088,884,428,141,6357
118021564,4,15,15,3,11,4,0,45,0,4,3,0,3,0,0,7,0,3,5,0,0,0,0,10,10,18,21,3,11,4,0,69,483,1634,1795,1325,785,203,21,6245,211,217,176,99,88,41,4,836,9,11,3,0,3,0,4,29,981,2528,2489,1800,1197,346,50,9386
118021565,7,4,5,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,5,0,6,0,0,14,62,158,181,135,99,45,3,681,119,75,47,40,43,24,9,348,0,0,0,0,0,0,0,10,386,501,440,330,289,124,15,2088
118021566,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,13,54,146,199,170,96,38,11,717,58,50,52,59,47,19,0,285,0,5,3,0,0,0,0,9,256,460,466,460,351,116,19,2128
118021567,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,6,3,0,0,0,0,5,31,124,138,145,79,37,3,562,59,39,44,25,25,10,4,196,0,0,5,0,0,0,0,9,194,359,336,287,216,78,13,1489
118021568,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,0,10,36,101,144,141,100,32,6,562,137,101,64,48,44,13,0,402,0,6,0,0,4,0,0,6,496,609,467,440,331,103,16,2457
118021569,3,10,8,7,7,5,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,15,14,14,10,5,0,53,90,334,408,419,274,100,16,1640,103,148,99,90,77,38,7,559,0,7,5,0,0,0,0,20,425,1067,945,917,757,283,46,4420
118021570,17,39,33,28,16,14,0,147,4,4,0,0,0,0,0,13,4,18,12,6,0,0,0,45,29,68,42,36,20,15,0,204,129,658,634,512,348,107,12,2401,338,588,413,279,248,126,13,2003,5,19,8,6,3,5,0,50,1420,3934,2887,2449,2019,630,72,13406
118021651,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,9,7,6,0,3,0,0,20,61,331,353,336,243,97,10,1425,258,173,108,61,32,17,4,667,4,4,0,3,0,0,0,15,738,1013,780,618,460,175,30,3819
118021652,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,10,8,0,0,4,0,0,24,34,122,220,207,143,40,6,773,73,111,65,71,49,47,0,424,0,3,0,6,0,4,0,14,348,765,727,666,577,170,11,3262
118021653,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,6,0,0,0,0,0,11,42,160,200,197,138,44,9,788,53,63,68,49,40,18,6,296,0,4,6,8,0,0,0,12,314,609,591,589,462,146,21,2726
118021654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,15,35,61,105,55,22,8,303,15,17,11,6,10,0,0,60,0,0,0,0,0,0,0,4,79,112,134,156,129,29,9,643
119011354,0,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9,3,6,3,0,0,0,0,22,66,220,243,189,133,28,10,885,158,111,110,77,64,20,4,547,3,8,0,0,0,0,0,14,617,751,688,577,455,108,14,3212
119011355,17,21,3,0,3,0,0,46,0,0,0,0,0,0,0,0,12,11,6,3,3,0,0,31,27,26,7,4,4,0,0,76,110,445,572,449,243,48,6,1869,176,210,172,186,161,34,3,944,10,10,11,15,8,0,0,64,1060,2304,2304,2196,1734,323,28,9953
119011356,9,7,6,0,0,0,0,25,0,0,0,0,0,0,0,4,0,6,4,5,7,0,0,26,12,17,9,7,7,0,0,50,139,595,726,636,447,102,14,2664,312,322,343,333,316,105,14,1755,7,17,21,9,13,0,0,70,1414,2802,3085,3174,2743,698,66,13986
119011358,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,3,0,3,0,0,0,11,92,246,295,263,183,61,13,1150,177,122,139,106,113,26,6,678,0,4,0,3,6,0,0,21,667,803,885,816,747,186,26,4132
119011360,0,6,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,3,4,0,0,11,0,10,3,8,4,0,0,22,69,173,194,189,139,29,0,805,221,121,121,84,114,48,0,710,5,0,0,5,0,0,0,8,731,702,689,621,543,153,10,3453
119011361,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,0,9,63,155,153,152,85,34,3,646,68,84,87,80,56,21,8,403,5,4,6,4,0,0,0,15,295,484,465,450,306,111,8,2125
119011571,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,5,9,4,0,0,0,0,0,17,14,8,5,5,4,0,0,28,152,529,461,452,305,66,0,1963,322,272,209,173,124,35,3,1136,11,12,9,11,5,8,0,50,1057,1527,1316,1250,908,247,21,6333
119011572,4,20,9,0,3,0,0,36,0,0,4,0,0,0,0,4,4,10,7,0,0,0,0,15,11,25,14,3,3,0,0,55,113,390,429,354,237,73,10,1608,328,393,301,300,278,85,11,1694,8,14,4,7,10,6,0,48,1382,2575,2213,2134,1656,473,46,10470
119011655,6,4,3,0,0,0,0,18,0,0,0,0,0,0,0,6,8,8,7,8,0,0,0,30,16,18,6,5,7,0,0,54,43,207,285,294,179,36,3,1048,156,157,153,128,96,28,4,712,7,8,14,9,0,3,0,34,800,1282,1179,1112,796,160,17,5338
119011656,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,8,55,150,135,102,74,22,0,536,48,62,72,40,35,10,0,266,4,0,0,3,0,0,0,5,209,378,364,283,206,51,9,1495
119011657,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,31,105,189,193,106,27,7,660,61,56,56,46,43,13,3,287,3,0,0,0,0,0,0,3,173,279,348,361,226,71,14,1481
119011658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,62,168,210,228,141,43,0,851,85,62,54,73,61,21,3,371,0,0,5,5,0,0,0,8,284,372,378,482,322,108,16,1958
119021362,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,6,0,0,3,0,0,9,70,209,213,202,139,22,8,853,131,151,146,117,103,53,3,706,0,3,4,0,4,0,0,16,406,784,753,721,535,161,15,3372
119021366,0,10,4,0,3,0,0,14,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,8,3,0,0,0,0,17,62,240,267,221,118,38,8,953,136,148,129,133,123,32,6,711,0,6,4,5,3,3,0,24,624,1060,948,958,791,207,34,4607
119021367,8,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,14,4,0,0,0,0,0,25,38,114,126,132,71,15,5,501,236,106,127,93,108,39,3,720,5,4,9,6,4,0,0,19,755,598,566,523,429,121,10,3001
119021573,0,4,0,4,6,0,0,9,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,12,0,6,5,3,3,3,0,27,42,175,158,123,78,14,0,587,67,87,93,86,57,24,0,403,6,4,3,3,5,0,0,17,359,699,680,552,408,113,9,2816
119021574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,7,25,71,63,44,35,9,0,247,34,35,31,26,17,4,0,148,0,4,0,0,0,0,0,5,153,207,166,128,88,27,0,766
119021659,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,7,0,0,13,29,86,87,74,65,29,0,360,36,73,61,69,65,16,0,331,4,3,0,0,3,0,0,8,168,385,341,403,335,90,6,1733
119021660,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,4,0,6,0,0,0,10,28,104,104,100,89,15,0,444,86,124,124,107,123,31,4,600,0,3,0,4,3,0,0,13,303,685,682,636,613,144,15,3079
119021661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,12,4,3,0,0,4,0,0,17,32,138,145,129,71,19,4,539,102,87,69,52,45,17,0,377,0,4,4,5,5,0,0,16,340,533,476,421,311,80,18,2170
119021662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,162,195,299,148,55,11,923,75,63,82,77,74,34,3,399,0,5,4,0,3,0,0,12,339,443,442,611,397,163,22,2413
119021663,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,6,4,0,0,0,0,0,9,77,323,406,359,191,47,5,1397,103,125,130,155,135,46,9,704,0,8,4,3,8,0,0,28,480,1100,1282,1299,1048,254,27,5488
119031370,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,3,4,3,0,6,32,115,130,119,99,31,4,527,62,63,44,43,60,12,5,290,0,0,3,0,0,0,0,5,184,368,354,317,325,86,22,1646
119031371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,84,175,187,176,49,14,721,74,59,59,53,71,18,4,336,3,4,0,0,0,0,0,4,229,330,416,459,426,111,21,1992
119031372,0,5,0,4,0,0,0,9,0,0,0,0,0,0,0,0,4,3,0,4,4,0,0,17,8,8,0,6,5,0,0,23,90,264,340,374,246,89,20,1432,234,196,161,159,173,46,13,986,3,3,3,4,4,0,0,19,787,1202,1176,1267,1072,326,63,5897
119031373,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,5,3,4,0,0,0,0,14,18,72,92,66,57,17,0,323,64,41,39,42,55,17,8,262,0,4,0,0,0,0,0,3,250,304,318,307,290,78,6,1563
119031374,3,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,11,6,7,5,4,0,0,0,19,101,249,340,345,251,88,16,1390,141,116,124,100,103,36,6,628,0,10,0,0,3,0,0,19,500,815,802,827,658,212,34,3849
119031664,7,0,4,6,4,0,0,19,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,4,6,6,3,6,4,0,0,24,178,506,582,469,310,67,12,2113,467,281,193,165,192,54,3,1346,5,10,3,0,4,3,0,30,1344,1650,1470,1241,1102,258,24,7086
119031665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,9,38,111,134,120,112,20,5,541,33,57,52,52,67,31,5,296,3,4,0,3,0,0,0,10,155,356,380,359,358,82,12,1701
119031666,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,6,0,0,0,8,49,112,199,189,133,57,10,742,78,60,55,67,54,31,7,349,0,5,0,0,0,0,0,12,311,397,429,445,354,129,20,2082
119031667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,81,100,111,94,19,6,442,66,39,22,37,39,14,3,227,0,0,0,0,0,0,0,7,155,245,236,290,237,93,10,1267
119041377,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,6,5,9,0,0,0,0,0,16,35,129,185,178,130,40,11,709,77,64,73,57,42,22,0,343,5,0,0,0,0,0,6,8,248,418,441,453,330,123,22,2036
119041378,3,13,10,4,5,0,0,34,0,0,0,0,0,0,0,4,4,7,0,5,4,0,0,16,8,18,10,5,10,0,0,55,162,656,829,678,483,105,10,2916,209,501,359,306,273,101,6,1755,4,10,9,4,4,6,0,39,1195,3086,2850,2574,2009,536,49,12305
119041379,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,4,3,0,0,0,0,10,49,126,201,182,141,48,6,761,95,85,81,80,86,33,8,468,3,3,0,0,0,3,6,16,340,567,585,602,522,175,29,2811
119041380,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,29,120,153,179,113,36,7,636,58,65,66,56,38,21,0,305,0,0,7,0,0,0,0,9,250,447,433,438,321,113,13,2009
119041381,9,6,4,0,0,0,0,16,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,11,12,9,6,3,0,0,0,31,68,266,343,284,192,49,13,1222,210,164,144,138,103,51,4,820,0,3,5,4,3,0,0,27,855,1239,1175,1112,839,244,31,5493
119041382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6,41,129,187,205,144,51,16,771,174,84,78,79,61,27,3,505,0,0,3,3,0,0,0,15,545,477,488,563,392,134,32,2625
119041668,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,6,7,0,0,3,0,0,15,67,236,247,222,120,35,5,929,64,88,77,77,67,33,5,410,0,7,0,0,4,0,0,14,290,774,659,602,471,137,12,2952
119041669,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,3,3,0,0,0,0,13,31,124,106,124,88,27,3,498,87,60,75,39,43,18,3,318,0,0,0,0,6,0,0,6,323,463,397,365,291,87,11,1939
119041670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,5,3,0,0,0,0,12,33,95,138,148,112,36,3,571,26,42,50,36,32,18,4,199,0,0,4,0,0,0,0,12,147,378,360,339,274,102,5,1605
119041671,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,16,138,98,44,21,6,4,326,39,70,50,31,14,8,4,205,6,3,0,4,0,0,0,11,193,442,327,180,146,31,4,1323
120011383,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,11,94,295,373,377,284,139,29,1605,153,120,115,96,89,31,8,612,0,3,3,8,0,0,5,17,623,936,916,917,682,296,53,4418
120011385,5,4,4,0,0,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,6,7,5,0,0,0,0,23,91,271,339,393,272,124,23,1507,295,180,111,112,79,20,10,814,5,0,3,3,4,6,0,17,827,945,831,866,646,234,50,4400
120011386,4,7,0,5,0,0,0,15,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,8,12,7,3,6,0,0,0,26,128,305,436,401,302,121,16,1701,252,143,141,125,107,45,0,812,0,10,3,5,4,0,0,17,935,1137,1092,1049,860,305,49,5432
120011672,9,18,7,9,8,0,0,53,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,16,20,20,10,8,8,0,0,66,283,689,706,618,316,76,9,2690,195,292,218,168,166,71,7,1110,7,12,0,5,0,6,0,33,1057,2337,2006,1676,1294,350,35,8761
120011673,3,4,10,0,3,0,0,20,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,12,7,8,10,0,3,0,0,37,267,1489,1883,1319,617,101,10,5681,221,247,233,120,118,22,6,968,0,12,9,9,6,0,0,31,908,2487,2753,1911,1050,184,17,9314
120021387,5,6,0,7,0,0,0,19,0,4,0,0,0,0,0,8,0,7,3,0,0,0,0,12,10,14,9,7,5,0,0,40,73,327,431,458,341,180,49,1859,170,125,130,109,70,33,7,642,4,8,7,7,0,0,0,26,600,1025,1032,1038,734,354,74,4854
120021389,9,11,4,0,0,0,0,18,0,0,0,0,0,0,0,0,5,9,0,3,0,0,0,18,8,13,4,3,0,0,0,34,93,417,532,556,315,141,18,2078,154,202,161,119,104,34,3,777,4,5,11,0,5,0,4,22,655,1565,1492,1344,847,288,33,6232
120021674,0,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,4,9,3,6,0,3,0,22,57,218,310,315,209,81,13,1201,114,105,58,59,43,22,0,409,0,0,3,3,0,0,0,12,398,693,631,628,443,167,25,2988
120021675,4,12,3,8,0,0,0,37,0,0,0,0,0,0,0,6,4,3,0,9,0,0,0,18,10,21,4,10,3,0,0,56,161,676,839,757,474,156,19,3083,320,274,236,202,162,66,11,1274,3,6,8,13,0,0,0,38,1085,2006,1928,1816,1339,429,49,8646
120031392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,147,159,197,145,35,4,738,53,62,50,35,55,10,3,273,3,5,6,0,0,0,0,8,233,403,353,347,293,79,11,1716
120031393,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,4,0,0,0,0,0,15,51,152,174,204,150,42,7,784,104,79,73,83,70,20,4,432,0,3,0,0,6,0,0,11,415,564,536,621,485,140,18,2778
120031394,4,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,4,4,0,4,0,0,0,14,57,316,377,420,244,78,8,1506,75,79,75,49,55,17,3,353,3,0,0,0,0,0,0,8,335,709,693,685,541,155,20,3135
120031395,0,11,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,3,11,0,5,0,0,0,30,67,300,313,309,214,69,18,1291,182,156,113,84,74,38,7,657,0,6,6,3,0,0,0,18,619,1060,805,781,602,207,38,4113
120031396,10,14,3,3,0,0,0,21,0,0,0,0,0,0,0,0,6,9,7,0,0,0,0,23,14,19,10,3,0,0,0,48,208,769,906,687,414,105,12,3107,273,332,228,166,176,57,12,1246,5,9,11,9,4,4,0,53,1112,2488,2350,1943,1516,373,64,9843
120031576,0,13,4,4,5,0,0,17,0,0,0,0,0,0,0,0,6,5,7,4,3,0,0,21,6,15,5,5,8,0,0,43,30,136,189,131,88,26,4,606,70,71,62,61,64,15,7,355,4,6,5,3,0,0,0,16,388,815,758,734,571,121,13,3397
120031676,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,12,3,11,0,3,0,0,0,18,25,86,107,130,79,32,6,468,46,52,47,40,38,24,5,246,3,6,0,3,0,0,0,3,196,335,302,304,259,100,17,1512
120031677,8,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,11,5,8,0,0,5,0,0,24,79,492,635,575,361,84,4,2233,154,175,159,119,121,37,7,775,3,10,10,3,3,6,3,29,558,1267,1248,1178,916,238,24,5429
120031678,10,7,12,6,3,0,0,36,6,0,0,0,0,0,0,5,0,9,3,0,3,3,0,15,16,10,9,8,12,0,0,57,233,794,1058,848,608,130,24,3694,587,425,322,214,203,77,15,1844,3,18,7,9,0,3,0,43,1501,2465,2270,1783,1517,390,53,9979
120031679,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,4,3,0,0,12,59,196,219,232,175,59,12,960,78,78,83,67,62,25,5,400,0,0,0,3,3,0,0,13,295,523,576,568,485,146,25,2616
120031680,4,12,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,4,18,9,0,6,0,0,30,142,349,367,364,277,110,27,1629,152,153,84,86,98,47,3,617,6,4,6,9,3,0,0,21,618,1096,962,913,759,297,43,4687
120031681,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,4,0,0,0,8,61,200,201,242,198,83,12,1006,22,52,40,55,70,39,4,284,0,5,0,4,0,3,0,16,178,498,509,710,757,220,25,2894
121011399,0,10,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,0,0,0,14,117,536,811,609,337,125,30,2569,79,106,76,63,62,21,12,405,3,6,8,6,3,0,0,29,367,1019,1225,972,624,213,50,4460
121011401,16,33,39,17,11,0,0,123,0,5,0,0,0,0,0,8,8,21,13,5,4,0,0,49,28,59,57,21,19,0,0,183,705,3903,4685,3563,2039,438,31,15363,542,1009,825,536,472,196,23,3610,15,29,20,19,4,7,12,109,2798,9144,9071,7081,4905,1263,145,34408
121011682,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,116,178,119,102,32,11,592,31,43,36,28,24,19,0,178,0,0,0,0,0,0,0,9,162,375,340,244,197,80,12,1402
121011683,7,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,9,3,0,0,0,0,17,77,123,238,363,288,147,43,1287,133,72,63,73,58,29,0,434,0,3,5,0,0,4,4,11,470,522,542,699,570,275,56,3138
121011684,27,34,24,8,4,0,0,97,0,0,0,0,0,0,0,3,5,3,0,6,6,0,0,20,28,38,25,13,9,0,0,127,649,2392,3054,2237,1185,284,45,9858,1292,825,656,436,390,152,36,3785,13,24,23,11,8,6,4,87,3530,5584,5798,4416,2931,904,157,23323
121011685,7,8,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,3,0,0,0,0,23,122,515,561,520,402,139,38,2298,142,112,112,81,82,38,0,570,3,6,0,0,0,0,0,9,575,1077,1091,1020,826,287,52,4930
121011686,9,10,9,0,4,0,0,33,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,14,14,19,14,8,4,0,0,50,165,685,965,795,443,134,26,3211,329,213,158,138,156,55,12,1064,0,10,4,3,4,0,0,24,1191,2164,2205,1859,1282,383,71,9161
121011687,4,4,0,4,3,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,4,9,4,6,0,0,29,62,143,243,308,208,98,15,1077,128,64,68,65,73,25,3,427,0,3,0,0,4,0,3,11,407,553,630,718,596,226,27,3159
121021403,0,4,0,5,4,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,3,6,5,8,0,0,19,55,204,356,422,313,91,18,1458,186,80,100,114,106,41,4,631,0,3,4,3,3,0,0,19,733,911,1002,1184,997,292,41,5155
121021404,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,28,49,132,187,155,37,13,599,98,32,42,59,45,13,0,288,0,0,0,0,0,0,0,5,336,226,341,451,328,85,16,1786
121021406,0,5,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,12,3,5,3,0,0,21,151,347,543,582,386,125,38,2171,276,136,134,125,110,39,10,817,5,0,9,4,4,0,4,24,972,1006,1132,1236,939,303,69,5666
121021577,10,14,7,0,4,0,0,29,0,0,0,0,0,0,0,0,4,8,8,0,6,0,0,20,13,15,9,3,3,0,0,48,163,341,466,403,324,77,6,1786,679,307,291,266,244,91,7,1888,0,0,8,0,5,0,5,27,1936,2060,2099,1920,1669,452,58,10196
121021578,0,5,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,143,129,227,273,186,70,11,1041,135,90,104,89,84,37,4,543,0,5,3,3,0,4,0,18,470,523,637,723,545,179,23,3108
121021579,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,12,39,119,171,162,88,52,12,647,107,67,65,49,56,23,9,375,0,0,0,0,3,0,0,10,347,499,502,485,386,146,25,2386
121031407,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,3,3,0,0,0,0,14,164,449,625,832,579,205,53,2910,222,116,130,99,98,35,9,724,3,3,12,6,3,0,4,23,773,1068,1206,1376,1100,392,94,6003
121031408,0,7,5,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,4,0,0,20,142,315,487,649,480,200,68,2341,245,86,102,94,96,47,11,678,3,4,4,0,0,0,0,9,848,848,981,1204,923,363,107,5260
121031409,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,3,0,0,7,0,0,17,195,602,791,813,560,191,46,3197,230,134,99,116,102,42,10,736,9,4,6,4,3,3,0,22,798,1215,1387,1425,1057,350,80,6303
121031410,4,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,0,0,0,0,0,21,95,184,375,535,415,216,69,1886,287,69,91,107,99,47,6,706,0,8,0,0,0,0,0,10,885,691,798,1008,835,363,91,4679
121031411,13,8,4,0,3,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,11,9,4,0,3,0,0,27,71,151,319,458,337,176,58,1574,228,98,81,91,94,55,15,660,0,0,6,0,0,0,0,9,766,683,753,924,811,380,89,4404
121031412,7,5,8,0,0,0,0,20,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,10,14,10,10,0,0,0,0,30,136,279,460,637,445,210,58,2227,251,151,140,160,165,58,16,964,3,6,7,9,4,3,0,26,866,1146,1340,1661,1370,504,97,6987
