POW_SA2_CODE_2021,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000_3499_A_15_19,Pro_3000_3499_A_20_24,Pro_3000_3499_A_25_34,Pro_3000_3499_A_35_44,Pro_3000_3499_A_45_54,Pro_3000_3499_A_55_64,Pro_3000_3499_A_65_74,Pro_3000_3499_A_75ov,Pro_3000_3499_Tot,Pro_3500mo_A_15_19,Pro_3500mo_A_20_24,Pro_3500mo_A_25_34,Pro_3500mo_A_35_44,Pro_3500mo_A_45_54,Pro_3500mo_A_55_64,Pro_3500mo_A_65_74,Pro_3500mo_A_75ov,Pro_3500mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44
505031255,3,5,3,0,0,0,15,0,0,8,4,6,3,0,0,16,0,0,6,15,6,8,0,0,26,0,0,14,12,3,0,4,0,35,0,9,21,12,3,0,0,0,45,0,3,28,10,8,0,0,0,50,0,0,28,17,8,6,0,0,52,0,0,14,28,21,12,3,0,76,0,0,6,5,5,0,0,0,13,0,0,0,13,6,0,0,0,21,0,0,3,0,0,0,0,0,5,0,14,130,132,60,30,9,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,4,0,0,6,0,0,0,0,0,6,5,0,3,0,0,0,0,0,5,8,0,0,5,3,0,0,0,16,0,7,8,0,3,0,0,0,23,0,9,8,8,9,8,0,0,38,0,10,23,3,13,9,0,0,63,0,4,10,12,7,7,0,0,38,0,7,9,3
505031256,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,3,12,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,3,0,10,4,0,0,0,0,5,0,0,8,0,0,9,3,0,3,0,0,15,0,4,11,0,0,4,0,0,17,0,0,5,10,0,0,0,0,19,0,0,5,4
505031257,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,8,0,0,3,3,0,0,0,0,7,0,0,4,0,3,0,0,0,9,0,3,0,4,0,0,0,0,14,0,0,3,4,3,0,0,0,17,0,0,3,4,5,0,0,0,11,0,0,4,4,3,4,0,0,16,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,10,29,26,22,4,3,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,0,3,0,3,3,0,0,0,18,0,0,3,0,0,0,0,0,6,0,0,0,0,4,4,0,0,12,0,0,0,0,3,9,0,0,8,0,0,0,0
505031258,4,0,0,0,0,0,10,0,0,12,3,0,0,0,0,19,0,0,3,9,4,0,0,0,15,0,3,9,3,3,4,0,0,22,0,0,13,8,5,5,0,0,35,0,0,16,5,8,3,0,0,41,0,0,11,9,5,8,0,0,37,0,0,9,14,8,8,0,0,39,0,0,0,0,0,0,0,0,6,0,0,3,6,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,17,78,74,43,40,11,0,267,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,4,5,3,0,0,0,11,4,0,8,8,0,0,0,0,22,4,3,7,0,3,5,3,0,28,0,9,0,8,6,0,0,0,25,0,3,6,11,5,3,0,0,33,0,6,12,12,8,8,0,0,41,0,0,11,8,3,6,0,0,27,0,0,9,8
505031303,4,0,3,0,5,0,11,0,5,0,5,0,0,0,0,15,0,3,3,9,5,0,0,0,18,0,0,8,20,8,6,0,0,39,0,3,6,6,3,4,0,0,22,0,0,10,8,6,5,0,0,34,0,0,14,20,12,11,0,0,51,0,0,13,24,20,16,0,0,67,0,0,0,3,0,0,0,0,4,0,0,0,6,8,4,0,0,19,0,0,0,0,0,0,0,0,0,10,17,58,116,70,49,18,0,334,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,4,3,0,0,4,0,0,0,0,11,3,0,0,0,6,0,0,0,12,7,0,3,4,0,0,0,0,18,9,8,0,3,8,0,0,3,28,3,17,8,8,3,7,0,0,48,3,13,14,9,5,4,0,0,58,0,14,36,27,15,5,3,0,107,3,13,16,15,9,13,0,0,67,0,0,28,18
505031304,0,0,0,4,0,0,4,0,0,7,7,5,0,0,0,23,0,0,9,4,6,0,0,0,14,0,0,3,10,0,0,0,0,23,0,3,3,5,3,4,0,0,24,0,0,18,7,4,0,6,0,31,0,0,15,20,9,4,0,0,34,0,0,4,11,10,17,0,0,35,0,0,0,4,4,0,0,0,8,0,0,4,7,4,3,0,0,20,0,0,0,0,0,0,0,0,0,4,9,67,76,41,28,11,0,242,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,0,4,0,3,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,3,0,3,6,0,0,0,17,0,0,13,10,7,4,0,0,32,0,0,9,10,3,5,0,0,30,0,0,6,6,0,7,0,0,13,0,3,10,10
505031305,21,13,3,7,7,0,57,0,7,34,21,18,5,3,0,90,0,14,40,19,21,9,4,0,116,0,26,76,35,30,19,12,0,194,0,17,80,65,39,27,7,0,233,0,17,85,74,51,31,12,0,272,0,3,62,48,50,26,10,0,201,0,3,64,134,109,60,5,0,371,0,0,9,24,19,11,4,0,65,0,0,4,29,29,19,4,0,84,0,0,0,0,3,0,0,0,9,17,131,499,500,376,225,62,11,1824,0,0,0,3,4,0,0,0,17,13,0,0,4,0,0,0,0,23,13,0,3,3,3,3,0,0,35,25,10,3,12,4,0,4,0,64,78,25,12,10,10,18,3,0,161,95,72,30,18,18,19,8,0,269,55,148,57,31,36,27,4,0,352,17,169,181,106,86,61,13,0,629,9,97,317,225,157,113,25,0,940,5,64,240,185,144,100,16,5,757,0,31,171,200
505031306,3,4,4,6,5,0,29,0,11,13,3,9,0,0,0,37,0,0,17,9,3,12,0,0,45,0,4,24,12,7,9,0,5,63,0,7,19,25,13,15,6,0,89,0,4,50,39,23,17,9,0,142,0,0,33,25,31,12,4,0,106,0,0,22,36,41,28,4,0,129,0,0,0,0,7,3,0,0,8,0,0,7,11,12,8,0,0,36,0,0,0,0,0,0,0,0,4,4,49,198,187,167,117,24,6,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,12,0,7,0,3,3,0,0,0,23,12,4,5,6,4,8,4,0,37,8,9,4,5,5,10,0,0,37,0,19,12,8,14,6,4,0,62,3,18,18,13,7,4,5,0,74,0,10,20,17,23,17,0,0,88,0,0,9,11,6,11,0,0,45,0,0,19,17
506011110,15,5,6,3,5,0,38,0,5,10,11,7,0,0,0,32,0,3,25,21,16,9,3,0,75,0,12,48,32,23,19,6,0,135,0,19,65,37,33,8,0,0,164,0,8,61,45,25,23,10,0,169,0,0,43,60,45,19,5,0,173,0,3,39,56,54,40,5,0,201,0,0,3,3,6,0,0,0,20,0,0,0,9,19,10,5,0,44,0,0,0,0,0,5,0,0,3,7,61,325,298,244,150,40,0,1122,0,0,0,4,0,0,0,0,5,5,0,0,0,0,0,0,0,7,3,5,6,4,3,3,5,0,20,0,3,10,0,5,4,5,0,28,5,9,13,0,5,5,0,0,46,19,15,11,9,5,5,8,0,72,14,21,21,17,11,11,3,0,86,7,40,45,16,5,16,10,0,130,0,30,60,33,15,25,3,0,161,0,10,41,31,20,6,0,0,107,0,5,24,26
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,4,0,0,0,0,6,0,5,0,5,0,0,0,0,5,0,0,0,5,0,0,0,0,13,0,0,4,9,0,3,0,0,13,0,3,9,3,0,8,0,0,18,0,4,7,11,8,5,0,0,30,0,0,7,8,7,11,0,0,32,0,0,0,23,12,14,3,0,50,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,61,43,33,17,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,10,0,0,0,0,0,4,0,0,16,0,3,4,0,0,0,0,0,12,0,0,0,0,0,3,0,0,9,0,0,0,3,0,4,0,0,11,0,0,0,4
506011114,0,5,3,5,0,0,18,0,0,7,9,3,6,3,0,19,0,7,10,6,8,3,0,0,37,0,0,16,20,10,7,4,0,60,0,4,23,14,5,4,5,0,55,0,0,27,19,12,0,0,0,69,0,0,25,16,19,13,6,0,77,0,0,20,22,30,27,3,0,93,0,0,5,6,4,0,0,0,14,0,0,3,9,11,4,3,0,32,0,0,0,7,0,0,0,0,5,4,27,126,131,110,82,31,4,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,12,4,3,4,0,7,0,0,0,22,7,10,6,5,3,10,0,0,44,7,9,19,21,8,4,0,0,64,0,15,24,16,17,6,3,0,82,0,21,28,21,18,14,3,0,111,0,7,28,16,16,12,4,0,82,0,3,25,32
506011115,3,3,4,6,3,3,20,0,4,16,9,4,0,4,0,31,0,3,12,28,9,10,4,0,65,0,14,30,29,19,16,8,0,114,0,18,47,49,28,17,8,0,167,0,7,71,86,52,32,6,0,246,0,6,44,38,46,34,6,0,181,0,3,67,89,67,42,11,0,289,0,0,7,5,7,7,0,0,33,0,0,0,32,38,17,0,6,96,0,0,4,0,0,3,0,0,9,0,52,321,382,284,188,57,4,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,8,4,0,0,0,6,4,0,0,11,0,0,4,4,0,5,0,0,19,0,6,0,0,8,3,0,0,17,0,3,5,6,7,7,3,0,27,0,6,8,0,6,3,0,0,27,0,0,5,6,7,6,3,0,29,0,0,3,0
506011116,0,3,0,0,0,0,6,0,0,0,0,0,0,4,0,5,0,0,4,0,8,3,0,0,15,0,0,0,0,8,5,6,0,16,0,0,9,4,3,3,0,0,17,0,0,9,4,9,4,0,0,26,0,0,4,0,7,0,0,0,18,0,0,5,7,11,5,0,0,27,0,0,0,0,0,3,0,0,3,0,0,5,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,6,36,23,42,34,18,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,10,0,0,0,0,3,3,0,0,12,3,4,0,0,0,0,3,0,22,0,0,6,4,0,3,0,0,24,0,0,0,5,10,9,0,0,26,0,6,6,9,5,7,0,0,28,0,0,3,0,0,0,0,0,7,0,0,5,5
506011117,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,6,0,0,3,0,7,0,4,0,13,0,0,3,0,4,3,0,0,17,0,5,6,7,3,0,0,0,20,0,4,18,3,5,3,0,0,28,0,0,10,8,12,0,4,0,35,0,0,5,11,10,7,5,0,37,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,13,52,38,48,29,17,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,7,0,0,3,0,0,0,0,0,10,0,0,4,3,0,0,0,0,10,0,0,3,0,0,3,0,0,11,0,0,3,3,0,0,0,0,11,0,0,6,0
506011307,3,0,0,3,0,0,17,0,0,10,5,0,0,0,0,22,0,0,13,11,7,5,3,0,35,0,3,13,14,9,3,0,0,41,0,7,27,11,11,5,0,0,59,0,4,51,11,11,3,0,0,87,0,0,25,23,14,0,0,0,69,0,0,18,42,27,27,4,0,121,0,0,3,4,0,0,0,0,16,0,0,0,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,30,180,149,89,58,14,0,514,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,11,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,3,4,0,6,0,0,0,11,0,0,3,9,4,0,3,0,20,0,0,4,11,5,0,0,0,23,0,3,3,8,7,3,0,0,23,0,5,6,9,0,4,0,0,21,0,0,0,0
506011308,4,3,0,0,0,0,17,0,0,6,11,0,0,0,0,22,0,4,11,16,5,0,0,0,36,0,0,26,15,3,0,0,0,49,0,11,28,16,9,0,0,0,68,0,3,45,30,11,4,0,0,94,0,0,33,25,7,5,0,0,70,0,0,20,35,25,9,0,0,95,0,0,0,7,5,0,0,0,19,0,0,6,10,4,9,0,0,24,0,0,0,0,0,0,0,0,0,0,28,195,191,82,33,9,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,3,0,0,3,4,4,4,0,0,18,13,7,6,5,3,4,0,0,26,17,5,6,6,6,4,3,0,42,11,22,10,6,3,4,0,0,52,0,29,29,13,6,10,0,0,99,3,14,46,31,18,4,0,0,123,4,13,31,25,21,7,5,0,110,0,4,49,35
506021118,15,7,5,3,0,0,50,0,11,12,20,8,7,0,0,64,0,12,44,26,17,15,4,0,126,0,39,102,54,27,21,8,0,257,0,31,139,61,36,25,16,0,316,0,14,135,91,61,41,13,4,358,0,3,90,110,63,38,7,3,310,0,10,191,222,157,102,22,0,701,0,0,41,64,38,28,10,0,184,0,0,32,75,90,54,9,3,263,0,3,7,0,0,0,0,0,13,13,150,827,755,515,347,93,15,2723,4,0,0,0,0,5,0,0,5,10,0,0,0,0,6,0,0,12,4,0,0,0,0,4,0,0,12,6,3,14,3,8,0,0,0,36,23,5,4,8,0,5,0,0,56,15,28,14,9,0,3,6,4,82,13,35,31,15,9,13,3,0,120,7,38,56,27,20,26,9,3,190,5,35,110,68,45,40,7,0,308,0,19,85,67,52,51,8,0,279,0,18,62,90
506021119,9,7,5,7,6,0,50,0,6,26,19,10,0,9,0,68,0,12,31,17,14,13,5,4,92,0,3,52,36,21,18,8,0,133,0,16,51,37,26,21,8,0,154,0,5,34,40,33,24,8,0,144,0,3,23,26,32,12,5,5,100,0,0,18,45,51,39,7,0,165,0,0,8,12,6,4,4,0,33,0,0,9,16,22,7,5,0,50,0,0,4,3,0,0,4,0,6,11,71,291,288,221,163,60,9,1106,0,0,0,0,0,3,0,0,5,7,0,0,0,0,0,4,0,14,0,0,0,3,4,0,3,0,18,5,0,5,4,4,7,9,0,29,8,4,5,3,4,3,0,0,25,5,14,15,11,15,10,5,0,82,6,29,21,9,20,13,0,0,92,3,32,48,26,17,16,8,0,148,0,11,59,39,21,17,6,0,164,0,10,30,30,21,18,4,0,118,3,0,29,26
506021120,5,3,0,0,0,0,11,0,4,4,3,0,0,0,0,12,0,8,11,0,4,4,5,0,29,0,17,24,18,8,6,0,0,74,0,10,45,30,19,5,0,0,108,0,4,44,42,20,13,0,0,126,0,0,18,40,24,10,4,0,106,0,0,30,73,46,26,3,0,188,0,0,0,8,16,5,0,0,31,0,0,0,15,11,9,0,0,33,0,0,0,0,3,0,0,0,0,0,53,185,234,153,89,21,3,738,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,5,3,0,0,0,0,0,0,10,9,9,0,0,0,0,3,0,27,9,20,10,4,0,7,3,0,49,5,29,18,10,10,8,3,0,81,0,25,48,25,23,16,0,0,137,0,15,64,38,35,28,4,0,180,0,7,58,45
506021121,5,7,0,6,0,0,19,0,8,3,8,3,0,0,0,22,0,11,11,11,8,0,0,0,39,0,17,45,33,13,7,0,0,117,0,16,55,30,23,7,3,0,135,0,14,76,63,27,19,3,0,198,0,5,72,73,38,18,6,0,210,0,3,234,292,145,59,11,0,742,0,0,61,107,78,23,5,0,281,0,0,62,175,177,87,3,0,498,0,0,0,0,3,3,0,0,11,0,87,633,798,510,241,32,0,2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,13,0,0,5,0,0,0,0,0,14,8,8,4,8,3,5,3,0,35,7,16,19,13,7,3,3,0,71,6,20,26,26,8,11,3,0,94,0,16,54,40,26,18,4,0,168,3,24,58,48,45,29,8,0,215,0,16,67,69
506021123,14,22,10,14,8,0,75,6,10,27,34,16,16,5,0,114,0,24,66,32,31,11,8,0,179,0,37,128,82,41,25,7,0,324,0,40,159,81,40,29,6,0,353,0,18,147,106,63,36,13,0,388,0,3,83,90,51,28,9,0,270,0,7,122,194,105,64,14,0,499,0,0,17,42,27,16,5,0,108,0,0,9,50,52,24,11,0,141,0,3,7,5,0,3,0,0,18,19,180,802,742,474,284,98,8,2600,0,4,4,3,0,0,0,0,9,7,0,3,0,0,0,0,0,9,0,3,8,4,0,3,0,0,20,4,10,9,8,0,3,0,0,34,9,12,12,5,9,4,3,0,54,21,25,21,15,10,4,7,3,96,13,35,32,25,5,9,4,0,125,4,44,86,50,33,16,0,0,233,0,23,119,100,39,30,10,0,321,0,18,78,76,35,23,3,0,232,0,9,38,51
506021309,10,3,4,0,0,0,12,0,0,6,8,5,6,0,0,22,0,0,16,12,4,4,3,0,36,0,7,21,19,6,8,4,0,61,0,5,19,15,19,6,3,0,62,0,0,19,17,23,6,4,0,73,0,0,17,11,18,6,0,0,52,0,0,14,10,16,11,6,0,60,0,0,5,3,7,0,0,0,16,0,0,10,9,7,6,3,0,35,0,0,0,0,0,0,0,0,4,8,23,128,109,119,63,34,3,482,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,0,0,3,0,4,4,0,4,3,0,0,23,0,6,7,4,4,0,0,0,23,0,11,18,3,4,6,0,0,40,0,3,13,9,9,7,0,0,39,0,0,15,8,13,3,0,0,39,0,0,10,5,8,4,0,0,27,0,0,3,3
506021310,0,3,4,0,0,0,12,0,0,0,5,0,0,0,0,5,0,0,0,8,4,0,0,0,20,0,9,7,10,4,8,0,0,39,0,7,10,10,9,4,0,0,45,0,0,26,10,11,8,0,0,57,0,0,14,10,8,0,0,0,39,0,0,7,16,15,10,0,0,45,0,0,0,0,6,0,0,0,6,0,0,0,4,0,5,0,0,9,0,0,0,0,0,0,0,0,4,0,20,86,69,65,36,16,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,10,0,0,0,3,4,4,0,0,9,0,0,3,4,0,0,0,0,10,0,0,5,3,5,0,0,0,14,0,0,0,3
506021311,3,3,6,4,0,0,18,0,0,8,12,0,4,4,0,36,0,8,16,12,7,5,0,0,48,0,8,28,20,14,11,0,0,80,0,14,50,30,22,10,0,0,130,0,9,52,40,29,12,4,0,139,0,4,44,48,28,10,4,0,135,0,0,62,120,80,27,7,0,299,0,0,7,43,22,6,8,0,78,0,0,12,25,33,18,0,0,93,0,0,0,4,0,0,0,0,3,5,61,293,369,233,112,26,3,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,4,3,0,11,3,0,0,0,0,0,3,0,10,4,3,4,4,4,5,0,0,17,0,5,9,3,0,0,5,0,22,0,12,8,6,3,6,5,0,32,0,12,22,20,10,14,5,0,73,0,11,17,18,12,8,0,0,66,0,0,16,24
506031124,61,47,17,32,11,0,202,0,22,53,43,32,24,13,0,179,0,30,65,88,44,38,20,3,280,0,34,122,138,73,57,19,8,439,0,33,184,136,83,56,19,0,506,0,25,249,185,141,95,28,0,723,0,0,160,204,149,116,16,0,649,0,9,186,439,378,232,35,5,1285,0,0,16,61,66,58,10,0,210,0,0,13,48,87,110,21,3,279,0,0,3,5,5,0,0,0,14,7,236,1169,1438,1092,843,216,27,5033,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,8,4,3,0,4,0,0,24,4,7,4,5,7,3,0,0,36,3,7,12,3,4,0,0,0,34,10,14,15,5,5,6,5,0,55,4,22,30,18,13,7,4,0,97,0,24,42,27,13,15,3,0,126,0,29,62,34,24,30,9,0,190,0,8,53,54,43,39,10,0,201,0,0,36,43
506031125,0,0,0,0,0,0,14,0,0,8,3,5,5,0,0,21,0,0,0,3,7,4,3,0,21,0,0,10,15,8,7,4,0,42,0,0,6,6,0,3,3,0,26,0,0,7,10,4,13,0,0,31,0,0,6,5,7,6,0,0,31,0,0,7,10,16,20,4,0,55,0,0,0,5,8,6,0,0,15,0,0,5,11,6,3,0,0,21,0,0,0,0,0,0,0,0,0,0,9,58,80,63,68,26,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,8,0,0,4,0,0,0,0,0,12,0,3,0,4,0,3,0,0,8,4,4,7,5,0,4,0,0,24,0,9,3,4,3,5,0,0,29,0,0,12,6,8,3,0,4,33,0,0,8,5,3,0,0,0,23,0,0,8,4,0,0,0,0,14,0,0,3,0
