POW_SA2_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
211051285,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,7,0,0,9,0,0,8,0,0,0,20,0,0,6,4,4,6,6,0,0,27,0,0,4,0,0,8,4,0,0,25,5,0,4,6,0,11,4,19,0,43,0,0,0,0,5,4,0,6,0,15,0,0,3,7,3,4,3,7,0,31,0,0,0,0,0,0,0,3,0,4,0,0,0,4,4,5,0,9,0,23,0,0,0,0,0,0,0,0,0,0,10,20,37,21,23,41,17,36,0,209,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,11,0,6,4,0,0,0,0,0,0,10,3,6,3,3,0,0,0,0,0,19,0,0,7,4,9,7,0,3,0,34
211051286,0,9,6,0,0,0,0,0,0,12,0,14,0,7,0,0,0,0,0,22,0,14,7,5,0,0,0,0,0,27,5,16,16,3,6,0,0,0,0,43,0,11,18,7,5,5,0,0,0,49,9,13,17,3,22,18,6,0,0,86,10,9,13,16,32,9,11,9,5,105,5,6,8,12,29,19,4,7,0,85,0,0,0,7,14,18,4,12,0,52,0,5,4,0,12,14,10,11,0,59,0,5,0,0,0,7,0,0,0,14,0,0,4,0,3,7,6,4,0,24,0,0,0,0,0,0,0,4,0,3,31,109,87,61,132,89,38,50,4,608,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,15,4,10,5,0,0,0,0,0,0,24,5,12,12,3,7,7,0,0,4,50,0,13,10,0,5,12,5,3,4,55
212011289,0,11,0,0,0,0,0,0,0,17,0,11,3,5,0,0,0,4,0,19,0,9,8,0,5,0,0,0,0,30,0,10,11,0,4,3,0,0,0,33,4,11,13,11,6,7,0,5,0,55,4,8,21,10,13,8,0,4,0,73,0,4,7,11,18,27,0,14,5,83,9,0,7,5,12,9,6,23,0,68,6,0,0,3,11,13,5,16,0,54,0,0,10,0,17,22,9,27,0,87,0,0,0,0,5,8,5,3,0,18,0,0,5,0,3,7,3,11,0,35,0,0,0,0,0,0,0,0,0,5,27,86,100,49,93,116,26,104,11,612,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,3,0,15,0,10,5,0,0,0,0,0,0,19,7,4,8,0,3,3,0,0,0,35,4,11,9,4,8,11,3,4,0,62
212011546,4,14,8,4,0,0,0,0,0,27,0,13,4,0,0,0,0,0,0,18,4,14,4,4,0,0,0,0,0,26,5,14,16,8,3,10,0,0,0,56,0,9,22,16,12,7,0,3,0,81,10,6,21,24,39,26,7,8,0,144,6,7,10,18,63,56,17,22,6,207,8,10,4,17,53,65,23,33,0,213,3,4,3,5,36,39,16,30,0,151,4,6,3,3,40,65,34,58,0,219,0,0,0,7,8,11,3,6,0,30,0,0,7,5,0,10,0,16,0,50,0,0,0,0,0,0,0,0,0,8,48,106,125,113,266,304,109,180,11,1266,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,16,0,6,5,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,20,3,14,12,0,13,3,0,0,0,46,4,12,13,4,8,15,0,0,0,60
212011547,0,5,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,14,0,3,0,0,0,0,0,0,0,11,0,6,6,5,3,0,0,0,0,16,0,7,4,0,5,10,0,5,0,32,4,10,7,7,3,4,5,3,0,47,0,3,10,3,11,4,5,5,0,55,4,0,4,3,8,21,0,11,0,46,0,0,0,0,4,13,9,9,0,34,3,4,0,0,3,10,9,14,0,43,0,0,0,0,0,6,0,3,0,11,0,0,0,0,0,9,0,13,0,22,0,0,0,3,0,0,0,0,0,5,9,63,41,24,41,73,29,75,3,353,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,5,4,0,5,0,0,0,0,12,0,4,5,0,0,4,0,0,0,22,5,6,6,0,13,11,7,0,0,56
212011548,0,0,0,0,3,0,0,0,0,10,0,7,0,0,0,0,0,0,0,7,4,6,3,0,0,0,0,0,0,13,0,6,4,0,5,0,0,0,0,20,0,10,0,9,4,0,0,0,0,28,4,6,8,12,5,9,0,0,0,56,0,3,6,17,17,15,3,12,0,67,7,0,3,11,12,11,8,7,0,56,0,0,0,0,14,10,5,9,0,42,6,0,4,0,7,16,16,18,0,73,0,0,0,0,0,3,0,0,0,7,0,0,0,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,49,37,53,73,63,38,65,0,397,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,9,3,6,7,0,0,0,0,0,0,16,4,5,9,0,3,0,0,0,0,22,0,0,7,0,12,13,5,3,0,50
212011549,0,3,0,0,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0,10,0,10,7,3,0,0,0,0,0,23,0,5,0,3,0,4,0,0,0,14,0,0,5,11,8,3,0,0,0,30,0,0,4,0,3,5,0,0,0,18,3,0,5,6,11,13,3,8,0,42,0,0,10,5,8,9,4,4,5,36,0,0,0,4,6,12,0,7,0,32,0,0,0,0,10,12,5,15,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,6,37,29,28,45,65,19,36,5,272,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,10,3,4,10,0,6,3,0,0,0,22
212011550,0,5,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,8,0,4,0,5,0,0,0,0,0,4,3,9,11,3,0,0,0,0,0,23,9,10,10,0,9,4,3,3,0,48,0,3,8,9,17,7,0,0,0,48,3,0,3,8,19,12,6,13,0,66,0,3,4,3,19,30,11,11,3,80,0,0,6,5,18,15,4,19,0,66,3,0,0,4,11,34,20,39,0,112,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,66,45,36,94,118,39,85,9,509,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,0,14,0,3,5,7,4,8,3,0,0,32
212011551,4,3,3,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,9,0,12,5,0,0,4,0,0,0,22,0,4,15,0,3,5,0,0,0,29,0,4,14,4,18,11,0,0,0,55,3,7,16,13,40,22,0,6,0,96,0,0,0,9,34,31,8,6,0,84,4,0,0,9,31,19,3,9,0,72,0,0,3,4,18,8,5,3,0,47,8,4,4,0,21,29,12,14,0,84,0,0,0,0,3,7,9,5,0,19,0,0,0,0,5,17,7,8,0,42,0,0,0,0,0,0,0,0,0,0,20,61,59,43,169,145,32,49,4,588,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,19,5,7,8,0,9,13,3,0,0,42,0,13,15,3,20,26,0,0,5,88
212011552,0,7,0,0,0,0,0,0,0,8,0,6,6,0,0,0,0,0,0,22,0,7,10,0,0,7,0,0,0,32,5,18,12,7,4,4,0,5,0,46,3,12,21,9,15,3,0,0,0,69,8,12,22,11,21,20,10,10,0,108,9,9,3,15,44,37,19,20,0,167,3,4,6,19,38,38,8,20,0,140,4,5,3,3,24,32,4,22,0,96,4,0,0,8,27,31,17,27,0,115,0,0,0,0,3,4,0,0,0,20,0,0,4,0,4,12,0,5,0,32,0,0,0,0,0,0,0,0,0,4,38,100,101,75,188,195,65,119,10,886,0,5,0,0,0,0,0,0,3,4,4,4,0,0,0,0,0,0,0,10,0,9,6,0,0,0,0,0,0,18,3,13,4,5,9,5,0,0,0,30,3,14,12,5,11,5,4,0,0,54,0,9,14,8,18,22,8,0,3,86
212021293,6,15,4,0,4,0,0,0,0,30,6,38,6,0,3,3,0,0,0,58,3,40,25,4,4,6,0,7,0,100,7,53,37,19,4,7,4,0,0,140,17,61,78,39,24,20,0,12,0,253,38,39,108,135,78,74,12,23,4,509,26,29,82,123,116,104,23,26,5,530,28,19,54,137,135,132,41,53,0,589,12,8,24,72,128,149,29,63,0,491,28,17,36,40,123,226,85,154,6,713,0,6,5,8,20,34,7,20,0,103,0,12,24,15,32,46,19,70,0,229,0,4,0,0,5,5,4,3,9,26,188,392,490,607,675,816,226,430,26,3854,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,0,0,9,0,11,3,0,0,0,0,0,0,19,4,13,8,0,0,0,0,0,0,25,0,13,12,7,9,5,3,0,0,49,12,12,31,4,16,8,0,4,4,95
212021295,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,6,0,0,0,0,0,0,16,4,0,12,3,0,0,0,0,0,21,0,0,8,0,3,0,0,4,0,18,0,0,16,8,10,10,0,4,0,46,0,3,8,11,15,14,3,3,0,62,0,0,3,5,17,22,6,9,0,66,0,0,3,9,9,11,4,5,0,42,0,0,0,4,7,18,5,16,0,48,0,0,0,0,0,0,0,5,0,3,0,0,0,0,4,5,0,0,0,7,0,0,0,0,4,0,0,0,0,4,13,34,52,45,70,78,22,39,3,360,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,5,3,11,0,3,3,0,0,0,26
212021297,0,3,0,0,0,0,0,0,0,16,4,11,4,0,0,0,0,0,0,14,0,12,13,0,3,3,0,3,0,41,3,9,18,5,3,6,0,0,0,50,7,14,17,13,31,27,0,8,4,115,4,6,18,20,51,52,11,12,0,172,3,6,14,13,89,63,14,9,0,217,0,5,9,16,53,85,11,15,0,204,3,0,0,8,41,53,13,20,0,141,4,5,4,10,64,104,17,64,0,277,0,0,0,0,4,9,5,12,0,42,5,0,0,0,11,16,5,22,0,57,0,0,0,0,0,4,0,0,4,6,42,81,117,95,360,418,81,166,20,1375,5,0,4,0,3,0,0,0,0,13,5,3,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,15,0,12,7,3,3,3,0,3,0,32,0,11,7,5,15,14,0,0,4,56,0,8,19,7,27,38,3,10,4,125
212021299,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,11,0,6,5,0,0,0,0,0,0,16,0,5,9,3,3,0,0,0,0,25,0,0,4,5,10,0,4,3,0,26,0,0,10,6,5,8,4,5,0,34,0,5,4,8,7,7,4,0,0,43,3,3,7,0,8,10,3,4,0,37,4,5,0,3,7,9,3,8,0,41,0,0,0,0,4,11,0,12,0,37,0,0,0,0,4,0,5,6,0,12,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,13,49,36,33,50,48,18,46,4,295,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,9,4,4,4,0,0,0,18,0,0,10,3,0,0,0,0,0,21
212021453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,17,0,4,6,0,3,0,0,0,0,20,0,3,11,3,0,4,0,0,0,32,0,3,13,6,9,10,3,3,0,55,5,5,6,6,13,14,0,12,0,63,0,0,4,11,18,15,16,12,0,76,0,0,0,4,7,8,7,9,0,35,0,0,4,0,13,11,8,19,0,59,0,0,0,0,0,4,0,7,0,5,0,3,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,12,37,57,34,75,69,44,62,7,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,15,0,3,4,0,0,0,0,0,0,15,0,5,0,0,4,3,0,0,0,13
212021454,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,5,6,8,0,0,0,0,0,0,20,0,11,11,0,0,0,0,0,0,23,0,5,6,7,7,5,0,0,0,30,0,0,7,4,10,7,5,6,0,39,0,0,5,10,16,12,5,6,0,54,5,3,0,6,11,21,4,4,0,53,0,0,3,3,11,14,5,5,0,45,0,0,0,0,13,13,4,11,0,53,0,0,0,0,0,4,0,0,0,9,0,0,6,0,7,11,0,3,0,23,0,0,0,0,0,0,0,0,0,0,15,46,58,37,72,72,23,44,5,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,13,0,4,8,0,8,3,0,0,0,21
212021455,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,3,0,0,0,4,3,3,3,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,16,0,12,3,3,6,0,0,0,0,25,0,3,9,0,7,9,4,0,0,31,0,0,4,8,14,9,3,3,0,35,6,0,0,6,19,11,5,6,0,51,0,0,0,0,12,16,6,4,0,39,3,0,3,0,3,5,0,7,0,33,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,13,41,24,30,69,56,16,32,0,281,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,4,5,0,5,5,0,0,0,22
212021456,0,14,6,0,0,0,0,0,0,25,4,11,5,0,3,0,0,0,0,29,0,25,8,0,0,4,0,0,0,46,8,31,34,14,10,4,0,0,0,105,3,18,39,13,26,17,0,3,0,128,7,16,34,33,59,47,5,5,0,204,8,9,26,35,73,72,14,18,4,258,7,9,15,24,111,71,13,29,0,281,5,5,8,12,81,71,8,24,0,224,7,4,10,13,56,81,15,40,0,228,0,0,0,0,6,16,4,8,0,32,0,4,0,3,8,21,8,16,0,59,3,0,0,0,0,0,0,0,6,11,55,178,194,155,442,409,67,140,14,1667,4,4,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,0,0,17,0,11,0,0,3,3,0,0,0,22,7,10,13,0,9,10,0,0,0,56,7,18,26,12,11,8,0,6,0,92
212021553,0,4,8,0,0,0,0,0,0,12,0,7,5,0,0,0,0,0,0,9,0,9,3,4,0,0,0,0,0,19,6,14,11,8,0,0,0,0,0,44,4,7,16,11,3,4,0,0,0,43,3,3,9,14,8,17,0,4,0,59,0,0,9,11,36,27,7,12,0,114,0,3,0,17,32,19,11,24,0,105,0,3,0,5,19,21,10,22,0,84,0,0,5,3,22,29,22,43,0,125,0,3,0,0,0,3,0,3,0,21,0,0,0,0,0,13,3,7,0,33,0,0,0,0,0,0,0,0,0,4,22,76,65,71,137,141,57,120,0,688,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,8,3,6,0,0,0,0,0,0,0,9,4,4,3,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,8,3,3,6,0,0,5,0,0,0,24
212021554,0,7,0,0,0,5,0,0,0,12,0,8,0,0,0,0,0,0,0,11,3,6,6,0,0,0,0,0,0,15,6,4,0,0,0,0,0,0,0,16,0,6,14,0,7,8,0,0,0,33,4,3,7,0,6,4,0,4,0,32,0,0,3,0,0,10,0,4,0,29,0,0,5,4,14,9,3,4,0,38,0,0,0,0,0,5,0,5,0,19,0,0,0,6,4,16,8,7,0,38,0,0,0,0,8,0,0,5,0,18,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,14,52,39,25,43,53,14,28,0,273,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,8
212031300,5,12,3,0,0,0,0,0,0,22,0,12,0,0,0,3,0,0,0,22,0,10,14,4,0,0,0,0,0,36,4,17,23,7,5,3,0,3,0,59,6,16,41,14,23,14,5,0,0,113,12,14,39,19,43,32,10,18,3,187,7,14,34,27,60,42,17,13,0,209,9,6,15,46,72,52,10,32,8,241,4,8,8,13,44,51,11,22,0,161,9,8,6,8,49,53,27,35,0,191,0,0,4,0,9,11,0,9,0,38,0,5,10,10,14,8,3,13,0,62,0,0,0,0,0,4,0,0,3,6,56,136,194,151,320,278,83,146,17,1376,4,0,4,0,0,0,0,0,0,12,3,5,0,0,0,0,0,0,0,13,3,16,5,0,0,0,0,0,0,26,3,20,4,3,0,0,0,0,0,36,6,19,14,0,7,9,0,0,0,62,6,10,27,8,19,19,0,6,0,98
212031303,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,5,10,3,0,0,0,0,4,0,19,0,5,3,4,0,0,0,0,0,17,0,3,8,0,3,7,0,0,0,23,0,6,8,11,8,7,6,9,0,48,0,5,6,3,14,22,9,12,0,67,3,0,6,6,19,19,0,5,0,61,5,0,0,4,13,8,3,4,0,36,0,0,0,3,0,9,3,18,0,43,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,3,3,20,34,34,31,66,84,24,65,3,351,0,0,0,0,0,5,0,0,3,8,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,0,0,0,0,11,0,3,7,3,9,0,0,3,0,29,0,6,10,4,6,4,3,4,0,33
212031304,0,11,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,21,4,14,10,0,0,0,0,0,0,26,0,16,16,4,3,5,0,0,0,39,0,4,20,3,14,3,0,6,0,52,5,0,15,8,18,8,4,7,0,78,6,6,4,6,20,12,0,6,0,66,0,4,8,3,12,26,7,11,0,64,0,5,0,0,12,19,12,4,0,50,0,0,5,0,8,31,10,24,0,80,0,0,0,0,0,6,0,4,0,14,0,0,0,7,0,7,0,4,0,16,0,0,0,0,0,0,0,0,0,0,15,85,78,46,92,126,32,63,9,543,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,0,0,0,0,17,4,5,11,4,0,3,3,0,0,33,0,5,18,3,5,3,0,0,0,46
212031306,0,6,0,0,0,0,0,0,0,17,0,5,5,0,0,0,0,0,0,15,0,10,5,0,0,0,0,0,0,20,0,6,8,3,3,5,0,0,0,31,4,5,9,12,8,4,0,0,0,42,0,5,12,10,20,8,3,3,0,65,8,6,13,7,31,21,8,8,0,94,5,3,8,0,23,21,0,12,0,68,6,0,0,8,15,20,0,6,0,57,0,0,0,0,24,30,12,14,0,87,0,0,0,0,0,11,0,0,0,11,0,0,0,0,6,3,3,8,0,17,0,0,0,0,0,0,0,0,0,4,25,62,67,50,134,130,33,50,0,542,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,3,6,4,0,0,0,0,0,0,9,5,5,11,0,0,0,0,0,0,21,0,9,8,5,14,6,0,0,0,47
212031308,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,4,6,0,0,0,0,0,0,12,3,8,4,0,0,0,0,0,0,13,0,0,12,6,5,0,0,0,0,18,0,4,8,0,6,4,0,8,0,25,0,0,6,4,6,4,5,3,0,29,4,0,0,5,9,3,4,10,0,35,0,0,0,0,9,7,8,6,0,21,0,0,0,0,0,5,4,10,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,7,21,31,14,33,27,24,36,0,199,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,7,0,0,5,0,0,0,0,12,0,3,5,0,3,0,0,0,0,14,5,0,8,0,3,5,4,6,0,42
212031457,0,3,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,6,0,5,8,0,0,0,0,0,0,9,0,5,4,0,0,5,4,0,0,16,0,8,7,0,6,0,0,0,0,21,0,0,3,3,8,0,0,4,0,26,0,5,4,0,5,9,0,3,0,28,0,0,3,0,10,8,5,3,0,28,0,0,0,0,3,8,3,5,0,21,0,0,0,5,4,7,3,0,0,24,0,0,0,0,3,0,0,5,0,8,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,12,33,27,17,49,47,17,26,0,228,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,8,0,6,4,3,0,0,0,0,0,17,0,5,7,4,0,5,0,0,0,19
212031458,0,11,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,12,0,10,5,0,0,0,0,0,0,18,0,4,8,0,0,6,0,0,0,21,0,5,11,14,8,5,3,0,0,45,0,0,4,10,16,8,3,7,4,58,3,3,11,0,29,22,11,16,0,97,3,5,0,4,21,27,14,14,0,89,3,4,5,0,16,21,9,15,0,64,0,0,6,8,26,27,15,30,0,113,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23,65,50,42,128,117,61,84,8,572,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,8,4,3,4,0,0,0,0,0,0,6,0,4,7,0,3,4,0,0,0,17
