POW_SA2_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
111031224,0,45,8,0,0,0,0,7,0,0,0,0,0,0,23,0,5,0,0,27,197,0,7,0,0,213,24,0,7,0,0,29,9,0,0,4,0,11,141,3,5,6,0,157,18,3,0,0,0,19,6595,219,292,42,19,7168,11057,585,536,57,39,12272,3,4,0,0,0,9,15,0,0,0,0,16,41,7,6,0,0,49,47,9,5,4,0,64,5,0,0,0,0,5,3,0,0,0,0,6,10,0,6,0,0,18,31,0,5,0,0,31,4,0,0,0,0,4,15,0,0,0,0,11,103,10,10,0,0,123,13,0,0,0,0,16,10,0,0,0,0,12,5,0,0,0,0,5,41,0,0,0,0,42,14,6,5,0,0,26,12,0,0,0,0,12,22,0,0,0,0,25,3,0,0,0,0,3,18,4,7,0,0,32,64,0,3,3,0,66,17,3,0,0,0,21,180,16,10,0,0,202
111031225,0,43,18,0,0,0,0,18,7,0,0,0,0,7,18,0,3,0,0,16,233,11,8,0,0,255,32,0,0,0,0,35,8,0,0,0,0,14,181,8,15,0,0,202,24,0,0,0,3,25,7409,137,272,26,30,7868,9043,331,417,42,46,9876,0,0,0,0,0,0,11,0,0,0,0,10,40,0,0,0,0,46,52,4,0,3,0,59,7,0,0,0,0,7,6,0,0,0,0,5,14,0,0,0,0,14,38,4,5,0,0,40,11,0,0,0,0,8,26,0,0,0,0,29,266,4,4,0,0,277,9,0,0,0,0,9,12,0,0,0,0,11,7,0,0,0,0,7,24,4,3,0,0,32,25,0,0,0,0,31,11,0,0,0,0,11,38,3,0,0,0,38,0,0,0,0,0,0,61,0,3,0,0,66,27,3,0,0,0,34,11,4,0,0,0,14,130,9,4,0,0,150
111031226,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,16,0,4,0,0,22,0,0,4,0,0,6,0,0,0,0,0,0,19,0,0,0,0,23,0,0,0,0,0,3,975,58,100,16,0,1147,1481,132,150,18,5,1788,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,4,16,0,0,0,0,21,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,10,0,0,56,4,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,0,5,0,0,0,0,0,0,26,3,0,0,0,34
111031227,0,17,4,0,0,0,0,4,0,0,0,0,0,3,15,0,5,0,0,20,92,0,11,0,0,106,18,0,0,0,0,16,9,0,0,3,0,13,96,5,11,0,0,117,15,0,3,0,0,12,3814,146,200,24,22,4210,8053,410,387,36,38,8922,5,0,0,0,0,5,11,0,0,0,0,11,27,3,0,0,0,29,43,7,5,8,0,64,6,0,0,0,0,6,0,3,0,0,0,7,9,0,0,0,0,7,20,0,7,0,0,33,3,0,0,0,0,8,16,0,0,0,0,18,81,14,5,0,3,106,20,0,0,0,0,20,19,0,0,0,0,22,4,0,0,0,0,4,20,5,0,0,0,20,3,0,0,0,0,4,10,0,0,0,0,10,17,11,0,0,0,27,3,0,0,0,0,3,15,3,3,0,0,27,29,0,0,0,0,31,6,0,0,0,0,7,115,11,3,0,5,131
111031228,0,25,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,66,5,3,0,0,77,3,0,0,0,0,4,4,0,0,0,0,5,39,6,4,0,0,56,7,0,0,0,0,4,2058,163,196,33,9,2454,2686,416,317,47,7,3480,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,17,17,5,4,0,0,21,3,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,7,8,4,3,0,0,9,0,0,0,0,0,0,3,0,8,0,0,10,34,0,0,0,0,41,10,0,0,0,0,10,3,0,0,0,0,7,0,0,0,0,0,0,10,3,0,0,0,17,0,3,0,0,0,4,0,0,0,0,0,0,13,5,0,0,0,20,0,0,0,0,0,0,11,5,0,0,0,14,19,0,0,0,0,17,3,0,0,0,0,4,39,11,0,0,0,47
111031229,0,65,12,0,0,0,0,15,4,0,0,0,0,7,38,4,4,0,0,45,339,12,17,3,0,370,78,3,6,0,0,83,22,3,5,0,0,34,232,9,15,5,0,254,21,0,0,0,4,30,11642,316,331,52,37,12382,16721,804,586,69,61,18240,0,0,3,0,0,5,22,0,0,0,0,30,62,0,4,0,0,67,111,10,5,4,0,132,15,0,0,0,0,15,5,0,0,0,0,3,25,0,0,0,0,29,50,0,3,0,0,56,6,0,0,0,0,6,26,7,0,0,0,33,212,4,7,4,0,231,26,0,5,0,0,32,28,0,0,0,0,38,5,6,0,0,0,4,58,0,0,0,0,61,36,4,7,0,0,49,31,3,6,0,0,38,41,7,0,0,0,47,4,0,0,0,0,3,41,5,0,0,0,44,56,0,0,0,0,62,16,0,0,0,0,18,286,14,17,0,0,321
111031230,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,513,9,9,3,0,534,2675,44,22,9,3,2745,3,0,0,0,0,8,0,0,0,0,0,0,17,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,62
111031231,0,18,11,0,0,0,0,11,4,0,0,0,0,4,9,0,0,0,0,13,105,0,3,0,0,109,40,0,0,0,0,40,19,0,0,0,0,21,117,0,4,0,0,122,19,0,0,0,0,20,3620,39,73,20,13,3765,5526,141,146,22,23,5851,11,0,4,4,0,17,33,0,0,0,0,38,15,0,0,0,0,16,121,9,8,3,4,139,6,0,0,0,0,6,0,0,0,0,0,0,10,0,3,0,0,15,29,0,0,0,0,33,5,0,0,0,0,5,12,0,0,0,0,12,112,12,5,0,0,123,16,0,0,0,0,14,35,0,0,0,0,39,7,0,0,0,0,3,16,0,0,0,0,19,12,0,0,0,0,15,10,0,0,0,0,5,16,0,0,0,0,19,3,0,0,0,0,8,48,0,0,0,0,43,27,0,0,0,0,34,10,0,0,0,0,13,105,8,0,0,0,116
111031232,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,23,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,14,4,0,0,0,16,5,0,0,0,0,3,585,43,75,7,4,719,835,102,114,14,7,1073,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,23,0,5,0,0,28
111031233,0,19,3,0,0,0,0,8,0,0,0,0,0,0,15,0,4,0,0,16,78,0,0,0,0,79,10,0,0,0,0,10,13,0,3,0,0,15,80,8,0,5,0,94,18,0,0,0,0,18,3251,82,168,28,15,3545,4457,178,302,34,20,4993,5,0,0,0,0,0,5,0,0,0,0,8,12,8,4,0,0,22,47,5,6,0,0,58,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,3,0,0,0,0,0,0,5,0,5,0,0,10,81,11,5,0,0,98,13,0,3,0,0,16,5,3,0,0,0,7,6,0,0,0,0,6,6,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,10,6,0,0,0,20,0,0,0,0,0,4,22,0,6,0,0,20,38,0,0,0,0,41,4,0,0,0,0,4,57,8,0,0,0,72
111031234,0,23,7,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,118,0,8,0,0,124,13,0,0,0,0,13,7,0,0,0,0,13,112,0,3,0,0,113,12,0,0,0,0,12,3949,41,119,7,17,4137,5388,118,198,21,18,5747,0,0,0,0,0,0,9,0,0,0,0,9,17,0,0,0,0,21,45,3,6,0,0,57,10,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18,5,0,0,0,0,5,3,0,0,0,0,10,119,0,4,0,0,133,22,0,0,0,0,25,5,0,3,0,0,10,5,0,0,0,0,5,22,0,0,0,0,22,9,0,0,0,0,8,6,0,0,0,0,6,15,3,3,0,0,19,0,0,0,0,0,0,20,0,5,0,0,24,58,0,0,0,0,64,3,0,0,0,0,0,80,0,6,0,0,94
111031235,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,65,5,5,0,0,77,6,0,4,0,0,13,0,0,0,0,0,3,50,6,9,0,0,66,0,0,0,0,0,0,2388,136,168,23,13,2736,5080,403,324,33,18,5864,3,0,0,0,0,3,8,0,0,0,0,8,9,0,4,0,0,11,13,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,8,19,4,0,0,0,27,4,0,0,0,0,4,0,0,0,0,0,0,40,0,5,0,0,45,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,11,8,0,4,0,0,10,6,0,0,0,0,11,11,4,0,0,0,19,5,0,0,0,0,5,6,4,0,0,0,12,9,0,0,0,0,10,5,0,0,0,0,11,87,12,5,0,0,104
112011236,0,19,3,0,0,0,0,0,0,0,0,0,0,0,20,3,4,0,0,37,149,7,11,4,0,175,28,0,5,0,0,38,12,0,3,4,0,16,116,9,10,0,4,143,21,5,5,0,5,32,4957,219,331,61,50,5623,7551,543,647,90,75,8909,0,0,0,0,0,0,0,0,0,0,0,0,35,3,4,0,0,45,17,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,14,29,6,11,0,0,41,0,0,0,0,0,0,7,0,4,0,0,12,62,11,0,0,0,78,6,0,0,0,0,6,3,0,0,0,0,5,0,0,0,0,0,0,18,4,0,0,0,21,21,0,4,0,0,27,24,0,8,0,0,32,11,0,0,0,0,17,0,0,0,0,0,0,12,0,6,0,0,19,22,0,0,0,0,24,15,0,3,0,0,21,214,16,20,0,0,254
112011237,0,23,0,0,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,21,68,9,28,7,0,107,4,0,4,3,0,13,3,0,0,0,0,9,53,3,10,0,0,78,13,9,6,4,4,29,1782,172,385,126,26,2494,2980,394,709,202,55,4334,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,16,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,16,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,3,0,26,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,11,3,0,0,0,11,18,4,0,3,0,24,11,0,4,0,0,15,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,4,4,0,4,3,0,14,69,17,19,4,0,107
112011238,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,10,57,14,28,3,0,107,9,0,4,0,0,8,0,0,0,0,0,3,46,5,16,0,0,74,15,0,6,0,3,28,865,122,300,56,19,1365,1203,280,426,87,24,2022,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,0,0,29,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,28,0,0,0,0,0,0,3,0,3,0,0,11,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,13,7,0,5,0,0,15,17,6,6,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,0,0,0,11,45,20,24,6,0,95
112011239,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,3,18,0,0,56,3,0,7,0,0,11,0,0,0,0,0,0,40,3,21,0,0,65,5,0,8,0,0,19,731,81,305,33,20,1168,943,162,426,58,18,1608,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,0,4,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,7,0,0,19,6,0,0,6,0,8,4,0,0,0,0,3,0,0,0,0,0,4,4,0,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,5,31,3,16,0,0,48
112011240,0,22,3,0,0,0,0,5,4,0,0,0,0,5,19,5,5,0,0,27,183,18,40,5,3,256,54,12,11,0,0,71,8,0,0,0,0,7,324,24,55,10,3,419,19,0,3,0,3,22,3200,326,552,75,36,4198,4088,636,772,110,48,5649,0,0,0,0,0,0,0,0,0,0,0,0,60,8,10,0,0,81,3,3,0,0,0,4,5,0,0,0,0,5,5,0,0,0,0,3,3,0,0,0,0,6,63,11,15,6,0,91,0,0,0,0,0,0,7,6,0,0,0,6,44,0,0,0,0,50,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,16,5,5,0,0,30,79,8,12,0,0,99,59,4,3,0,0,66,7,4,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,6,8,0,0,0,0,8,38,10,8,0,0,56,166,31,56,6,0,256
112011241,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,10,3,0,0,0,0,4,0,0,0,0,0,0,6,3,0,0,0,11,13,0,0,0,0,17,531,25,82,18,8,667,950,62,158,41,13,1220,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,12,0,6,0,0,20
112011242,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,7,33,5,10,0,0,49,4,0,3,0,0,13,0,0,0,0,0,3,26,5,9,0,0,39,4,0,0,0,0,4,770,104,192,33,9,1108,1099,235,322,41,14,1710,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,12,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,12,7,0,6,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,8,5,0,0,0,6,8,4,0,0,0,10,6,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,21,7,15,0,0,45
112011243,0,21,0,0,0,0,0,3,5,0,0,0,0,5,5,0,0,0,0,6,79,13,24,5,0,124,13,0,13,0,6,33,0,0,0,3,0,6,69,8,22,5,0,104,12,0,7,5,4,26,1315,131,375,72,33,1920,1803,239,496,92,58,2691,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,27,13,26,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,15,13,0,6,0,0,26,16,0,4,0,0,16,5,0,3,0,0,8,0,0,0,0,0,5,9,0,0,0,0,8,0,0,0,0,0,0,4,0,3,3,0,13,65,15,36,6,4,120
112021244,0,11,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,33,0,7,0,0,38,0,0,4,0,0,4,0,0,0,0,0,0,18,0,0,0,0,22,23,0,0,4,0,25,2072,40,143,39,17,2313,3820,124,288,59,44,4331,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,15,0,0,0,0,19,3,0,0,0,0,6,55,0,0,0,0,63
112021245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,16,0,4,3,6,21,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,14,9,0,0,0,3,14,429,34,119,77,15,675,850,90,326,183,33,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,9,0,0,19
112021246,0,12,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,4,9,0,0,36,6,0,0,0,0,9,3,0,0,0,0,3,31,0,3,0,0,31,11,0,0,0,0,13,1313,53,148,28,11,1547,2005,127,260,34,22,2439,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,0,0,17,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,13,0,0,0,0,13,3,0,0,0,0,0,42,0,3,3,0,49
112021247,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,25,0,0,0,3,0,5,0,0,0,0,0,0,17,3,3,3,0,30,7,0,0,0,0,11,859,62,140,72,15,1144,1434,137,283,118,29,2008,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,5,5,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,0,0,4,0,0,0,22,0,12,9,0,46
112021248,0,38,6,0,0,0,0,6,9,0,0,0,0,9,17,3,0,0,0,20,218,14,20,0,0,252,35,0,6,0,0,40,19,0,0,0,0,23,142,0,10,0,0,161,68,0,3,3,3,75,7881,180,437,67,64,8632,12032,492,810,98,99,13527,4,0,0,0,0,4,7,0,0,0,0,7,43,3,3,0,0,56,28,7,3,0,0,34,0,0,0,0,0,3,6,0,0,0,0,6,13,0,0,0,0,12,56,0,7,0,0,66,0,0,0,0,0,0,9,0,5,0,0,13,83,11,4,0,0,97,6,0,3,0,0,8,7,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,27,10,4,0,5,0,14,18,0,0,0,0,22,16,0,0,0,0,13,0,0,0,0,0,0,25,4,6,0,0,32,31,0,0,0,0,29,28,0,3,0,0,35,220,13,27,5,0,265
112021249,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,5,0,0,4,42,8,17,8,0,76,4,0,6,0,0,14,0,0,0,0,0,3,26,5,11,0,0,40,13,0,5,3,0,20,885,86,333,126,28,1454,1530,219,712,236,63,2758,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,10,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,20,5,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,12,3,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,12,3,0,4,0,0,5,0,0,3,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,7,3,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,16,41,5,16,5,0,69
112031250,0,23,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,0,26,103,10,23,3,0,140,17,3,0,0,0,23,3,0,0,0,0,3,69,7,13,0,0,89,18,0,0,0,4,25,2307,228,311,59,24,2925,3282,508,489,80,40,4399,0,0,0,0,0,0,4,0,0,0,0,4,23,3,0,0,0,29,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,9,4,4,0,0,16,3,0,0,0,0,9,4,0,0,0,0,8,27,6,0,4,0,37,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,13,4,3,0,0,11,4,0,0,0,0,10,23,0,4,0,0,28,5,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,6,4,0,4,0,0,7,144,26,26,6,0,204
112031251,0,24,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,12,71,3,14,4,0,89,14,0,0,0,0,20,0,0,0,0,0,4,56,0,4,0,0,65,21,3,4,0,0,29,2396,123,208,45,25,2802,3946,249,388,58,44,4683,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,33,0,5,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,8,23,3,8,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,40,7,4,0,0,50,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,13,7,3,0,0,0,13,9,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,112,21,8,3,0,142
