POW_SA2_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
101061544,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,8,9,4,0,0,0,0,0,4,0,19,11,4,0,0,5,0,0,0,0,21,3,11,0,4,4,0,0,4,0,22,14,12,3,0,0,0,0,3,0,36,13,26,0,0,6,3,0,5,0,61,14,21,5,0,3,0,0,3,0,48,35,32,0,0,4,0,0,0,0,71,11,24,0,3,5,0,0,0,0,45,27,40,0,3,4,0,0,0,0,79,10,7,0,0,3,0,0,0,0,22,23,15,0,0,0,0,0,0,0,39,0,3,0,0,0,0,0,0,0,6,191,203,12,17,36,8,3,20,0,495,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7
102011028,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,9,0,4,0,5,0,0,0,0,0,12,3,11,3,5,3,0,0,0,0,29,0,15,4,5,3,4,0,0,0,36,3,7,6,8,4,3,0,0,0,32,9,14,3,3,7,0,0,6,0,41,3,21,5,0,3,0,0,0,0,33,8,20,0,0,0,0,0,0,0,34,13,23,0,0,3,0,0,0,0,37,15,30,0,0,0,3,0,0,0,59,8,8,0,0,0,0,0,0,0,14,12,26,0,0,0,0,0,0,0,41,0,8,0,0,0,0,0,0,0,8,78,197,14,26,32,20,0,9,0,381,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4
102011029,0,9,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,7,0,3,4,0,0,0,0,8,0,4,0,0,3,0,0,0,0,14,3,8,0,3,0,0,0,0,0,18,0,15,0,7,7,0,4,0,0,28,3,17,0,3,3,0,0,0,0,36,3,14,0,10,5,0,0,0,0,32,8,18,5,0,8,0,0,0,3,38,13,36,0,0,5,0,0,0,0,54,5,20,3,0,8,0,0,0,0,40,4,21,5,6,0,3,0,0,0,45,25,43,0,0,0,4,0,0,5,75,0,14,0,0,0,0,0,0,0,14,12,20,4,0,0,0,0,0,0,44,0,4,0,0,0,0,0,0,0,7,88,246,20,31,44,10,3,4,11,457,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7
102011030,7,0,0,0,0,0,0,4,0,7,6,0,0,0,0,0,0,0,0,9,3,5,0,0,4,0,0,4,0,13,4,4,0,0,3,0,0,3,0,17,0,3,0,0,3,0,0,0,0,12,4,0,0,4,10,0,0,8,0,28,8,8,5,0,9,0,7,5,4,38,12,16,13,4,12,0,8,25,3,91,16,19,11,0,7,0,10,7,0,71,17,40,12,4,13,0,4,6,0,101,23,39,5,0,7,3,0,0,0,84,23,48,9,0,7,0,3,0,0,90,70,72,6,0,4,4,0,0,3,168,28,15,0,0,0,0,0,0,0,49,64,23,0,0,5,0,0,0,0,98,0,5,0,0,0,0,0,0,0,10,277,303,63,18,80,20,30,61,14,877,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4
102011031,0,6,0,0,0,0,0,0,0,3,0,6,0,3,5,0,0,0,0,16,0,7,0,7,0,7,0,5,0,35,7,16,0,9,8,8,5,3,0,57,4,17,0,17,6,19,0,4,5,70,4,37,5,38,14,30,0,12,0,137,8,63,3,43,20,20,0,11,0,169,16,94,11,36,28,31,0,5,4,234,40,145,11,31,37,14,0,0,0,278,27,168,5,18,24,4,0,7,3,258,21,176,10,10,23,7,0,0,0,249,31,186,3,5,16,0,0,0,0,244,80,356,0,0,24,3,0,0,0,475,34,61,0,0,0,0,0,0,3,106,43,117,4,0,6,6,0,0,4,176,8,10,0,0,0,0,0,0,0,15,333,1456,59,225,207,167,8,53,16,2518,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,14,0,0,0,12,0,10,0,3,0,19
102011032,4,11,0,0,0,0,0,0,0,17,0,10,0,5,3,0,0,0,0,17,8,11,5,3,4,5,0,0,0,46,3,22,7,4,17,7,3,7,0,67,3,35,5,15,29,8,4,4,0,103,9,100,8,17,24,24,7,12,0,204,11,151,14,31,53,18,8,15,0,290,31,280,24,51,70,23,8,11,4,502,38,502,25,59,123,21,3,15,0,789,42,701,15,51,125,17,4,3,11,971,59,765,21,40,79,10,3,0,6,983,74,731,18,38,54,8,0,0,5,943,221,1042,28,50,92,15,0,0,7,1461,59,141,6,5,12,0,0,0,3,217,103,339,0,0,8,5,0,0,4,463,0,15,0,4,3,0,0,0,6,32,662,4860,177,382,700,146,40,73,67,7105,6,0,0,0,3,0,0,0,0,7,3,3,3,0,4,4,0,0,0,15,0,4,0,3,3,5,0,5,0,24
102011033,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,5,0,11,0,0,0,3,0,0,0,5,0,14,0,4,0,9,0,0,0,0,0,13,0,3,0,8,9,0,0,0,0,28,0,18,0,10,4,0,0,0,0,33,5,34,3,7,8,4,0,3,0,51,3,38,0,7,0,0,0,0,0,51,6,42,3,9,0,0,0,0,0,61,6,43,0,11,0,0,0,0,0,59,16,70,4,3,8,0,0,0,0,101,6,3,0,0,0,0,0,0,0,9,4,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,51,271,7,69,34,6,0,4,9,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7
102011034,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,8,0,3,0,4,0,8,0,21,0,5,0,4,3,0,0,0,0,12,0,3,4,8,4,7,0,3,0,25,4,17,0,4,10,5,0,0,0,42,3,20,3,6,6,0,4,4,0,54,4,28,0,12,14,0,9,4,0,61,4,37,3,3,0,0,0,0,0,51,4,52,0,3,3,0,0,0,0,59,3,46,0,0,0,0,0,0,0,51,25,53,0,0,5,0,0,0,0,88,6,5,0,0,4,0,0,0,0,20,8,20,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,66,295,19,53,52,20,12,22,7,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102011035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,10,0,11,0,3,0,0,0,0,0,14,0,7,0,10,0,0,0,0,0,19,0,13,0,3,6,0,3,0,0,28,7,17,0,6,0,0,0,0,0,41,4,26,0,3,4,0,0,0,0,39,6,26,0,4,0,0,0,0,5,39,0,38,0,0,0,0,0,0,5,41,12,68,0,0,4,0,0,0,0,90,4,3,0,0,0,0,0,0,0,5,9,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,37,229,4,30,19,3,3,0,4,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
102011036,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,4,0,3,0,0,0,3,0,14,4,6,0,0,0,0,0,5,0,8,4,8,0,3,0,3,3,4,0,30,0,17,0,3,5,5,4,7,0,39,4,12,0,11,8,3,10,7,0,59,4,36,5,0,3,0,6,4,0,62,12,39,0,3,5,0,3,0,0,67,13,39,0,0,4,0,0,0,0,60,10,42,0,0,0,0,0,0,0,53,31,67,4,0,3,8,0,0,0,109,15,5,0,0,3,0,0,0,0,23,16,13,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,106,285,17,30,42,21,29,29,4,559,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
102011037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,0,0,11,0,7,0,8,5,0,0,0,0,23,3,15,0,3,0,0,0,3,0,31,0,29,0,12,3,0,0,0,0,42,3,17,0,7,0,0,0,0,0,33,6,30,4,4,0,0,0,0,0,48,3,20,0,6,0,0,0,0,0,37,10,28,0,13,0,0,0,0,0,49,5,15,0,0,0,0,0,0,0,18,8,17,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,46,202,3,65,17,3,0,4,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
102011038,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,4,0,0,3,4,0,0,0,6,0,5,0,3,6,0,0,0,0,7,0,8,0,0,3,0,0,6,0,20,3,8,0,0,6,0,0,0,0,13,0,12,0,0,0,0,0,0,0,12,5,9,5,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,18,6,21,0,0,0,0,0,0,0,36,0,8,0,0,0,0,0,0,0,13,13,9,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,36,100,5,13,16,8,0,4,6,191,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
102011039,0,9,0,0,0,0,0,0,0,11,0,5,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,6,0,13,0,3,0,3,4,0,0,0,0,17,0,12,0,5,4,0,0,0,0,17,9,16,6,16,5,0,0,5,0,48,8,36,5,12,11,5,0,4,0,77,8,38,8,14,7,8,0,0,0,80,8,69,9,12,9,8,0,0,6,122,8,62,3,8,9,0,0,0,0,86,7,58,3,3,3,0,0,0,0,81,8,64,0,5,0,0,0,0,0,78,37,107,5,8,8,3,0,0,0,167,17,19,0,0,4,0,0,0,0,46,29,47,0,0,7,0,0,0,0,83,5,7,0,0,0,0,0,0,0,12,138,555,45,84,71,33,4,13,8,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,8
102011040,3,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,9,0,5,0,5,4,0,0,0,0,12,0,9,3,3,5,6,0,4,0,28,4,6,0,4,4,0,0,0,0,22,9,15,0,9,12,5,0,3,0,50,5,21,5,16,10,0,0,0,0,60,9,40,5,20,6,8,0,3,0,99,11,57,6,13,3,3,0,0,0,96,9,62,4,6,10,0,0,0,0,94,15,61,3,4,6,0,0,0,3,97,5,70,4,9,0,0,0,0,0,94,32,110,0,8,10,0,0,0,0,157,3,23,0,0,0,0,0,0,4,31,20,49,0,0,3,3,0,0,7,70,0,0,0,0,0,0,0,0,0,3,138,534,32,102,75,25,0,11,16,939,0,0,0,0,6,0,0,0,0,7,5,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,15
102011041,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,8,0,3,0,5,0,0,0,0,0,10,4,4,3,0,4,0,0,0,0,20,3,4,0,3,0,0,0,0,0,22,3,16,8,7,4,4,0,0,0,39,3,16,0,10,3,0,0,0,0,39,9,37,5,7,8,0,0,3,0,63,3,42,4,3,4,0,0,0,3,54,6,42,0,5,3,0,0,0,0,61,14,51,0,0,3,0,0,0,0,75,21,75,3,0,5,0,0,0,0,98,4,16,0,0,4,0,0,0,0,26,15,26,0,0,3,0,0,0,0,45,0,3,0,0,0,0,0,0,0,6,85,346,29,52,43,12,0,10,11,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8
102011042,3,4,0,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,0,6,3,3,0,0,3,0,0,0,0,16,0,7,0,3,4,3,6,3,0,20,0,10,0,9,4,4,0,6,0,34,5,21,0,10,9,7,0,0,0,54,4,31,0,17,6,7,0,0,5,75,3,38,4,18,7,7,4,0,0,80,15,74,4,16,13,4,0,0,0,116,9,107,6,6,0,3,0,0,0,131,15,80,4,0,3,0,0,0,0,105,9,111,0,3,5,0,0,0,0,130,27,125,0,0,5,0,0,0,0,165,14,21,0,0,0,0,0,0,0,33,17,46,0,0,5,0,0,0,0,69,0,3,0,0,0,0,0,0,0,8,122,685,25,77,64,33,9,22,6,1048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,11
102011043,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,4,0,0,0,9,0,6,0,8,0,7,0,0,0,18,0,13,0,8,8,0,0,3,0,22,7,10,0,7,0,0,0,4,0,37,3,14,0,7,6,0,0,0,0,35,6,18,8,11,4,8,0,0,0,56,12,37,0,19,0,0,0,0,0,67,7,41,3,8,0,0,0,0,0,56,4,36,0,6,4,0,0,0,0,46,3,32,3,0,6,0,0,5,0,47,28,54,0,0,0,0,0,0,0,87,3,10,0,0,0,0,0,0,0,16,4,18,0,0,0,0,0,0,0,26,0,4,0,0,0,0,0,0,0,3,85,293,11,77,28,23,0,16,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
102021044,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,9,0,3,0,4,5,0,0,0,0,15,3,10,0,0,3,0,5,0,0,21,0,9,0,11,0,7,0,5,0,32,0,22,0,20,5,9,0,0,0,60,0,16,0,14,9,5,0,5,0,53,4,51,10,23,4,3,0,4,0,99,12,56,3,20,9,7,0,8,0,105,6,83,4,7,3,6,0,3,0,108,10,94,0,8,3,0,0,0,0,115,7,78,5,10,5,0,0,0,4,100,27,86,4,4,4,0,0,0,5,129,0,13,0,0,0,0,0,0,0,17,8,37,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,79,561,22,127,55,41,7,20,6,917,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,4,3,4,0,0,0,16
102021045,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,5,0,8,0,6,0,0,0,0,0,16,0,16,0,11,0,0,0,0,0,26,6,35,0,0,0,0,0,0,0,49,0,37,0,4,0,0,0,0,0,47,0,29,0,0,0,0,0,0,0,37,0,39,0,7,0,0,0,0,0,43,16,52,3,3,0,0,0,0,0,71,5,3,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,29,226,8,32,8,7,0,3,4,314,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
102021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,18,0,4,0,3,0,0,0,0,0,13,0,10,0,0,5,3,0,0,0,18,0,16,0,0,5,0,0,0,0,20,0,16,0,0,0,0,0,0,0,22,0,20,0,0,0,0,0,0,0,24,5,17,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,110,8,16,10,6,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
102021047,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0,0,0,9,0,6,0,0,4,0,0,3,0,17,0,5,3,0,7,5,0,0,0,27,0,11,3,6,4,3,3,4,0,39,0,19,0,11,5,0,5,9,0,52,12,42,4,9,7,0,8,11,0,89,11,56,8,9,12,0,6,6,4,113,7,81,4,4,0,7,3,6,3,108,19,85,8,4,12,4,4,0,0,128,20,94,3,5,3,0,0,0,0,130,76,132,8,3,9,13,0,0,5,243,23,22,0,0,3,3,0,0,0,49,55,44,0,0,3,0,0,0,0,113,0,4,0,0,0,0,0,0,0,10,223,609,47,61,74,37,21,31,14,1126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3
102021048,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,0,0,0,0,12,0,5,0,0,3,3,0,0,0,16,3,9,0,14,4,3,0,0,0,41,3,20,0,14,0,3,0,4,0,55,9,36,0,21,10,6,0,5,0,85,5,65,5,21,3,0,0,0,0,102,5,58,0,14,4,3,0,0,0,89,11,74,0,3,5,0,0,0,0,97,11,71,0,3,0,0,0,0,0,88,27,84,0,0,5,0,0,0,0,128,9,8,0,0,0,0,0,0,0,16,3,29,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,6,94,484,12,96,34,24,7,14,6,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5
102021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,4,0,0,4,0,0,0,0,10,3,0,4,3,4,0,0,0,0,15,5,4,4,0,0,0,0,0,0,12,3,4,0,4,6,0,0,0,0,16,8,8,0,0,3,0,0,0,0,21,0,10,0,0,0,0,0,0,0,15,8,11,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,40,56,15,8,10,8,0,6,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
102021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,12,0,11,0,5,0,0,0,0,0,16,0,11,0,10,3,0,0,0,0,21,6,15,0,5,0,0,0,0,0,24,5,22,0,0,0,0,0,0,0,26,0,39,0,0,0,0,0,0,0,43,5,44,0,0,3,0,0,0,0,48,7,49,0,0,0,0,0,0,0,56,18,99,0,0,0,0,3,0,0,126,11,10,8,0,0,0,0,0,0,32,7,15,3,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,55,319,19,26,16,7,3,5,3,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
102021051,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,6,0,4,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,9,6,16,0,8,3,0,0,0,0,36,0,7,3,9,3,0,0,0,0,26,4,25,4,3,6,0,0,5,0,48,6,27,4,4,7,0,0,0,0,50,4,27,9,4,4,0,0,0,0,47,9,38,7,3,11,0,0,0,0,64,14,33,0,4,4,0,0,0,0,55,31,69,3,3,9,0,0,0,0,118,9,14,0,0,0,0,0,0,0,17,18,24,0,0,0,0,0,0,0,37,0,3,0,0,0,0,0,0,0,7,98,303,27,43,53,5,0,15,9,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
102021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,8,0,3,0,5,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,10,0,9,0,3,0,0,0,0,0,8,4,13,0,3,0,0,0,0,0,19,6,16,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,65,4,15,10,0,0,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
102021053,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,5,0,4,4,0,0,0,0,7,3,0,0,3,3,0,0,5,0,9,3,6,0,10,0,0,0,0,0,15,6,16,0,7,7,0,0,0,0,44,9,18,4,5,8,8,0,0,4,63,7,22,3,8,3,4,0,0,0,47,10,46,7,10,5,4,0,6,0,95,10,50,3,9,8,0,0,0,0,74,0,56,0,5,3,4,0,0,0,74,6,56,0,3,4,0,0,0,0,77,25,64,0,5,0,3,0,0,0,97,9,10,0,0,0,0,0,0,0,14,8,35,0,0,0,0,0,0,0,38,4,0,0,0,0,0,0,0,0,0,95,382,19,60,52,29,5,15,3,663,0,0,0,0,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,9,0,0,0,4,4,0,0,0,0,9
