POW_SA2_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
203031489,4,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,5,0,3,0,0,0,0,0,17,3,3,0,0,6,5,0,0,0,20,5,13,0,7,0,5,0,5,0,34,5,8,3,16,0,3,0,7,0,43,8,17,6,12,8,7,3,0,0,53,8,31,7,12,9,5,0,4,0,80,8,40,4,13,8,5,0,0,0,82,8,69,0,4,5,3,0,3,0,96,7,57,0,3,4,0,0,0,0,80,4,44,3,4,0,0,0,0,0,58,22,71,0,4,0,4,0,0,0,109,6,12,0,0,4,0,0,0,0,22,21,29,0,0,0,6,0,0,6,58,0,0,0,0,0,0,0,0,0,4,113,398,26,74,52,51,10,29,5,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7
203031490,5,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,7,0,12,4,12,4,0,0,0,0,35,0,13,0,16,6,4,3,7,0,50,0,13,3,10,0,9,0,0,0,42,7,26,10,11,10,6,0,11,5,86,7,45,11,30,20,4,4,8,0,131,14,54,10,22,12,8,0,8,0,129,21,83,19,31,9,6,0,12,0,182,15,85,4,5,14,7,0,3,3,141,19,114,8,13,9,6,0,5,0,172,11,73,4,7,0,5,0,0,0,110,50,122,0,12,10,3,0,4,0,209,18,21,0,4,0,0,0,0,0,50,24,51,0,5,5,0,0,0,0,81,0,5,0,0,0,0,0,0,0,9,201,735,73,189,112,49,5,58,20,1437,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,5,0,3,6,5,6,0,0,0,25
204011054,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,13,7,5,0,0,0,0,0,3,0,17,4,0,3,7,0,5,0,0,0,20,4,11,0,5,9,0,0,6,0,41,4,17,3,12,3,0,6,0,0,51,7,29,5,11,10,0,0,3,0,70,14,45,6,9,6,3,0,4,0,96,7,29,0,12,9,0,0,0,0,67,10,50,0,3,4,0,0,0,0,73,7,26,0,7,0,0,0,0,0,42,28,42,0,12,0,0,0,0,0,88,10,8,0,3,0,0,0,0,0,19,5,12,0,0,3,0,0,0,3,28,0,0,0,0,0,0,0,0,0,3,122,287,28,95,47,11,3,23,9,628,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,7
204011055,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,8,6,0,0,3,0,0,0,0,16,3,3,0,0,4,0,0,0,0,15,5,10,0,12,0,0,0,0,0,29,8,14,0,4,3,0,0,6,0,40,11,25,6,0,4,3,6,4,0,59,15,29,7,9,0,4,0,4,0,60,12,25,0,6,4,0,0,0,0,43,6,26,4,0,0,0,0,0,0,48,11,23,0,0,4,0,0,0,0,37,27,32,0,0,0,0,0,0,0,65,14,9,0,0,0,0,0,0,0,16,6,13,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,144,215,24,33,32,8,6,26,4,490,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,5,0,3,0,0,0,0,0,14
204011056,5,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,3,0,5,0,6,0,7,0,21,3,7,0,8,3,0,0,0,0,23,0,10,4,0,6,3,0,3,0,28,3,18,3,17,4,0,0,13,0,62,5,31,0,12,7,5,0,3,0,69,11,42,7,20,9,6,3,5,0,103,7,84,5,18,15,0,0,6,0,137,9,146,4,7,8,0,0,4,0,171,16,143,0,12,6,6,0,6,4,185,19,71,3,10,5,0,0,0,0,108,48,167,3,17,8,5,0,0,0,247,6,20,0,6,0,0,0,0,0,36,14,26,0,0,0,0,0,0,0,44,3,3,0,0,0,0,0,0,0,4,150,775,38,123,80,26,6,44,10,1246,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,0,0,0,0,19
204011057,0,0,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,12,6,3,0,3,0,0,0,3,0,15,5,10,0,9,7,0,0,5,0,34,4,9,4,9,0,6,0,8,0,34,10,25,5,14,8,8,0,3,0,73,14,21,7,29,14,11,3,20,0,109,20,36,9,37,13,4,4,0,0,128,27,56,13,22,14,9,0,8,0,149,22,73,0,16,3,3,0,0,0,132,25,62,0,7,6,6,0,0,0,104,16,67,4,6,3,0,0,0,0,98,39,95,0,15,0,4,0,0,0,158,13,13,0,0,4,5,0,0,0,33,28,32,0,4,0,0,0,0,3,67,3,6,0,0,0,0,0,0,0,9,232,518,31,177,77,50,12,44,4,1149,4,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,14,4,0,0,3,3,0,0,0,0,17
204011058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,4,0,0,0,0,0,6,0,16,3,3,0,4,0,0,0,0,0,16,7,11,7,9,0,0,0,0,0,33,14,13,3,0,0,0,0,3,0,46,11,14,0,0,0,0,0,0,0,29,13,27,0,0,0,0,0,0,0,44,5,12,0,0,0,0,0,0,0,24,17,22,0,3,0,0,0,0,0,46,6,0,0,0,0,0,0,0,0,9,15,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,95,116,21,26,13,7,0,16,4,314,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
204011059,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,3,4,3,0,4,0,19,3,7,0,3,0,0,0,0,0,10,0,4,0,5,3,4,0,3,0,28,5,20,5,11,6,4,0,3,0,47,5,21,7,11,0,5,0,8,0,51,9,55,3,4,11,0,0,0,5,87,11,51,0,9,6,0,0,0,0,78,4,76,4,11,0,0,0,0,0,92,5,55,0,10,0,0,0,0,0,68,26,73,0,18,3,0,0,0,0,121,3,7,0,0,0,0,0,0,0,13,8,16,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,76,391,19,82,34,23,4,18,6,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8
204011060,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,7,4,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,11,0,3,0,8,0,0,0,4,0,12,0,5,0,0,0,0,0,0,0,12,5,0,0,0,5,0,0,0,0,11,10,11,0,3,0,0,0,0,0,22,10,14,10,3,3,0,0,3,0,40,7,14,0,7,3,0,0,0,0,36,18,20,5,7,0,0,0,0,0,53,23,15,0,0,0,0,0,0,0,35,52,28,0,6,0,0,0,5,0,91,10,4,0,0,0,0,0,0,0,20,8,10,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,150,123,18,40,26,9,7,17,9,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,4,0,0,0,0,0,4
204011061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204011062,5,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,6,7,0,0,0,0,0,0,0,13,3,4,0,0,3,0,0,0,0,13,8,6,0,0,0,0,0,0,0,12,4,11,0,8,0,0,0,0,0,22,7,5,3,7,0,0,0,0,0,21,0,25,0,0,3,0,0,0,0,35,0,16,0,0,0,0,0,6,0,30,6,23,0,0,5,0,0,0,0,32,9,9,0,0,0,0,0,0,0,15,13,18,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,7,10,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,72,133,10,19,18,13,0,3,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
204021063,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,8,0,0,4,0,0,0,0,12,3,3,0,0,8,3,4,0,0,14,8,10,0,7,0,0,0,0,0,22,0,7,0,17,3,5,0,0,0,37,6,23,0,19,11,0,0,0,0,56,8,37,0,12,4,5,0,7,0,72,16,62,4,4,10,5,3,3,0,107,13,86,0,10,16,0,0,0,5,133,9,109,6,5,14,5,0,0,0,143,12,81,4,3,12,0,0,4,0,117,56,144,4,13,9,0,4,8,0,240,12,9,0,0,0,0,0,0,0,28,22,27,0,0,0,0,0,0,0,57,0,4,0,0,0,0,0,0,0,0,167,612,31,99,79,26,8,31,4,1062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3
204021064,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,10,6,0,0,0,0,0,0,0,13,6,5,0,0,0,0,0,4,0,15,4,0,0,0,0,4,0,0,0,11,6,9,0,0,3,0,0,3,0,19,5,4,0,0,0,0,0,0,0,16,6,3,0,0,0,0,0,0,0,16,4,5,0,0,0,0,0,0,0,10,10,4,0,0,3,0,0,0,0,17,8,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,77,44,5,7,12,5,0,10,0,162,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
204021065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,0,0,0,0,0,0,0,13,5,4,0,3,0,0,0,0,0,8,5,0,0,0,5,6,0,0,0,14,3,3,4,4,3,0,0,0,0,15,11,7,0,3,0,0,0,0,0,27,4,16,0,4,0,3,0,6,0,32,9,21,0,0,0,0,0,0,0,37,8,22,0,0,0,0,0,0,0,37,12,21,0,0,0,0,0,0,0,36,16,42,0,0,7,0,0,0,0,63,5,8,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,5,86,151,7,19,18,8,0,11,3,313,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
204021066,3,5,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,13,0,5,0,3,0,4,0,22,0,11,0,10,4,5,0,3,0,31,9,20,3,8,3,4,0,0,0,45,5,35,3,20,11,6,0,0,5,87,13,74,7,17,5,5,3,11,0,126,20,148,24,42,24,14,6,4,0,282,29,255,14,34,38,9,0,4,0,386,27,298,13,30,24,9,0,0,5,399,30,355,8,30,13,7,0,0,6,434,43,253,3,22,8,0,0,0,4,343,94,378,3,45,18,0,0,0,0,539,22,52,0,8,8,0,0,0,0,92,29,100,0,0,5,3,0,0,0,140,0,8,0,0,0,0,0,0,0,11,319,2020,77,263,169,53,15,30,19,2958,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,6,0,4,0,6,0,4,0,17
204021067,10,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,8,5,0,0,0,0,0,0,5,17,3,0,0,0,3,0,0,0,0,15,20,8,0,0,5,0,0,0,0,41,10,6,0,5,4,0,0,7,0,38,22,17,3,4,7,3,3,0,0,54,26,22,3,4,3,0,0,0,4,67,15,15,4,5,7,0,0,3,0,42,15,35,4,0,0,0,0,3,0,57,11,13,0,0,0,0,0,0,0,24,32,17,0,0,0,0,0,0,0,51,9,11,0,0,0,0,0,0,0,15,16,8,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,199,157,19,22,37,11,3,21,8,478,3,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,0,3,0,12
204031068,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,9,0,3,0,3,0,0,0,0,0,16,0,6,0,0,0,0,0,4,0,21,3,9,3,0,3,3,0,0,0,23,4,7,0,6,0,4,0,4,0,30,3,15,3,5,0,3,0,0,0,33,12,20,5,12,4,0,0,0,0,57,13,27,6,6,11,3,0,0,0,71,14,43,0,0,6,3,0,4,0,79,11,44,5,4,0,0,0,0,0,74,9,42,0,4,0,0,0,0,0,56,21,46,0,3,3,4,0,0,0,75,11,12,0,0,0,0,0,0,0,24,10,14,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,115,294,27,59,37,15,0,24,8,578,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,6
204031069,8,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,17,0,8,0,8,0,3,0,4,0,20,4,10,0,11,3,4,0,0,0,38,5,10,3,17,3,7,0,5,0,56,4,11,4,29,8,10,0,21,3,97,23,18,7,25,3,9,10,15,0,117,15,31,12,28,15,13,13,18,0,158,32,43,13,30,7,5,9,7,0,152,35,67,8,12,11,3,0,0,4,133,23,67,3,9,5,0,0,4,0,113,20,40,5,11,5,0,0,0,0,88,73,80,6,7,3,0,0,0,3,176,19,14,3,5,0,0,0,0,0,34,32,32,0,4,0,0,0,0,0,71,0,4,0,0,0,0,0,5,0,6,290,444,64,199,71,76,30,86,14,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,3,0,3,0,7
204031070,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,15,5,3,0,0,0,0,0,0,0,16,11,4,3,0,0,0,3,0,0,20,3,7,0,0,0,0,0,0,0,8,3,0,0,0,5,0,0,0,0,14,0,3,3,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,49,36,5,11,8,6,11,7,0,133,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204031071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,7,0,10,0,0,0,3,0,0,0,17,0,8,0,3,6,3,0,4,0,25,0,17,0,0,3,0,0,4,0,36,3,13,0,5,6,0,0,4,0,40,8,38,4,7,8,4,0,0,0,64,7,28,0,5,0,0,0,0,0,41,0,36,3,0,6,0,0,0,0,43,5,33,0,3,0,0,0,0,0,46,27,50,0,5,0,0,3,0,0,83,0,5,0,0,0,0,0,0,0,4,9,14,0,3,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,87,248,15,30,26,14,10,24,3,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4
204031072,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,3,7,0,3,0,0,0,3,0,13,5,4,0,0,0,0,0,0,0,8,7,3,0,9,3,0,0,0,0,25,11,15,0,0,0,0,0,4,0,30,15,10,5,5,7,0,0,0,0,34,11,32,0,5,5,0,0,5,6,57,13,40,0,6,3,0,0,0,0,63,11,50,6,0,6,0,0,0,0,76,11,35,0,5,0,0,0,0,0,49,29,44,0,4,0,0,0,0,0,76,4,9,0,0,0,0,0,0,0,18,9,9,0,0,0,0,0,0,0,20,0,7,0,0,0,0,0,0,0,3,126,261,7,38,23,3,7,8,5,483,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
204031073,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,0,0,9,0,6,0,7,0,0,0,0,0,20,3,14,0,6,6,0,0,3,0,35,8,32,0,28,7,5,0,3,0,82,0,40,4,26,9,4,8,4,0,97,10,82,8,21,14,3,9,3,0,143,20,102,7,11,7,3,19,0,0,166,23,126,0,0,11,3,8,0,0,173,22,106,0,4,6,0,11,0,0,157,74,169,0,3,9,0,0,4,0,265,16,14,0,3,0,0,0,0,0,35,45,25,0,0,0,0,0,0,0,69,3,0,0,0,0,0,0,0,0,4,215,718,27,123,76,18,62,17,10,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4
204031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,7,9,3,0,0,0,0,0,0,0,9,6,5,0,0,0,0,0,0,0,17,9,6,0,0,0,0,0,5,0,21,4,4,0,5,0,0,0,4,0,24,5,9,3,0,3,0,0,3,0,30,10,20,3,3,0,0,0,0,0,35,9,21,0,0,5,3,0,4,0,43,3,19,0,0,0,0,3,0,0,30,3,17,0,0,0,0,0,0,0,28,14,28,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,7,9,11,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,81,148,13,21,17,11,3,18,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9
204031491,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,9,0,3,0,0,0,0,0,0,0,8,0,5,0,4,0,0,0,0,0,10,6,3,0,5,0,0,0,3,0,17,3,11,0,15,3,6,0,5,0,40,5,11,3,21,6,0,0,0,0,50,6,28,8,12,15,0,4,5,0,73,6,55,4,3,8,4,0,0,0,88,23,58,0,4,12,0,0,6,0,99,12,37,0,6,6,0,0,0,0,65,63,56,0,7,11,0,0,0,0,143,7,7,0,0,0,0,0,0,0,21,10,12,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,150,292,28,93,58,8,13,17,6,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
204031492,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,8,0,4,4,3,4,5,0,0,0,17,0,12,0,0,4,5,0,0,0,24,0,19,8,6,3,3,0,0,0,52,5,38,8,7,7,5,3,0,0,76,8,49,12,24,16,3,0,6,3,126,6,128,13,32,28,8,4,18,0,235,23,233,21,30,32,3,3,20,4,357,25,283,8,28,13,3,3,5,0,378,53,314,7,16,24,0,8,0,0,430,40,239,3,23,22,5,3,0,7,340,127,311,3,34,29,5,11,0,5,521,37,47,0,3,3,0,0,0,0,88,48,87,0,8,6,0,0,0,0,145,0,4,0,4,0,0,0,0,0,10,374,1767,73,224,202,49,49,55,21,2808,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,4,0,6,4,3,0,4,0,19
205011076,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,12,0,9,4,0,0,0,0,4,0,27,3,6,3,0,3,3,0,3,0,24,0,9,4,9,8,7,0,4,0,35,13,12,0,7,8,8,0,0,0,47,4,26,0,12,7,5,0,6,0,56,11,37,4,22,14,5,0,3,0,96,13,52,13,21,14,5,0,0,0,124,13,86,3,5,4,0,0,0,0,120,13,103,3,3,0,3,0,0,0,130,12,75,0,5,8,0,0,0,0,100,31,100,3,14,3,0,0,0,0,145,8,14,0,5,0,0,0,0,0,25,13,24,0,0,0,0,0,0,0,39,0,5,0,0,0,0,0,0,0,5,130,562,38,90,72,35,11,31,11,974,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,0,0,3,0,0,0,0,0,7
205011077,4,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4,0,4,5,0,0,0,0,6,0,0,0,4,3,4,0,0,0,0,0,0,0,10,3,8,0,0,0,0,0,4,0,20,8,6,6,3,3,0,0,0,0,30,7,9,0,10,0,0,3,3,0,36,13,8,5,9,0,5,5,6,0,50,9,25,6,3,7,4,3,4,0,53,9,18,0,0,0,0,0,0,0,37,8,23,0,3,0,0,0,0,0,42,9,16,0,0,0,0,0,0,0,25,19,32,0,0,0,0,0,0,0,52,5,0,0,0,0,0,0,0,0,3,11,12,0,0,0,0,0,0,0,23,0,4,0,0,0,0,0,0,0,8,115,168,20,35,22,16,16,25,3,406,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0,12
