POW_SA2_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
509021245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,12,3,0,0,0,8,0,0,0,0,18,0,0,0,0,0,0,0,0,0,10,0,0,7,0,4,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,9,0,23,0,9,7,0,66,14,0,0,0,0,0,0,3,0,23,4,0,6,11,0,9,0,13,0,51,10,4,0,3,5,5,5,9,3,51,19,4,4,5,5,10,0,14,0,70,14,4,11,12,0,13,4,20,0,73,27,4,16,16,23,17,9,21,4,138,25,7,25,20,10,9,11,16,0,126,42,6,32,23,16,18,4,15,3,167,45,14,20,10,15,9,12,25,0,154
509031246,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,3,4,0,10,0,3,0,0,7,0,3,0,0,15,0,0,3,0,3,0,4,0,0,15,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,3,19,0,9,11,0,67,8,0,0,0,0,0,0,0,0,15,6,0,0,8,0,3,0,13,0,24,9,0,0,3,0,7,0,9,0,29,8,0,3,3,5,0,6,7,0,37,28,4,3,6,3,13,3,13,0,65,31,5,7,16,19,9,9,24,0,107,41,4,14,17,9,15,6,21,0,127,35,0,22,15,19,12,13,27,0,138,59,12,20,21,14,5,18,25,0,171
509031247,0,0,0,0,3,0,0,0,0,9,0,0,6,0,5,0,8,6,0,27,0,0,4,0,7,0,12,0,0,19,0,0,6,0,3,0,10,0,0,22,0,0,3,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,21,3,20,8,31,0,29,16,3,121,37,0,6,0,4,0,4,0,0,48,9,0,0,0,0,4,5,7,0,29,19,0,0,0,3,4,0,10,0,46,28,3,7,5,10,3,6,7,0,65,29,0,0,0,12,3,9,11,0,70,58,3,12,8,14,3,9,30,0,143,64,7,17,14,17,8,13,28,0,160,94,8,17,9,14,5,15,41,6,204,106,11,34,13,23,17,26,43,4,270
509031248,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,7,9,0,8,0,0,37,8,0,0,0,0,0,0,5,0,15,3,0,0,9,3,0,0,6,7,30,0,0,3,5,4,3,3,10,0,34,7,0,4,0,4,0,0,13,0,33,5,3,3,3,3,0,4,9,0,32,15,0,9,12,11,7,10,7,0,62,12,5,11,5,16,7,3,12,0,73,13,5,17,10,9,3,19,18,0,98,21,3,26,11,12,5,36,28,4,143
509031249,0,4,0,5,0,0,4,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,4,0,6,0,7,3,0,24,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,8,10,3,11,0,15,8,0,65,8,0,0,3,0,0,0,0,0,17,0,0,0,9,6,13,5,15,0,43,3,0,0,7,3,13,0,17,0,45,5,3,0,0,11,4,0,15,0,47,7,8,12,11,13,14,0,16,0,81,16,8,26,30,16,22,3,26,0,151,13,10,33,40,24,25,12,30,0,191,18,21,33,45,19,27,12,32,0,217,33,33,41,31,43,15,21,21,0,234
509031250,4,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,4,3,0,15,0,0,4,0,3,0,9,9,0,28,0,0,0,0,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,16,4,6,5,13,0,19,17,4,96,20,0,0,3,6,0,0,4,0,33,14,0,4,0,5,0,0,11,0,42,20,4,3,5,6,5,0,5,0,53,23,0,6,0,9,3,5,19,0,61,12,0,13,5,6,7,4,12,0,65,47,4,6,10,8,15,5,19,0,128,46,3,12,14,14,10,5,25,0,130,65,6,8,11,17,10,11,43,10,185,100,13,40,3,12,7,19,54,0,246
510011262,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,0,0,6,0,3,3,0,22,4,3,6,3,11,0,3,4,0,34,3,11,4,4,3,0,0,3,0,37,8,19,0,0,5,0,0,0,0,30,20,13,4,0,6,0,0,0,3,41,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,41,48,21,11,42,0,6,8,3,179,4,7,9,0,5,5,0,0,0,28,0,0,8,34,8,69,0,39,0,162,4,8,5,24,4,29,0,27,0,106,8,10,8,18,6,28,8,30,4,110,10,17,21,21,18,14,9,34,0,142,12,17,33,58,54,49,11,42,3,271,22,37,51,87,61,67,18,60,3,406,59,59,69,146,83,62,34,99,4,612,85,94,117,134,124,80,34,108,3,785
510011263,0,0,0,0,3,0,0,5,0,5,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,5,0,12,0,3,0,0,5,0,0,0,0,9,0,0,0,0,3,0,0,3,0,10,0,3,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,9,5,27,3,4,16,6,83,0,0,0,0,0,0,3,0,0,13,0,4,3,5,0,10,0,4,0,24,0,11,9,14,5,9,0,9,0,51,5,7,4,16,8,6,5,9,0,58,8,7,15,15,9,7,0,4,0,61,10,19,8,27,3,9,3,19,0,99,0,8,21,24,14,8,3,28,4,117,25,14,24,30,23,8,7,51,3,180,22,29,28,46,23,11,13,36,4,216
510011264,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,4,8,0,0,10,0,55,0,0,0,3,0,0,0,0,0,10,0,3,0,4,0,0,0,0,0,12,0,5,4,5,0,3,0,15,0,39,0,5,6,9,0,3,0,7,0,36,4,3,0,8,4,3,0,5,0,25,0,7,5,13,5,0,4,3,4,45,4,3,3,11,3,0,5,12,0,42,14,12,5,19,9,6,4,16,0,69,12,9,16,22,7,9,0,11,0,88
510011265,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,8,0,0,0,0,9,0,4,0,0,8,0,0,0,0,17,3,6,4,3,9,0,0,3,0,18,0,6,4,0,0,0,0,0,0,10,5,5,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,13,11,19,23,0,0,11,0,95,0,0,0,4,5,0,5,3,5,25,0,0,3,13,0,16,0,10,4,48,6,5,7,8,3,7,4,8,0,48,0,11,3,9,3,12,5,14,0,54,6,6,9,9,4,3,4,21,3,67,25,9,10,38,20,16,8,35,0,163,3,13,19,26,23,24,12,36,0,160,24,37,38,51,39,33,13,54,10,297,57,52,58,79,65,29,26,67,3,440
510011266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,9,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,7,0,5,0,0,0,4,0,4,3,18,6,5,0,0,0,0,0,5,0,22,0,6,4,3,4,4,0,0,0,25,4,3,3,6,0,3,0,3,0,37,7,11,3,9,3,4,0,18,0,59,8,4,7,17,8,3,10,22,0,84,10,0,8,17,11,0,7,15,0,62
510021267,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,7,0,4,5,0,22,5,3,8,5,0,0,11,4,3,36,0,0,0,0,0,0,4,9,0,20,4,27,5,9,6,3,5,13,0,65,0,3,3,0,3,0,8,10,0,30,3,6,3,5,0,3,5,8,0,28,3,8,10,0,4,6,11,20,3,65,0,6,16,10,3,4,17,37,5,97,0,6,28,6,12,4,41,58,6,168,13,17,83,26,26,10,136,143,8,460
510021268,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,4,7,0,0,0,0,13,4,0,0,0,7,0,0,3,0,16,0,5,0,5,5,0,0,0,0,16,3,7,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,16,4,9,27,3,0,6,3,91,0,0,0,0,0,0,0,0,0,9,0,0,0,6,3,11,3,7,0,36,4,10,4,8,6,10,0,11,0,48,0,0,0,4,0,4,6,5,0,25,0,0,6,6,6,0,0,10,0,29,0,8,13,11,3,16,8,16,0,74,4,3,11,15,9,6,9,6,0,65,5,4,24,28,16,23,7,29,0,132,5,17,38,24,25,16,48,37,0,213
510021269,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,10,0,0,3,0,4,0,0,4,0,15,3,4,3,0,14,0,6,0,0,25,0,6,4,0,8,0,0,0,0,26,9,22,7,0,9,0,0,0,0,42,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,27,32,20,10,42,0,6,9,0,143,0,3,0,0,0,0,4,6,0,12,0,0,3,3,0,9,3,6,3,36,3,8,3,5,4,5,6,10,3,54,3,4,5,6,12,5,0,17,0,50,0,0,10,4,9,4,3,20,0,59,3,3,15,8,18,12,7,32,0,95,5,5,32,12,26,15,17,30,0,147,7,9,40,14,35,21,21,45,0,202,16,16,62,28,77,34,76,56,11,378
510021270,0,0,4,7,0,0,0,0,0,12,6,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,8,0,0,0,3,6,0,0,0,0,9,0,0,0,0,5,0,0,0,0,12,4,6,0,4,4,0,0,0,0,12,5,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,11,33,13,0,5,0,0,97,0,0,4,0,0,4,0,10,0,17,0,4,0,7,5,39,4,11,0,71,0,4,3,16,3,14,4,14,5,67,4,5,5,11,3,11,0,9,4,52,9,4,4,11,11,14,3,12,0,67,5,5,4,20,16,37,4,21,0,116,11,15,12,28,19,29,7,25,0,148,12,8,11,36,24,31,0,16,0,157,26,24,27,44,39,24,9,44,0,232
510031271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,13,6,0,0,3,11,0,4,10,0,34,4,5,7,0,7,0,0,6,0,24,0,3,0,0,6,0,0,0,0,14,13,3,0,0,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,31,16,7,8,28,6,6,31,0,136,0,6,3,0,0,0,14,4,3,39,0,5,4,11,0,20,6,14,0,70,3,3,0,13,8,12,4,16,3,65,3,5,6,5,6,11,0,14,0,50,7,4,12,16,10,7,6,18,5,80,0,10,15,15,11,15,8,23,0,100,13,11,10,11,14,12,15,31,3,125,7,19,31,38,31,22,43,61,5,255,26,21,87,33,43,16,121,138,12,489
510031272,0,4,0,0,0,0,0,0,0,7,0,3,0,5,4,0,0,0,0,13,5,0,0,0,6,0,0,0,0,9,0,8,3,0,5,0,5,4,0,28,3,3,0,0,9,0,3,3,0,30,9,15,3,0,25,0,4,7,4,59,18,13,8,0,15,0,3,0,0,61,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,42,52,11,10,74,0,9,16,5,230,5,7,8,4,6,7,9,7,5,46,3,4,9,30,13,91,7,50,0,203,3,8,10,27,13,56,14,38,0,168,4,7,7,36,13,32,6,29,0,132,6,9,8,28,12,34,5,20,0,124,12,19,44,36,27,38,8,38,0,226,16,20,55,63,52,54,23,69,0,348,36,35,85,63,82,69,20,69,4,466,57,56,119,91,118,57,46,87,10,646
510031273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,0,0,3,0,21,4,0,0,0,0,0,3,5,0,17,0,4,5,14,0,15,0,18,5,52,0,4,3,9,0,7,0,13,0,33,0,4,0,7,3,6,5,9,0,32,3,0,4,6,3,0,0,6,0,24,0,6,6,15,9,6,3,14,0,73,8,5,24,10,11,4,3,15,0,100,6,9,45,22,19,4,12,31,0,151,15,13,67,38,21,0,26,52,0,242
511011274,0,0,0,5,3,0,0,0,0,11,0,0,7,3,3,0,0,0,0,12,3,9,6,0,11,0,0,6,3,50,6,7,9,0,6,0,5,4,0,32,4,5,4,0,0,0,9,0,0,26,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,26,17,32,5,17,18,3,170,4,0,0,0,7,9,0,11,0,31,4,0,4,20,3,67,4,45,3,154,7,4,5,20,18,38,4,28,5,141,15,7,12,26,25,32,3,44,0,170,13,12,29,31,25,31,9,42,0,195,20,20,56,49,51,49,14,62,4,326,30,25,67,79,66,68,25,67,3,420,61,35,84,78,87,65,39,67,6,514,65,42,117,38,69,49,66,42,4,504
511011275,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,13,0,0,21,0,0,0,3,3,0,0,0,0,9,0,0,0,3,3,0,5,0,0,5,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,5,8,13,0,16,4,0,57,46,0,3,0,3,0,5,0,0,62,7,0,0,3,5,5,0,13,0,33,15,4,3,6,3,4,0,11,0,52,18,0,6,8,12,3,5,14,0,66,29,5,3,5,12,4,5,12,0,68,25,3,10,4,14,3,9,21,0,89,29,5,14,6,10,9,7,28,0,118,49,7,22,4,11,4,21,27,4,152,91,8,27,9,9,3,38,64,5,257
511021276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,11,0,0,0,0,18,0,0,0,0,5,0,0,0,0,13,3,7,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,14,23,0,8,12,0,78,5,0,0,0,0,0,0,6,0,8,0,0,0,0,3,18,0,6,0,33,8,6,5,5,3,12,0,8,0,46,13,4,5,0,11,10,0,24,0,78,11,3,10,9,3,7,4,6,0,47,30,7,18,14,11,30,3,35,0,151,17,4,9,28,23,23,11,52,0,170,49,10,17,32,21,24,17,61,3,234,57,19,26,23,27,17,21,37,3,236
511021277,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,7,0,10,0,0,0,9,9,0,0,4,0,18,4,6,6,6,8,0,0,3,0,21,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,5,14,25,0,6,8,0,95,5,0,0,0,0,0,0,8,0,14,0,5,0,14,3,19,0,14,0,56,3,6,6,8,8,17,0,18,3,60,5,4,9,11,7,7,0,15,0,55,11,8,7,19,13,9,3,23,0,96,9,13,15,21,24,24,8,46,4,163,18,17,20,64,29,23,10,61,5,234,34,19,41,58,35,39,12,65,8,320,63,34,45,53,37,24,14,59,0,326
511031278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,5,0,0,0,0,0,0,16,5,0,0,3,4,10,0,11,0,28,3,3,0,4,0,0,0,14,4,30,4,3,0,3,3,5,0,8,0,33,0,0,6,11,8,5,4,12,0,43,6,0,16,13,22,11,4,15,0,84,11,3,9,14,17,13,13,14,0,95,11,4,28,22,25,13,18,18,0,134,14,3,27,5,26,4,31,21,3,135
511031279,0,0,6,0,0,0,0,0,0,8,0,0,0,0,7,0,4,8,0,12,0,0,5,0,13,0,6,11,0,39,0,16,7,0,8,0,0,0,0,35,5,13,9,3,0,0,0,0,0,25,4,3,0,0,3,0,0,0,0,8,10,3,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,21,38,22,18,36,0,13,26,0,179,6,0,6,4,10,10,8,11,6,52,0,6,8,39,9,123,5,68,0,268,7,16,13,35,20,55,12,47,0,202,4,17,18,27,22,54,14,52,8,209,8,14,28,43,25,64,18,62,0,265,16,24,77,77,68,93,26,87,3,469,34,22,100,103,106,107,24,105,6,614,50,45,143,113,147,111,77,89,14,789,95,95,205,123,197,88,110,96,8,1003
511031280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,4,6,0,19,0,3,3,0,4,0,0,4,0,14,0,4,0,4,3,0,0,3,0,17,0,3,8,5,4,6,0,6,0,34,5,8,6,4,8,9,6,9,0,52,0,4,5,15,20,12,0,6,0,64,3,0,14,14,5,9,0,5,0,56,8,14,14,16,23,3,8,14,0,96
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,8,0,0,0,6,3,0,5,5,0,18
511031282,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,4,3,0,7,0,6,4,0,18,0,0,0,0,4,0,0,3,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,7,4,6,21,0,11,15,0,74,5,4,4,0,0,0,5,4,4,21,0,5,3,4,5,11,0,10,0,29,3,0,3,0,4,9,3,6,0,36,3,0,9,3,3,5,4,11,0,38,3,0,5,5,3,3,5,8,0,34,13,6,12,3,6,3,7,25,0,73,3,9,18,13,14,16,7,16,0,93,3,8,28,5,15,15,18,32,0,136,18,15,44,14,24,3,40,53,3,211
