POW_SA2_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
106011107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,16,0,0,8,0,5,5,4,0,40,11,4,8,36,6,49,0,56,3,167,10,3,7,53,14,34,3,51,0,179,17,15,24,50,25,32,4,47,7,213,19,9,23,58,13,31,8,70,0,231,35,17,58,110,46,61,9,106,4,453,51,26,81,109,49,69,20,132,6,546,82,33,137,122,74,63,40,162,6,713,159,59,158,92,80,57,50,99,6,766
106011108,3,0,4,0,4,0,0,6,0,15,0,8,6,0,16,0,5,4,0,38,4,8,9,0,21,0,13,8,0,72,0,7,9,0,12,0,13,3,0,50,0,26,13,0,10,0,9,6,0,57,7,10,6,0,4,0,6,4,0,38,15,22,4,0,0,0,0,0,0,47,5,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,39,88,52,4,78,0,44,36,5,347,3,5,8,5,4,5,0,4,0,35,0,7,6,29,4,113,6,64,0,243,6,10,21,32,12,79,7,67,0,241,9,15,17,56,24,73,16,59,0,269,17,19,29,70,33,84,15,74,0,337,30,40,45,119,67,124,25,89,7,540,29,55,80,187,81,145,42,98,4,718,56,64,112,199,93,114,60,78,10,785,78,99,111,155,98,60,52,80,3,731
106011109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,20,3,0,0,9,3,8,0,11,0,38,10,4,5,7,0,0,0,4,0,39,10,0,13,0,7,4,3,19,0,55,7,7,14,8,7,4,3,23,0,74,16,15,23,12,20,4,6,31,0,132,15,14,15,7,11,3,8,31,3,105,23,11,23,10,23,11,22,50,0,176,24,19,27,9,28,5,37,30,3,183
106011110,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,7,0,0,12,0,0,4,0,6,0,6,4,0,19,0,5,4,0,0,0,6,0,0,17,0,4,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,8,0,16,0,16,15,0,86,23,0,0,0,3,5,0,3,0,32,12,4,6,10,0,34,0,16,0,90,13,5,8,15,10,17,0,18,0,90,23,8,17,14,0,9,4,24,0,96,31,15,29,24,15,15,3,34,0,152,32,9,31,32,30,24,12,48,0,230,37,19,43,36,26,32,10,45,0,234,61,27,42,34,40,25,20,38,4,281,61,30,49,17,23,7,26,31,4,244
106011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,5,3,4,0,5,8,3,0,4,0,16,7,0,6,9,0,54,8,47,3,140,8,6,15,15,10,45,20,43,0,153,3,3,20,20,19,24,19,31,0,143,13,9,35,43,13,31,11,36,0,201,15,21,43,72,28,62,17,54,3,315,26,26,66,102,54,43,30,57,0,399,36,29,88,83,47,41,45,75,3,451,43,51,114,74,53,24,53,46,8,469
106011112,0,4,0,3,0,0,0,0,0,12,0,0,3,3,3,0,0,0,0,19,0,0,8,3,10,0,4,5,0,35,0,4,0,3,12,0,0,0,0,28,0,16,7,0,9,0,6,3,0,43,8,10,0,0,6,0,0,0,3,25,7,22,0,3,0,0,0,0,0,33,7,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,28,60,25,17,59,0,16,14,3,226,8,0,0,3,8,9,4,9,6,51,4,8,8,40,9,140,5,79,3,304,0,17,11,52,18,95,13,63,0,278,9,21,18,61,27,59,13,56,4,271,11,11,40,61,38,84,16,52,5,318,30,28,85,113,69,125,32,86,0,574,42,39,87,149,90,118,51,117,11,712,63,54,132,147,136,100,76,127,6,848,89,79,178,71,143,53,130,100,7,849
106011113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,12,23,4,0,0,0,0,5,3,3,41,4,3,3,5,0,9,0,15,0,36,13,5,10,3,5,0,0,20,0,59,20,0,10,3,5,0,6,18,3,71,18,4,17,5,6,3,3,20,0,75,25,10,39,3,22,6,11,24,6,139,19,5,56,17,23,8,25,40,0,190,35,9,74,8,31,9,60,66,5,291,41,18,103,8,66,9,103,63,8,404
106021114,0,0,0,3,0,0,0,0,0,4,0,3,0,5,12,0,0,5,0,33,3,4,0,5,8,0,0,5,0,33,7,16,9,0,25,0,7,0,3,61,3,25,8,0,10,0,0,0,0,45,0,26,9,0,0,0,0,0,0,37,17,34,0,0,5,0,0,3,0,67,8,4,0,0,0,0,0,0,0,14,10,5,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,52,113,33,27,73,0,9,18,4,333,6,0,0,0,0,6,0,4,0,26,4,7,4,38,12,116,7,69,5,256,10,20,17,35,17,68,3,40,0,206,19,8,16,47,26,46,0,30,0,192,7,20,32,59,26,53,3,32,0,246,19,30,77,134,74,84,18,69,8,519,31,58,62,163,156,89,11,63,3,645,49,94,90,187,185,86,27,59,4,783,68,159,107,151,160,56,18,47,5,784
106021116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,0,0,0,17,6,0,0,12,5,11,0,12,0,48,0,5,3,7,7,6,0,3,0,37,7,3,8,9,5,3,4,7,0,45,8,8,9,17,3,3,0,15,0,65,14,15,25,31,20,7,0,5,0,115,6,13,20,43,20,9,0,17,0,136,11,15,33,29,19,3,9,25,0,137,13,17,34,28,15,0,7,7,0,129
106021614,0,0,0,0,0,0,0,4,0,4,0,0,0,0,6,0,5,3,0,13,0,0,9,0,5,0,3,12,0,35,0,0,6,0,0,0,8,5,0,24,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,5,7,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,28,0,14,0,25,29,0,105,6,3,0,7,0,12,0,4,4,35,0,12,4,65,11,213,9,134,0,450,6,17,13,54,15,171,29,66,3,373,4,18,19,76,29,133,11,53,0,347,9,21,38,70,52,175,17,68,0,450,36,43,77,157,83,173,16,77,9,673,56,69,112,186,99,181,18,93,4,828,92,90,138,194,132,144,13,89,3,904,138,139,141,138,142,100,20,50,6,877
106021615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,0,5,3,0,6,4,19,3,11,3,13,5,76,10,56,0,177,0,10,13,16,7,48,8,43,0,143,7,4,11,32,13,36,7,30,0,140,5,12,24,40,17,41,7,37,0,183,22,19,26,83,27,50,13,44,0,281,15,15,45,107,37,64,8,53,0,339,29,37,39,127,37,42,20,54,0,376,48,50,66,110,44,19,17,28,0,380
106021616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,0,0,26,5,7,3,5,6,24,3,18,5,75,6,7,4,9,6,30,6,25,0,89,10,9,19,8,14,25,12,25,0,113,8,3,28,13,19,38,11,41,0,165,18,16,81,25,60,56,21,63,6,350,10,20,98,52,56,62,49,77,6,426,54,30,148,65,102,82,116,121,4,714,87,54,270,47,109,72,147,125,10,916
106021617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,3,0,25,3,0,0,0,0,6,0,0,0,19,3,5,0,19,0,11,0,20,0,57,0,4,3,9,0,17,6,8,0,44,5,4,6,16,4,15,4,8,0,66,3,4,12,24,4,19,6,8,0,74,6,6,25,28,11,10,9,14,0,105,14,8,24,40,16,24,0,12,0,141,13,10,37,46,23,17,4,17,0,161,29,19,41,34,9,3,8,13,0,156
106021618,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,6,0,4,5,0,10,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,8,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,14,0,7,0,0,50,0,0,5,9,0,4,0,7,0,24,0,11,6,8,6,68,5,62,0,167,7,9,5,17,11,40,13,44,3,139,9,9,18,28,21,21,19,38,3,164,6,11,31,30,20,25,26,35,4,185,23,18,64,79,35,48,28,68,3,365,17,30,87,82,60,38,69,77,3,470,53,32,117,151,98,59,161,103,7,775,62,88,204,129,129,33,174,112,11,937
106031119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,4,3,0,0,0,17,0,0,7,0,0,5,0,0,0,8,0,3,0,4,0,9,0,11,0,26,0,0,5,12,3,6,0,15,0,44,0,0,3,9,4,14,0,15,0,44,9,5,16,3,7,4,5,9,0,67,6,8,18,23,14,6,0,15,0,89,6,15,31,14,16,3,7,19,0,112,17,11,38,23,20,14,8,23,0,152,24,3,35,10,12,10,30,20,3,141
106031120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,0,7,5,0,4,0,14,0,0,3,6,5,15,0,17,0,41,0,6,4,11,0,11,4,15,3,46,3,5,6,12,3,14,0,16,0,52,5,5,15,17,10,6,3,9,0,66,14,7,19,25,14,23,4,17,0,120,15,8,15,31,18,15,0,12,0,113,9,5,30,27,14,11,0,10,0,116,20,10,24,14,13,8,0,9,0,92
106031121,0,0,0,0,3,0,0,0,0,3,0,0,0,4,5,0,0,5,0,10,0,0,5,0,6,0,3,0,0,16,0,0,4,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,3,16,0,7,11,0,64,10,0,4,3,13,8,3,8,0,42,8,14,7,75,14,130,18,90,4,367,13,14,13,62,20,104,12,56,0,289,21,20,27,64,28,83,16,69,4,324,32,16,65,94,46,92,21,90,3,454,36,55,93,165,91,147,20,118,9,733,50,72,132,223,113,151,18,136,11,913,101,89,163,200,138,117,40,96,7,941,137,126,226,134,95,87,23,63,7,903
106031122,0,0,0,0,4,0,0,7,0,16,6,6,0,0,6,0,4,13,0,41,5,9,3,3,29,0,7,13,0,75,0,19,13,0,19,0,3,6,0,56,0,19,11,5,22,0,4,0,3,68,11,22,3,0,10,0,0,0,0,53,27,33,10,0,8,0,0,0,3,81,6,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,63,115,46,14,113,0,24,50,11,436,12,0,9,10,6,12,0,4,0,48,5,0,3,21,12,110,8,89,3,248,8,9,21,22,9,91,8,66,0,245,5,10,17,46,28,81,4,65,0,255,14,10,45,47,33,72,17,52,3,298,22,21,103,95,81,128,33,82,3,578,39,41,140,133,100,139,60,123,0,777,65,45,239,131,146,154,163,191,13,1151,125,108,373,112,221,98,227,158,9,1436
106031123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,16,0,0,0,0,0,4,0,4,0,13,0,0,3,3,4,0,0,6,0,14,5,0,3,0,13,4,5,7,0,33,3,0,10,5,5,0,6,10,0,42,3,0,18,9,6,0,3,4,0,49,7,12,18,10,15,0,0,11,0,80,10,3,9,0,16,4,17,9,0,77,13,5,23,15,14,0,27,12,3,101
106031124,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,15,5,0,0,0,0,0,0,0,0,6,0,0,6,14,4,14,0,14,0,51,5,0,5,8,4,14,0,4,0,43,0,0,6,18,7,3,6,12,0,55,15,9,14,16,3,12,0,25,0,95,12,10,25,28,12,25,7,25,0,139,8,17,30,53,21,22,0,21,0,169,15,13,29,39,22,23,6,25,0,169,24,13,36,21,15,12,0,12,0,127
106031125,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,3,0,0,9,0,35,8,10,11,4,10,5,3,4,0,43,7,5,7,16,5,57,0,46,3,154,5,5,14,18,11,35,14,32,3,133,13,10,8,20,16,31,9,36,4,150,11,10,33,30,20,28,0,38,0,173,16,15,53,46,23,56,14,51,3,285,35,22,44,89,38,39,21,61,3,353,35,24,66,63,45,44,43,57,5,383,55,60,121,74,72,18,54,52,3,519
106041126,0,0,0,0,0,0,0,0,0,4,0,9,3,0,5,0,4,5,0,17,4,0,9,6,15,0,10,3,6,38,3,6,4,0,13,0,10,0,0,31,3,9,3,0,3,0,0,0,0,19,0,3,0,0,0,0,0,0,0,11,9,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,24,7,36,0,25,11,6,152,3,0,3,0,0,7,0,3,9,28,0,4,3,25,10,87,3,68,6,197,6,8,10,22,9,45,5,49,4,154,3,8,19,30,13,38,6,33,0,152,8,10,42,24,15,50,7,32,0,193,17,22,64,67,45,68,29,71,4,376,17,21,71,83,55,87,40,72,0,457,43,34,116,96,88,68,74,87,7,618,52,55,173,94,105,38,121,89,3,731
106041127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,5,0,0,0,5,0,33,11,0,0,0,4,3,0,6,0,29,13,0,0,7,10,0,0,10,0,49,11,3,3,12,10,5,6,15,0,58,9,0,6,8,8,10,0,7,0,52,12,0,15,17,9,9,6,16,0,93,18,3,25,7,5,4,11,40,0,123,12,3,28,18,13,5,23,48,3,158,45,11,30,7,21,6,38,53,3,216
106041128,0,0,3,0,0,0,0,0,0,5,0,7,3,0,5,0,4,4,0,21,0,7,7,3,3,0,14,9,0,43,0,5,0,4,11,0,0,0,0,17,0,0,0,0,6,0,0,0,0,15,0,7,3,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,17,13,34,0,20,23,0,148,5,0,0,3,0,0,0,13,0,23,0,3,8,11,5,50,7,33,0,117,4,3,10,19,5,24,0,26,0,94,5,3,10,13,9,25,3,32,0,97,7,11,24,16,19,19,7,32,3,130,11,21,32,70,36,32,6,45,6,265,20,25,43,64,40,29,18,88,3,316,32,21,52,52,42,23,19,150,0,406,45,48,58,40,31,25,21,106,6,390
106041129,0,0,4,0,5,0,0,4,0,11,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,10,4,0,19,0,0,0,0,3,0,0,0,0,5,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,7,12,0,11,12,0,51,38,3,0,0,0,0,0,0,3,52,19,0,0,4,3,10,4,24,0,69,30,0,7,6,6,6,3,26,0,88,41,4,10,13,4,3,5,18,0,103,30,4,24,12,8,14,6,20,0,120,41,3,23,29,19,16,7,42,0,181,46,6,23,29,19,15,14,65,6,219,78,11,53,14,21,11,12,123,8,330,90,22,57,21,32,4,17,93,0,345
107011131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,3,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,9,0,0,3,0,26,6,0,0,9,3,5,3,12,0,33,0,8,9,33,6,105,9,89,0,266,8,13,13,28,19,98,16,68,0,259,14,15,13,35,24,60,12,52,0,215,15,22,28,59,39,68,19,40,0,284,22,36,63,113,52,93,25,60,0,454,40,40,82,145,74,103,16,72,3,576,34,55,109,151,75,73,17,57,4,586,70,81,112,117,87,52,25,40,5,593
107011132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,4,9,0,21,0,0,3,0,0,0,0,0,0,10,5,0,0,7,0,0,0,3,0,19,6,4,5,5,6,0,0,0,0,27,5,3,9,10,4,0,3,0,0,33,3,3,9,13,3,0,5,5,0,41,3,9,16,56,10,3,4,4,0,104,3,15,16,74,11,0,14,8,0,139,9,26,18,63,26,9,24,27,0,194,17,25,30,72,22,9,20,28,3,221
