POW_SA2_CODE_2021,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000_3499_A_15_19,MaOpD_3000_3499_A_20_24,MaOpD_3000_3499_A_25_34,MaOpD_3000_3499_A_35_44,MaOpD_3000_3499_A_45_54,MaOpD_3000_3499_A_55_64,MaOpD_3000_3499_A_65_74,MaOpD_3000_3499_A_75ov,MaOpD_3000_3499_Tot,MaOpD_3500mo_A_15_19,MaOpD_3500mo_A_20_24,MaOpD_3500mo_A_25_34,MaOpD_3500mo_A_35_44,MaOpD_3500mo_A_45_54,MaOpD_3500mo_A_55_64,MaOpD_3500mo_A_65_74,MaOpD_3500mo_A_75ov,MaOpD_3500mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000_3499_A_15_19,Lab_3000_3499_A_20_24,Lab_3000_3499_A_25_34,Lab_3000_3499_A_35_44,Lab_3000_3499_A_45_54,Lab_3000_3499_A_55_64,Lab_3000_3499_A_65_74,Lab_3000_3499_A_75ov,Lab_3000_3499_Tot,Lab_3500mo_A_15_19,Lab_3500mo_A_20_24,Lab_3500mo_A_25_34
210011231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,9,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,9,0,5,0,0,3,0,4,0,12,0,0,0,0,0,3,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210011533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,5,3,12,3,0,38,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,16,0,0,0,3,0,4,0,0,16,3,8,7,0,5,0,0,0,22,0,3,4,4,0,6,0,0,12,0,0,5,0,4,0,0,0,15,0,0,0,0,4,3,0,0,13,0,4,0,5,0,0,0,0,20,0,0,0,4,5,0,0,0,11,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
210011534,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,8,9,6,3,0,50,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,10,0,4,0,0,5,0,0,0,6,0,3,3,0,4,3,4,0,21,0,5,8,0,0,7,4,0,18,0,3,3,6,0,10,4,0,30,0,0,5,6,5,6,0,0,20,0,0,8,3,5,3,0,0,21,0,0,7,0,0,0,0,0,6,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
210021232,0,6,0,4,5,0,0,12,0,0,0,0,10,4,0,0,15,0,0,3,4,0,3,0,0,12,0,0,0,5,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,26,28,38,32,14,0,163,0,0,0,0,0,0,0,0,4,67,0,0,6,0,0,0,0,72,22,5,0,6,0,3,4,0,37,4,4,0,3,5,3,3,0,21,0,4,0,6,0,3,0,0,18,3,8,3,4,4,0,5,0,28,0,3,11,11,5,3,0,6,38,0,12,8,3,5,4,3,0,39,0,4,9,0,9,7,6,0,27,0,4,0,4,6,4,0,0,20,0,0,0,0,0,0,0,0,10,0,0,3,0,6,0,0,0,12,0,0,0,6,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
210021233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,16,0,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,16,0,3,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,7,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210021234,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,4,3,0,0,25,0,0,0,0,0,0,0,0,0,11,0,3,0,3,0,0,0,21,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,0,0,0,10,0,3,0,5,3,0,0,0,9,0,4,6,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210021235,4,10,0,6,4,0,0,27,0,0,0,0,4,0,0,0,15,0,0,0,0,0,4,0,0,9,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,9,24,15,35,25,17,3,131,0,0,0,0,0,0,0,0,5,20,0,4,5,0,0,0,0,33,9,5,0,5,4,4,3,0,36,4,3,0,0,0,8,3,0,21,0,0,0,3,0,8,8,0,23,4,9,9,3,8,3,0,0,38,0,0,10,5,8,5,0,0,38,3,7,11,7,3,7,0,0,52,0,3,10,0,4,4,3,0,25,0,0,0,6,5,4,0,0,15,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,3,6,0,4,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0
210031236,0,6,9,11,12,0,0,42,0,0,0,3,6,7,0,0,16,0,0,3,4,3,3,0,0,17,0,0,4,7,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,34,72,88,131,99,23,5,447,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,17,4,5,6,3,3,0,0,0,19,8,7,8,3,0,6,0,0,37,3,17,11,4,0,9,3,0,38,4,20,15,10,11,12,0,0,71,0,15,38,21,16,22,0,0,115,5,18,39,27,30,17,5,0,150,0,6,27,31,19,21,0,0,109,0,4,13,12,13,9,3,0,47,0,0,6,9,8,4,0,0,24,0,0,6,12,6,3,0,0,30,0,0,5,10,8,3,0,0,28,0,0,0,0,4,0,0,0,5,0,0,0
210031237,0,11,0,6,4,0,0,21,0,0,0,5,10,6,0,0,19,0,0,0,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,67,36,50,29,8,0,217,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,6,5,5,0,0,8,6,0,0,22,0,0,3,0,0,0,0,0,15,0,0,6,4,3,6,6,0,21,0,7,11,4,3,11,0,0,33,0,3,15,4,7,3,0,0,39,0,5,8,0,5,10,0,0,36,0,0,11,0,6,9,4,0,32,0,0,7,0,8,3,0,0,17,0,0,6,3,4,3,0,0,12,0,0,0,0,0,0,0,0,7,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
210031439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210031440,0,3,4,4,7,0,0,18,0,0,5,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,17,18,13,14,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,8,0,0,4,0,0,0,0,0,12,0,4,0,0,0,0,0,0,11,0,3,6,0,0,0,0,0,16,0,3,0,3,3,0,0,0,10,0,9,6,3,9,4,0,0,30,0,3,7,5,5,5,0,0,27,0,0,3,9,3,0,0,0,16,0,0,4,3,0,5,0,0,13,0,0,5,4,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210031535,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,34,26,22,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,5,0,14,0,6,4,0,0,8,0,0,13,0,4,3,4,10,0,0,0,24,0,5,7,3,3,6,3,0,25,0,4,7,4,4,0,0,0,21,0,3,4,3,7,3,0,0,19,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,10,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0
210031536,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,5,3,4,4,0,52,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,10,5,0,0,0,0,0,0,0,6,0,3,0,5,0,0,0,0,14,0,0,0,5,0,4,0,0,11,4,5,5,0,4,5,0,0,20,0,3,3,6,0,5,3,0,18,0,3,3,0,7,3,0,0,16,0,0,3,4,0,0,0,0,8,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0
210031537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,0,0,15,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,7,3,0,3,0,0,0,0,14,0,3,0,0,0,0,0,0,4,0,7,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
210031538,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,21,13,20,6,0,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,10,0,0,0,0,3,0,0,0,12,0,3,3,3,6,4,4,0,22,0,0,4,7,6,4,0,0,26,0,7,8,4,3,9,0,0,24,0,3,4,5,8,9,0,0,31,0,0,3,0,3,4,0,0,8,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
210041240,0,0,0,3,0,0,0,4,0,0,5,3,6,0,0,0,12,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,19,17,20,18,4,0,77,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,5,3,0,0,0,4,0,0,18,0,5,3,3,0,0,0,0,12,0,0,4,0,0,0,3,0,11,0,5,3,4,0,4,0,0,17,0,0,0,5,9,0,0,0,12,0,8,4,5,6,4,0,0,26,0,0,5,7,4,3,0,0,20,0,0,3,0,3,5,0,0,11,0,0,0,0,5,0,0,0,9,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210041539,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,14,8,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,9,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210041540,3,4,6,6,8,3,0,34,0,0,7,6,3,3,0,0,25,0,3,0,0,0,0,0,0,14,0,0,4,0,6,5,0,0,18,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,5,10,36,50,54,63,75,20,5,312,6,3,0,0,0,0,0,0,10,93,8,0,0,0,0,0,0,102,53,20,5,0,3,3,4,0,84,17,13,7,0,0,4,0,0,46,3,20,5,3,7,12,7,3,59,3,16,7,6,13,14,0,0,68,5,20,18,10,13,11,6,0,71,0,8,24,16,14,11,0,0,78,0,7,13,5,13,3,4,0,47,0,0,10,3,15,3,3,0,27,0,0,3,5,0,5,0,0,15,0,0,5,3,3,0,0,0,21,0,0,9,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
210041541,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,15,7,0,0,48,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,0,0,7,0,0,3,3,0,0,0,0,11,0,0,0,3,0,0,0,0,12,0,0,5,0,3,5,0,0,11,0,0,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210051242,0,20,27,26,17,0,0,92,0,4,8,24,14,12,3,0,62,0,0,5,6,6,8,5,0,36,0,0,11,14,14,9,0,0,45,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,92,227,225,185,150,44,5,947,3,0,0,0,0,3,0,0,8,29,8,4,6,0,3,3,0,53,28,3,4,4,7,3,0,5,59,9,7,14,9,8,19,6,0,63,3,14,12,10,17,22,6,0,87,6,30,42,18,19,25,11,0,146,4,31,61,67,70,62,9,0,315,13,28,102,98,79,66,14,0,398,0,7,53,57,35,30,15,0,191,0,5,23,36,23,16,0,0,111,0,4,22,29,16,12,0,0,83,0,0,13,21,8,11,0,0,51,0,0,17,11,19,9,0,0,59,0,0,0,0,0,0,0,0,4,0,0,0
210051243,20,112,124,115,114,19,0,505,0,10,85,69,74,72,18,0,326,0,4,31,51,54,37,6,0,191,0,3,44,48,59,50,9,0,214,0,0,7,8,9,12,0,0,28,0,3,13,15,11,8,0,0,47,0,3,7,3,14,6,0,0,33,73,331,953,887,947,884,165,3,4249,4,0,3,0,0,4,3,0,18,66,5,9,3,3,0,0,0,87,43,23,8,16,6,7,5,0,115,19,20,28,21,16,19,9,0,134,14,36,31,25,29,24,13,0,164,17,47,49,56,38,50,11,0,267,19,88,122,94,124,90,16,0,563,16,104,242,167,210,174,20,0,948,6,54,208,143,154,96,22,0,692,5,19,87,71,72,56,17,0,332,0,12,48,63,63,39,8,0,229,0,11,38,34,33,15,0,0,125,0,3,41,49,39,11,5,0,148,0,0,3,10,4,0,0,0,22,0,0,9
210051245,0,5,13,15,17,4,0,52,0,0,3,5,9,17,0,0,33,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,38,71,71,102,31,3,333,4,0,0,0,0,0,3,0,15,36,7,0,0,3,0,0,0,46,15,4,3,3,0,3,0,0,35,8,10,3,3,4,6,0,4,33,6,7,8,4,4,4,3,0,35,9,4,14,3,13,7,0,0,50,3,9,3,8,14,11,4,0,52,3,16,12,5,10,13,5,0,62,0,9,22,14,10,9,0,0,66,0,8,8,5,7,5,0,0,36,0,7,3,0,3,3,0,0,21,0,0,6,10,8,0,0,0,22,0,3,4,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
210051246,3,8,11,5,0,3,0,35,0,0,6,3,3,3,0,0,24,0,0,6,7,9,3,0,0,24,0,4,4,9,0,5,0,0,24,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,52,49,58,44,12,0,238,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,10,0,0,0,0,6,0,0,20,0,3,5,0,4,4,0,0,19,3,0,0,0,0,3,0,0,16,3,4,4,8,4,0,0,0,21,0,5,6,7,3,0,0,0,25,0,3,7,7,8,4,0,0,30,0,0,8,9,9,0,0,0,24,0,0,3,4,0,0,0,0,15,0,0,5,5,4,5,0,0,16,0,0,5,3,3,0,0,0,13,0,0,0,6,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
210051247,0,4,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,27,19,20,10,5,0,87,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,4,3,0,0,0,0,8,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
210051248,18,71,101,98,79,7,0,371,0,7,54,68,77,45,6,0,259,0,4,22,27,37,24,7,0,113,0,0,12,23,20,24,3,0,89,0,0,5,4,3,0,0,0,14,0,0,0,3,0,0,0,0,6,0,4,3,6,3,0,4,0,20,67,308,660,608,612,479,83,0,2814,3,0,10,3,3,0,0,0,18,31,3,0,0,0,0,0,0,39,18,6,4,0,3,0,0,0,35,5,11,5,7,0,5,0,0,32,9,19,11,5,5,9,0,0,52,4,16,14,3,16,18,4,0,72,11,20,29,29,26,39,12,0,168,5,18,41,53,58,49,8,0,229,3,11,41,47,42,26,8,0,172,0,8,14,25,22,15,0,0,86,0,5,7,3,15,4,4,0,44,0,0,5,3,5,4,0,0,14,0,0,3,8,8,6,0,0,21,0,0,0,0,0,0,0,0,4,0,0,0
210051250,0,13,19,13,9,6,0,60,0,0,3,9,16,10,0,0,37,0,0,0,3,0,7,0,0,11,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,46,109,115,111,88,28,3,506,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,16,6,4,0,0,4,5,0,0,14,0,3,0,0,7,0,0,0,14,0,7,0,6,5,6,0,0,21,0,10,9,19,4,7,3,0,52,4,16,18,21,23,10,4,0,88,0,14,20,17,28,10,5,0,97,3,9,16,21,14,10,0,0,65,0,0,12,6,10,3,3,0,31,0,0,0,13,3,5,0,0,25,0,0,4,12,0,0,0,0,18,0,3,5,7,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
