POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
124041467,80,2121,9,2211,22,832,7,863,24,415,3,443,130,3374,12,3515,55,1502,3,1565,55,1632,3,1688,17,542,7,565,129,3676,10,3817,133,3625,13,3768,83,2465,5,2553,36,958,6,1001,254,7048,25,7326
124041468,22,924,3,956,9,263,0,279,8,201,0,210,43,1392,3,1437,12,479,0,492,10,324,0,327,7,104,0,113,27,906,0,935,36,1404,8,1442,19,586,0,606,16,308,0,325,71,2297,8,2372
124051469,65,3902,10,3977,15,837,3,857,20,412,3,437,98,5151,18,5268,25,1403,6,1431,13,642,0,661,3,235,0,238,47,2280,5,2325,91,5301,15,5410,32,1474,6,1512,23,651,3,678,149,7429,21,7595
124051470,7,369,0,375,10,309,0,320,10,151,0,161,27,824,0,853,16,475,0,491,19,543,0,564,7,149,0,159,42,1167,4,1212,23,841,0,870,32,851,0,883,14,300,3,316,71,1991,7,2064
124051580,3,221,0,222,0,140,0,145,0,71,0,69,8,430,0,438,12,264,0,276,7,280,3,288,5,67,0,65,24,608,3,634,13,488,0,500,10,422,5,433,6,135,0,138,33,1037,0,1069
124051581,148,4186,12,4348,40,1216,0,1255,38,798,5,837,222,6199,19,6445,62,1712,0,1779,81,1465,9,1552,26,546,3,575,168,3723,13,3904,213,5899,13,6125,113,2684,13,2806,68,1345,3,1408,393,9922,34,10348
125011475,0,100,0,99,0,27,0,27,0,9,0,9,0,130,0,136,0,43,0,43,0,32,0,32,0,6,0,6,0,81,0,81,0,143,0,145,0,57,0,57,0,16,0,16,0,213,0,220
125011582,23,2495,5,2527,3,673,3,676,13,405,3,418,40,3576,7,3621,15,1475,6,1499,9,948,3,951,5,300,0,309,28,2728,5,2765,45,3980,11,4028,8,1619,4,1638,9,709,4,727,68,6297,15,6385
125011583,13,1499,3,1512,5,662,3,672,7,478,0,485,26,2637,10,2671,4,721,0,727,7,652,3,659,0,223,0,220,18,1582,0,1608,21,2214,4,2241,14,1310,7,1331,8,697,0,711,49,4217,12,4279
125011584,14,963,4,975,10,398,0,412,0,254,0,257,21,1621,4,1643,0,487,0,490,0,340,0,340,0,117,0,118,7,938,0,944,12,1450,5,1467,10,736,0,751,5,370,0,377,26,2557,5,2589
125011585,0,136,0,138,0,123,0,123,0,97,0,97,0,348,0,346,0,112,0,111,0,172,0,172,0,55,0,56,0,340,0,342,3,243,0,246,0,290,0,298,0,149,0,149,6,686,0,692
125011586,47,4309,4,4360,12,1612,0,1626,18,989,0,1012,75,6916,7,6996,16,2416,4,2438,9,1613,0,1625,9,676,0,685,40,4701,9,4748,62,6727,13,6800,21,3229,0,3251,29,1665,5,1698,112,11618,14,11745
125011587,11,880,0,887,0,347,0,347,0,196,0,198,11,1411,0,1424,3,441,5,449,0,332,3,334,3,142,0,148,6,921,4,931,12,1318,5,1331,0,676,3,677,3,340,5,347,15,2331,9,2356
125011709,66,6371,17,6450,14,1601,0,1609,13,1051,4,1073,94,9025,15,9141,31,2570,3,2600,14,1270,0,1287,4,492,0,500,46,4330,7,4390,99,8940,19,9056,25,2878,0,2895,26,1545,3,1577,146,13361,22,13528
125011710,38,4866,0,4907,10,1424,4,1442,6,634,0,650,64,6925,11,6994,40,3623,5,3664,25,1711,4,1736,11,652,0,667,77,5984,7,6072,75,8492,5,8572,37,3133,6,3171,22,1287,5,1314,135,12912,18,13065
125021477,49,5662,3,5713,9,1455,4,1468,15,939,4,956,66,8061,14,8142,35,2687,3,2730,13,1458,9,1479,5,504,0,506,55,4651,9,4712,80,8354,9,8443,22,2914,8,2945,20,1438,4,1463,121,12712,20,12855
125021478,3,417,0,424,3,303,0,303,4,197,0,202,14,918,0,927,0,477,0,475,5,571,0,576,0,160,0,160,6,1209,0,1216,5,894,0,901,9,878,0,881,7,354,0,362,17,2124,0,2141
125021711,0,450,0,450,0,424,0,429,0,137,0,141,4,1022,7,1026,0,479,4,482,4,796,0,797,0,219,0,218,6,1481,4,1496,0,930,4,933,4,1220,0,1225,4,359,0,357,7,2502,4,2519
125021712,6,481,0,485,0,325,0,325,5,179,0,178,6,986,0,984,5,462,0,471,0,543,0,543,0,139,0,140,8,1146,0,1150,7,946,0,951,0,867,0,867,5,316,0,320,8,2127,0,2142
125031479,27,2616,9,2654,7,947,0,952,5,653,0,664,43,4214,9,4270,13,1684,8,1699,5,1053,0,1059,5,469,0,471,25,3205,8,3233,42,4300,13,4351,16,1997,0,2016,11,1119,0,1132,68,7419,17,7502
125031480,14,1798,4,1824,5,814,0,824,9,521,0,531,26,3139,6,3175,5,1110,0,1117,14,926,3,941,0,323,0,324,20,2358,5,2386,23,2906,10,2937,17,1743,0,1764,9,847,4,854,43,5502,13,5558
125031481,27,2214,5,2241,4,901,0,901,8,622,0,626,37,3724,4,3773,14,1185,0,1206,10,880,0,891,3,361,0,362,29,2429,0,2461,41,3395,3,3447,9,1782,5,1794,10,981,0,989,64,6157,11,6234
125031483,17,1223,4,1241,0,646,0,646,6,414,4,423,22,2282,8,2310,3,721,0,722,6,678,0,680,0,249,0,248,5,1642,0,1655,16,1940,4,1960,9,1323,3,1331,4,656,4,672,29,3924,9,3956
125031484,10,581,0,589,3,345,0,349,0,350,0,348,17,1272,0,1290,8,581,0,591,10,594,0,602,0,202,0,205,13,1376,0,1394,10,1164,0,1183,8,936,0,951,0,548,0,551,30,2650,8,2684
125031486,79,4895,11,4976,8,1119,4,1135,12,813,3,829,100,6826,19,6940,14,1402,0,1419,6,702,0,708,6,284,0,285,21,2393,4,2413,86,6296,10,6398,16,1823,3,1844,12,1092,3,1114,116,9215,19,9357
125031487,27,1905,3,1943,9,707,0,721,10,388,0,399,47,3003,7,3055,8,743,0,755,10,476,0,479,0,205,0,206,14,1421,0,1439,35,2648,5,2692,18,1179,0,1196,4,591,4,606,60,4424,8,4498
125031713,3,391,0,391,6,250,0,256,0,214,0,209,9,855,0,864,8,454,0,460,6,499,0,507,0,158,0,162,16,1112,0,1128,7,843,0,851,11,750,0,761,0,367,0,373,28,1964,0,1988
125031714,7,830,3,839,6,563,0,570,3,439,0,441,12,1828,5,1846,10,930,0,939,9,1020,0,1033,9,469,0,473,21,2416,3,2442,16,1755,5,1772,14,1579,3,1593,8,903,4,915,32,4241,12,4287
125031715,36,2406,0,2442,4,610,3,620,10,299,0,312,58,3319,4,3376,12,1401,0,1415,10,759,0,772,6,235,0,244,33,2391,5,2433,56,3804,0,3859,18,1364,6,1385,17,540,0,557,92,5707,6,5801
125031716,0,88,0,88,0,103,0,97,0,71,0,69,0,258,0,262,0,115,0,117,0,148,0,152,0,41,0,41,3,305,0,311,0,201,0,206,3,249,0,248,0,112,0,112,0,564,0,567
125041489,14,2359,3,2376,5,946,0,960,3,551,0,552,29,3859,3,3892,34,2690,7,2732,18,1936,0,1957,14,602,0,616,63,5234,10,5310,53,5054,6,5113,29,2886,7,2920,14,1160,0,1174,92,9097,19,9205
125041490,14,1258,0,1274,5,515,0,523,8,319,0,323,27,2092,3,2124,3,964,0,965,8,828,0,834,0,257,0,261,15,2048,0,2064,21,2222,0,2240,13,1345,0,1358,11,573,5,586,42,4139,6,4188
125041491,49,4698,6,4750,12,1241,4,1255,10,566,5,576,63,6505,15,6583,75,7450,12,7534,36,3941,8,3986,15,1157,0,1176,129,12552,19,12699,120,12148,15,12285,44,5183,9,5243,24,1725,6,1758,195,19055,30,19285
125041493,11,1067,3,1085,9,491,3,495,3,264,3,267,19,1819,6,1843,4,883,0,890,9,771,3,780,3,201,0,205,15,1861,3,1880,20,1952,4,1967,18,1261,5,1276,4,467,3,476,36,3677,10,3721
125041494,6,697,3,710,5,363,0,371,4,166,0,177,19,1232,6,1254,7,483,0,497,8,594,0,596,3,188,0,194,14,1269,0,1283,11,1191,4,1204,10,954,0,969,6,355,0,367,32,2499,8,2539
125041588,32,2174,10,2213,6,786,0,798,14,503,0,517,54,3466,14,3531,13,1025,3,1042,8,790,0,794,9,288,0,299,23,2110,5,2135,41,3201,11,3255,11,1577,0,1590,23,795,0,817,77,5574,16,5665
125041589,0,610,0,612,4,407,0,414,4,236,0,248,12,1264,0,1277,13,664,0,676,10,712,3,724,0,275,0,276,21,1645,3,1675,15,1281,0,1291,16,1121,3,1139,7,509,0,521,35,2913,3,2952
125041717,213,16388,17,16613,30,2598,3,2632,30,1717,13,1766,272,20700,32,21010,372,17166,15,17552,100,5596,14,5713,55,3013,13,3079,529,25776,37,26345,588,33558,30,34169,132,8196,17,8343,85,4731,24,4843,806,46482,68,47353
125041718,6,590,4,603,4,325,0,326,0,188,0,189,13,1101,4,1116,9,404,0,413,3,350,0,351,0,151,0,151,8,907,0,916,14,999,4,1016,7,676,0,680,0,337,0,341,22,2010,4,2034
125041719,24,2097,4,2116,4,739,5,750,10,346,4,360,33,3178,8,3225,13,972,0,978,10,763,4,777,12,296,0,307,35,2027,4,2063,29,3062,4,3095,17,1506,5,1526,26,639,4,667,66,5206,12,5288
126011496,7,1180,0,1192,3,766,0,768,0,240,0,246,18,2185,3,2205,14,1181,4,1198,11,1438,0,1456,0,318,0,320,26,2941,7,2973,18,2367,5,2384,14,2202,0,2220,7,554,0,563,37,5128,7,5174
126011720,0,446,0,448,4,318,0,322,0,106,0,106,0,874,0,877,3,382,0,380,0,529,0,534,0,112,0,112,3,1018,0,1026,5,823,0,827,4,848,0,851,0,220,0,220,8,1897,3,1903
126011721,3,607,0,612,0,417,0,422,0,172,0,172,3,1194,6,1205,5,585,0,587,0,726,0,723,0,206,0,207,3,1515,0,1518,3,1193,0,1200,0,1146,0,1149,0,376,0,377,7,2711,5,2722
126021498,13,1764,0,1779,0,884,0,890,3,393,5,398,21,3042,7,3063,6,1248,4,1252,13,1310,0,1325,5,347,0,351,14,2903,4,2921,13,3013,7,3034,13,2190,4,2209,5,740,0,750,34,5943,9,5992
126021499,4,711,0,710,0,392,0,394,0,156,0,153,0,1255,0,1263,3,775,0,779,0,839,4,843,0,196,0,200,4,1809,4,1824,7,1481,0,1487,3,1229,4,1236,0,351,3,350,6,3064,8,3080
126021500,102,22841,28,22960,33,3155,6,3192,15,1640,5,1665,146,27634,39,27821,101,16731,18,16846,45,5712,6,5759,20,2287,5,2310,166,24726,29,24915,194,39568,40,39806,74,8871,13,8954,36,3923,13,3973,309,52360,68,52732
126021501,18,5195,6,5219,3,874,0,878,8,372,0,378,29,6438,12,6479,19,3739,7,3762,9,1531,3,1544,5,447,0,447,31,5719,9,5754,35,8938,13,8983,11,2407,0,2422,12,817,0,829,60,12158,17,12231
126021503,19,1635,0,1657,5,872,0,873,0,382,0,381,26,2890,0,2912,6,1078,0,1085,6,1260,0,1263,0,338,0,340,12,2676,0,2690,24,2712,0,2741,9,2130,0,2139,3,727,0,728,38,5562,3,5606
126021590,0,180,0,180,0,106,0,106,0,39,0,39,0,325,0,325,0,149,0,149,0,188,0,187,0,51,0,57,0,386,0,387,0,323,0,323,0,291,0,296,0,92,0,93,0,710,0,717
126021722,0,233,0,233,0,113,0,111,0,41,0,46,3,388,3,393,0,301,0,300,0,356,0,354,0,61,0,61,0,712,0,718,0,533,0,539,0,463,0,469,0,103,0,103,0,1103,6,1107
126021723,9,1009,0,1018,0,731,0,733,0,295,0,295,14,2035,0,2047,7,983,0,996,3,1264,3,1270,5,366,0,368,16,2620,3,2635,17,1999,0,2010,6,1994,3,2004,6,660,0,666,29,4648,3,4680
126021724,13,1418,0,1430,3,833,3,845,6,384,0,387,22,2636,3,2667,8,908,0,918,7,1150,4,1159,4,443,4,446,18,2504,10,2522,23,2325,0,2351,11,1985,9,2001,9,825,4,835,39,5137,10,5186
126021725,3,482,0,492,0,291,0,295,0,151,0,152,4,923,3,928,0,574,0,574,4,535,0,536,0,181,0,182,7,1290,0,1291,3,1059,0,1062,4,822,0,826,5,332,0,336,9,2210,3,2223
127011504,6,261,3,268,0,179,0,180,4,115,0,116,12,554,0,567,17,423,0,447,18,371,0,392,4,117,0,120,40,912,3,956,27,687,6,714,18,548,0,570,7,231,0,235,53,1466,9,1527
127011505,22,1113,3,1140,10,492,0,504,8,420,0,425,37,2025,4,2069,20,787,6,808,3,722,0,729,9,230,3,239,36,1737,6,1779,37,1904,5,1947,15,1215,0,1234,17,645,3,664,71,3761,11,3846
127011592,0,99,0,103,0,18,0,18,0,49,0,54,4,168,0,176,6,35,0,46,0,6,0,6,0,13,0,13,6,61,0,66,10,136,0,144,0,20,0,22,0,66,0,71,8,230,0,238
127011593,0,191,0,192,0,122,0,125,0,72,0,72,3,379,0,384,0,208,0,208,4,186,0,189,0,66,0,68,7,461,0,472,0,400,0,398,3,306,0,313,0,137,0,142,13,846,0,854
127011594,0,295,0,300,0,226,0,228,0,127,0,127,4,657,0,661,6,319,0,327,6,415,0,416,6,114,0,115,16,847,0,866,8,618,0,628,7,638,0,648,6,244,0,249,23,1499,3,1522
127011595,8,746,0,755,5,333,0,340,0,166,0,176,19,1248,8,1275,9,362,0,366,8,350,0,360,0,98,0,98,15,811,4,829,16,1109,0,1120,16,681,4,700,0,270,0,279,33,2062,5,2102
127011596,0,353,3,358,4,322,0,326,0,149,0,149,6,824,3,832,10,544,0,554,12,569,0,580,3,170,0,174,21,1282,5,1309,11,898,0,913,15,888,0,907,3,321,0,330,31,2105,7,2145
127011597,4,398,0,403,0,207,0,207,0,178,0,178,7,783,0,788,5,451,0,453,0,361,0,364,0,115,0,115,8,930,0,936,9,848,0,861,4,566,0,573,0,296,0,294,12,1711,0,1728
127011726,16,355,0,370,0,145,0,150,0,80,0,82,16,580,0,599,3,294,0,297,10,275,0,280,0,95,0,90,15,660,3,675,15,651,4,665,10,422,0,431,4,170,0,171,30,1244,4,1271
127011727,17,833,3,855,7,474,0,488,8,253,0,256,32,1563,3,1595,11,675,5,686,24,884,0,906,11,299,0,312,48,1853,5,1905,36,1500,5,1539,34,1357,0,1392,15,554,0,572,85,3415,5,3501
127011728,10,709,5,721,12,373,0,384,3,230,0,240,25,1318,3,1345,11,345,0,356,3,487,0,492,0,139,3,142,11,973,3,985,19,1055,5,1074,11,858,0,876,11,371,3,382,39,2285,7,2332
127011729,28,790,0,818,3,279,0,285,4,172,0,177,37,1241,3,1279,16,793,0,810,17,623,0,637,4,157,4,165,46,1567,3,1618,45,1583,3,1630,22,902,0,922,12,326,6,342,79,2810,6,2901
127021509,9,387,0,397,4,369,3,373,5,177,0,181,14,934,3,954,6,563,0,571,5,682,0,688,9,258,0,267,22,1500,4,1525,11,953,3,966,8,1048,3,1059,10,436,0,447,29,2437,7,2477
127021510,0,351,0,353,0,195,0,195,0,252,0,255,4,797,0,808,4,412,0,413,6,433,0,435,9,194,0,198,15,1036,0,1053,3,764,0,764,0,625,0,631,12,447,0,456,21,1838,3,1857
127021511,12,1487,7,1502,6,964,0,971,5,632,0,636,25,3079,7,3110,9,1237,4,1248,5,1449,0,1449,6,643,0,650,15,3329,11,3348,13,2725,11,2750,9,2411,5,2421,9,1270,0,1284,31,6404,19,6454
127021512,4,242,0,250,3,181,0,185,5,207,0,210,12,632,0,645,8,266,0,268,3,325,0,331,6,209,0,212,11,799,0,812,7,509,0,523,9,506,0,514,8,413,0,422,23,1430,3,1459
127021513,3,410,0,417,0,326,0,331,0,247,0,248,3,977,0,991,0,491,0,493,4,550,0,549,0,275,4,279,5,1318,5,1323,3,904,0,910,4,874,3,882,0,522,4,523,10,2294,9,2316
127021514,0,186,3,184,0,177,0,177,0,106,0,112,0,468,3,470,0,208,0,211,0,308,0,310,0,94,0,94,0,609,0,608,0,395,3,396,0,482,0,481,0,198,0,200,5,1079,6,1081
127021515,7,990,3,1004,10,627,0,635,4,362,0,369,20,1986,0,2008,11,1113,5,1131,6,1149,0,1162,3,545,0,553,27,2809,5,2838,21,2104,9,2131,21,1775,4,1793,9,908,0,918,48,4792,10,4848
127021516,8,327,0,333,0,227,0,228,5,161,0,161,11,715,0,721,9,389,0,396,4,376,0,382,0,117,0,118,15,879,4,891,11,713,0,726,9,605,0,606,5,277,0,280,23,1595,4,1614
127021517,11,529,0,537,3,359,0,362,3,212,0,219,18,1095,3,1123,12,870,0,881,7,923,0,927,7,439,0,447,22,2227,5,2256,24,1399,0,1415,12,1277,0,1293,10,651,0,664,38,3328,4,3376
127021518,38,2547,5,2588,10,589,3,603,3,320,0,325,55,3458,16,3525,11,1207,3,1225,9,611,0,621,3,174,0,176,26,1998,5,2028,45,3757,6,3813,21,1204,3,1228,10,493,3,502,77,5454,17,5549
127021519,20,1086,5,1106,9,559,4,570,3,381,0,383,20,2032,7,2064,13,630,3,644,6,666,0,673,6,273,0,283,25,1577,3,1604,24,1725,4,1756,16,1229,4,1243,8,663,0,665,48,3604,9,3664
127021520,3,340,0,340,0,129,0,129,0,144,0,149,4,608,0,619,0,420,3,423,0,323,0,325,6,135,0,140,10,875,3,890,5,758,3,762,0,450,0,455,10,273,0,287,12,1487,0,1502
127021521,136,9155,10,9308,35,2392,0,2435,36,1604,0,1645,209,13156,20,13382,41,2524,3,2566,19,1520,3,1546,12,689,0,702,75,4736,12,4818,176,11683,16,11874,58,3913,8,3979,48,2298,3,2351,282,17891,27,18200
127031522,13,803,0,811,13,623,0,631,4,259,0,267,25,1682,0,1715,12,810,0,816,19,1041,0,1060,3,345,0,347,33,2185,0,2227,18,1603,7,1631,31,1667,0,1694,10,607,0,616,57,3874,8,3937
127031523,76,5483,17,5568,26,1836,0,1860,25,1193,3,1222,121,8505,22,8651,29,2251,3,2285,22,1734,6,1759,11,648,0,657,66,4632,8,4700,102,7736,16,7854,49,3568,6,3620,33,1841,9,1881,186,13142,33,13355
127031524,93,3711,7,3810,12,650,0,664,17,523,0,540,120,4882,13,5015,35,1479,0,1513,16,1030,0,1047,14,336,0,354,71,2842,4,2916,129,5186,9,5321,31,1678,6,1714,25,862,0,893,189,7725,16,7927
127031599,0,143,0,141,0,75,0,75,0,83,0,84,4,296,0,303,6,191,0,198,0,198,0,203,0,81,0,89,9,473,4,484,3,333,0,337,0,268,0,275,4,167,0,173,14,774,4,783
127031601,25,1554,5,1581,10,571,0,582,8,364,3,375,43,2492,10,2541,15,823,0,839,0,547,0,553,8,285,0,299,27,1657,0,1690,40,2376,5,2422,18,1121,0,1135,15,656,5,671,70,4148,13,4229
127031730,0,248,0,243,0,281,0,279,0,156,0,152,3,677,0,682,0,229,0,233,10,312,0,316,6,112,0,114,16,650,0,666,7,473,0,480,6,588,0,598,8,261,0,271,19,1327,0,1347
127031731,54,3445,0,3501,9,1134,0,1141,11,643,0,657,79,5216,6,5299,189,5671,11,5875,62,3388,3,3454,24,1491,0,1518,282,10556,12,10851,246,9116,12,9374,69,4521,4,4598,33,2139,0,2175,355,15774,18,16149
127031732,6,641,0,653,5,309,0,311,11,255,3,270,22,1206,4,1232,17,600,0,617,11,560,0,577,5,210,0,210,32,1371,7,1403,27,1241,5,1268,13,869,0,885,12,467,8,481,51,2579,12,2637
127031733,75,4532,16,4621,30,1900,4,1932,21,1054,3,1083,124,7491,30,7640,25,1935,0,1958,30,1629,5,1658,13,608,0,612,57,4170,3,4234,98,6466,15,6585,56,3522,9,3591,32,1661,7,1698,187,11655,33,11873
128011529,8,687,6,697,4,461,0,469,4,188,0,187,16,1330,8,1354,7,603,0,610,8,934,3,946,0,261,0,263,17,1797,5,1815,17,1290,3,1308,13,1394,5,1416,3,447,0,452,35,3133,11,3166
128011530,31,2139,3,2169,24,1329,4,1354,15,675,0,687,62,4143,6,4210,25,1721,4,1748,29,2681,3,2717,20,1504,0,1524,75,5909,8,5993,54,3863,12,3920,53,4014,6,4070,33,2182,0,2211,134,10051,13,10203
128011531,21,1867,0,1892,12,989,0,1001,5,391,0,393,37,3244,3,3288,14,1162,3,1185,18,1399,0,1419,7,377,0,382,46,2938,7,2988,37,3027,10,3074,32,2389,0,2415,11,761,4,782,80,6178,15,6271
128011602,44,3768,7,3820,17,1589,4,1610,14,672,10,687,77,6025,17,6119,31,2725,4,2762,42,2858,5,2906,10,737,0,751,81,6320,7,6416,77,6490,10,6575,63,4450,11,4516,17,1411,7,1436,158,12350,24,12538
128011603,0,410,0,410,0,215,0,224,3,75,0,83,11,707,0,717,0,269,0,268,4,401,0,403,6,91,0,92,6,764,0,766,8,680,0,685,4,618,0,622,4,171,0,178,19,1467,0,1483
128011604,34,2232,0,2273,17,1115,6,1133,4,497,3,512,56,3847,11,3909,24,1295,0,1319,25,1680,3,1705,16,545,0,560,60,3525,4,3590,60,3525,3,3590,34,2800,10,2841,18,1046,7,1074,113,7370,17,7503
128011605,0,115,0,115,0,58,0,55,0,29,0,29,0,202,0,206,0,71,0,71,0,111,0,117,0,26,0,26,0,212,0,213,0,187,0,187,0,170,0,178,0,55,0,55,0,413,0,416
128011606,5,402,0,408,0,220,0,222,0,86,0,88,10,701,5,716,5,312,0,312,0,434,0,433,0,100,0,107,3,846,4,857,8,708,6,719,4,656,0,655,3,187,0,194,17,1546,5,1564
128021533,13,500,0,514,0,185,0,186,3,116,0,123,18,800,6,819,6,314,0,318,8,360,0,371,6,117,0,121,16,792,0,808,16,812,0,834,6,543,0,555,13,231,0,241,38,1591,5,1631
128021534,4,311,0,316,0,229,0,234,0,74,0,74,5,617,0,621,3,265,0,268,3,389,0,389,0,67,0,70,10,716,0,729,3,580,0,589,0,611,0,622,0,143,0,145,9,1337,3,1349
128021535,26,1910,5,1938,10,719,4,735,4,272,0,280,42,2902,10,2954,13,1252,4,1272,17,1464,3,1483,5,386,0,395,40,3103,7,3147,40,3162,4,3212,27,2186,7,2219,10,657,3,669,82,6004,17,6098
128021536,4,729,0,735,7,532,0,535,0,173,0,175,18,1432,0,1453,16,671,0,689,8,1089,0,1099,11,271,3,282,33,2036,3,2075,22,1403,0,1426,18,1619,4,1639,9,446,4,461,51,3467,7,3526
128021537,0,26,0,28,0,32,0,32,0,9,0,9,0,65,0,68,0,20,0,20,4,30,0,35,0,16,0,16,4,64,0,66,0,45,0,48,4,63,0,61,0,25,0,25,0,129,0,134
128021538,48,3688,8,3737,27,1544,3,1577,17,668,3,686,93,5903,12,6008,38,2302,7,2344,27,2682,9,2719,11,728,0,743,71,5713,17,5808,85,5995,12,6091,60,4229,7,4290,29,1397,5,1432,171,11614,32,11813
128021607,5,725,0,729,3,584,0,588,9,184,0,190,17,1488,0,1510,10,711,3,724,22,1174,7,1194,5,321,0,331,31,2208,4,2244,11,1429,0,1455,24,1759,5,1790,9,506,4,514,51,3694,12,3758
128021608,0,185,0,188,0,110,0,111,0,25,0,25,0,325,0,322,0,176,0,184,3,216,0,223,0,40,0,40,3,428,0,443,0,364,0,371,3,323,0,331,0,65,0,65,4,750,0,759
128021609,4,82,0,87,0,36,0,43,0,23,0,23,4,145,0,145,3,49,0,56,0,76,0,76,0,23,0,23,3,149,0,152,3,135,0,137,0,115,0,115,0,49,0,49,3,294,0,296
197979799,0,24,0,24,0,4,0,4,0,9,0,9,0,38,0,38,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,26,0,26,0,4,0,4,0,11,0,11,0,39,0,39
199999499,1907,52590,210,54712,911,30679,125,31714,535,19305,109,19943,3352,102571,442,106369,361,12209,55,12625,799,24187,96,25087,279,8229,55,8562,1437,44626,208,46265,2271,64799,262,67331,1709,54866,223,56797,806,27529,165,28502,4789,147194,649,152632
201011001,21,1497,0,1519,0,502,6,507,0,110,0,114,30,2105,3,2142,9,744,0,761,13,1100,0,1109,4,125,0,123,23,1970,4,1999,35,2242,3,2277,11,1602,0,1618,3,235,0,237,55,4078,9,4135
201011002,65,4726,11,4807,21,1887,12,1921,11,467,0,481,94,7085,24,7209,74,5315,3,5393,63,6491,12,6562,13,1075,6,1093,150,12878,24,13048,141,10046,20,10199,85,8378,23,8481,26,1543,8,1575,243,19967,52,20261
201011005,12,934,0,948,4,252,0,251,0,77,3,82,17,1256,3,1284,11,770,0,785,15,651,0,665,5,141,0,142,31,1567,0,1595,29,1707,0,1731,19,906,0,920,4,215,6,227,46,2825,6,2874
201011006,39,2117,3,2157,8,590,0,602,5,130,4,138,46,2839,7,2897,15,660,4,680,5,907,3,914,4,124,0,124,25,1694,6,1721,53,2782,11,2841,17,1499,3,1517,4,257,4,265,70,4532,18,4617
201011007,3,237,0,236,0,65,0,65,0,19,0,19,3,324,0,325,4,70,0,70,0,117,0,117,0,10,0,10,4,191,0,196,3,303,0,304,0,186,0,186,0,32,0,32,3,516,0,520
201011008,60,5017,23,5099,12,1163,4,1175,15,336,4,358,85,6511,35,6625,13,1711,6,1734,25,1910,0,1942,0,314,3,318,40,3938,6,3993,81,6722,30,6826,32,3075,8,3113,17,647,10,673,129,10448,40,10619
201011481,13,746,3,764,3,345,0,350,4,84,0,87,22,1178,3,1204,9,510,3,520,11,848,0,861,3,118,0,120,19,1477,3,1503,19,1261,3,1283,15,1196,3,1213,4,206,0,211,38,2662,10,2712
201011482,6,799,0,805,5,317,0,321,3,69,0,75,13,1186,3,1203,0,428,0,428,3,628,0,642,0,89,0,95,7,1150,0,1162,11,1226,0,1234,10,942,3,964,3,164,0,165,25,2333,5,2365
201011483,5,926,0,929,0,380,0,379,0,89,0,91,4,1392,6,1403,5,501,0,507,0,746,3,752,6,128,4,137,13,1372,7,1388,11,1425,0,1431,7,1126,3,1133,4,222,4,227,19,2765,4,2793
201011484,10,790,5,803,6,566,3,576,3,95,0,92,14,1446,3,1474,9,569,0,583,7,957,0,967,3,119,0,118,26,1647,9,1678,18,1366,4,1388,13,1523,10,1546,6,208,0,215,42,3092,15,3148
201021009,6,611,0,615,4,257,0,261,0,65,0,65,8,927,0,939,4,340,0,344,3,510,3,518,0,87,0,88,8,932,3,947,9,944,0,953,10,766,3,779,0,143,0,151,22,1858,9,1882
201021010,7,695,0,705,0,275,0,277,0,71,0,71,4,1039,3,1051,5,354,0,360,0,548,0,550,0,91,0,90,6,989,3,999,6,1050,0,1060,4,819,5,827,0,159,3,163,10,2026,7,2051
201021011,9,947,6,957,5,632,4,642,0,111,0,115,17,1687,11,1716,4,632,0,637,6,1119,9,1134,0,209,3,209,11,1957,9,1981,9,1581,8,1592,13,1756,8,1773,3,320,7,323,27,3645,24,3694
201021012,0,510,6,514,0,158,0,162,0,49,0,51,4,717,9,725,0,137,0,138,7,225,0,230,0,39,0,41,5,405,5,415,0,648,3,658,7,385,0,391,4,88,0,87,8,1124,8,1138
201031013,4,391,0,396,0,123,0,122,0,34,0,32,4,547,0,553,0,120,0,119,0,214,0,216,0,33,0,33,3,364,0,362,5,507,0,517,4,335,0,341,0,64,0,67,6,908,0,922
