POW_SA2_CODE_2021,M_EW_FT_ATSI,M_EW_FT_NI,M_EW_FT_Isns,M_EW_FT_Total,M_EW_PT_ATSI,M_EW_PT_NI,M_EW_PT_Isns,M_EW_PT_Total,M_EW_Em_afw_ATSI,M_EW_Em_afw_NI,M_EW_Em_afw_Isns,M_EW_Em_afw_Total,M_Tot_ATSI,M_Tot_NI,M_Tot_Isns,M_Tot_Total,F_EW_FT_ATSI,F_EW_FT_NI,F_EW_FT_Isns,F_EW_FT_Total,F_EW_PT_ATSI,F_EW_PT_NI,F_EW_PT_Isns,F_EW_PT_Total,F_EW_Em_afw_ATSI,F_EW_Em_afw_NI,F_EW_Em_afw_Isns,F_EW_Em_afw_Total,F_Tot_ATSI,F_Tot_NI,F_Tot_Isns,F_Tot_Total,P_EW_FT_ATSI,P_EW_FT_NI,P_EW_FT_Isns,P_EW_FT_Total,P_EW_PT_ATSI,P_EW_PT_NI,P_EW_PT_Isns,P_EW_PT_Total,P_EW_Em_afw_ATSI,P_EW_Em_afw_NI,P_EW_Em_afw_Isns,P_EW_Em_afw_Total,P_Tot_ATSI,P_Tot_NI,P_Tot_Isns,P_Tot_Total
405011112,6,538,4,548,4,164,0,170,0,42,0,42,12,742,6,760,3,250,0,256,7,395,3,401,0,60,0,63,6,708,3,720,9,790,3,800,7,560,3,568,0,101,0,104,15,1447,7,1473
405011113,5,422,3,430,0,184,0,185,0,32,0,35,7,637,3,646,0,129,0,134,3,219,0,226,0,23,0,23,3,366,0,376,5,551,0,556,7,397,0,409,0,49,0,52,10,998,7,1017
405011114,14,1445,7,1460,0,465,0,469,0,98,0,101,20,2007,5,2033,10,892,0,903,13,1047,7,1075,0,118,0,119,23,2060,9,2090,26,2330,7,2365,17,1513,7,1537,6,215,0,216,37,4062,18,4125
405011115,7,865,3,880,0,246,3,252,0,64,0,68,14,1178,4,1199,3,537,0,540,7,823,0,834,0,100,0,100,13,1458,0,1470,11,1400,3,1416,8,1071,3,1084,0,161,0,168,23,2636,10,2671
405021116,7,713,6,716,0,245,0,245,4,62,0,72,14,1021,11,1035,8,502,0,510,12,786,10,802,0,94,0,102,21,1385,12,1418,14,1212,3,1234,10,1032,7,1053,5,164,4,170,33,2405,15,2453
405021117,6,723,7,736,0,236,4,239,0,43,0,44,3,999,11,1010,6,305,0,308,3,439,3,445,0,39,0,41,12,785,5,795,6,1027,10,1043,8,676,6,682,3,79,0,80,13,1782,13,1808
405021118,11,572,4,589,0,139,0,141,0,33,0,41,17,748,8,766,3,205,0,212,4,343,0,351,0,54,0,56,7,599,3,616,15,782,8,800,9,480,3,492,0,87,0,90,23,1347,11,1386
405021119,30,1406,17,1456,9,364,7,377,3,108,4,113,38,1883,25,1944,8,538,4,552,14,794,7,814,5,104,0,110,26,1440,11,1473,38,1947,20,2007,19,1159,6,1191,7,214,4,229,62,3324,31,3418
405031120,3,689,7,695,4,184,0,186,5,34,0,36,14,904,7,921,5,269,0,274,13,444,3,458,0,31,0,37,15,752,7,774,8,956,4,969,17,627,3,645,5,71,0,73,29,1657,12,1695
405031121,8,603,0,614,5,162,0,167,5,39,0,43,15,809,0,828,3,290,0,292,16,373,0,389,0,53,0,55,20,719,0,741,12,894,4,913,16,542,0,555,7,87,0,97,38,1524,7,1569
405031122,43,2023,12,2080,24,586,5,617,7,138,3,149,72,2748,21,2841,36,1194,6,1239,53,1581,16,1651,12,197,8,213,97,2982,24,3103,79,3218,19,3317,74,2169,23,2267,21,339,7,368,171,5726,47,5943
405031123,4,332,0,335,0,95,0,96,0,21,0,21,3,454,0,459,0,112,3,119,0,211,3,217,0,23,0,21,0,349,8,362,6,447,3,457,6,311,3,318,0,46,0,48,10,804,5,820
405041124,19,771,0,790,4,294,0,303,4,57,5,58,24,1118,4,1154,12,530,0,544,19,688,8,706,6,88,5,93,31,1304,11,1343,33,1295,3,1334,20,984,5,1012,5,136,8,154,57,2424,15,2499
405041125,9,285,3,296,9,159,3,174,0,28,0,26,17,474,4,493,0,162,0,170,7,294,6,304,0,30,0,30,13,488,6,505,9,451,3,462,20,451,4,478,0,56,0,54,28,966,8,999
405041126,5,212,0,218,0,139,4,140,4,29,0,37,8,379,7,396,0,232,0,232,11,382,0,393,3,56,0,62,20,663,0,679,5,444,0,449,18,515,5,537,5,86,3,91,23,1043,5,1073
405041127,15,1002,6,1020,13,283,3,293,5,68,0,66,27,1347,9,1385,12,403,0,422,18,705,5,731,0,97,0,92,30,1201,7,1241,23,1408,9,1440,29,983,11,1019,0,154,0,165,53,2549,21,2625
405041128,10,391,3,405,5,148,5,153,0,58,0,60,12,595,4,612,5,163,3,168,9,307,0,316,0,41,0,43,7,512,6,531,13,552,7,569,14,450,4,470,0,100,0,101,20,1108,13,1143
406011129,56,371,0,428,18,118,0,141,12,23,0,37,84,519,0,608,55,286,0,349,34,256,3,289,9,44,0,55,97,589,3,693,115,659,0,776,48,378,3,430,22,69,0,91,185,1106,9,1300
406011130,15,1007,13,1033,4,260,7,267,0,76,0,78,14,1337,19,1368,10,332,6,341,10,537,4,550,0,58,0,61,22,928,7,955,18,1344,14,1378,13,793,10,817,3,132,0,134,31,2266,24,2325
406011131,12,835,3,854,8,151,0,156,0,75,0,75,17,1061,3,1084,0,294,0,299,4,476,4,485,0,89,0,89,10,861,4,872,16,1132,3,1151,8,627,4,639,0,161,0,161,27,1923,11,1958
406011132,5,399,0,404,7,87,0,99,0,30,0,30,7,519,4,526,0,199,0,204,3,234,0,239,0,25,0,26,8,456,0,466,8,596,4,607,10,325,0,335,0,58,0,57,19,978,0,995
406011133,55,2074,8,2138,45,823,4,869,16,250,8,274,115,3138,24,3277,43,1481,8,1527,83,2025,8,2116,19,277,3,297,138,3781,15,3937,97,3553,14,3663,130,2843,10,2986,32,526,15,571,255,6917,37,7213
406011134,27,545,3,575,26,163,0,190,11,60,0,66,64,767,7,839,19,210,0,231,17,305,0,324,13,41,0,57,54,557,0,611,44,757,5,807,45,468,0,517,28,98,0,123,117,1323,7,1448
406011135,12,88,0,99,7,7,0,15,3,13,0,19,21,105,0,129,0,27,0,22,3,3,0,7,0,9,0,12,7,37,0,40,14,107,0,121,8,12,0,19,0,22,0,29,26,144,0,170
406011136,46,1845,3,1892,41,709,3,753,3,192,3,197,90,2743,10,2844,56,1561,0,1620,67,1800,12,1872,9,265,3,275,131,3624,18,3772,108,3404,6,3520,99,2509,11,2624,12,454,9,476,218,6369,31,6612
406011137,18,1388,3,1408,6,84,0,87,0,73,4,81,23,1541,10,1574,3,154,0,160,0,21,0,26,0,12,0,12,9,191,0,196,25,1545,3,1575,4,99,0,109,0,88,4,97,27,1734,10,1772
406021138,47,98,0,154,49,10,0,59,22,5,0,25,122,109,0,238,50,143,0,193,102,13,0,117,32,8,0,47,186,162,0,350,95,242,0,343,157,18,0,177,54,14,0,69,306,277,0,587
406021139,7,205,0,215,5,58,0,68,0,27,0,32,17,297,3,318,7,140,0,149,15,93,0,102,5,27,0,32,26,255,0,276,20,349,0,366,19,151,0,168,7,55,0,59,40,553,0,594
406021140,18,452,0,468,3,79,3,80,0,31,0,34,22,563,4,591,6,157,0,161,18,137,0,156,0,26,0,30,27,317,0,348,25,609,3,631,22,219,3,234,0,62,3,60,47,885,10,936
406021141,105,1867,11,1991,13,185,0,200,33,372,3,407,155,2429,15,2597,38,425,3,467,25,117,0,138,8,67,0,78,67,603,4,680,145,2287,23,2455,38,300,0,337,41,447,3,486,222,3033,22,3279
406021142,132,1788,8,1927,75,525,6,610,23,151,7,187,233,2468,19,2717,173,1298,6,1474,159,1130,3,1296,43,184,0,228,375,2607,8,2994,304,3081,17,3402,240,1656,11,1903,68,341,7,412,609,5074,28,5711
406021143,125,3626,21,3767,9,283,3,295,24,522,6,544,157,4425,30,4606,49,1035,4,1086,21,296,0,316,17,184,0,202,78,1520,4,1606,172,4662,25,4856,32,576,3,607,38,704,3,744,234,5944,36,6211
407011144,11,795,0,806,13,534,0,545,0,89,0,90,26,1413,0,1442,0,466,0,474,8,995,5,1013,0,117,0,118,16,1581,10,1606,11,1263,3,1278,23,1527,5,1558,7,210,0,213,40,3001,13,3051
407011145,11,699,0,706,13,307,5,318,0,72,0,76,20,1071,4,1097,5,385,0,394,4,590,3,598,0,96,0,94,8,1071,3,1088,15,1081,0,1098,17,897,6,916,5,165,0,172,33,2141,8,2182
407011146,9,588,5,597,0,291,4,293,0,46,0,46,15,923,7,940,4,388,3,396,12,667,3,676,0,81,0,85,15,1128,4,1152,14,971,7,990,10,954,8,974,0,123,0,126,27,2052,14,2091
407011147,11,855,3,868,4,365,5,375,5,52,0,52,20,1272,14,1296,6,281,0,288,5,487,0,490,0,53,0,53,9,819,0,832,13,1134,3,1160,6,850,3,863,5,98,0,105,28,2090,14,2124
407011148,18,1168,0,1188,10,854,0,868,0,122,0,126,32,2138,10,2180,10,930,0,945,23,1712,3,1732,3,215,0,218,37,2855,6,2898,31,2101,5,2133,33,2565,4,2601,9,330,0,341,70,4995,17,5083
407011149,4,546,4,558,11,332,0,339,0,58,0,57,16,930,8,952,0,272,0,272,4,536,7,539,0,67,0,69,5,868,4,880,4,817,4,827,11,864,8,881,4,121,0,125,23,1805,10,1831
407021150,12,941,6,958,4,213,0,222,0,86,0,86,23,1241,9,1264,6,256,0,263,7,332,0,345,3,49,0,53,18,634,0,659,24,1194,9,1226,17,546,4,566,3,133,0,140,42,1874,13,1926
407021151,9,541,0,556,0,178,0,180,0,61,0,66,13,787,4,795,0,254,0,261,6,427,0,433,0,75,0,78,13,753,3,772,11,802,3,811,9,599,3,610,0,139,5,142,21,1538,6,1570
407021152,7,584,3,592,0,187,0,187,4,52,0,52,10,820,4,835,5,342,0,341,14,611,5,626,4,62,0,60,17,1002,5,1033,13,921,3,938,12,789,4,812,4,110,0,116,32,1821,9,1867
407021154,13,891,0,908,4,252,7,260,0,73,0,77,20,1213,14,1244,7,542,0,549,14,769,7,790,0,90,0,90,22,1406,7,1433,24,1431,0,1453,15,1021,13,1046,0,163,0,170,41,2615,17,2671
407021155,8,694,0,703,0,187,3,196,0,49,0,51,12,934,8,954,5,199,0,199,0,239,0,241,0,39,0,39,3,473,0,485,14,890,0,907,3,431,4,435,0,90,0,88,16,1408,6,1431
407021156,4,707,3,716,8,119,0,126,0,51,0,47,15,874,3,896,0,274,0,276,0,344,3,347,3,42,0,47,9,662,5,668,6,980,3,998,7,464,3,474,3,89,0,97,17,1535,10,1567
407021157,14,1635,9,1655,5,311,0,321,0,108,0,114,18,2058,11,2087,9,702,0,711,4,749,0,757,3,107,3,113,17,1561,6,1583,17,2338,9,2369,13,1061,3,1074,5,222,3,227,38,3619,16,3666
407021158,11,578,7,589,5,162,0,166,0,83,0,84,9,823,7,842,0,169,0,173,0,228,0,227,0,46,0,46,0,436,0,438,11,745,4,760,3,390,0,397,0,130,0,129,11,1262,6,1288
407021173,25,1686,3,1710,16,638,6,658,0,107,5,107,44,2423,6,2473,17,1178,9,1205,29,1623,10,1661,4,217,0,219,52,3015,16,3084,40,2865,10,2914,49,2256,13,2319,7,317,5,329,88,5442,29,5561
407021174,49,3084,9,3138,16,662,0,684,5,179,5,182,76,3923,13,4008,45,1801,3,1850,45,2158,12,2215,8,298,0,311,104,4257,16,4377,95,4888,9,4989,63,2821,17,2898,10,476,6,494,172,8179,29,8380
407031159,12,752,7,773,14,232,3,254,0,58,0,61,28,1048,6,1081,4,342,0,355,15,433,3,453,0,66,0,65,23,846,7,876,22,1098,6,1129,28,670,8,709,0,121,0,125,52,1892,18,1960
407031160,27,826,4,853,13,217,0,234,0,50,5,52,41,1091,4,1141,26,795,4,822,26,757,6,783,3,119,0,129,55,1673,9,1736,49,1620,11,1677,37,976,4,1019,4,171,0,178,99,2763,17,2880
407031161,9,667,3,679,4,114,0,115,0,38,0,40,9,815,3,832,0,267,5,269,0,316,0,314,0,28,0,28,3,613,0,618,16,935,3,947,4,429,0,433,0,61,0,62,15,1427,11,1448
407031162,12,745,5,756,9,258,0,267,4,67,4,73,16,1074,8,1095,5,418,3,421,13,560,3,571,0,71,0,68,15,1049,6,1069,12,1164,11,1187,15,818,6,840,3,140,4,144,33,2119,15,2167
407031163,15,463,3,475,0,72,0,75,0,25,0,25,14,554,3,571,0,110,0,113,4,119,0,125,0,14,0,15,4,245,0,253,12,567,3,583,3,196,0,194,0,41,0,40,21,799,3,827
407031164,7,611,7,622,0,241,4,249,0,64,0,65,12,912,7,935,4,328,0,332,19,449,4,475,0,64,0,64,23,844,6,874,15,942,8,958,20,693,7,716,3,128,0,130,35,1759,14,1809
407031165,69,2039,7,2116,39,796,6,836,8,181,5,190,109,3017,14,3141,52,1538,9,1601,76,1929,15,2012,16,248,0,263,140,3712,27,3882,119,3579,13,3716,107,2726,20,2851,20,428,5,455,248,6731,39,7017
407031166,18,1122,5,1141,4,257,0,270,3,71,0,72,20,1457,8,1482,8,330,0,335,10,254,0,272,3,42,0,46,18,632,4,656,20,1454,7,1480,16,515,3,542,3,113,0,120,40,2087,14,2141
407031167,12,584,8,603,10,251,0,259,0,73,0,71,21,903,9,932,5,433,4,439,16,657,8,684,0,81,0,88,24,1168,11,1201,20,1016,11,1047,27,906,7,937,0,153,0,157,50,2079,13,2137
407031168,6,900,7,914,7,198,0,198,0,57,4,63,11,1153,7,1174,7,295,0,301,6,292,4,298,0,42,0,46,11,628,7,648,16,1196,8,1215,4,485,7,501,0,106,6,108,25,1783,14,1821
407031169,22,922,6,946,19,204,0,227,0,56,0,61,44,1181,8,1235,14,367,0,382,21,487,0,510,5,64,0,66,38,918,6,956,30,1289,13,1329,42,692,3,739,7,119,0,125,80,2097,13,2194
407031170,22,831,3,849,4,267,0,272,9,65,0,71,35,1162,4,1199,3,403,0,403,4,521,4,531,3,70,3,71,11,990,9,1016,27,1225,3,1255,12,791,7,812,13,135,3,144,48,2154,11,2209
497979799,0,20,0,20,0,5,0,5,0,5,0,5,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,18,0,18,0,3,0,3,0,9,0,9,0,30,0,30
499999499,234,16062,58,16347,107,9128,36,9277,44,1913,13,1978,388,27104,111,27603,42,2976,21,3036,107,7621,37,7761,15,1197,14,1232,167,11792,71,12033,274,19037,78,19384,219,16752,79,17042,64,3111,32,3204,559,38896,178,39629
501011001,7,722,5,732,4,323,0,329,0,72,0,72,12,1118,5,1135,3,382,0,381,5,597,4,611,0,97,0,97,12,1067,5,1090,9,1101,9,1114,14,920,4,941,0,164,0,171,21,2189,8,2224
501011003,15,1647,9,1669,4,681,3,699,0,169,5,169,23,2496,10,2535,12,887,5,900,14,1473,3,1488,3,175,4,185,26,2532,12,2574,25,2531,9,2566,20,2151,10,2183,9,342,3,352,52,5032,26,5109
501011004,18,1162,0,1187,7,610,4,621,0,106,3,114,22,1887,8,1918,11,744,5,762,17,1376,9,1395,6,183,0,183,26,2298,14,2336,27,1903,11,1943,22,1984,10,2019,0,296,3,299,51,4182,26,4258
501011293,28,1669,0,1700,12,715,6,728,6,135,0,142,48,2521,9,2574,14,1164,5,1186,26,1686,10,1715,4,184,0,187,47,3034,12,3093,42,2836,8,2888,35,2399,16,2450,12,318,0,330,88,5554,16,5664
501011294,13,1144,4,1167,10,594,0,604,0,112,0,117,28,1856,8,1890,15,1129,7,1147,25,1847,6,1875,4,229,0,237,48,3201,8,3260,29,2273,11,2315,35,2438,4,2477,6,341,4,349,70,5059,20,5145
501021005,19,886,0,904,3,336,0,343,0,78,0,86,22,1306,3,1330,3,665,0,668,19,1095,5,1119,0,109,0,112,27,1861,3,1895,20,1552,0,1573,27,1431,8,1455,3,187,0,191,51,3167,3,3224
501021007,8,533,0,536,0,122,0,125,0,46,0,47,12,698,0,716,4,234,0,238,4,364,0,370,0,48,0,51,14,647,0,661,13,761,0,778,9,485,0,497,3,89,0,95,21,1347,0,1371
501021008,20,696,6,723,10,269,0,276,4,85,0,94,31,1049,6,1088,19,1016,0,1034,35,1267,4,1301,3,249,0,254,49,2526,7,2586,34,1713,9,1751,39,1526,4,1575,6,335,4,346,85,3578,17,3678
501021009,37,2413,7,2459,9,326,0,333,10,244,4,255,54,2984,7,3043,17,698,4,714,19,846,3,870,4,142,0,152,42,1687,8,1733,50,3110,9,3171,30,1170,3,1204,10,387,0,400,91,4668,20,4774
501021010,22,874,3,896,0,155,0,164,0,56,0,56,27,1090,3,1117,3,199,0,198,3,247,0,252,0,30,0,32,4,476,4,488,21,1074,3,1103,5,402,5,415,0,89,0,90,29,1566,11,1603
501021011,53,2459,8,2523,9,361,3,372,9,139,0,155,73,2965,12,3049,25,661,0,684,11,476,4,490,9,61,0,71,42,1198,7,1246,76,3119,11,3209,26,835,6,863,17,205,0,227,117,4159,19,4295
501021012,7,331,0,334,7,259,0,267,0,45,0,44,8,637,0,647,10,440,4,459,25,978,0,999,6,92,0,100,32,1510,8,1552,12,781,3,796,26,1236,5,1272,7,134,0,139,45,2150,8,2202
501021014,51,2413,18,2475,9,395,4,407,0,152,0,157,57,2964,20,3037,17,840,3,860,22,754,6,780,8,105,3,115,44,1696,8,1751,65,3252,14,3331,35,1152,8,1184,5,257,5,267,98,4659,25,4786
501021015,46,2342,8,2387,16,404,5,419,8,164,0,176,60,2907,12,2979,24,856,3,877,16,944,6,966,4,145,0,144,40,1945,3,1998,66,3194,11,3267,34,1350,9,1390,9,310,0,316,105,4851,17,4974
501021016,25,1232,3,1257,6,177,0,187,5,127,0,133,30,1540,5,1578,11,335,0,346,13,346,0,360,0,53,0,53,21,733,0,750,31,1570,7,1604,18,525,0,540,4,184,0,186,55,2270,7,2327
501021251,6,252,0,263,6,172,0,178,0,30,0,32,11,459,3,469,4,289,0,295,7,440,0,452,0,40,0,40,16,768,0,785,11,548,0,557,15,614,0,626,0,68,0,67,24,1227,3,1257
501021252,8,278,0,285,3,70,0,70,0,20,0,22,10,364,0,373,0,114,0,111,0,137,0,137,0,18,0,18,0,265,0,266,8,392,0,400,3,204,0,208,0,36,0,35,10,634,0,642
501021253,44,2887,7,2937,30,994,0,1025,13,231,0,245,86,4117,6,4207,92,3045,16,3155,79,3503,13,3593,20,411,0,429,195,6957,26,7173,137,5934,23,6092,108,4496,11,4616,27,645,0,673,275,11068,30,11380
501021254,0,79,0,80,0,48,0,53,0,3,0,3,0,127,0,131,0,147,0,143,8,180,0,194,0,23,0,23,11,356,0,365,0,223,0,227,14,234,0,244,0,27,0,27,11,478,0,498
501031017,15,1167,11,1191,3,258,5,262,5,121,5,132,25,1541,21,1590,3,522,4,532,9,645,0,658,0,87,0,89,12,1261,5,1276,20,1690,12,1726,10,904,9,918,3,211,5,221,36,2805,24,2866
501031018,23,608,4,631,6,232,4,240,6,53,0,59,35,895,11,933,7,341,3,347,11,502,0,517,0,56,0,61,22,896,3,920,24,944,3,978,25,733,6,757,6,113,0,120,55,1789,12,1851
501031019,28,966,0,999,9,257,0,261,4,81,0,81,38,1302,0,1345,15,555,4,572,28,706,0,739,0,115,0,119,44,1375,3,1422,39,1523,3,1569,32,963,0,998,6,194,0,199,85,2681,3,2772
501031020,8,687,3,700,5,267,0,274,3,65,0,68,19,1020,10,1040,3,353,4,364,10,502,3,513,0,71,0,69,13,928,5,945,14,1040,7,1062,14,775,9,790,4,134,0,141,34,1946,12,1990
502011021,0,149,0,149,0,106,0,110,0,14,0,15,4,277,0,282,5,148,0,150,4,249,0,254,0,17,0,17,8,413,0,421,5,300,0,301,0,354,0,356,0,37,0,34,5,687,3,696
502011022,5,297,0,305,5,307,3,314,0,39,0,42,7,645,4,660,6,317,0,321,14,692,4,712,0,65,0,63,19,1080,4,1095,8,614,0,620,18,1001,6,1025,0,103,0,109,26,1721,8,1753
502011023,14,1206,3,1226,18,511,0,529,0,94,0,93,33,1809,5,1852,15,1084,4,1101,32,1538,6,1576,6,211,0,225,52,2838,11,2903,29,2294,4,2327,53,2055,3,2111,12,307,0,313,91,4648,14,4752
502011024,9,477,0,478,7,425,0,436,0,85,0,89,12,989,0,1001,4,632,0,637,20,1218,5,1238,5,125,0,130,28,1981,6,2006,10,1106,0,1115,27,1646,6,1678,3,211,0,217,40,2962,9,3008
502011025,43,2308,7,2358,27,1129,4,1163,0,210,0,214,71,3646,14,3732,32,2376,4,2414,57,3523,8,3592,11,328,8,346,104,6225,14,6347,70,4682,13,4772,86,4650,15,4757,15,537,8,554,176,9875,33,10080
502011026,10,198,0,204,7,98,0,109,0,10,0,10,15,308,4,323,0,118,0,123,3,233,0,234,0,15,0,19,7,369,0,379,11,315,0,325,7,327,0,341,0,30,0,28,21,676,4,698
502011027,5,562,0,563,4,407,0,412,0,46,0,45,14,1009,0,1021,7,723,0,732,18,1174,3,1198,4,116,0,119,28,2013,0,2048,16,1282,0,1298,24,1578,3,1609,4,155,0,165,45,3018,4,3067
502011028,6,230,0,237,3,126,0,131,0,22,0,22,11,376,0,392,12,350,0,362,13,464,3,481,0,49,0,50,22,870,3,893,21,580,0,603,19,594,3,610,0,72,0,78,40,1246,3,1288
502011029,38,2233,4,2278,12,464,4,477,0,188,0,190,52,2880,12,2946,17,810,5,835,18,972,0,995,4,122,0,124,42,1904,6,1950,56,3045,9,3111,32,1435,4,1471,6,307,0,314,96,4784,20,4894
503011030,0,341,0,340,0,267,0,266,0,23,0,22,6,626,0,633,0,253,0,254,8,494,0,497,0,38,0,38,3,781,0,792,6,589,0,591,3,761,0,770,0,58,0,63,9,1410,0,1422
503011031,9,1306,0,1309,11,897,0,909,0,73,0,77,13,2280,0,2300,4,1410,5,1422,7,2272,4,2284,4,196,0,198,19,3876,14,3902,8,2717,4,2736,20,3171,9,3197,0,272,0,275,31,6156,18,6200
503011032,5,677,0,680,0,457,0,462,0,48,0,45,10,1181,0,1193,4,602,0,601,6,1000,0,1005,0,75,0,72,7,1677,0,1684,6,1276,0,1282,8,1455,0,1467,0,120,0,121,15,2852,0,2871
503011033,3,399,0,400,5,325,0,330,0,29,0,32,11,755,0,762,0,341,0,347,0,775,0,780,0,47,0,48,4,1158,4,1172,6,738,0,748,9,1095,0,1106,0,81,0,80,14,1918,4,1937
503011034,3,751,0,756,0,567,3,578,0,64,0,64,11,1385,3,1392,4,1029,0,1035,0,1252,0,1261,0,108,0,113,13,2395,0,2406,12,1780,0,1789,8,1824,3,1828,0,169,0,172,19,3774,3,3798
503011035,26,5799,7,5826,17,2214,7,2239,0,381,3,384,48,8391,12,8451,84,8066,8,8160,56,7541,17,7621,12,1241,0,1255,154,16849,31,17037,112,13860,18,13987,71,9763,24,9860,20,1617,4,1639,201,25240,47,25487
503011036,20,1695,4,1724,8,666,0,672,3,128,0,132,35,2485,5,2528,9,1062,3,1070,0,1104,5,1110,0,140,0,142,11,2300,6,2318,32,2757,5,2790,10,1769,5,1779,5,265,0,274,50,4788,11,4847
503021037,0,182,0,190,3,61,0,63,0,9,0,9,3,257,0,260,8,188,0,195,5,147,0,149,0,19,0,19,8,355,0,359,13,373,0,383,4,210,0,217,0,25,0,25,16,612,0,627
503021038,43,3304,6,3348,11,862,0,874,3,149,0,149,58,4308,6,4372,27,2529,4,2567,16,2169,9,2196,0,275,0,279,49,4979,13,5041,73,5832,13,5914,36,3028,9,3070,7,424,0,429,107,9288,17,9413
503021039,7,1363,8,1376,10,914,0,927,0,109,0,114,19,2388,4,2413,20,1649,3,1673,16,2441,3,2459,4,210,0,207,37,4300,3,4345,33,3013,5,3050,21,3354,3,3384,9,320,0,322,54,6688,10,6758
503021040,3,826,4,830,3,475,0,483,0,66,0,67,9,1358,4,1371,5,776,0,776,10,1109,0,1117,0,95,0,95,11,1971,0,1985,6,1595,4,1601,14,1587,0,1602,0,155,0,154,21,3335,8,3359
503021042,47,6794,14,6849,14,2099,4,2119,12,354,7,373,72,9245,18,9336,59,6086,8,6158,30,5640,6,5674,11,688,3,700,104,12420,15,12537,105,12884,23,13009,44,7737,9,7796,23,1046,6,1077,172,21667,33,21876
503021043,19,2565,0,2584,7,1003,3,1011,4,151,0,152,27,3719,7,3752,25,2934,3,2964,17,3578,12,3609,0,402,0,409,45,6917,11,6976,44,5495,8,5549,24,4585,15,4622,5,556,0,561,71,10637,18,10729
503021295,152,7458,11,7620,24,1230,10,1259,18,530,0,545,190,9216,15,9424,169,5273,8,5447,51,2580,4,2634,19,553,4,574,236,8401,14,8658,319,12728,22,13067,76,3810,10,3895,35,1081,3,1115,430,17615,33,18079
503021296,44,3564,6,3611,10,1108,4,1123,6,229,0,237,60,4905,11,4974,53,2590,8,2657,28,2148,3,2175,7,256,0,263,84,4994,8,5096,97,6156,7,6271,35,3261,8,3302,11,485,3,500,145,9902,18,10067
503021297,509,57518,81,58114,93,8134,19,8241,82,3381,15,3479,681,69031,115,69831,573,38809,50,39431,209,19799,29,20035,102,4378,13,4497,882,62990,92,63964,1080,96330,138,97545,303,27932,44,28280,187,7765,25,7972,1563,132020,206,133799
504011044,37,3080,9,3118,10,713,0,725,0,127,0,132,43,3924,10,3978,12,1111,0,1123,12,1183,4,1199,8,118,0,124,29,2412,9,2444,44,4185,10,4241,18,1893,7,1922,7,246,6,257,70,6329,17,6420
504011045,62,3961,6,4029,17,1089,0,1102,6,202,5,213,82,5247,13,5344,12,1460,4,1478,24,1718,6,1741,4,185,4,190,37,3358,7,3411,75,5422,17,5507,40,2807,3,2847,9,387,3,400,121,8609,23,8752
504011046,12,908,0,921,0,444,0,446,3,79,0,80,20,1427,3,1447,13,562,0,579,9,810,3,821,0,77,0,77,19,1444,3,1468,27,1469,0,1499,12,1253,3,1265,3,152,0,158,39,2875,3,2919
504011047,19,1955,4,1980,10,1191,4,1204,6,132,4,139,32,3277,9,3324,23,1664,9,1690,32,2588,4,2624,7,232,0,242,60,4481,9,4550,38,3616,14,3665,41,3777,9,3829,13,367,4,375,87,7760,24,7876
504011048,0,235,0,235,0,204,0,204,0,30,0,29,5,469,3,475,0,219,0,220,0,458,0,460,0,37,0,36,8,716,0,724,4,452,0,457,5,666,0,670,0,70,0,69,7,1186,3,1195
504021049,4,528,0,535,0,79,0,79,0,43,0,44,9,643,0,657,12,306,0,319,0,136,4,138,0,43,0,43,10,482,4,499,16,838,0,854,0,219,4,221,0,82,0,79,22,1130,5,1152
504021050,0,239,3,240,0,160,3,162,0,16,0,14,0,410,10,422,0,206,0,212,0,403,0,404,0,23,0,20,3,637,5,637,0,448,3,455,0,563,4,568,0,36,4,38,3,1044,11,1062
504021051,0,137,0,142,0,75,0,81,0,9,0,9,7,227,0,233,0,91,0,97,3,213,0,214,0,15,0,15,6,322,0,327,0,232,0,238,8,286,0,294,0,25,0,28,8,546,0,560
504021052,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,7,0,4,0,4,0,4,0,4,0,0,0,0,0,12,0,12
504021053,11,756,0,764,11,483,4,494,0,65,0,69,19,1297,5,1329,4,640,0,650,8,1089,6,1099,0,91,0,97,15,1824,5,1843,19,1398,0,1412,22,1570,4,1593,6,154,3,160,37,3123,6,3167
504021054,27,1571,4,1612,12,465,0,478,3,111,0,112,44,2147,7,2197,15,690,0,712,18,873,0,890,5,91,0,93,44,1653,0,1700,48,2264,8,2317,32,1337,0,1369,9,201,0,208,91,3796,11,3897
504031055,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,4,0,4,0,4,0,3,0,5,0,0,0,0,0,8,0,10
504031056,6,660,0,671,3,361,0,364,0,54,0,57,7,1077,0,1094,3,518,3,524,8,834,0,844,0,62,0,66,17,1413,5,1433,16,1176,3,1199,13,1197,0,1209,3,116,0,122,30,2491,3,2525
