POW_SA2_CODE_2021,M_Tot_H_0,M_Tot_H_1_19,M_Tot_H_20_29,M_Tot_H_30_34,M_Tot_H_35_39,M_Tot_H_40_44,M_Tot_H_45_49,M_Tot_H_50ov,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_19,F_AgFF_H_20_29,F_AgFF_H_30_34,F_AgFF_H_35_39,F_AgFF_H_40_44,F_AgFF_H_45_49,F_AgFF_H_50ov,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_19,F_Min_H_20_29,F_Min_H_30_34,F_Min_H_35_39,F_Min_H_40_44,F_Min_H_45_49,F_Min_H_50ov,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_19,F_Mnf_H_20_29,F_Mnf_H_30_34,F_Mnf_H_35_39,F_Mnf_H_40_44,F_Mnf_H_45_49,F_Mnf_H_50ov,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_19,F_EGWWS_H_20_29,F_EGWWS_H_30_34,F_EGWWS_H_35_39,F_EGWWS_H_40_44,F_EGWWS_H_45_49,F_EGWWS_H_50ov,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_19,F_Const_H_20_29,F_Const_H_30_34,F_Const_H_35_39,F_Const_H_40_44,F_Const_H_45_49,F_Const_H_50ov,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_19,F_WST_H_20_29,F_WST_H_30_34,F_WST_H_35_39,F_WST_H_40_44,F_WST_H_45_49,F_WST_H_50ov,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_19,F_RetT_H_20_29,F_RetT_H_30_34,F_RetT_H_35_39,F_RetT_H_40_44,F_RetT_H_45_49,F_RetT_H_50ov,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_19,F_AcFd_H_20_29,F_AcFd_H_30_34,F_AcFd_H_35_39,F_AcFd_H_40_44,F_AcFd_H_45_49,F_AcFd_H_50ov,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_19,F_TPW_H_20_29,F_TPW_H_30_34,F_TPW_H_35_39,F_TPW_H_40_44,F_TPW_H_45_49,F_TPW_H_50ov,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_19,F_IMT_H_20_29,F_IMT_H_30_34,F_IMT_H_35_39,F_IMT_H_40_44,F_IMT_H_45_49,F_IMT_H_50ov,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_19,F_FinIns_H_20_29,F_FinIns_H_30_34,F_FinIns_H_35_39,F_FinIns_H_40_44,F_FinIns_H_45_49,F_FinIns_H_50ov,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_19,F_RHRE_H_20_29,F_RHRE_H_30_34,F_RHRE_H_35_39,F_RHRE_H_40_44,F_RHRE_H_45_49,F_RHRE_H_50ov,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_19,F_ProSTS_H_20_29,F_ProSTS_H_30_34,F_ProSTS_H_35_39,F_ProSTS_H_40_44,F_ProSTS_H_45_49,F_ProSTS_H_50ov,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_19,F_AdSup_H_20_29,F_AdSup_H_30_34,F_AdSup_H_35_39,F_AdSup_H_40_44,F_AdSup_H_45_49,F_AdSup_H_50ov,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_19,F_PubAS_H_20_29,F_PubAS_H_30_34,F_PubAS_H_35_39,F_PubAS_H_40_44,F_PubAS_H_45_49,F_PubAS_H_50ov,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_19,F_EdTrn_H_20_29,F_EdTrn_H_30_34,F_EdTrn_H_35_39,F_EdTrn_H_40_44,F_EdTrn_H_45_49,F_EdTrn_H_50ov,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_19,F_HltHC_SA_H_20_29,F_HltHC_SA_H_30_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40_44,F_HltHC_SA_H_45_49,F_HltHC_SA_H_50ov,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_19,F_ArtsR_H_20_29,F_ArtsR_H_30_34,F_ArtsR_H_35_39,F_ArtsR_H_40_44,F_ArtsR_H_45_49,F_ArtsR_H_50ov,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_19,F_OthSvs_H_20_29,F_OthSvs_H_30_34,F_OthSvs_H_35_39,F_OthSvs_H_40_44,F_OthSvs_H_45_49,F_OthSvs_H_50ov,F_OthSvs_H_NS,F_OthSvs_H_Tot
307011172,162,168,81,84,240,472,192,1181,59,2640,0,14,27,8,3,25,4,43,12,140,3,0,5,3,12,8,0,20,0,59,0,5,4,6,5,5,0,7,0,40,3,0,8,3,5,12,5,14,0,54,6,19,10,5,13,11,3,46,0,117,4,0,0,0,0,11,3,0,0,21,9,65,41,12,35,28,8,11,3,224,14,63,40,14,18,9,11,17,5,184,0,9,6,3,8,7,0,13,0,42,0,0,0,0,0,5,0,0,0,9,0,0,3,3,3,4,0,0,0,18,0,0,8,0,10,8,9,3,0,42,3,9,12,20,11,10,8,11,0,80,3,16,20,9,13,15,0,11,0,93,4,10,7,0,14,10,3,4,0,51,14,41,45,27,35,33,13,41,0,251,12,29,45,30,63,37,8,29,8,254,0,5,7,0,0,0,0,4,0,14,0,6,8,10,6,6,3,7,5,51
307011173,35,118,65,59,164,338,178,465,35,1457,5,26,13,5,14,14,7,25,0,108,0,0,0,0,0,0,0,0,0,0,0,7,0,4,6,8,0,4,0,30,0,0,0,0,3,0,0,0,0,4,0,5,9,5,8,7,0,5,0,39,0,6,6,6,9,9,0,0,0,35,5,53,35,17,37,33,13,20,3,227,11,41,28,20,18,14,4,14,7,153,3,0,12,3,6,0,0,10,0,38,0,0,0,0,5,0,0,3,0,10,5,0,7,7,9,9,3,0,0,39,0,4,0,0,0,0,0,0,0,14,4,9,13,8,26,21,4,16,0,94,0,9,8,5,6,3,0,0,0,32,5,3,8,4,11,8,6,6,0,58,9,38,46,42,37,26,22,38,0,245,20,39,62,52,75,43,19,28,6,342,0,0,0,6,0,0,0,0,0,3,0,9,17,10,17,17,3,6,0,81
307011174,21,53,46,37,105,169,73,446,41,988,9,28,37,18,25,37,15,79,4,250,0,0,0,0,3,0,0,0,0,6,0,3,3,8,3,0,0,5,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,19,11,7,14,0,0,7,0,57,3,16,4,0,3,0,0,6,0,36,0,6,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,3,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,3,5,0,0,5,4,0,0,0,19,5,22,24,12,4,12,10,20,0,116,3,15,19,27,10,21,0,10,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
307011175,129,71,47,49,136,216,98,971,57,1769,10,41,11,20,15,26,5,71,9,203,0,0,0,0,4,13,3,23,0,46,6,5,0,3,0,4,9,6,0,26,5,0,0,0,3,0,0,23,0,32,0,4,5,4,0,12,0,33,0,61,0,5,0,0,0,0,0,0,0,6,5,27,9,13,21,9,5,13,0,108,3,20,13,6,9,10,0,22,0,86,0,10,4,0,8,6,0,10,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,11,4,0,4,4,5,6,0,4,0,24,0,15,3,0,3,3,0,7,0,32,0,5,0,8,5,8,6,6,0,42,6,22,21,16,10,12,7,20,0,114,11,16,23,24,16,23,7,7,4,125,0,4,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,20
307011176,150,161,89,65,394,441,160,789,57,2312,0,9,7,3,4,6,0,11,0,38,3,0,5,0,5,14,9,10,0,49,0,3,12,10,8,13,8,3,0,60,0,0,0,0,8,6,0,4,0,25,0,7,4,4,11,8,3,4,0,45,8,8,4,4,12,17,0,7,0,63,13,45,27,17,66,39,17,23,8,243,7,75,40,17,32,11,14,19,4,207,6,10,5,3,9,4,0,3,0,43,0,0,0,0,0,0,0,0,0,4,3,8,5,0,17,11,4,3,0,42,0,3,0,0,5,4,5,5,0,34,4,14,9,8,23,23,4,11,0,98,0,9,4,0,12,3,0,10,0,40,23,10,15,12,81,30,7,10,3,191,8,32,54,35,39,34,16,35,6,258,38,42,60,53,136,135,23,42,6,535,0,0,0,4,4,0,0,3,0,14,4,14,6,7,11,9,0,13,3,79
307011177,129,88,45,46,137,207,83,957,64,1762,14,37,37,26,17,61,9,178,12,397,0,0,0,0,0,0,0,8,0,15,0,9,0,5,0,0,7,11,0,36,4,0,0,0,3,5,0,11,0,19,0,8,7,0,4,7,0,0,0,25,0,0,3,0,0,5,0,0,0,13,0,17,5,7,7,12,3,6,0,57,4,9,13,4,5,0,0,26,4,67,0,5,8,3,0,5,3,4,0,24,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,11,0,4,6,0,3,0,0,0,0,21,7,5,4,0,18,6,0,0,0,40,6,26,19,21,22,15,6,17,0,136,12,8,22,23,28,28,6,14,3,137,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,3,4,0,0,17
307011178,22,39,36,27,65,115,45,324,19,695,4,19,22,8,12,25,6,68,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,3,0,6,4,9,12,3,13,4,5,5,0,51,3,8,0,0,0,4,0,3,0,25,0,4,6,0,0,3,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,9,10,4,15,8,0,0,0,46,6,19,21,16,16,17,7,12,0,117,4,7,12,12,12,3,3,10,0,66,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,6
307021179,34,137,85,67,194,234,107,484,30,1369,3,55,42,28,28,31,6,83,3,287,0,0,0,0,0,0,0,3,0,5,0,8,4,8,6,3,0,5,0,41,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,4,0,20,0,0,0,0,0,0,0,0,0,7,5,39,18,5,9,13,0,4,0,94,0,31,14,7,7,3,0,13,0,76,0,9,5,3,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,13,0,0,3,0,9,0,0,0,0,16,0,9,3,3,0,3,0,0,0,24,0,3,9,0,0,0,0,0,0,20,3,8,5,5,7,3,0,0,0,36,10,31,38,18,19,19,10,15,0,157,20,19,37,36,37,19,7,11,0,185,0,5,0,0,0,0,0,0,0,6,0,6,0,5,3,9,0,0,3,20
307021180,67,165,102,82,880,730,253,665,59,3012,7,33,36,15,13,25,10,47,3,198,0,0,0,0,0,0,0,0,0,8,11,29,19,17,164,57,17,18,6,331,0,0,0,0,0,0,0,0,0,3,0,9,3,6,10,0,0,0,0,26,0,5,6,0,3,3,0,3,0,16,0,36,16,11,32,14,4,7,0,113,0,24,19,9,7,8,0,13,0,73,0,10,12,3,9,10,5,7,0,54,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,18,0,0,0,0,7,0,0,0,0,11,0,5,5,7,10,7,4,0,0,32,0,8,5,0,5,0,0,0,0,25,4,0,14,8,29,36,3,8,0,95,15,40,35,21,30,23,14,22,0,198,17,17,27,35,38,33,10,13,0,191,0,0,0,0,3,3,0,0,0,8,0,5,0,6,3,5,0,0,0,30
307021181,31,47,27,40,129,186,82,372,31,945,5,27,18,21,31,41,5,43,3,190,0,0,0,0,0,0,0,3,0,8,0,7,0,0,4,4,5,3,0,24,0,5,0,4,0,3,4,3,0,19,0,8,0,0,4,4,0,3,0,17,0,3,0,0,0,4,0,0,0,9,0,27,11,3,3,11,0,0,0,66,4,8,5,9,3,8,0,5,0,32,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,4,0,0,0,0,0,0,6,0,5,5,0,0,4,0,0,0,6,0,10,0,5,5,8,0,0,0,26,0,0,7,3,4,3,0,0,0,18,3,20,20,9,10,19,5,7,0,98,0,11,12,23,28,15,3,6,0,92,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7
307021182,35,97,71,62,192,218,110,391,45,1225,11,43,29,15,26,26,10,33,3,189,0,0,0,0,0,0,0,0,0,6,0,6,4,7,4,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,10,0,6,5,0,0,0,0,20,0,4,6,0,0,4,0,0,0,12,3,36,21,15,17,9,3,6,4,119,3,32,10,9,3,3,0,3,0,66,5,11,8,3,3,4,0,6,0,43,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,3,7,12,7,11,9,0,5,0,46,0,0,4,4,0,0,0,0,0,11,3,0,4,0,0,4,0,0,0,12,9,35,32,17,20,14,12,19,0,159,9,25,34,37,43,22,3,14,0,194,0,7,0,0,0,0,0,0,0,4,0,11,7,6,3,11,0,0,0,40
307021183,185,320,193,155,685,830,347,1382,98,4184,18,57,47,23,49,56,22,96,9,366,0,3,4,0,10,7,0,4,0,33,3,9,14,3,20,27,8,13,0,97,0,0,0,5,0,5,0,8,0,15,5,13,12,8,19,5,4,10,4,74,4,18,11,7,18,23,6,11,0,108,23,138,104,59,110,65,21,17,12,550,22,116,45,30,26,14,7,37,3,296,0,18,13,3,12,11,0,8,0,61,0,0,0,0,4,0,0,0,0,3,9,8,8,7,28,10,3,9,0,78,5,5,7,0,15,9,5,8,0,39,9,17,20,18,54,16,11,11,0,162,5,30,17,12,20,11,8,4,0,108,15,17,20,20,72,55,14,5,0,228,30,68,121,61,74,64,35,62,4,523,55,86,130,122,167,111,19,45,3,738,3,12,7,4,0,0,0,7,0,32,10,45,29,14,31,21,4,8,0,156
307031184,33,68,40,27,93,164,59,280,26,787,4,28,20,7,10,24,3,36,8,145,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,0,0,27,0,3,0,0,0,3,0,0,0,9,7,10,6,3,6,3,0,7,0,33,0,16,3,3,0,0,0,4,0,30,0,3,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,5,0,0,0,7,0,3,4,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,7,7,14,35,10,13,11,11,18,0,121,5,13,22,20,19,14,4,3,0,100,0,3,6,0,0,0,5,0,0,22,0,0,4,0,0,0,0,0,0,13
307031185,19,73,51,40,71,107,48,258,11,683,3,21,18,14,14,22,4,40,3,144,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,3,6,0,18,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,5,0,13,0,3,3,0,0,0,0,0,0,10,0,20,8,9,14,0,0,5,0,59,5,12,10,0,5,9,0,6,0,47,0,4,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,3,0,20,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,11,9,11,4,9,0,9,0,53,7,14,22,14,23,8,0,5,0,85,0,0,0,3,0,0,0,0,0,4,5,0,5,0,3,0,0,0,0,13
307031186,27,62,54,20,104,153,49,258,20,741,4,22,17,12,16,15,5,34,3,137,0,0,0,0,5,0,0,0,0,6,0,3,4,0,3,4,0,4,0,23,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,7,0,0,0,0,3,5,0,6,0,12,0,4,11,0,7,5,0,3,0,30,0,21,9,3,0,5,4,8,0,39,0,3,0,7,3,0,4,4,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,7,0,3,0,27,0,5,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,17,21,9,7,7,7,12,0,81,3,14,12,7,13,6,3,8,0,71,0,0,0,0,0,0,0,0,0,5,3,5,4,3,5,3,0,8,0,22
307031187,42,140,78,84,211,210,72,169,21,1028,0,0,6,5,3,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,4,9,9,8,8,4,0,4,0,39,0,0,0,3,0,0,0,0,0,4,0,10,5,6,4,0,0,0,0,32,0,0,0,3,3,0,0,0,0,9,7,58,48,26,41,21,8,7,5,215,10,71,29,25,18,13,0,11,3,186,0,5,9,3,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,7,0,8,7,3,3,4,0,0,0,32,0,0,0,0,0,0,3,0,0,15,4,10,9,12,24,4,0,3,0,68,6,14,7,3,0,3,0,0,0,42,0,12,10,3,10,3,3,0,0,55,12,21,39,25,26,15,7,26,0,178,28,71,111,73,82,55,9,20,10,470,0,0,0,0,3,0,0,3,0,9,4,19,13,7,9,11,0,6,0,73
307031188,24,99,90,71,182,208,64,263,25,1034,8,36,35,19,35,34,10,45,0,219,0,0,0,0,0,0,0,0,0,0,7,18,16,6,5,9,0,7,0,68,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,13,0,0,0,0,0,3,0,3,0,11,6,11,6,0,6,6,5,3,0,32,7,36,11,8,4,3,0,12,0,86,0,7,3,3,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,10,0,12,3,0,0,0,0,0,0,18,0,0,0,0,6,0,0,0,0,10,7,35,26,11,15,5,0,6,0,115,0,3,9,0,9,0,0,0,0,24,0,4,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,10
307031189,119,374,234,236,779,763,271,661,85,3524,0,11,9,5,5,14,5,8,3,56,0,0,0,0,3,0,0,0,0,3,14,27,27,37,70,61,10,9,3,259,0,4,0,0,3,3,0,0,0,11,3,21,21,8,15,7,0,0,0,74,3,9,9,4,8,7,0,3,0,38,37,179,129,70,93,67,14,26,7,633,15,149,74,28,34,27,10,18,3,355,0,17,21,13,25,6,4,11,0,102,0,7,3,0,3,0,0,3,0,20,0,0,6,10,18,6,9,3,0,57,0,5,3,8,19,8,0,11,0,42,6,24,16,14,55,16,0,17,0,146,0,19,3,8,17,8,0,3,0,67,6,15,15,12,66,25,8,17,0,169,26,82,97,76,70,85,26,57,0,527,64,117,163,175,221,124,32,59,14,973,0,13,8,0,3,0,0,3,0,31,8,26,26,12,22,28,0,5,3,119
308011190,308,140,146,59,313,540,375,2321,130,4319,0,20,12,11,5,18,7,64,3,153,37,17,18,8,44,77,59,297,4,560,3,3,0,4,6,7,0,10,0,30,0,0,0,0,0,4,0,3,0,4,8,3,3,3,4,8,3,38,0,74,0,3,0,0,0,5,0,0,0,6,3,28,21,11,24,17,3,9,6,114,10,50,36,11,17,26,5,38,0,194,3,7,7,0,12,9,10,10,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,5,3,0,0,0,16,0,3,6,0,0,3,0,10,0,20,10,12,11,4,14,8,0,18,0,89,4,8,7,4,18,4,6,10,0,67,13,29,50,20,34,23,9,45,3,221,11,23,15,9,25,26,3,13,5,140,0,3,3,0,6,0,0,4,0,15,0,7,10,4,7,0,4,3,0,35
308011191,295,143,110,78,242,484,356,2355,119,4182,16,48,38,29,33,69,20,183,12,442,18,17,11,6,12,30,41,122,4,266,0,4,3,0,3,4,4,7,0,22,0,0,0,0,0,0,0,0,0,0,0,7,5,0,3,3,5,13,0,47,0,3,0,5,0,0,0,3,0,15,11,29,18,10,11,15,4,9,0,108,0,27,9,3,16,17,4,41,3,127,4,11,6,3,0,3,0,4,4,39,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,3,0,11,0,7,3,6,0,3,0,10,0,25,3,12,11,4,8,5,4,18,0,53,5,3,3,7,5,7,0,3,0,36,14,29,32,25,6,19,11,20,0,150,3,16,25,17,4,17,0,14,4,103,3,5,5,0,0,0,0,0,0,17,0,7,5,3,13,6,0,5,0,44
308011192,86,238,168,94,429,554,250,870,69,2755,0,4,6,5,10,6,0,11,0,41,0,3,4,5,13,12,0,7,0,57,0,17,4,3,9,15,6,12,0,62,0,0,3,0,4,5,0,0,0,12,0,17,14,10,17,17,0,20,0,101,5,4,11,4,27,19,14,7,0,93,34,144,91,57,113,64,14,22,7,544,5,112,84,32,32,32,12,31,3,342,3,20,3,10,18,15,5,15,0,95,0,0,5,0,3,6,0,0,0,18,4,7,12,10,14,11,4,9,0,57,3,4,6,7,23,6,8,10,0,59,6,16,14,27,42,27,4,17,4,156,0,22,12,6,19,12,0,9,4,83,16,26,24,25,93,42,6,23,3,263,34,75,106,79,93,93,25,89,6,595,31,74,108,83,120,88,22,38,13,570,0,12,0,0,5,0,0,9,0,32,3,39,20,16,32,27,6,16,0,167
308031205,43,237,146,83,344,325,84,232,32,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,0,0,0,11,0,4,6,3,3,5,0,0,0,17,26,118,82,37,80,44,15,17,8,420,4,94,51,21,32,13,6,12,3,244,0,3,7,0,12,10,0,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,5,9,20,4,0,5,0,52,0,4,3,3,29,10,3,3,0,59,12,20,10,24,44,16,6,13,0,137,4,13,12,4,35,15,5,3,0,86,3,5,6,5,32,14,8,10,0,86,9,37,54,24,44,21,10,23,0,217,36,46,89,67,144,62,9,21,7,486,3,14,6,11,8,4,0,0,0,38,5,14,20,21,34,20,3,3,0,127
308031206,9,20,13,16,48,57,30,107,10,306,0,3,4,5,0,7,0,8,0,29,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,12,7,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,7,10,6,4,0,0,3,0,35,0,0,3,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
308031207,6,54,27,13,42,45,25,43,12,261,0,0,4,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,22,12,8,7,4,4,8,3,64,0,25,13,7,3,6,3,4,0,71,0,0,0,0,0,0,0,5,0,8,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,3,4,4,3,0,0,0,13,0,7,0,0,5,0,0,0,0,15,0,6,5,3,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,12,12,12,14,13,17,14,0,8,0,98,20,25,37,30,27,18,8,11,3,183,0,0,0,0,0,0,0,0,0,4,0,7,4,0,8,0,0,0,0,20
308031208,14,39,29,22,74,77,27,58,10,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,8,13,8,7,9,0,3,0,54,0,13,0,4,7,0,3,0,0,40,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,6,4,8,6,7,0,0,0,38,0,9,3,0,3,0,0,0,0,15,0,5,0,4,3,5,0,0,0,22,13,44,63,45,57,41,6,24,4,298,9,24,23,25,35,14,5,5,0,140,0,0,0,0,0,5,0,0,0,11,0,5,9,5,3,3,0,5,0,28
308031209,33,28,26,24,195,117,79,125,19,640,0,0,3,0,3,0,0,0,0,14,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,7,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,17,0,6,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,13,0,3,3,5,0,0,0,0,0,14,9,8,0,3,59,15,11,4,0,116,12,11,10,8,53,23,0,20,0,134,0,5,7,6,14,12,0,9,0,61,0,4,0,3,0,4,0,0,0,11,0,3,4,0,0,0,0,0,0,9
308031210,64,143,103,74,264,261,86,427,37,1459,0,0,3,0,0,4,4,4,0,20,0,0,4,0,0,0,0,0,0,4,7,11,4,4,5,3,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,6,5,6,14,10,4,8,0,52,0,0,0,0,5,0,0,0,0,15,18,58,43,25,52,21,7,3,0,226,4,43,19,7,9,0,0,0,0,95,11,17,10,4,21,14,7,13,3,95,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,4,0,4,3,0,10,0,0,0,7,3,0,0,0,0,16,0,14,3,0,7,0,0,0,0,31,4,3,0,0,3,5,0,0,0,23,9,24,43,16,15,23,10,21,0,161,13,23,39,31,47,23,5,20,6,205,3,3,0,0,0,0,0,0,0,11,3,16,10,0,7,4,0,4,4,57
308031211,11,50,25,21,261,101,26,84,16,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,6,4,115,9,5,5,0,175,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,7,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,0,5,5,17,18,9,7,11,3,8,0,86,3,11,19,13,11,8,0,4,0,68,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,5,0,0,0,24
