POW_SA2_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
102011028,0,0,0,9,0,0,0,0,0,0,9,3,3,0,0,18,0,4,4,0,0,6,329,146,133,15,4,631,318,52,98,25,3,494,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0
102011029,0,0,0,3,0,0,0,0,0,0,13,4,5,5,0,18,3,0,0,0,0,5,397,203,178,30,4,815,401,87,107,32,0,630,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,3,5,0
102011030,0,0,0,15,3,0,0,0,0,5,128,10,7,3,0,149,20,0,3,0,0,22,3949,328,215,59,37,4586,1113,104,96,34,16,1357,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,18,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,10,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,41,4,0,0,0,47,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
102011031,0,0,0,17,5,3,0,0,0,8,50,11,4,5,0,75,9,0,0,0,0,13,2996,449,272,47,34,3798,4468,179,194,41,22,4901,0,0,0,0,0,0,4,0,0,0,0,10,13,0,0,0,0,18,40,9,7,3,0,62,3,0,0,0,0,0,4,0,0,0,0,5,12,0,0,0,0,13,9,0,0,0,0,8,0,0,3,0,0,3,3,0,4,0,0,8,55,6,0,0,0,59,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,3,0,28,0,0,0,0,0,4,17,0,0,0,0,14,19,0,3,0,0,23,4,0,0,0,0,4,16,0,4,0,0,15,39,0,0,0,0,39,10,0,0,0,0,10,102,9,10,3,0,124,4,0,0,0,0,8,75,0,5,0,0,83,10,0,0,0,0,11,4,0,0,0,0,4,58,6,5,0
102011032,0,0,0,32,11,4,3,0,0,14,179,23,18,0,0,222,32,5,5,0,0,43,7234,737,547,76,51,8634,8993,214,255,58,36,9564,0,0,0,0,0,0,0,0,0,0,0,5,34,4,0,0,0,41,78,10,7,5,0,100,8,0,0,0,0,6,9,3,0,0,0,13,21,0,0,0,0,17,33,0,0,0,0,39,5,0,0,0,0,5,27,0,0,0,0,27,173,4,4,0,0,184,17,0,0,0,0,21,13,0,0,0,0,10,3,0,0,0,0,3,39,0,0,0,0,43,8,0,0,0,0,13,14,0,3,0,0,18,56,9,5,0,0,68,0,0,0,0,0,0,30,0,6,3,0,38,31,0,0,0,4,34,11,0,0,0,0,10,236,7,4,5,5,256,4,0,0,0,0,3,174,3,0,0,0,174,19,0,0,0,0,19,12,0,0,6,0,16,101,3,4,0
102011033,0,0,0,4,0,0,0,0,0,0,7,3,3,0,0,13,3,0,0,0,0,3,514,64,58,3,3,644,547,15,29,6,0,604,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,11,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0
102011034,0,0,0,6,3,0,0,0,0,3,11,0,6,0,0,17,3,0,0,0,0,3,920,123,128,10,14,1195,906,32,76,14,3,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,5,6,0,21,0,0,0,0,0,0,12,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
102011035,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,13,0,0,0,0,0,0,242,68,74,10,0,400,357,13,35,4,0,411,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
102011036,3,0,0,5,0,0,0,0,0,0,31,4,3,0,0,43,9,0,0,0,0,9,1418,128,118,20,12,1690,1129,35,83,14,4,1266,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,34,0,0,0,0,0,0,28,0,0,0,0,31,7,0,0,0,0,7,0,0,0,0,0,6,3,0,3,0
102011037,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,4,236,79,82,8,3,407,343,16,45,5,0,414,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,7,0,4,0
102011038,0,0,0,3,0,0,0,0,0,0,8,4,6,0,0,9,6,0,0,0,0,3,203,97,114,13,4,438,210,29,58,12,3,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102011039,0,0,0,8,0,0,0,0,0,6,15,6,3,0,0,35,0,0,0,0,0,0,869,297,218,31,11,1422,1205,105,160,29,7,1503,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,3,0,3,0,0,7,7,3,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,8,0,3,0,0,7,30,8,10,0,0,48,0,0,0,0,0,0,15,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0
102011040,0,0,0,6,0,3,0,0,0,3,27,15,12,4,0,58,4,0,5,0,0,12,995,256,332,37,19,1639,1530,85,199,38,13,1875,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,8,4,8,0,0,11,0,0,0,0,0,4,0,0,0,0,0,4,11,0,0,0,0,11,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,19,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,3,44,8,9,6,3,59,0,0,0,0,0,0,30,0,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,14,0,6,0
102011041,3,0,0,6,0,0,0,0,0,5,6,7,5,4,0,18,0,0,0,0,0,0,442,193,185,26,8,850,647,82,98,29,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,23,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0
102011042,0,0,0,8,0,0,0,0,0,4,23,7,9,0,0,37,3,0,0,0,0,4,1177,155,184,24,24,1564,1913,46,110,20,19,2103,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,12,0,3,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,23,3,0,0,0,27,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,9,8,0,0,0,0,8,5,0,0,0,0,6,51,0,9,0,0,53,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,4,0,0,0,0,0,0,10,0,3,0
102011043,0,0,0,6,0,0,0,0,0,0,14,6,7,0,0,33,8,0,0,0,0,8,755,105,140,12,6,1020,1017,40,66,11,6,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,4,8,3,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,16,0,0,0,0,0,0,28,0,0,0,0,31,0,0,0,0,0,0,33,0,0,0,0,34,0,0,0,0,0,6,0,0,5,0,0,5,3,0,6,0
102021044,0,0,0,9,3,0,0,0,0,3,25,3,3,0,0,38,0,0,0,0,0,7,1309,225,268,27,25,1851,1975,75,166,36,16,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,3,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,35,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,7,0,0,0,0,13,20,0,0,0,0,20,5,0,0,0,0,5,37,0,3,5,0,42,6,0,0,0,0,6,46,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
102021045,0,0,0,5,0,0,0,0,0,0,10,5,5,0,0,11,3,0,0,0,0,3,389,57,97,14,6,559,584,18,53,13,0,673,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021046,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,285,70,107,5,3,473,415,31,58,8,7,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021047,0,0,0,11,0,0,0,0,0,0,45,9,5,0,0,59,3,0,0,0,0,11,2450,336,248,26,11,3082,1676,81,152,32,15,1959,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,7,0,0,7,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,43,5,0,0,0,44,0,0,0,0,0,0,37,0,0,0,0,36,5,0,0,0,0,5,0,0,0,0,0,0,10,0,4,0
102021048,0,0,0,0,0,0,0,0,0,0,13,10,10,0,0,29,4,0,0,0,3,8,1230,147,203,18,12,1602,2183,62,107,24,7,2380,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,5,0,0,0,21,0,0,0,0,0,0,4,0,0,0,0,6,7,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,0,39,0,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,11,26,0,0,0,0,26,0,0,0,0,0,0,46,0,4,0,0,49,5,0,0,0,0,5,55,0,3,0,0,57,0,0,0,0,0,5,5,0,0,0,0,5,10,0,0,0
102021049,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,3,320,89,68,18,7,505,252,38,40,19,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021050,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,0,4,758,79,94,9,5,947,710,38,65,15,3,831,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021051,0,0,0,8,4,0,0,0,0,4,24,0,3,0,0,30,0,0,0,0,0,0,945,125,80,11,12,1170,630,39,48,6,6,733,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,21,4,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0
102021052,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,14,0,0,0,0,0,0,156,53,72,12,0,290,211,23,54,6,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102021053,0,0,0,4,0,0,0,0,0,0,12,4,3,3,0,25,5,0,0,0,0,10,925,234,247,32,26,1452,1288,100,143,25,6,1576,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,5,3,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,5,0,21,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,8,8,12,0,0,28,0,0,0,0,0,0,14,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
102021054,0,0,0,0,0,5,0,0,0,8,8,5,3,0,0,15,0,0,0,0,0,6,576,112,125,17,11,843,994,53,107,23,11,1189,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,4,26,0,0,3,0,32,0,0,0,0,0,0,25,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0
102021055,0,0,0,25,3,0,0,0,0,3,76,18,13,0,0,106,11,4,0,0,3,16,4227,361,218,40,38,4883,4214,129,87,24,15,4467,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,32,0,0,0,0,37,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,32,0,5,0,0,37,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,11,6,0,4,0,14,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,5,0,0,0,0,4,81,4,4,0,0,92,0,0,0,0,0,0,27,4,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,32,0,6,0
