POW_SA2_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
117031646,0,0,0,78,93,11,0,0,0,110,452,35,22,6,4,515,16,0,0,0,0,17,6459,348,162,25,21,7020,4307,75,45,12,12,4448,9,0,0,0,0,9,38,0,0,0,0,39,48,0,0,0,0,48,448,24,13,12,0,502,9,0,0,0,0,9,8,0,0,0,0,8,35,0,0,0,0,40,71,0,0,0,0,70,11,0,0,0,0,13,105,0,0,0,0,108,252,0,0,0,0,254,114,3,0,0,0,122,64,0,0,0,0,65,14,0,0,0,0,16,71,0,0,0,0,77,38,0,3,0,0,41,50,0,0,0,0,55,73,0,0,0,0,77,23,0,0,0,0,22,62,3,0,5,0,70,52,0,0,0,0,60,9,0,0,0,0,14,163,5,4,0,0,174,28,0,0,0,0,28,135,0,0,0,0,137,30,0,0,0,0,31,36,0,0,0,0,43,83,0,3,0
117031647,5,0,0,31,22,0,0,0,0,24,227,24,36,0,0,284,7,0,0,0,0,3,2283,349,187,23,11,2855,1152,68,58,9,0,1283,0,0,0,0,0,3,11,0,0,0,0,11,8,0,0,0,0,10,224,40,14,4,3,285,0,0,0,0,0,0,6,0,0,0,0,6,22,0,0,0,0,22,15,4,0,0,0,17,5,0,0,0,0,7,22,0,0,7,0,31,53,0,0,0,0,53,58,0,0,0,0,62,8,0,0,0,0,8,12,0,0,0,0,12,27,0,0,0,0,31,20,0,0,0,0,19,13,0,0,0,0,16,28,0,3,0,0,37,9,0,0,0,0,11,23,0,5,0,0,29,53,0,0,0,0,53,3,0,0,0,0,3,74,0,10,0,0,88,4,0,0,0,0,6,54,0,7,0,0,53,4,0,0,0,0,9,3,0,0,0,0,6,18,6,3,0
117031648,0,0,0,9,16,0,3,0,0,18,121,30,15,4,0,167,7,0,0,0,0,4,1550,212,120,15,8,1908,495,30,35,6,0,562,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,5,118,33,11,8,0,164,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,5,0,0,0,0,5,11,0,3,0,0,16,17,4,0,0,0,23,67,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,27,8,0,0,0,0,8,7,0,0,0,0,9,14,7,3,0,0,21,0,0,0,0,0,7,11,0,4,0,0,15,70,0,0,0,0,70,0,0,0,0,0,0,20,3,6,0,0,29,0,0,0,0,0,0,29,0,0,0,0,27,6,0,0,0,0,7,0,0,0,0,0,8,11,0,6,0
118011339,4,0,0,35,3,0,0,0,0,7,141,53,39,0,4,238,5,0,0,0,0,12,1040,395,310,19,13,1783,601,116,173,15,5,923,0,0,0,0,0,0,4,0,0,0,0,4,14,4,0,0,0,21,17,6,0,0,0,16,6,0,0,0,0,6,5,0,0,0,0,8,0,0,4,0,0,6,11,5,6,0,0,21,0,0,0,0,0,6,8,3,3,0,0,12,14,3,0,0,0,24,20,0,0,3,0,23,0,0,0,0,0,3,0,0,0,0,0,3,30,0,3,0,0,33,4,0,0,0,0,7,7,0,0,0,0,13,15,0,3,0,0,16,4,0,0,0,0,4,6,0,0,0,0,4,59,0,0,0,0,59,4,0,0,0,0,11,20,11,13,6,0,43,0,0,0,0,0,0,28,0,7,0,0,37,4,0,5,0,0,7,0,0,0,0,0,3,29,9,6,0
118011340,8,0,0,32,13,0,0,0,0,14,221,62,38,11,4,334,7,0,0,0,3,9,1619,545,343,50,11,2559,894,167,200,34,14,1307,0,0,0,0,0,0,5,0,0,0,0,5,19,4,0,0,0,21,31,3,5,0,0,37,0,4,0,0,0,3,0,0,0,0,0,5,6,4,0,0,0,6,15,3,9,0,0,29,0,0,0,0,0,0,13,6,4,0,0,17,19,0,3,0,0,21,38,0,0,0,0,38,7,0,4,0,0,10,3,0,0,0,0,0,21,0,0,0,0,21,41,0,5,0,0,47,18,0,0,0,0,17,7,3,0,0,0,11,7,0,0,0,0,7,8,3,0,0,0,15,77,0,0,0,0,82,0,0,0,0,0,4,31,4,20,0,0,66,3,0,0,0,0,3,30,0,0,0,0,39,6,0,0,0,0,9,5,0,0,0,0,3,47,17,30,3
118011341,0,0,0,55,64,9,3,3,0,80,478,99,73,10,6,664,14,3,0,0,0,24,5165,821,479,63,31,6565,3501,191,227,31,13,3968,3,0,0,0,0,0,60,0,0,0,0,64,44,7,0,0,0,54,294,30,17,13,0,350,6,0,0,0,0,6,10,0,0,0,0,11,33,0,0,0,0,34,43,0,6,0,0,46,15,3,4,0,0,20,72,0,5,0,0,80,137,6,0,0,0,144,134,0,0,0,0,139,31,5,0,0,0,42,12,0,0,0,0,9,114,9,3,0,3,126,44,4,6,0,0,55,72,3,4,0,0,79,67,4,3,0,0,75,8,0,3,0,0,13,43,5,4,0,0,45,230,3,0,0,0,238,15,0,0,0,0,18,163,16,8,0,0,189,15,0,0,0,0,15,169,4,10,0,3,185,41,3,4,0,3,45,27,0,0,0,0,30,222,37,46,6
118011342,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,8,0,0,0,0,0,0,42,5,0,0,0,47,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,0,0,0,10,0,0,0,0,0,0,43,41,29,0,0,115,0,0,0,0,0,0,355,259,139,22,9,778,216,62,77,13,0,362,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,9,12,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,11,7,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,6,0,0,4,0,0,8,4,0,0,0,0,6,5,0,0,0,0,11,0,0,0,0,0,0,4,0,0,3,0,9,23,0,0,0,0,23,0,0,0,0,0,0,12,3,3,0,0,16,0,0,0,0,0,0,9,0,0,0,0,12,3,0,5,0,0,6,3,0,0,0,0,3,77,23,52,6
118011345,5,0,0,62,23,0,5,0,0,31,294,36,24,7,4,376,11,0,5,0,0,12,4049,582,355,51,27,5048,2403,208,191,27,10,2833,0,0,0,0,0,0,16,0,0,0,0,16,19,4,4,0,0,22,92,9,9,0,0,112,6,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,13,14,6,0,0,0,21,4,0,0,0,0,4,21,5,0,0,0,26,56,0,0,0,0,59,47,0,0,0,0,50,14,0,0,0,0,11,7,0,0,0,0,7,35,0,3,0,0,41,28,4,0,0,0,29,19,0,7,0,0,28,39,0,0,0,0,41,11,4,0,0,0,13,22,0,6,0,0,26,48,0,0,0,0,51,3,0,0,0,0,7,113,11,19,5,3,150,0,0,0,0,0,0,45,0,0,0,0,45,17,3,4,0,0,20,16,0,0,0,0,16,38,3,8,0
118011346,0,0,0,20,13,0,0,0,0,13,121,31,17,8,0,175,5,0,0,0,0,9,1729,381,191,58,17,2370,985,113,104,33,9,1233,0,0,0,0,0,0,11,0,0,0,0,11,15,0,4,0,0,11,36,12,4,0,0,58,3,0,0,0,0,3,0,0,0,0,0,9,8,0,0,0,0,8,9,8,0,0,0,12,5,0,0,0,0,5,4,4,0,0,0,11,13,0,0,0,0,12,28,5,0,0,0,34,0,0,0,0,0,4,0,0,0,0,0,0,27,0,0,0,0,33,9,0,5,0,0,11,3,0,0,0,0,4,0,4,0,0,0,12,0,0,0,0,0,5,5,0,3,0,0,9,119,0,0,0,0,120,4,0,3,0,0,7,33,10,11,0,0,55,3,0,0,0,0,3,94,0,3,0,0,96,4,3,0,0,0,12,4,0,0,0,0,5,62,37,21,3
118011347,3,0,0,23,3,0,0,0,0,3,79,17,16,0,0,107,0,0,0,0,0,6,823,237,155,26,9,1256,650,119,108,26,5,914,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,8,30,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,5,15,0,0,0,0,20,3,0,0,0,0,0,13,0,0,0,0,15,10,0,0,0,0,14,24,0,0,0,0,21,0,3,0,0,0,5,0,0,0,0,0,0,32,0,0,0,0,31,20,0,0,0,0,20,4,0,0,0,0,6,11,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,4,38,0,0,0,0,38,3,0,0,0,0,8,34,9,5,0,0,50,4,0,0,0,0,4,47,0,0,0,0,47,12,5,0,0,0,14,3,0,0,0,0,7,66,7,7,0
118011649,5,0,0,24,0,0,0,0,0,4,88,32,27,3,0,153,0,0,0,0,0,3,1126,361,216,42,5,1752,612,113,137,28,5,895,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,8,29,14,6,3,3,55,5,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,5,0,0,0,8,0,0,0,0,0,0,5,0,4,0,0,10,11,0,0,0,0,11,15,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,15,0,0,0,0,13,3,0,5,5,0,14,8,0,0,0,0,13,11,0,0,0,0,11,5,0,0,0,0,5,10,0,0,0,0,10,46,0,0,0,0,46,0,0,0,0,0,0,34,7,3,0,0,42,0,0,0,0,0,0,43,0,5,0,0,49,3,0,5,0,0,13,6,0,0,0,0,11,36,16,29,5
118011650,5,0,0,19,16,0,0,0,0,19,143,58,39,3,6,250,3,0,0,0,0,9,1857,614,250,52,22,2791,1569,196,140,25,13,1943,0,0,0,0,0,0,18,0,0,0,0,18,7,0,0,0,0,10,100,15,15,8,0,128,3,0,0,0,0,3,4,0,0,0,0,3,12,0,0,0,0,18,17,3,0,0,5,25,10,0,0,0,0,14,19,3,3,0,0,22,45,0,3,0,0,55,56,0,6,0,0,65,12,0,0,0,0,15,3,0,0,0,0,3,25,4,4,0,0,28,29,0,0,0,0,30,19,3,0,0,0,25,27,3,0,0,0,31,8,0,0,0,0,10,19,5,6,0,0,27,79,0,0,0,0,79,7,0,0,0,0,7,61,12,9,0,0,80,4,0,0,0,0,4,64,3,0,0,0,73,16,4,3,0,0,24,12,0,0,0,0,15,76,16,19,0
118021564,0,0,0,75,50,0,3,0,0,54,386,15,11,4,0,415,13,0,0,0,0,13,4039,148,131,21,12,4352,2316,48,59,11,0,2425,0,0,0,0,0,0,24,0,0,0,0,24,26,0,0,0,0,26,363,9,4,8,0,386,7,0,0,0,0,8,8,0,0,0,0,8,23,0,0,0,0,27,54,0,0,0,0,51,22,0,0,0,0,18,73,0,0,4,0,80,151,0,3,0,0,156,106,3,3,0,0,112,59,0,4,0,0,63,14,0,0,0,0,14,48,0,0,0,0,48,25,0,0,0,0,29,23,0,0,0,0,25,47,0,4,0,0,57,15,0,0,0,0,15,66,0,5,0,0,74,45,0,0,0,0,47,14,0,0,0,0,16,94,0,4,0,0,94,21,0,0,0,0,21,94,0,0,0,0,94,25,0,0,0,0,26,29,0,0,0,0,32,64,4,0,0
118021565,3,0,0,6,4,0,0,0,0,7,44,12,13,0,0,72,0,0,0,0,0,0,689,203,162,21,7,1080,413,33,43,11,5,497,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,68,14,9,0,0,95,3,0,0,0,0,3,0,0,0,0,0,5,6,0,0,0,0,4,3,0,0,0,0,3,11,0,5,0,0,18,13,0,0,6,0,20,15,0,0,0,6,18,35,6,3,0,0,40,4,0,0,0,0,4,0,0,0,0,0,0,10,0,4,0,0,12,0,0,0,0,0,0,5,0,4,0,0,7,4,0,3,0,0,8,3,0,0,0,0,3,18,0,10,0,0,24,18,0,0,0,0,19,0,0,0,0,0,0,7,3,0,0,0,7,0,0,0,0,0,0,18,0,0,0,0,18,4,0,0,0,0,4,4,0,0,0,0,8,6,0,8,0
118021566,0,0,0,10,5,0,0,0,0,9,78,22,17,0,0,111,4,3,0,0,0,6,610,180,133,13,11,940,424,56,60,13,3,545,0,0,0,0,0,0,11,0,0,0,0,11,3,0,3,0,0,8,43,10,0,0,0,51,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,4,0,3,0,0,4,0,4,0,0,0,4,9,0,0,0,0,9,8,5,0,0,0,11,25,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,10,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,4,3,0,4,0,0,12,62,0,0,0,0,68,0,0,0,0,0,0,19,6,0,0,0,19,0,0,0,0,0,0,28,0,0,0,0,28,3,0,3,0,0,9,0,0,0,0,0,7,10,3,8,0
118021567,4,0,0,10,3,4,8,0,0,8,42,25,15,5,0,91,0,0,0,0,0,0,421,161,122,12,6,726,305,37,71,7,6,418,0,0,0,0,0,0,6,0,0,0,0,14,3,0,0,0,0,3,16,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,8,0,0,0,0,8,5,3,0,0,0,6,4,0,3,0,0,5,14,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,19,0,0,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,16,0,0,0,0,0,4,8,5,5,0,0,11,0,0,0,0,0,0,16,0,0,0,0,17,3,0,0,0,0,7,0,0,0,0,0,0,9,0,5,0
118021568,0,0,0,4,13,0,0,0,0,14,71,21,28,3,0,118,3,0,0,0,0,7,819,186,133,14,6,1156,599,28,37,3,10,678,0,0,0,0,0,0,10,0,0,0,0,10,6,0,0,0,0,6,45,11,5,0,0,59,0,0,0,0,0,0,4,0,0,0,0,4,8,3,0,0,0,10,0,0,4,0,0,3,3,0,0,0,0,3,10,0,0,0,0,13,14,5,5,0,0,16,43,0,4,0,0,55,5,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,23,0,0,0,0,0,9,13,0,0,0,0,15,10,4,0,0,0,13,5,0,0,0,0,5,8,0,3,0,0,7,23,0,0,0,0,23,0,0,0,0,0,0,16,0,0,0,0,18,0,0,0,0,0,0,21,0,0,0,0,25,3,0,0,0,0,3,3,0,0,0,0,3,27,5,9,0
118021569,4,0,0,26,20,0,0,0,0,26,131,27,35,0,4,193,6,0,0,0,0,6,1575,242,218,19,9,2061,960,82,114,8,5,1162,0,0,0,0,0,0,18,0,0,0,0,18,13,0,0,0,0,11,44,5,5,0,0,53,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,13,0,0,0,0,20,0,0,0,0,0,3,17,0,0,0,0,17,41,0,0,0,0,48,28,3,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,6,52,0,0,0,0,58,11,0,0,0,0,8,12,0,4,0,0,10,11,0,0,0,0,15,6,0,0,0,0,13,8,0,0,0,0,8,159,0,0,0,0,159,0,0,0,0,0,8,25,4,5,0,0,37,3,0,0,0,0,3,49,3,0,0,0,53,10,0,3,0,0,12,8,0,0,0,0,9,71,7,8,0
118021570,4,0,0,23,45,4,6,0,0,59,288,17,31,8,8,348,14,0,0,0,0,14,4031,338,289,30,29,4721,4420,81,122,20,10,4651,0,0,0,0,0,0,61,0,0,0,0,56,33,4,3,0,0,36,246,11,10,0,0,266,12,0,0,0,0,12,18,0,0,0,0,22,38,0,0,0,0,42,32,0,3,0,0,37,23,0,0,0,0,28,83,5,7,0,0,92,208,0,3,0,0,214,132,5,6,0,0,142,22,0,0,0,0,20,20,0,0,0,0,22,249,3,0,0,0,260,24,0,3,0,0,21,47,0,0,0,0,48,57,4,4,0,0,70,15,0,0,0,0,18,111,3,0,0,0,115,145,0,0,0,0,149,5,0,0,0,0,10,160,3,3,0,3,165,3,0,0,0,0,3,336,0,0,0,3,339,21,0,0,0,0,17,32,0,0,0,0,32,102,8,4,0
118021651,9,0,0,16,3,4,0,0,0,9,108,35,24,5,0,164,0,5,0,0,0,7,1106,386,294,23,11,1817,765,122,173,15,3,1071,0,0,0,0,0,0,5,0,0,0,0,5,14,0,4,0,0,20,12,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,6,0,9,0,0,17,0,0,0,0,0,0,4,0,0,0,0,6,15,0,0,0,0,14,31,0,0,0,0,33,9,0,0,0,0,9,0,0,0,0,0,0,59,0,7,0,0,72,10,0,0,0,0,8,12,0,0,0,0,13,9,0,0,0,0,17,3,0,0,4,0,7,3,0,0,0,0,3,28,0,0,0,0,28,6,0,0,0,0,10,38,9,9,4,0,57,0,0,0,0,0,0,30,0,0,0,0,35,8,0,0,0,0,8,0,0,0,0,0,7,12,8,13,0
118021652,0,0,0,9,4,0,0,0,0,5,100,19,19,0,0,139,0,0,0,0,0,4,1315,146,103,10,12,1583,822,31,55,18,3,935,0,0,0,0,0,0,11,0,0,0,0,10,0,0,7,0,0,5,32,6,6,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,15,0,4,0,0,20,6,0,0,0,0,9,4,0,0,0,0,4,4,0,0,0,0,13,48,0,3,0,0,51,8,0,0,0,0,11,4,0,0,0,0,4,3,0,0,0,0,3,60,0,0,0,0,61,6,0,0,0,0,7,0,0,3,0,0,5,9,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,10,71,0,0,0,0,71,3,0,0,0,0,4,40,0,0,0,0,46,0,0,0,0,0,0,36,0,0,0,0,40,6,0,4,0,0,7,3,0,0,0,0,3,7,0,4,0
118021653,0,0,0,10,10,6,0,0,0,20,121,23,26,7,0,176,3,0,0,0,0,5,1119,259,149,24,3,1557,501,50,59,13,4,616,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,38,11,0,0,0,45,3,0,0,0,0,3,4,3,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,4,5,0,0,0,0,5,8,0,0,0,0,13,26,0,0,0,0,27,43,8,3,0,0,52,0,0,0,0,0,0,9,0,0,0,0,9,18,0,4,0,0,21,7,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,10,22,0,0,0,0,20,4,0,0,0,0,4,24,0,0,0,0,20,0,0,0,0,0,0,26,0,0,0,0,26,5,0,0,0,0,5,0,0,3,0,0,5,8,0,5,0
118021654,0,0,0,0,0,0,0,0,0,0,4,12,9,0,4,27,3,0,0,0,0,3,130,87,51,3,0,269,151,32,29,3,0,218,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,4,0
119011354,0,0,0,4,31,12,12,5,0,64,62,27,18,4,0,115,3,0,0,0,0,6,877,225,155,27,12,1295,1014,27,47,18,3,1109,0,0,0,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,25,4,0,0,0,31,0,0,0,0,0,0,14,0,0,0,0,14,45,3,0,0,0,50,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,0,0,7,41,0,0,0,0,45,7,0,3,0,0,10,4,0,0,0,0,6,21,0,0,0,0,22,3,0,0,0,0,3,5,0,0,0,0,7,3,0,0,0,0,3,8,0,0,0,0,13,61,6,10,5,0,82,6,0,0,0,0,10,76,0,0,0,0,80,0,0,0,0,0,3,19,0,0,0,0,25,4,0,0,0,0,4,45,0,0,0,0,45,3,0,0,0,0,5,5,0,0,0,0,5,7,0,0,0
119011355,0,0,0,17,426,24,25,0,10,482,576,45,19,4,8,652,31,4,0,0,0,36,6294,457,231,36,50,7065,1197,25,12,6,3,1239,3,0,0,0,0,3,17,0,0,0,0,17,0,0,0,0,0,0,190,11,4,4,4,215,5,0,0,0,0,5,6,0,0,0,0,6,50,0,0,0,0,50,13,0,0,0,0,13,4,0,0,0,0,4,16,3,0,0,0,16,99,3,0,0,0,99,46,0,0,0,0,45,9,0,0,0,0,14,16,0,0,0,0,17,14,0,0,0,0,14,9,0,0,0,0,16,4,0,0,0,0,4,24,4,4,4,0,33,39,3,0,3,0,46,21,0,0,0,0,24,23,0,0,0,0,23,5,0,0,0,0,5,94,3,0,0,0,96,9,0,0,0,0,14,93,0,0,0,0,96,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,0
119011356,0,0,0,26,579,28,21,3,7,639,773,54,21,9,6,867,34,0,0,0,0,42,8684,888,284,88,60,9995,1996,105,48,21,3,2181,0,0,0,0,0,0,21,0,3,0,0,21,7,0,0,0,0,11,255,40,0,5,3,298,9,0,0,0,0,9,13,0,0,0,0,15,32,5,0,0,0,42,9,0,0,0,0,7,14,0,0,0,0,19,24,0,3,0,0,25,88,0,0,0,0,90,32,0,0,0,0,40,12,0,0,0,0,11,14,0,3,0,0,20,15,0,0,0,0,22,9,0,0,0,0,6,4,0,0,0,0,4,21,3,0,0,0,22,56,12,12,3,0,77,18,3,0,0,0,17,48,0,0,0,0,48,0,0,0,0,0,3,69,0,0,0,0,73,11,5,0,6,0,13,111,0,0,0,0,114,5,0,0,0,0,5,6,0,0,0,0,8,25,0,0,0
119011358,0,0,0,6,39,12,10,0,0,67,143,24,27,3,0,198,9,0,0,0,0,10,1651,331,208,31,14,2233,996,53,82,13,5,1150,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,96,8,12,3,0,124,0,0,0,0,0,0,9,0,3,0,0,10,20,0,0,0,0,23,5,0,0,0,0,5,9,0,0,0,0,6,5,0,3,0,0,17,29,0,0,0,0,30,17,0,3,0,0,21,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,5,3,0,3,0,0,14,22,3,3,3,0,38,5,0,4,0,0,10,57,0,0,0,0,56,3,0,0,0,0,3,21,0,0,0,0,29,6,0,0,0,0,10,41,0,0,0,0,46,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0
