POW_SA2_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
303021053,0,0,0,6,11,0,0,0,0,21,0,0,3,7,3,0,0,0,0,16,0,0,0,0,8,0,0,0,0,18,0,0,3,0,4,0,0,0,0,9,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,4,6,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,4,11,30,36,8,8,3,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,4,3,0,4,0,19,0,3,3,16,0,0,0,4,0,31,0,0,8,13,0,0,0,6,0,28,0,3,7,27,4,9,0,13,0,63,4,4,14,47,20,4,4,9,0,113,10,10,47,38,22,7,5,17,3,166,14,9,52,24,28,13,10,11,0,153
303021054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,11,0,0,3,0,0,0,0,0,0,7,0,0,5,0,0,0,0,6,0,10,0,0,3,8,0,7,0,0,0,17,4,0,7,3,4,6,6,3,5,28,3,0,12,0,3,3,5,0,0,35,0,0,12,4,5,4,0,5,3,31
303021055,0,0,0,5,10,5,0,0,0,21,0,4,0,4,9,4,4,0,0,21,0,0,0,8,13,0,0,0,0,21,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,4,22,39,8,7,8,0,109,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,8,0,14,0,0,0,7,4,0,0,0,0,23,0,0,5,22,0,7,0,3,0,48,5,0,7,6,12,3,0,4,0,43,4,6,27,40,18,13,3,5,0,111,7,10,41,36,32,11,5,14,0,158,8,20,59,45,36,9,5,10,3,206
303021056,0,0,0,4,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,5,0,0,0,5,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,0,3,0,9,0,0,0,6,0,14,0,0,4,5,0,0,3,4,0,18,0,0,9,14,0,0,0,0,0,26,0,3,4,21,0,0,0,3,0,40,4,0,22,21,3,0,0,5,0,55,3,0,26,15,11,0,0,7,0,65
303021057,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,0,0,3,3,3,0,0,0,0,10,0,0,4,4,3,0,0,3,0,16,0,3,9,11,8,0,0,6,0,33,0,0,9,16,0,0,0,5,0,33,0,0,4,0,3,0,4,5,0,18
303021058,0,0,0,8,11,6,0,0,0,23,0,0,0,9,12,4,0,0,0,30,0,0,0,5,9,7,3,3,0,37,3,0,4,0,13,5,0,3,0,31,5,3,0,0,5,0,0,5,0,21,3,3,3,0,9,0,0,0,0,14,10,3,0,0,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,15,14,35,71,14,14,23,0,211,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,4,0,19,0,0,5,8,3,7,6,4,0,30,6,0,6,10,0,4,0,11,0,34,3,0,3,21,4,7,3,14,0,59,0,7,14,45,14,4,5,12,5,112,7,15,22,52,20,10,10,25,0,154,6,4,63,66,66,11,11,24,4,254,15,28,98,98,68,19,7,40,11,387
303021059,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,3,5,0,13,5,3,3,0,6,3,4,0,0,16,0,0,0,0,6,0,0,3,0,9,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,10,15,0,14,10,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,4,4,0,18,5,0,0,9,0,0,0,4,0,18,0,3,3,6,0,0,3,0,0,18,3,0,11,10,5,0,0,5,0,33,6,4,21,25,5,0,6,15,0,81,0,8,36,24,14,6,8,14,0,108,12,12,53,22,16,10,15,20,4,172
303031060,4,0,4,10,9,0,0,0,0,20,0,4,0,7,8,0,0,9,0,33,0,3,6,4,14,0,0,0,0,32,3,7,7,0,14,0,0,0,0,34,0,6,4,0,12,0,0,0,3,26,3,7,0,0,11,0,0,0,0,19,6,6,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,33,19,29,71,10,3,13,4,226,3,3,3,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,9,0,0,0,5,0,3,0,0,0,20,3,0,5,5,6,5,0,8,0,25,0,0,4,16,5,4,0,6,0,40,0,3,13,22,13,4,0,7,0,66,9,9,21,46,22,12,3,12,4,128,14,19,35,40,64,9,12,28,3,227,24,43,59,41,119,13,5,26,5,333
303031061,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,13,0,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,0,8,0,5,4,3,6,0,0,0,0,15,5,4,3,6,0,0,0,4,0,24,0,4,7,14,0,4,0,0,0,27,0,0,16,9,0,13,4,11,0,56,9,0,11,7,3,0,6,9,5,51
303031062,0,0,5,0,0,0,0,0,0,5,4,0,0,3,0,0,8,3,0,15,0,0,0,0,6,4,4,3,0,20,0,0,0,0,4,3,0,0,0,6,5,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,9,9,18,9,5,11,3,94,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,12,0,0,3,10,9,0,0,0,0,29,4,0,12,16,11,3,0,7,0,67,6,0,19,20,6,0,9,13,0,86,9,11,46,18,36,18,20,16,0,158,24,13,83,10,38,9,16,9,3,214
303031063,0,0,3,0,0,5,0,0,0,15,0,0,0,7,0,0,0,0,0,16,0,0,3,7,4,0,0,0,0,12,0,0,0,0,3,0,0,0,0,10,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,24,17,9,0,7,0,90,3,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,11,0,0,0,9,0,6,0,6,0,13,0,0,6,10,0,4,0,4,0,21,0,3,15,16,0,8,8,6,0,50,5,3,14,29,4,14,3,9,0,72,4,3,21,29,14,9,3,13,0,101,9,11,52,36,20,19,6,10,5,164,11,0,67,22,18,4,5,11,3,138
303031064,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,11,10,3,6,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,13,4,0,0,3,0,0,0,6,0,13,6,0,4,14,0,3,0,5,0,25,0,0,5,15,5,0,3,4,0,35,3,0,11,25,6,4,3,11,0,62,5,3,12,25,9,10,4,11,0,77,0,0,21,16,8,3,9,14,0,80,5,0,37,4,6,0,14,10,0,87
303031065,0,0,0,5,4,4,0,0,0,19,5,4,4,7,8,4,3,0,0,29,3,0,4,4,10,7,0,0,0,28,0,4,0,0,8,0,6,0,0,21,0,0,0,0,0,0,0,0,0,3,4,0,3,4,3,0,0,0,0,7,4,3,0,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,13,23,29,46,22,11,12,0,175,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,12,0,6,0,31,0,0,3,17,3,24,0,6,0,48,3,0,5,5,0,25,0,9,0,62,5,0,9,19,5,22,5,7,0,75,5,5,13,32,12,39,4,13,0,127,8,3,10,55,34,27,0,14,0,153,28,13,35,43,43,27,15,21,5,223,33,28,41,41,59,9,23,14,6,254
303031066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,7,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,4,0,0,0,3,0,4,0,0,0,7,0,0,3,4,0,0,0,0,0,13,4,0,9,21,3,4,0,0,0,34,9,0,6,21,0,6,0,3,0,43,0,0,12,10,9,3,0,3,0,41,0,0,20,9,9,0,0,8,0,46
303041067,0,0,0,0,4,0,4,0,0,4,0,0,0,7,4,0,0,5,0,21,0,4,3,0,4,5,3,3,0,17,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,4,0,0,5,0,0,0,0,3,0,0,0,0,8,4,4,4,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,21,22,12,14,5,3,105,0,0,3,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,0,0,4,8,0,0,0,4,0,20,3,0,9,12,3,0,5,4,0,37,3,0,19,13,6,5,3,3,0,54,4,0,30,22,19,10,13,10,3,110,3,5,65,36,36,16,37,12,5,210,19,11,127,30,50,25,49,23,3,327
303041068,0,0,0,3,3,0,0,5,0,11,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,12,5,3,0,11,5,55,3,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,10,0,3,4,0,0,0,0,0,0,15,0,0,5,4,4,0,0,0,0,23,0,0,19,5,6,3,5,11,0,54,8,3,34,15,5,11,4,13,0,91,10,7,67,9,11,22,9,11,4,145,5,3,78,10,18,12,3,11,0,145
303041069,0,0,0,3,0,4,0,0,0,4,0,0,0,4,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,16,0,0,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,4,0,0,0,5,0,0,5,4,0,5,0,0,0,7,0,0,0,3,0,0,0,0,0,13,0,0,0,12,3,3,0,3,0,20,0,0,9,7,0,7,0,0,0,22,4,0,3,0,0,4,0,3,0,16,4,0,4,5,4,3,0,0,0,22
303041070,0,0,4,0,0,0,0,12,0,12,0,0,0,0,5,0,3,3,0,18,3,6,4,0,7,0,0,3,0,26,0,4,0,0,10,0,0,3,0,21,5,6,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,19,8,11,40,5,12,21,6,139,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,10,3,0,0,5,0,16,0,0,5,6,3,0,3,0,0,19,4,0,6,12,5,0,0,3,0,37,3,3,16,12,14,3,7,14,0,75,5,5,31,23,19,11,24,20,0,139,10,4,72,21,28,5,24,31,4,211,22,18,141,18,46,12,39,38,5,340
303041071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,7,0,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,4,6,3,0,0,0,0,13,3,0,10,9,0,0,0,0,0,21,4,0,12,12,5,6,0,6,0,40,0,0,11,7,0,0,0,0,0,26,4,0,18,6,3,0,0,0,0,30
303051072,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,3,11,0,0,0,0,0,13,0,0,5,25,3,3,0,0,0,32,7,3,9,13,0,0,0,0,0,34,4,0,14,17,4,0,4,0,0,38,0,0,8,12,6,0,0,0,0,36
303051073,4,0,0,0,3,0,0,0,0,10,0,0,0,4,0,0,6,5,0,14,0,4,5,0,3,0,4,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,16,19,10,15,8,3,83,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,10,0,0,0,13,0,8,3,4,0,33,3,4,5,14,3,8,0,9,0,36,0,0,5,19,5,9,0,6,0,36,0,4,5,34,4,4,0,7,0,62,3,4,20,45,3,4,4,11,0,100,9,3,23,45,13,4,10,8,4,120,6,3,34,21,24,4,24,11,3,124
303051074,0,0,0,0,0,0,9,7,0,19,0,0,0,0,9,0,21,8,0,40,0,0,6,4,6,0,14,6,0,39,3,0,0,0,12,0,22,0,0,40,0,3,6,0,0,5,8,0,0,19,7,0,0,0,0,0,4,0,0,11,3,0,0,0,4,0,6,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,12,6,35,6,93,30,0,209,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,6,0,6,0,0,0,4,0,5,4,4,0,14,4,0,0,0,0,0,3,4,0,10,0,0,13,3,5,0,7,3,0,38,0,0,15,13,9,8,17,8,0,70,0,3,21,11,22,7,65,34,0,168,11,3,46,17,28,7,150,52,6,312,14,5,110,10,60,16,221,49,14,503
303051075,0,0,0,4,0,0,4,0,0,9,0,0,0,5,5,0,6,3,0,16,0,0,0,0,10,0,4,0,0,18,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,22,16,3,29,7,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,11,0,0,0,8,0,4,0,4,0,13,0,0,5,4,0,0,0,4,0,23,0,3,4,15,4,4,0,6,4,39,0,0,7,29,6,6,12,4,0,77,4,5,17,28,10,9,30,11,5,114,4,3,30,12,13,8,56,18,0,151
303051076,3,0,5,4,8,4,12,3,0,38,6,0,11,10,10,4,14,10,0,69,5,0,21,0,31,9,24,11,0,101,7,6,12,6,14,4,13,6,0,69,16,9,4,3,9,6,10,0,0,52,6,3,4,0,4,4,10,6,0,34,15,3,3,0,5,0,14,0,0,46,0,0,0,0,0,0,0,0,0,9,5,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,66,25,73,22,96,43,108,44,8,477,4,0,0,0,4,5,4,4,0,21,0,0,0,0,0,5,3,17,0,26,0,0,4,3,0,3,8,10,0,30,5,0,16,16,12,5,8,10,0,79,4,0,21,13,10,12,15,10,0,99,5,8,80,32,35,20,22,29,6,236,18,15,104,33,66,19,100,33,4,399,37,9,286,30,121,56,281,143,18,987,77,38,548,50,210,82,314,116,25,1456
303061077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,12,0,0,9,7,3,0,0,3,0,19,0,0,0,13,0,0,0,3,0,15,0,0,3,17,0,0,0,0,0,27,0,0,3,9,0,0,0,3,0,16
303061078,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,0,5,8,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,3,0,6,4,0,0,0,8,0,0,4,4,0,0,0,3,0,15,0,0,0,3,5,0,0,0,0,13,0,0,7,17,0,0,0,5,0,34,3,0,12,25,4,5,3,0,0,51,0,4,8,13,5,5,0,3,0,42,4,5,16,5,6,0,6,8,0,47
