POW_SA2_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
506011112,0,0,0,20,12,0,0,0,0,17,27,0,3,0,0,30,27,0,0,0,0,27,14,0,0,0,0,17,34,0,4,0,0,40,19,3,0,0,0,23,17,3,0,0,0,23,6,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,193,10,13,0,0,213,8,0,0,0,0,8,17,0,0,0,0,23,19,0,0,0,0,19,10,0,3,0,0,20,22,0,0,0,0,24,26,0,0,0,0,30,18,0,3,0,0,25,22,0,3,0,0,27,15,0,0,0,0,19,19,0,0,0,0,22,13,0,3,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,194,5,23,4,0,225,16,0,0,0,0,16,10,0,0,0,0,10,415,10,31,3,5,465,11,0,0,0,0,11,20,0,0,0,0,20,35,0,5,0,0,33,38,0,5,0,0,41,47,0,4,0
506011114,0,0,0,83,70,6,6,0,0,81,63,3,0,0,0,76,57,0,6,0,0,68,59,4,10,0,0,78,64,11,10,0,0,78,59,0,8,0,0,75,42,3,0,0,0,42,12,0,0,0,0,17,4,0,0,0,0,5,0,0,0,0,0,0,581,33,48,6,5,670,130,0,0,0,0,134,96,0,4,0,0,98,58,0,3,0,0,65,92,4,4,0,0,98,87,3,9,0,0,101,80,11,8,4,0,105,78,3,6,3,0,89,71,0,6,0,0,79,83,0,8,0,0,101,52,5,10,0,0,74,26,3,8,0,0,37,11,0,0,0,0,10,0,0,0,0,0,5,859,38,69,18,5,984,56,9,6,0,0,67,19,0,0,3,0,29,1518,79,117,29,12,1750,45,0,0,0,0,45,157,0,6,0,0,161,188,9,4,0,0,202,204,20,22,0,0,246,190,14,21,0
506011115,0,0,0,111,80,0,5,0,0,81,85,0,5,0,3,85,92,0,5,0,0,94,100,7,3,0,0,107,97,4,6,0,0,108,82,0,0,0,0,80,50,0,0,0,0,51,23,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,765,16,27,0,4,816,13,0,0,0,0,9,50,0,0,0,0,54,53,0,3,0,0,58,105,3,4,0,0,123,112,3,6,0,0,124,117,3,7,0,0,131,78,3,4,4,0,88,72,3,11,3,0,88,87,5,4,3,0,99,80,0,5,0,0,93,33,3,5,0,0,41,11,0,0,0,0,17,0,0,0,0,0,4,818,16,64,12,7,915,146,0,0,0,4,154,28,0,5,0,3,33,1747,35,100,15,10,1917,10,0,0,0,0,10,66,0,0,0,0,68,142,0,0,0,0,143,126,3,8,0,0,134,142,5,3,0
506011116,0,0,0,11,19,3,5,0,0,24,6,5,4,0,0,18,9,3,4,0,0,15,20,4,9,0,0,32,21,0,3,0,0,30,4,4,7,0,0,17,9,0,0,0,0,15,4,9,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,116,30,33,4,0,184,43,0,0,0,0,43,30,0,0,0,0,28,15,0,0,0,0,23,21,0,8,0,0,28,16,3,7,4,0,32,27,6,3,0,0,40,22,7,15,4,0,42,31,4,8,4,0,39,24,3,6,0,0,32,12,4,4,4,0,29,10,6,10,0,0,21,4,3,0,0,0,10,0,0,0,0,0,3,247,29,72,21,0,375,15,0,5,0,0,24,3,0,6,0,0,11,388,57,109,20,4,584,9,0,0,0,0,9,17,0,0,0,0,21,29,0,5,0,0,34,35,8,7,0,0,43,26,11,10,5
506011117,0,0,0,29,19,0,5,0,0,18,18,0,3,0,0,23,17,0,0,0,0,19,29,0,4,0,0,26,20,0,8,0,0,31,19,0,5,0,0,20,13,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,188,3,18,0,0,217,63,0,0,0,0,63,48,0,0,0,0,48,14,0,3,0,0,21,28,0,0,0,0,35,40,0,4,0,0,46,36,0,6,0,0,44,31,0,10,0,0,40,22,0,7,0,0,29,14,0,0,0,0,22,23,0,3,0,0,25,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,328,7,40,0,0,376,25,0,5,0,0,23,8,0,0,0,0,8,549,15,60,5,5,630,13,0,0,0,0,13,34,0,4,0,0,30,44,0,10,0,0,55,38,5,5,0,0,45,26,9,10,0
506011307,6,0,0,73,59,0,3,0,0,62,46,11,5,0,0,64,48,6,9,0,0,56,56,0,4,0,0,61,39,0,6,0,0,39,31,0,3,0,0,27,15,0,0,0,0,17,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,407,19,28,0,0,453,145,0,0,0,0,145,75,0,3,0,0,79,25,0,6,0,0,34,58,0,18,3,0,81,70,8,13,0,0,97,60,11,10,0,0,82,53,3,6,0,0,63,36,0,8,0,0,44,24,0,0,0,0,25,19,0,6,0,0,27,4,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,563,23,79,9,0,675,46,6,3,0,0,53,6,0,0,0,0,16,1024,47,111,8,0,1200,17,0,0,0,0,17,60,0,6,0,0,68,115,10,9,0,0,128,102,8,8,0,0,119,83,24,14,0
506011308,3,0,0,121,84,7,9,0,0,107,71,11,7,0,0,92,82,12,5,4,0,96,62,4,8,0,0,75,50,8,5,0,0,63,33,3,6,0,0,42,24,0,0,0,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,599,51,55,7,5,715,51,0,0,0,0,51,61,0,4,0,0,62,49,0,7,0,0,57,72,7,20,6,0,101,86,9,21,4,3,118,64,6,13,3,0,93,55,3,4,7,0,73,32,5,8,3,0,55,29,8,7,3,0,43,22,0,0,3,0,23,9,3,0,0,0,11,6,0,0,0,0,8,0,0,0,0,0,0,536,42,89,26,3,699,34,5,0,0,0,40,26,5,0,0,4,38,1193,99,148,35,14,1492,87,0,0,0,0,87,214,3,8,0,0,226,298,22,14,4,0,342,320,36,20,3,0,378,285,58,32,0
506021118,4,0,0,431,420,0,7,0,0,425,324,9,6,0,0,340,294,12,3,3,0,315,349,15,11,0,0,377,323,10,7,0,0,338,265,14,12,0,0,292,155,5,5,0,0,173,43,0,5,0,0,45,7,0,4,0,0,14,3,0,0,0,0,8,2912,74,59,13,8,3062,252,0,0,0,0,256,260,0,5,0,0,267,225,0,4,0,0,233,234,8,12,5,0,256,261,11,6,0,5,286,240,12,10,0,0,260,187,5,14,0,4,209,155,6,6,3,0,176,176,11,8,5,0,196,109,14,11,0,0,138,90,3,11,0,0,104,38,0,3,0,0,43,8,4,5,4,0,23,2248,67,96,17,7,2440,303,4,0,0,0,317,71,0,0,0,7,85,5538,147,156,32,26,5902,154,0,0,0,0,154,650,5,10,0,0,662,1075,12,21,0,4,1113,1258,40,32,3,5,1335,1255,74,41,0
506021119,12,0,0,177,131,14,6,0,0,154,120,14,11,0,0,149,106,18,7,0,0,129,111,18,15,0,0,143,118,16,16,6,0,153,90,12,10,3,0,115,73,0,0,4,0,84,26,0,5,0,0,31,0,0,0,0,0,4,4,0,0,0,0,4,1067,95,78,14,0,1262,213,0,0,0,0,220,252,0,4,0,0,257,158,0,7,0,0,169,142,0,22,3,0,166,144,12,24,3,0,189,139,14,32,0,0,181,144,8,17,3,0,171,124,9,24,0,0,158,81,14,8,4,0,104,82,12,16,4,0,107,66,3,8,0,0,78,11,3,5,0,0,16,5,0,0,7,0,7,1561,68,164,27,0,1823,115,8,3,0,0,125,36,0,4,0,0,38,2777,172,253,46,9,3249,55,0,0,0,0,55,250,3,8,0,0,259,338,20,19,0,0,379,339,56,21,0,0,415,314,59,27,3
506021120,0,0,0,177,166,0,0,0,0,165,139,0,0,0,0,139,151,3,0,0,0,148,146,4,0,0,0,148,145,0,0,0,0,149,103,4,5,0,0,109,54,6,3,0,0,58,22,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1202,17,11,0,0,1232,23,0,0,0,0,26,42,0,0,0,0,42,43,0,0,0,0,46,73,4,4,0,0,76,71,0,9,0,0,79,62,0,0,0,0,63,45,9,3,0,0,56,37,3,0,0,0,41,42,6,0,0,0,45,26,0,0,0,0,28,11,0,0,0,0,11,16,0,0,0,0,19,0,0,0,0,0,0,491,22,18,4,0,530,75,0,0,0,0,78,37,0,0,0,4,44,1801,39,33,4,6,1882,97,0,0,0,0,97,389,0,0,0,0,391,610,8,9,0,0,626,737,21,23,0,4,777,779,18,16,0
506021121,3,0,0,366,369,5,0,0,0,374,346,4,0,0,0,353,305,0,0,0,0,305,319,0,0,0,0,314,258,4,0,0,0,269,189,5,0,5,0,191,98,4,0,0,0,96,30,0,0,0,0,30,6,0,0,0,0,6,0,0,0,0,0,0,2564,13,11,5,0,2596,83,0,0,0,0,83,298,0,0,0,0,301,195,0,3,0,0,199,213,0,5,0,0,219,201,0,0,0,0,208,160,0,3,0,0,163,144,0,3,0,0,152,137,0,5,0,0,141,120,4,0,0,0,126,80,0,0,0,0,80,27,0,0,0,0,27,7,0,0,0,0,8,0,0,0,0,0,0,1677,5,22,3,9,1706,365,3,0,7,3,378,100,8,3,3,6,117,4709,32,31,15,21,4805,81,0,0,0,0,81,655,0,3,0,0,659,1161,6,7,0,0,1179,1529,23,11,0,0,1565,1521,23,12,0
506021123,3,0,0,501,516,10,9,0,0,531,395,24,4,0,0,426,350,15,8,0,0,375,289,23,13,0,0,327,264,22,5,0,0,299,208,18,12,0,0,237,149,8,3,0,0,161,42,0,4,0,0,45,11,0,0,0,0,12,0,0,0,0,0,0,3013,124,74,11,3,3227,331,0,0,0,0,338,588,0,7,0,4,599,361,4,7,0,0,371,352,9,13,3,0,366,382,5,11,3,3,405,273,9,16,3,0,300,232,6,14,0,0,257,209,12,11,3,0,235,169,13,3,5,0,194,148,8,10,3,3,171,76,3,15,0,0,92,30,6,8,0,0,40,6,0,0,0,0,9,3149,66,115,29,14,3369,318,0,4,4,6,330,82,3,4,5,5,97,6559,194,195,44,26,7027,88,0,0,0,0,88,585,0,9,0,0,596,961,21,27,0,0,1009,1139,46,21,3,0,1209,1142,74,27,0
506021309,0,0,0,95,77,4,5,0,0,87,67,6,0,0,0,74,67,6,0,0,0,77,92,5,3,0,0,102,61,4,0,0,0,70,73,0,0,0,0,77,37,0,0,0,0,37,12,0,3,0,0,19,6,0,0,0,0,4,0,0,0,0,0,0,669,33,24,6,0,724,235,0,0,0,0,235,188,0,0,0,0,188,95,0,3,0,0,99,93,6,7,4,0,106,92,3,8,3,0,111,79,0,6,0,0,92,76,3,3,0,0,86,66,3,3,0,0,67,63,3,6,0,0,71,57,0,3,0,0,62,38,0,0,0,0,38,7,0,5,0,0,13,0,0,0,0,0,0,1106,17,51,11,0,1183,63,0,0,0,4,70,20,0,3,0,3,26,1855,47,78,14,11,2001,14,0,0,0,0,14,118,0,0,0,0,123,158,7,5,0,0,171,160,25,11,0,0,193,119,20,8,0
506021310,4,0,0,45,28,0,0,0,0,30,38,0,0,0,0,36,30,3,0,0,0,32,32,0,0,0,0,32,17,0,6,0,0,25,28,0,0,0,0,29,12,0,0,0,0,12,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,253,6,9,4,0,271,8,0,0,3,0,9,26,0,0,0,0,28,21,0,9,0,0,24,31,0,5,0,0,32,27,0,6,0,0,38,20,0,4,0,0,27,29,0,5,0,0,30,20,5,0,0,0,26,14,0,0,0,0,19,19,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,214,8,23,9,0,261,19,0,0,0,0,21,5,0,0,0,0,8,489,11,40,11,5,557,3,0,0,0,0,3,32,0,0,0,0,28,57,4,6,0,0,63,55,5,8,0,0,61,68,9,8,0
506021311,6,0,0,133,124,7,0,0,0,133,116,4,0,0,0,123,97,10,4,0,0,116,125,3,6,0,0,128,105,5,5,0,0,112,64,5,0,0,0,74,53,0,0,0,0,53,16,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,898,34,28,8,0,970,23,0,0,0,0,24,72,0,6,0,0,74,51,0,0,0,0,58,80,0,7,0,0,93,86,4,6,0,0,100,80,0,9,0,4,96,72,5,3,0,0,87,53,4,6,0,0,58,66,5,0,0,0,75,53,3,0,0,0,57,27,0,0,0,0,35,3,0,0,0,0,9,0,0,0,0,0,0,664,25,44,9,4,747,66,0,5,0,0,74,15,0,0,3,6,22,1651,60,78,20,9,1816,8,0,0,0,0,8,142,0,4,0,0,142,279,9,14,0,4,298,347,24,9,3,0,385,408,23,7,0
506031124,4,0,0,389,432,4,6,0,0,442,444,5,4,0,0,460,430,8,10,4,0,450,428,10,9,3,0,448,468,9,0,0,0,479,368,3,0,0,0,386,248,3,3,0,0,259,86,0,0,0,0,91,11,0,0,0,0,13,0,0,0,0,0,0,3509,45,51,11,3,3613,123,0,0,0,0,128,338,0,8,0,0,341,290,0,5,0,0,300,300,0,12,4,0,317,430,7,14,3,0,458,354,6,7,5,0,371,289,8,7,0,3,310,240,7,14,0,0,259,234,5,7,4,0,253,228,3,13,0,0,249,117,0,8,0,0,125,25,0,7,0,0,33,10,3,0,0,0,12,2982,43,107,20,8,3158,315,3,8,5,0,328,76,0,8,7,4,96,6888,91,169,34,17,7204,61,0,0,0,0,61,384,0,6,0,0,387,767,12,12,0,0,793,937,27,20,4,5,994,1022,31,25,0
506031125,5,0,0,46,17,3,5,0,0,22,28,0,0,0,0,29,35,7,5,0,0,46,25,3,0,0,0,30,30,9,3,0,0,45,20,0,6,0,0,33,13,0,6,0,0,22,4,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,236,24,25,8,0,298,127,0,0,0,0,127,69,0,5,0,0,75,36,0,6,0,0,44,40,6,3,4,0,55,43,0,13,0,0,56,44,0,13,0,0,59,38,9,9,0,0,48,32,4,7,0,0,44,40,5,14,4,0,66,37,0,6,0,0,47,18,0,4,0,0,27,3,0,0,0,0,6,3,0,0,0,0,7,527,35,85,7,0,651,32,0,4,0,0,35,12,0,0,0,0,22,813,57,112,25,0,1006,8,0,0,0,0,8,43,0,0,0,0,43,67,3,4,0,0,75,38,9,3,0,0,55,61,5,10,0
506031126,0,0,0,343,359,9,0,0,0,368,339,15,3,0,0,360,312,17,4,6,0,334,331,15,4,0,0,349,317,14,10,5,0,343,255,17,5,0,4,275,150,14,8,0,0,159,47,0,0,0,0,47,7,0,0,0,0,7,4,0,0,0,0,4,2723,104,34,14,5,2877,103,0,0,0,0,104,159,0,3,0,0,160,157,0,6,0,0,160,197,6,3,5,0,211,216,4,5,4,0,230,173,10,8,4,0,190,155,14,8,0,0,179,133,15,10,6,0,164,111,13,5,0,0,131,83,7,3,0,0,101,30,0,0,0,0,36,23,4,0,3,0,27,8,0,0,0,0,8,1546,82,47,28,6,1708,129,0,0,0,0,134,63,3,7,0,5,74,4456,192,88,37,14,4789,249,0,0,0,0,251,970,0,0,0,0,982,1321,20,15,0,3,1363,1445,80,20,6,3,1552,1564,99,24,3
506031127,5,3,0,385,264,8,7,0,0,284,222,14,6,3,0,254,202,14,8,4,0,223,236,3,9,0,0,250,246,10,8,4,0,269,225,6,3,0,0,231,139,3,8,0,0,147,43,0,5,0,0,45,3,0,3,0,0,12,0,0,0,0,0,0,2272,74,61,15,0,2422,608,0,0,0,0,612,671,0,3,0,0,677,301,3,8,5,0,317,265,10,19,0,0,290,273,10,13,4,0,306,222,6,8,3,0,244,194,6,11,4,0,216,176,3,7,0,0,191,160,6,6,0,0,170,145,15,4,6,0,168,61,0,3,5,0,79,26,0,0,0,0,25,12,0,0,0,0,12,3110,61,85,29,5,3297,253,0,0,0,3,259,89,3,3,8,5,101,5718,146,147,44,20,6082,82,0,0,0,0,82,510,4,13,0,0,522,648,12,18,3,3,679,605,33,30,4,3,678,525,48,34,4
506031128,0,0,0,44,35,4,4,0,0,42,31,3,0,0,0,33,42,12,4,0,0,49,41,0,3,0,0,45,28,6,7,0,0,38,44,4,0,0,0,46,26,0,3,0,0,32,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,325,34,22,3,0,382,102,0,0,0,0,102,83,0,0,0,0,83,45,0,6,0,0,58,47,0,5,6,0,59,76,0,15,3,0,94,46,5,7,0,0,62,58,0,14,0,0,76,58,4,20,0,0,80,41,0,9,0,0,57,51,5,7,0,0,66,23,0,5,0,0,32,10,0,0,3,0,12,0,0,0,0,0,6,640,28,94,16,0,772,45,5,0,0,0,41,13,0,0,0,0,15,1015,60,115,22,0,1218,9,0,0,0,0,9,52,5,0,0,0,58,73,3,7,0,0,86,73,11,11,4,0,98,60,22,8,3
506031129,0,0,0,42,27,0,3,0,0,32,22,7,8,0,0,36,33,0,5,0,0,43,39,0,3,0,0,47,38,5,7,0,0,51,30,6,3,0,0,32,21,3,6,0,0,25,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,282,28,30,3,3,350,141,0,4,0,0,141,83,0,3,0,0,84,34,0,5,0,0,34,44,3,9,0,0,54,55,5,22,0,0,80,43,6,13,3,0,58,66,3,10,3,0,86,51,5,16,0,0,70,63,6,12,0,3,89,41,4,10,0,0,52,18,7,10,0,0,36,6,0,3,6,0,20,7,0,5,5,0,15,657,33,106,21,4,819,35,3,0,0,0,42,12,0,0,0,0,13,989,63,138,24,6,1221,5,0,0,0,0,5,37,0,5,0,0,41,53,0,0,0,0,60,50,7,3,0,0,60,48,10,14,0
506031130,0,0,0,365,345,7,0,0,0,359,336,13,0,0,0,357,306,12,3,0,0,322,313,15,10,0,0,340,306,23,4,0,0,339,244,13,16,7,0,275,138,8,0,0,5,153,55,4,4,0,0,61,12,3,0,4,0,15,3,0,0,0,0,3,2711,110,44,7,4,2884,29,0,0,0,0,29,93,0,0,0,0,93,120,4,3,0,0,132,167,6,12,0,0,180,151,13,4,0,0,170,163,8,4,3,0,176,122,8,0,6,0,139,124,7,6,0,0,144,116,16,3,4,0,141,68,7,8,5,0,89,43,8,4,0,4,56,8,5,0,7,0,19,3,4,0,0,0,9,1220,75,35,28,9,1372,173,4,8,0,0,184,77,4,7,4,7,93,4184,190,90,40,21,4532,364,0,0,0,3,363,1209,4,5,0,3,1226,1682,23,18,0,0,1728,1830,80,43,3,5,1954,1882,105,37,3
506031131,3,0,0,110,80,0,4,0,0,86,68,6,5,0,0,76,81,14,10,0,0,108,97,9,10,5,0,124,96,15,17,0,0,128,87,6,15,3,0,105,49,4,6,0,0,64,22,0,3,0,0,27,5,0,0,0,0,6,0,0,0,0,0,0,766,67,65,11,0,917,235,3,6,0,0,237,199,0,5,3,0,206,79,0,3,0,0,82,80,3,10,0,0,96,134,8,20,3,0,167,125,4,19,0,0,152,134,20,24,4,0,184,110,15,15,5,0,144,130,11,13,6,0,167,89,7,12,3,0,112,56,8,11,4,0,85,16,0,0,4,0,24,10,0,0,0,0,13,1410,83,133,41,0,1665,71,3,10,0,0,85,23,0,0,3,0,31,2265,154,211,56,6,2692,42,0,0,0,0,42,151,0,0,0,0,155,232,6,10,0,0,244,186,21,14,0,0,226,199,43,21,3
506041132,5,0,0,92,86,4,4,0,0,96,79,9,10,0,3,93,75,5,8,0,0,90,94,10,3,5,0,98,84,9,3,0,0,96,69,9,0,0,0,75,39,0,0,0,0,43,20,0,0,4,0,24,3,0,0,0,0,3,0,0,0,0,0,0,695,48,33,9,3,791,72,0,0,0,0,72,90,0,6,0,0,88,75,0,9,0,0,87,72,3,13,3,0,95,95,6,17,3,0,115,85,5,9,4,0,101,76,7,11,5,0,96,66,4,9,0,0,83,54,0,12,0,0,71,48,0,6,0,0,65,23,3,5,3,0,32,7,0,3,6,0,13,0,0,0,0,0,6,769,41,93,22,5,928,63,3,3,0,0,72,21,0,3,0,0,25,1554,90,134,33,6,1816,110,0,0,0,0,105,269,3,0,0,0,272,295,4,17,0,0,315,309,17,18,4,0,351,297,40,31,3
506041133,5,0,0,124,104,3,9,0,0,121,132,3,9,0,0,145,115,10,11,0,0,132,118,7,14,0,0,144,116,7,8,0,4,132,103,5,6,0,0,114,51,9,3,0,0,66,22,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,979,50,65,3,3,1097,107,0,3,0,0,113,124,0,4,0,0,136,84,0,7,0,0,99,104,9,9,0,0,122,95,12,20,5,0,136,86,12,18,5,0,121,76,6,21,4,0,110,73,6,16,0,0,102,54,7,10,0,0,75,29,0,11,3,0,44,29,0,7,0,0,38,6,0,0,0,0,9,8,0,3,0,0,10,886,55,142,28,8,1111,85,3,0,0,0,94,26,0,3,3,7,38,1975,107,203,31,11,2336,31,0,3,0,0,38,132,3,4,0,0,140,226,7,12,0,0,243,255,17,21,0,0,291,283,33,22,0
506041134,3,0,0,106,92,0,3,0,0,99,88,0,5,0,0,104,78,0,5,0,0,84,93,3,8,0,0,106,98,6,11,0,0,117,88,5,8,0,0,96,56,4,4,0,0,61,21,0,5,0,4,22,5,0,0,0,0,0,0,0,0,0,0,0,807,18,46,3,6,879,126,0,0,4,0,125,115,0,3,0,0,118,75,0,0,0,0,79,103,4,11,0,3,118,118,6,17,0,0,146,139,3,12,3,0,159,111,0,0,3,0,118,99,3,4,0,0,104,88,5,3,0,0,97,73,7,11,0,0,84,37,0,3,0,0,41,14,0,0,0,0,10,6,0,3,0,0,4,1086,31,77,10,4,1211,97,0,6,0,0,105,18,0,3,0,4,22,2008,47,130,10,10,2216,18,0,0,0,0,23,125,0,0,0,0,124,156,10,11,0,0,176,158,17,14,0,0,187,151,15,26,0
