POW_SA2_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
601011001,0,0,0,0,0,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,8,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,4,0,0,16,0,0,0,0,0,4,0,0,0,7,0,9,0,0,9,9,4,5,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,7,0,0,0,7,0,0,0,0,0,12,7,0,0,16
601011002,6,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,15,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,7,0,0,5,0,0,0,0,5,22,48,4,0,76,6,3,0,0,8,0,0,0,0,0,5,0,0,0,7,3,0,0,0,3,23,14,0,0,36,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,8,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,5,0,0,0,8,0,0,0,0,0,4,0,0,0,3,13,0,0,0,13,9,7,0,0,7,17,6,0,0,23
601011003,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,7,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,18,31,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,11,4,0,0,13,0,0,0,0,0,7,0,0,0,6,3,0,0,0,9,3,0,0,0,5,11,0,0,0,11
601021004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,16,20,0,0,35,0,0,0,0,0,4,12,0,0,15,0,20,3,0,23,0,0,0,0,6,0,0,0,0,0,0,18,0,0,22,0,0,0,0,0,4,18,0,0,25,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,4,22,10,0,33,0,0,3,0,3,4,8,0,0,14,0,0,0,0,4,42,132,25,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,31,6,0,0,43,3,0,0,0,3,6,11,0,0,13,3,7,0,0,15,6,0,0,0,3,3,0,0,0,3,0,4,0,0,5,0,0,0,0,3,21,10,5,0,35,4,0,0,0,5,0,0,0,0,0,10,0,0,0,13,47,11,0,0,53,4,0,0,0,10,27,8,0,0,34
601021005,3,9,0,0,10,0,0,0,0,0,3,27,9,0,38,4,5,0,0,3,15,75,9,0,100,6,13,0,0,11,3,18,8,0,36,3,9,0,0,11,5,7,0,0,11,0,5,0,0,11,0,4,0,0,3,0,5,0,0,10,14,24,4,0,41,5,7,3,0,12,0,0,0,0,0,0,4,3,0,7,6,5,3,0,5,0,4,0,0,9,0,9,0,0,13,0,7,4,0,14,76,228,45,0,350,6,8,0,0,8,0,0,0,0,0,14,5,0,0,18,5,0,0,0,5,67,27,0,0,91,0,3,0,0,0,14,8,0,0,25,3,0,3,0,10,18,9,0,0,23,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,34,6,0,0,38,16,4,0,0,19,6,0,0,0,7,3,0,0,0,8,17,0,0,0,17,6,0,0,0,9,26,9,0,0,30
601021006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,22,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,7,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,8,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11
601021007,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,21,0,0,0,0,0,0,6,0,0,6,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,3,5,0,0,7,0,0,0,0,3,13,9,0,0,21,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,7,8,0,0,16,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,45,58,3,0,107,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,39,6,0,0,44,4,6,0,0,3,14,0,0,0,16,4,3,0,0,8,6,0,0,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,30,0,0,0,32,11,4,0,0,14,5,0,0,0,5,7,0,0,0,15,20,0,0,0,25,3,0,0,0,4,17,8,0,0,17
601021008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,21,0,0,0,0,0,0,4,6,0,9,0,4,0,0,4,3,0,0,0,8,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,4,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,0,5,33,44,5,0,88,0,0,0,0,0,0,0,0,0,0,8,4,0,0,6,0,0,0,0,0,25,7,0,0,34,0,0,0,0,0,5,4,0,0,6,3,0,0,0,7,12,0,0,0,17,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,5,0,0,30,9,0,0,0,8,0,0,0,0,0,13,4,0,0,11,24,5,0,0,31,4,0,0,0,4,13,0,0,0,13
601021009,0,0,0,0,0,0,0,0,0,0,6,11,0,0,19,0,0,0,0,0,7,31,0,0,39,0,4,0,0,4,0,3,0,0,5,0,5,0,0,6,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,4,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,4,4,11,0,0,18,3,3,0,0,8,25,85,13,0,131,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,3,0,0,0,3,31,14,0,0,37,0,0,0,0,3,3,8,0,0,15,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,6,0,0,0,8,8,0,0,0,8,0,0,0,0,0,6,0,0,0,6,0,0,0,0,3,14,6,0,0,20
601021010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
601021011,0,3,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,9,0,0,11,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,6,0,0,3,3,0,0,0,3,22,34,4,0,56,0,3,0,0,3,0,0,0,0,0,10,4,0,0,12,0,0,0,0,0,29,11,0,0,38,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,4,0,0,0,4,4,7,0,0,8
601021012,6,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,20,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,18,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,34,41,3,0,79,6,0,0,0,7,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,27,10,0,0,39,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,22,9,5,0,0,16,6,0,0,0,6,8,0,0,0,9,4,3,0,0,8,8,0,0,0,8,10,0,0,0,8
601031013,0,6,0,0,4,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,40,3,0,46,4,0,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,27,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14
601031014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,13,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,20,4,0,0,27,0,0,0,0,0,6,0,0,0,9,9,0,0,0,9,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,6,6,0,0,10,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,7,0,0,0,7,9,0,0,0,9
601031015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,12,0,0,0,0,0,0,5,0,0,7,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,9,0,43,4,0,0,0,4,0,0,0,0,0,0,5,0,0,4,6,0,0,0,6,25,7,0,0,31,0,0,0,0,0,4,5,0,0,9,0,7,0,0,7,8,0,0,0,10,7,0,0,0,7,0,3,0,0,3,3,0,0,0,3,3,6,0,0,8,15,4,0,0,17,0,0,0,0,0,8,0,0,0,5,11,5,3,0,20,4,0,0,0,4,7,0,0,0,11
601031016,0,0,0,0,0,0,0,0,0,0,6,32,8,0,46,0,6,0,0,10,4,29,9,0,41,0,13,6,0,15,3,8,4,0,21,0,3,0,0,3,4,10,6,0,23,4,8,4,0,10,0,0,0,0,3,0,5,0,0,5,0,5,4,0,15,0,3,0,0,6,0,3,0,0,4,0,4,0,0,4,0,5,4,0,12,0,3,0,0,3,0,12,0,0,9,0,7,3,0,13,32,153,40,5,229,0,0,0,0,3,0,0,0,0,0,18,8,0,0,23,0,0,0,0,0,34,8,4,0,44,4,0,0,0,4,9,4,0,0,11,3,5,0,0,16,23,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,8,3,0,0,13,0,0,0,0,0,5,0,0,0,5,8,0,0,0,10,5,0,0,0,5,15,6,0,0,23
601031017,0,3,0,0,3,0,0,0,0,0,0,14,6,0,14,0,0,0,0,0,3,26,5,0,41,3,7,0,0,9,7,14,6,0,20,0,17,3,0,22,11,3,6,0,15,0,0,0,0,0,0,3,0,0,4,0,4,8,0,13,9,7,0,0,11,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,5,5,0,5,0,0,0,0,0,0,10,0,0,15,0,4,0,0,3,34,129,31,0,201,0,0,0,0,0,0,0,0,0,0,9,5,0,0,19,0,4,0,0,4,31,18,0,0,56,0,0,0,0,0,11,10,0,0,22,4,11,0,0,9,29,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,16,11,7,0,0,19,0,0,0,0,0,6,0,0,0,10,24,8,0,0,27,9,0,0,0,12,25,7,0,0,39
601031018,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,5,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,7,0,3,0,0,4,19,30,9,0,60,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,11,5,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,4,0,7,12,3,0,0,19,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,0,0,0,8,0,0,0,0,0,4,0,0,0,4
601031019,0,0,0,0,0,0,0,0,0,0,3,24,3,0,32,0,0,0,0,0,3,31,9,0,42,0,22,0,0,20,0,40,0,0,40,0,19,5,0,30,15,5,7,0,29,0,3,0,0,3,0,3,0,0,5,0,4,0,0,6,4,15,4,0,23,0,3,3,0,9,0,0,0,0,3,0,5,0,0,5,0,8,11,0,20,0,6,0,0,6,0,28,4,0,36,9,13,0,0,24,46,233,48,0,334,0,0,0,0,0,0,0,0,0,0,21,8,0,0,24,0,0,0,0,0,32,15,0,0,46,4,4,0,0,3,18,10,0,0,24,4,12,0,0,16,36,0,0,0,39,3,0,0,0,3,5,0,0,0,5,3,0,0,0,3,22,9,0,0,30,29,3,0,0,32,0,0,0,0,0,7,4,0,0,13,20,4,0,0,26,15,0,0,0,16,38,30,0,0,70
601031020,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,12,0,4,0,0,4,0,7,0,0,8,0,9,0,0,9,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,42,12,0,66,0,4,0,0,3,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,22,7,0,0,31,0,0,0,0,0,12,6,0,0,17,6,10,0,0,17,7,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,9,0,0,0,9,0,0,0,0,0,6,0,0,0,6,13,4,0,0,18,7,0,0,0,9,15,6,0,0,24
601031021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,11,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,0,0,0,3,4,0,0,0,4
601041022,5,3,0,0,8,0,0,0,0,0,0,22,8,0,32,0,0,0,0,0,9,60,14,0,80,0,3,0,0,12,3,14,4,0,17,0,7,0,0,13,4,11,3,0,18,0,0,0,0,0,3,5,0,0,6,0,8,0,0,9,13,26,3,0,40,0,14,0,0,14,0,3,0,0,3,0,0,3,0,0,9,17,0,0,25,0,3,0,0,3,6,17,0,0,16,0,6,0,0,8,68,206,39,0,312,8,0,0,0,13,0,0,0,0,0,24,3,0,0,24,0,0,0,0,0,54,11,0,0,71,3,0,0,0,5,17,19,5,0,32,6,18,0,0,17,15,0,0,0,15,9,0,0,0,9,0,0,0,0,0,0,5,0,0,8,47,4,0,0,52,25,3,0,0,24,0,0,0,0,0,25,6,0,0,26,66,7,0,0,72,17,3,0,0,18,19,20,0,0,45
601041023,3,6,0,0,5,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,10,18,0,0,35,0,9,0,0,9,0,3,0,0,5,0,5,3,0,12,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,4,0,0,5,14,14,0,0,30,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,6,0,0,6,0,3,0,0,3,0,7,0,0,8,56,78,15,0,148,4,0,0,0,4,4,0,0,0,4,19,0,0,0,19,0,0,0,0,0,44,18,0,0,63,0,0,0,0,0,13,8,0,0,11,5,3,0,0,7,7,3,0,0,4,5,0,0,0,5,8,0,0,0,8,8,3,0,0,4,44,6,0,0,47,12,0,0,0,15,6,0,0,0,6,22,0,0,0,20,29,0,0,0,31,16,0,0,0,16,21,6,0,0,26
601041024,4,4,0,0,11,0,0,0,0,0,3,7,4,0,14,0,0,0,0,0,15,18,3,0,34,3,7,0,0,9,5,6,0,0,12,0,6,0,0,8,5,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,4,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,5,0,0,8,0,0,0,0,0,4,3,0,0,3,0,6,0,0,9,60,68,9,0,138,9,5,0,0,13,0,0,0,0,0,21,7,0,0,30,0,0,0,0,0,42,19,0,0,61,7,0,0,0,7,10,3,0,0,18,3,4,0,0,10,4,3,0,0,8,6,0,0,0,6,4,0,0,0,0,4,0,0,0,4,31,4,0,0,34,7,0,0,0,9,0,0,0,0,0,16,0,0,0,18,17,0,0,0,18,7,0,0,0,7,21,7,0,0,29
601041025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
