POW_SA2_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
103031073,4,173,0,177,0,26,0,29,0,40,0,41,0,6,0,6,0,58,0,62,0,5,0,6,6,78,0,81,3,61,0,70,5,22,0,25,0,3,0,3,0,4,0,4,0,18,0,18,0,30,0,28,3,24,0,23,0,26,0,26,3,105,0,111,5,102,0,109,0,19,0,15,0,19,0,19,6,42,0,47,44,859,7,908
103031074,16,632,0,647,106,1677,6,1787,7,236,3,248,9,23,0,26,12,248,3,266,0,31,0,30,14,153,0,169,16,183,0,201,6,79,0,83,0,14,0,17,0,11,0,16,0,30,0,30,5,66,0,67,6,90,0,99,0,38,0,40,13,236,0,254,5,140,0,150,6,32,0,38,4,87,0,93,11,125,0,141,242,4107,28,4378
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,4,365,0,371,20,540,6,566,12,355,0,372,0,33,0,34,10,243,0,252,4,95,0,94,10,169,0,175,13,113,0,127,0,86,0,92,0,12,0,12,0,6,0,6,0,23,0,23,0,93,0,93,0,45,0,50,0,113,3,117,9,222,0,229,11,183,0,198,0,37,0,39,0,76,0,76,11,107,0,119,111,2916,12,3032
103041077,7,176,0,181,48,1045,0,1092,19,455,0,474,10,135,0,146,48,808,4,850,14,211,0,229,107,1634,8,1751,82,1291,5,1375,27,394,3,427,0,118,0,117,8,332,0,345,11,247,0,258,24,777,0,801,39,394,0,432,98,1630,5,1732,79,1637,4,1718,220,4179,17,4413,6,109,0,117,53,706,4,764,48,438,5,497,942,16721,57,17722
103041078,5,57,0,59,6,139,0,144,13,258,0,266,5,71,0,68,44,503,3,551,6,154,0,159,31,414,0,451,20,204,0,223,22,301,0,322,0,14,0,14,0,35,0,39,0,24,0,31,6,138,0,148,12,107,0,112,9,163,0,172,13,432,3,439,39,598,0,640,0,28,0,29,17,205,0,218,5,158,0,162,247,3999,13,4255
103041079,14,890,7,915,12,255,0,267,18,489,0,516,0,31,0,31,17,267,0,283,0,45,0,45,7,131,0,144,5,118,0,122,3,90,4,101,0,11,0,12,0,16,0,15,0,15,0,15,3,100,0,108,4,65,0,61,6,154,0,164,9,259,0,268,10,173,0,183,3,30,0,29,0,77,4,81,4,140,0,154,133,3366,16,3515
104011080,7,175,0,181,0,11,0,15,22,385,5,420,11,130,4,140,36,545,4,588,8,136,6,147,60,1168,4,1231,71,676,5,750,24,418,7,452,5,47,0,47,12,133,0,144,3,101,0,104,18,249,0,268,14,221,0,233,90,1136,6,1232,72,748,5,820,159,1942,5,2106,10,106,0,117,27,378,8,409,42,319,6,366,680,9032,63,9775
104011081,20,600,3,621,0,17,0,17,6,153,0,160,0,14,6,13,10,235,0,248,0,19,0,19,10,80,0,93,9,182,0,194,0,93,0,100,0,11,0,14,0,8,0,9,0,21,0,21,0,86,0,88,11,91,0,98,37,427,6,468,15,317,0,326,10,124,0,135,0,28,0,28,4,59,0,62,8,131,0,140,141,2693,19,2853
104011082,11,222,0,231,0,15,0,19,15,362,3,380,4,38,0,38,10,415,9,435,5,105,0,104,29,690,3,719,45,683,6,735,5,163,0,171,0,29,4,40,0,55,0,55,0,117,0,116,3,211,0,215,4,143,5,151,16,188,0,200,30,476,0,500,39,880,0,918,0,55,0,61,11,214,0,230,21,209,4,235,247,5262,37,5548
104021083,5,131,0,139,0,0,0,0,5,99,0,102,0,10,0,10,11,100,0,109,0,18,0,18,11,191,0,204,7,202,4,212,0,28,0,28,0,21,0,21,0,16,0,16,0,22,0,22,0,128,0,128,0,59,0,65,0,104,0,113,11,272,0,285,18,342,0,360,0,32,0,32,0,52,0,55,4,58,4,65,83,1905,8,1993
104021084,3,112,0,110,0,9,0,9,13,165,0,179,0,36,0,39,25,527,0,548,3,123,0,124,80,1239,0,1317,50,755,0,804,4,67,0,69,0,27,0,32,4,65,0,72,0,51,0,58,5,226,0,227,10,136,0,146,43,709,0,754,34,420,0,458,63,1044,3,1112,3,85,0,86,15,333,4,351,15,230,3,245,370,6370,20,6758
104021085,5,176,0,175,0,6,0,13,8,384,0,395,7,184,5,192,51,903,0,953,13,333,0,347,51,1260,12,1318,58,937,4,998,20,449,0,472,0,103,0,103,12,346,0,354,5,277,0,288,12,711,0,728,36,548,3,590,61,974,4,1038,47,1252,8,1311,233,4271,13,4520,9,168,0,182,23,589,0,619,45,517,10,577,710,14381,62,15155
104021086,0,215,7,225,0,6,0,6,0,24,0,24,0,10,0,10,9,107,0,111,0,5,0,5,0,38,0,35,3,41,0,40,0,14,0,14,0,0,0,0,0,3,0,3,0,10,0,10,0,44,0,43,0,38,0,35,0,13,0,13,0,91,0,92,4,54,0,57,0,7,0,7,0,28,0,28,0,31,0,31,26,776,11,813
104021087,9,265,4,276,0,10,0,10,6,30,4,36,5,7,0,11,0,56,0,61,0,22,0,22,0,61,0,67,0,54,0,57,0,32,0,32,0,9,0,9,0,11,0,11,0,17,0,17,0,35,0,35,3,22,0,21,0,33,0,33,0,107,0,111,6,91,0,96,6,22,0,23,3,32,0,32,3,44,3,49,41,953,6,999
104021088,0,95,0,95,0,0,0,0,0,19,0,23,0,3,0,3,7,224,0,227,0,24,0,30,4,148,0,156,11,225,4,239,0,21,0,21,0,11,0,11,0,14,0,14,0,31,0,31,4,120,0,118,0,66,0,69,0,15,0,12,5,143,0,153,9,134,0,143,0,22,0,23,4,48,0,53,0,58,5,62,49,1423,5,1483
104021089,0,147,0,155,0,6,0,7,11,220,0,234,0,15,0,19,25,484,0,503,3,94,0,91,42,639,3,688,25,492,0,513,8,292,0,303,0,68,0,71,0,49,0,51,0,50,0,53,0,196,0,196,4,144,0,150,0,53,0,56,30,596,0,629,29,539,0,568,11,103,0,114,7,172,0,187,18,194,10,217,241,4541,18,4799
104021090,0,50,0,52,0,7,0,7,3,108,3,121,0,6,0,6,3,99,0,106,0,13,0,13,3,109,0,110,10,154,0,162,6,67,0,73,0,8,0,8,0,4,0,4,0,12,0,12,0,57,0,57,0,28,0,29,10,59,0,67,4,79,0,86,11,167,0,178,0,11,0,11,3,51,0,51,4,77,0,82,48,1165,5,1225
104021091,8,912,11,928,0,6,0,15,4,100,0,106,0,7,0,11,18,300,4,323,3,43,0,47,13,269,0,279,29,380,4,405,6,94,0,100,0,11,0,11,0,39,0,39,0,50,0,50,0,131,0,129,10,95,0,108,4,42,0,47,25,370,0,388,13,280,0,292,7,25,0,29,6,133,0,144,9,142,0,151,151,3427,25,3600
105011092,19,245,0,266,0,4,0,4,0,11,0,13,5,12,0,20,27,54,0,77,6,16,0,18,12,81,0,91,12,47,0,65,4,24,0,25,0,10,0,11,0,10,0,10,0,3,0,3,12,19,0,26,16,24,0,41,64,148,0,211,65,161,5,222,69,114,4,184,4,8,0,12,14,23,0,35,27,33,0,63,342,1044,8,1392
105011093,3,191,4,202,94,840,7,941,4,50,0,58,5,28,0,30,18,98,0,114,0,24,0,24,12,118,0,133,18,109,0,125,3,53,0,54,3,4,0,3,4,7,0,10,0,15,0,10,0,27,0,28,10,33,0,45,19,108,0,123,14,114,3,139,18,90,0,110,0,7,0,7,12,50,0,59,11,68,0,83,255,2025,22,2300
105011094,32,431,0,463,0,0,0,0,0,9,0,10,0,6,0,13,25,42,0,62,10,27,0,39,26,57,0,81,18,37,0,60,12,36,0,45,0,7,0,7,7,5,0,13,0,4,0,0,5,33,0,37,8,13,0,17,25,87,0,106,55,143,3,202,71,138,0,215,0,4,0,4,12,31,0,36,25,34,0,63,333,1142,16,1488
105011095,29,522,3,563,56,287,0,336,3,44,0,46,7,41,0,45,19,104,0,120,6,49,0,57,23,135,4,154,21,85,0,107,7,60,0,71,0,14,0,14,4,76,0,88,0,8,0,12,3,59,0,66,9,33,0,39,26,138,0,161,34,193,0,226,19,148,3,175,6,8,0,8,6,43,0,50,18,88,0,111,294,2137,14,2445
105011096,21,475,0,499,0,28,0,25,0,16,0,11,0,17,0,22,9,57,0,64,0,23,0,29,13,109,0,123,28,119,0,149,7,50,0,58,0,5,0,5,3,17,0,17,0,6,0,12,4,38,0,41,13,28,0,39,56,131,0,182,67,191,0,257,52,155,0,207,4,15,0,17,9,28,0,39,23,33,0,56,314,1528,14,1852
105021097,0,42,0,44,47,753,8,807,7,133,0,143,3,123,3,124,31,365,3,396,7,147,0,154,57,725,8,784,50,554,0,610,23,233,0,262,3,47,0,46,8,59,0,67,0,53,0,56,16,106,0,121,24,183,0,212,42,421,0,464,48,551,0,601,130,1493,9,1626,13,74,0,84,19,265,3,288,33,188,5,234,556,6520,37,7121
105021098,14,390,3,407,0,12,0,8,0,12,0,14,0,13,0,14,6,33,0,40,0,0,0,0,4,25,0,25,6,57,0,60,4,23,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,8,4,17,0,19,13,57,0,70,28,75,0,99,19,48,0,63,10,17,0,19,8,5,0,10,11,33,0,37,128,805,5,936
105031099,21,682,3,707,0,3,0,3,13,63,0,68,5,26,0,28,9,117,3,131,0,18,0,20,27,180,0,209,20,167,4,187,3,86,0,97,0,12,0,8,0,9,0,9,0,13,0,15,8,50,0,54,6,29,0,34,22,170,0,195,25,324,0,354,31,287,5,331,10,23,0,29,13,55,3,68,16,90,3,108,220,2403,22,2652
105031100,8,84,0,93,7,42,0,48,99,790,3,895,4,64,0,71,97,728,3,831,28,349,0,378,49,407,0,453,35,130,0,160,45,350,3,404,0,33,0,38,8,46,0,54,7,36,0,43,6,174,0,187,25,135,5,165,47,160,0,202,103,565,0,668,181,1586,8,1777,6,61,0,68,42,287,0,331,62,245,3,316,860,6288,35,7184
105031101,4,105,0,109,5,36,0,37,26,248,0,271,16,164,0,182,102,660,5,768,10,145,0,154,203,1337,5,1542,138,906,3,1044,28,200,0,229,12,107,0,117,23,291,4,316,23,183,0,206,29,625,0,657,55,232,0,281,188,1121,8,1311,119,873,3,999,296,2161,7,2466,16,83,3,101,41,371,0,409,81,342,8,425,1390,10187,47,11624
105031102,5,32,3,40,6,8,0,12,11,71,0,80,8,34,0,39,34,179,0,213,8,71,0,80,31,204,4,236,41,293,0,337,15,144,0,155,0,8,0,8,0,19,0,17,0,13,0,16,5,34,0,41,17,59,0,73,19,95,0,110,56,359,0,416,47,333,0,387,9,158,0,169,13,106,0,121,18,77,0,100,327,2306,12,2644
105031103,14,396,0,415,0,9,0,16,0,41,0,45,0,5,0,10,19,131,0,148,4,22,0,22,0,26,0,27,6,8,0,15,0,48,0,47,0,10,0,8,0,7,0,7,0,6,0,10,6,32,0,35,7,28,0,35,0,7,0,10,6,50,0,62,4,28,0,36,0,23,0,21,0,29,0,26,5,31,0,38,88,949,6,1034
105031104,5,472,9,481,0,0,0,0,0,23,0,20,0,23,0,23,4,42,0,49,0,16,0,21,14,134,0,144,21,86,0,99,6,22,0,28,0,6,0,4,0,9,0,9,0,6,0,6,0,24,0,30,0,19,0,21,13,110,3,123,17,136,0,154,29,172,3,207,0,6,0,6,3,41,0,45,9,56,9,71,129,1406,25,1558
105031105,32,604,0,643,24,138,0,168,6,38,0,46,4,35,0,38,12,88,0,105,8,51,0,54,30,105,0,134,10,84,0,99,19,107,6,127,0,3,0,4,3,18,0,18,0,9,0,8,6,42,0,43,3,18,0,26,11,77,0,93,41,194,0,236,48,167,0,215,5,9,0,12,9,57,0,71,23,82,0,107,304,1934,6,2241
105031106,32,424,0,454,0,36,0,36,7,34,0,35,9,60,0,77,34,185,0,213,3,24,0,26,44,158,0,201,46,159,8,208,6,62,0,74,0,7,0,7,0,10,0,9,0,26,0,23,3,49,3,55,7,48,0,58,80,429,5,520,62,244,0,306,81,243,5,330,0,22,0,27,14,67,0,82,20,92,11,126,458,2372,32,2861
106011107,6,182,0,186,12,96,0,107,34,715,6,751,0,5,0,9,25,362,0,391,0,42,0,41,21,415,0,433,106,1344,9,1458,18,213,0,228,0,13,0,9,0,28,0,33,0,56,0,57,0,106,0,111,19,199,0,215,0,39,0,39,12,230,0,240,9,198,0,205,9,73,0,81,13,121,0,142,15,188,3,200,298,4620,22,4941
106011108,0,23,0,19,3,35,0,38,17,118,0,137,0,30,0,30,21,244,0,265,5,55,0,59,73,1014,3,1092,64,603,4,667,12,213,0,227,4,18,0,21,8,88,0,96,4,90,0,100,9,178,0,187,13,181,0,192,110,1326,4,1438,50,840,4,891,98,1248,6,1355,3,96,0,96,15,300,0,321,30,199,4,228,530,6894,25,7459
106011109,8,173,0,179,10,106,0,117,13,272,0,283,0,21,0,19,17,215,0,236,0,14,0,14,0,50,0,50,3,98,0,101,7,78,0,82,0,17,0,17,0,25,0,22,0,17,0,19,0,98,0,104,0,69,0,72,0,14,0,14,8,129,0,141,6,66,0,64,3,38,0,35,0,34,0,34,6,80,0,86,75,1607,6,1688
106011110,5,395,8,410,0,22,0,19,9,59,0,65,6,29,0,33,13,240,0,253,0,28,0,28,18,227,0,244,17,140,0,157,3,86,0,89,0,5,0,13,0,24,0,24,0,25,0,25,0,112,0,114,0,53,0,57,8,110,0,114,15,294,4,311,14,225,6,246,0,14,0,20,7,91,0,97,4,94,0,98,121,2279,11,2412
106011111,0,20,0,20,9,97,0,105,23,326,0,347,8,47,3,57,34,371,0,406,8,48,0,55,37,299,0,338,37,364,0,397,6,94,0,91,0,12,0,12,0,24,0,25,0,62,0,67,13,150,0,159,8,122,4,136,4,53,0,56,33,478,0,515,52,772,3,821,0,58,0,61,16,169,0,182,12,166,3,181,286,3728,17,4034
106011112,6,100,0,105,56,863,3,922,19,341,0,359,5,86,0,89,36,541,0,585,7,145,0,160,55,913,4,976,69,581,3,653,28,264,5,289,0,31,0,31,8,77,0,86,7,97,4,102,7,310,0,314,50,536,0,591,48,962,0,1014,34,615,0,645,61,844,0,911,0,68,0,69,27,409,3,444,34,282,8,322,557,8071,38,8664
106011113,8,288,0,305,314,4995,27,5339,17,316,0,332,5,34,0,34,19,348,5,369,17,429,0,448,3,45,0,51,8,74,0,75,7,78,0,82,0,6,0,6,0,26,0,27,0,40,0,40,4,73,0,80,36,378,0,414,4,63,0,72,8,64,0,68,0,19,0,19,0,22,0,22,13,150,0,163,26,191,3,214,483,7634,38,8152
106021114,0,36,4,41,9,87,0,94,7,58,0,66,0,9,0,16,18,250,0,269,0,50,0,50,40,703,0,745,43,444,0,491,5,94,0,96,0,34,0,34,4,186,0,188,0,139,0,148,18,339,0,354,46,445,4,493,44,1069,0,1108,29,538,4,574,145,2325,12,2476,9,64,0,74,12,303,0,311,21,198,0,215,441,7365,32,7843
106021116,4,65,0,69,0,16,0,16,0,23,0,22,0,3,0,3,8,209,0,218,0,11,0,11,7,61,0,68,4,73,0,78,0,16,0,16,0,7,0,7,0,15,0,15,0,12,0,12,4,75,0,83,0,31,0,31,5,80,0,80,4,176,0,179,17,274,0,298,0,13,0,13,4,35,0,42,0,43,0,39,53,1227,0,1278
106021614,0,16,0,14,3,115,0,119,4,148,0,156,0,18,0,18,19,312,0,328,3,33,0,41,85,1667,0,1750,54,811,4,868,3,109,0,118,0,64,0,63,3,198,0,206,5,129,6,136,10,217,0,225,11,160,0,173,20,276,0,295,37,797,0,839,79,1641,9,1728,7,51,0,56,25,407,4,434,28,183,0,208,387,7355,19,7769
106021615,6,57,0,66,0,22,0,28,0,63,0,68,0,8,0,8,20,206,0,224,3,24,0,33,30,434,0,468,31,385,0,413,4,45,0,54,0,4,0,7,0,42,0,47,0,7,0,6,7,77,0,87,3,67,0,74,6,26,0,32,25,533,0,559,50,615,0,662,0,14,0,14,4,114,0,124,6,78,0,85,205,2838,5,3048
106021616,0,35,0,38,34,366,0,406,37,739,0,778,12,160,0,168,57,876,0,934,9,337,0,346,23,607,5,631,12,68,0,84,21,259,0,281,0,3,0,10,0,9,0,16,5,55,0,58,6,142,0,148,22,147,0,167,3,69,0,74,14,285,0,300,20,249,0,272,0,30,0,36,37,513,0,551,23,344,6,376,341,5298,15,5648
106021617,0,20,0,20,0,11,0,14,0,32,0,32,0,4,0,3,12,172,0,180,0,13,0,13,5,148,0,152,10,172,0,189,0,23,0,28,0,5,0,5,0,22,0,22,0,4,0,5,0,92,0,98,0,37,0,39,0,43,0,47,25,408,7,442,15,176,0,195,0,26,0,26,4,45,0,43,0,50,0,50,93,1505,5,1606
106021618,0,43,0,42,12,146,0,154,16,490,5,515,6,94,0,99,54,946,0,1002,15,187,0,198,18,293,0,312,22,298,0,322,35,478,3,505,0,17,0,17,0,45,0,42,3,125,0,129,12,362,0,371,16,204,0,216,4,134,0,139,15,343,0,359,44,682,0,724,0,19,0,19,24,218,0,240,16,333,0,349,308,5442,13,5760
106031119,0,27,0,27,0,7,0,7,0,34,0,32,0,0,0,0,10,169,0,178,0,5,0,4,3,73,0,73,6,131,3,140,3,94,0,104,0,0,0,0,0,7,0,7,0,7,0,7,0,49,0,53,3,51,0,52,0,37,0,38,8,86,0,92,3,71,0,75,3,31,0,38,0,69,0,72,0,44,0,45,37,1007,4,1058
106031120,7,36,0,42,0,0,0,0,0,28,0,29,0,4,0,4,0,73,0,77,0,5,0,5,10,138,0,146,9,130,0,135,3,23,0,27,0,0,0,0,4,20,0,19,0,17,0,24,4,39,0,38,0,43,0,48,0,14,0,19,4,73,0,80,8,157,0,159,0,13,0,11,9,51,0,60,3,30,0,32,58,883,0,947
106031121,3,41,0,43,0,4,0,4,8,187,0,193,0,12,0,18,28,539,0,576,4,62,0,61,62,1120,0,1188,57,1302,0,1358,12,163,0,173,0,29,0,35,6,110,0,111,3,156,0,158,4,347,0,352,13,244,6,258,17,248,5,264,15,593,0,614,51,1117,0,1168,15,130,0,146,13,293,0,311,16,239,5,257,318,6951,27,7303
106031122,8,41,0,42,21,317,0,336,97,2359,6,2464,14,252,0,264,83,1167,10,1261,40,1006,0,1044,71,990,0,1063,49,597,3,648,33,417,0,447,5,35,0,39,3,81,0,84,7,99,0,97,4,259,0,269,17,203,0,217,36,815,6,857,53,575,0,633,57,751,0,817,3,50,0,51,27,420,0,449,44,485,3,532,665,10914,44,11626
106031123,0,81,0,79,0,48,0,48,0,30,0,34,0,5,0,7,4,165,0,177,0,8,0,5,0,19,0,20,0,24,0,27,7,76,0,82,0,3,0,3,0,8,0,8,0,8,0,8,0,41,0,41,0,32,0,32,0,6,0,10,0,82,0,86,6,35,0,46,0,15,0,15,3,41,0,43,5,25,0,30,34,768,3,808
106031124,0,27,0,27,0,6,0,8,3,37,0,37,0,9,0,9,3,92,0,99,0,22,0,22,13,136,0,152,13,182,0,195,0,27,0,27,0,10,0,11,0,18,0,18,0,36,0,36,0,40,0,40,3,37,0,39,3,27,0,29,3,65,3,69,21,247,0,265,4,34,0,37,4,38,0,40,7,53,0,57,75,1142,8,1222
106031125,15,92,0,106,6,82,0,95,16,524,4,540,0,23,0,23,32,384,4,420,0,25,0,28,24,295,6,322,22,376,0,401,12,316,0,321,3,25,0,20,3,35,0,39,0,58,0,58,9,789,0,801,11,126,0,140,93,2738,0,2839,20,402,0,420,15,301,3,318,6,67,0,73,23,136,0,161,17,166,3,185,332,6948,24,7307
106041126,0,82,0,83,207,2294,17,2513,8,189,0,199,34,772,3,814,47,490,0,541,15,248,0,263,34,523,5,561,70,387,0,457,19,170,0,189,0,33,0,27,0,47,0,52,3,97,0,99,13,181,0,195,35,258,5,300,34,368,0,403,31,426,0,458,59,626,4,693,5,59,0,64,31,357,0,385,26,275,3,299,676,7888,42,8603
106041127,23,440,4,461,50,903,0,955,0,74,0,82,0,0,0,0,9,77,0,82,0,18,0,18,0,53,0,54,9,70,0,75,4,43,0,45,0,0,0,3,0,0,0,0,0,4,0,4,0,29,0,29,12,119,0,129,0,21,0,21,3,67,0,69,4,87,0,88,0,10,0,13,3,20,0,21,3,44,3,52,120,2072,7,2206
106041128,5,168,0,175,0,12,0,12,22,370,7,393,0,16,0,20,10,161,0,171,0,57,0,56,18,295,0,319,20,209,0,225,4,81,0,91,0,6,0,8,0,41,0,37,0,22,0,22,0,181,0,182,10,58,0,72,14,186,0,199,6,261,0,269,34,383,3,421,3,95,0,102,3,109,0,112,17,83,0,98,174,2795,20,2989
106041129,33,998,8,1042,0,17,0,17,0,32,0,35,0,10,0,14,13,132,0,143,0,22,0,21,7,101,0,108,14,138,0,152,0,69,0,71,0,3,0,3,0,12,0,12,0,13,0,13,3,49,0,51,4,39,0,44,0,77,0,78,15,242,0,262,8,136,0,145,0,72,0,72,6,43,0,51,12,96,0,109,124,2305,15,2442
107011131,0,39,0,43,0,9,0,11,3,89,0,91,4,51,0,52,19,405,3,428,0,39,0,43,32,797,0,828,30,631,0,660,3,105,0,112,0,22,0,22,0,90,0,91,0,85,0,85,5,186,0,188,3,170,0,178,9,268,0,279,21,624,4,653,32,1027,0,1059,0,21,0,22,8,227,0,229,5,139,0,150,184,5034,12,5228
107011132,0,10,0,10,0,0,0,0,0,18,0,20,3,32,0,35,10,171,0,179,0,13,0,10,0,21,3,27,0,17,0,17,7,171,0,180,0,7,0,7,0,65,0,64,0,10,0,10,0,57,0,57,0,57,0,58,3,40,0,47,7,127,0,140,14,431,4,454,0,5,0,9,0,47,0,49,0,52,0,57,52,1368,8,1423
107011133,0,11,0,10,6,123,0,134,25,1678,7,1708,5,88,0,97,5,206,3,217,7,176,0,182,0,21,0,21,0,11,0,11,33,928,0,961,0,0,0,0,0,12,0,12,0,19,0,25,0,45,0,44,0,52,0,51,10,87,0,96,0,12,0,12,0,21,0,21,0,15,0,15,0,47,0,46,0,144,0,145,88,3703,12,3793
107011134,0,7,0,7,17,665,3,681,29,1304,0,1337,19,473,0,497,50,1727,4,1779,10,383,0,390,24,721,0,750,10,359,0,372,27,879,6,909,0,29,0,31,0,45,0,48,0,68,0,73,5,401,0,406,9,236,0,247,12,292,0,305,9,524,0,531,20,925,0,945,4,50,0,53,10,578,0,585,18,625,8,652,270,10291,31,10589
107011545,4,24,0,24,0,23,0,23,3,94,0,98,0,12,0,12,5,189,0,197,0,27,0,27,6,148,0,153,7,128,0,134,0,61,0,59,0,18,0,19,0,14,0,10,0,11,0,11,0,46,0,46,4,36,0,41,0,33,0,39,12,273,3,287,16,312,0,328,0,98,0,101,0,110,0,109,3,73,0,74,60,1733,3,1799
107011546,0,8,0,3,4,55,0,55,34,1885,0,1916,0,20,0,28,17,692,0,713,0,72,4,70,29,1002,3,1036,21,379,0,398,7,268,0,274,0,39,0,39,0,63,0,63,0,50,0,53,4,161,0,167,5,237,0,240,6,140,0,146,20,419,0,439,32,1250,4,1287,0,33,0,33,5,276,0,284,16,250,0,268,210,7286,14,7510
107011547,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,66,0,69,0,0,0,0,0,34,0,34,3,54,0,60,0,3,0,3,0,5,0,5,0,14,0,16,0,18,0,18,0,15,0,20,0,24,0,22,4,24,0,34,0,64,0,66,3,91,0,92,0,14,0,16,4,22,0,21,7,19,0,23,26,481,3,513
107021135,0,0,0,0,0,21,0,21,0,0,0,0,0,4,0,4,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,43
107031136,3,41,0,45,0,10,0,10,0,47,0,47,0,13,0,13,15,373,0,393,0,7,0,7,5,226,0,235,12,340,0,353,0,68,0,64,0,8,0,10,5,42,0,43,5,77,0,81,3,152,0,159,8,96,0,102,8,48,0,62,26,637,0,666,28,490,0,520,0,29,0,36,0,98,0,98,5,82,0,90,134,2885,7,3031
107031137,0,0,0,0,0,7,0,7,10,178,0,193,0,17,0,17,39,538,0,576,0,145,0,144,15,522,4,540,10,255,0,270,6,139,0,143,0,6,0,11,0,8,0,8,0,20,0,20,0,39,0,39,4,114,0,117,5,73,0,76,4,119,5,130,20,476,0,500,3,50,0,51,4,164,0,168,13,157,0,171,134,3023,10,3172
107031138,0,14,0,15,0,0,0,6,0,53,0,53,0,9,0,9,6,324,0,329,0,14,0,14,8,331,0,349,20,579,0,603,0,50,0,54,0,25,0,25,0,113,0,110,0,70,0,74,0,222,0,221,4,78,0,81,7,360,0,371,9,344,0,354,5,404,0,409,0,43,0,39,7,147,4,146,3,90,0,96,82,3260,10,3360
107031139,0,0,0,0,0,10,0,10,0,10,0,12,0,6,0,6,4,124,0,133,0,6,0,6,0,78,0,75,4,67,0,66,0,38,0,39,0,17,0,17,0,13,0,16,0,8,0,8,0,60,0,57,0,11,0,17,0,37,0,40,0,87,0,84,4,83,0,84,0,11,0,11,4,23,0,24,0,22,0,25,27,698,0,724
107031140,3,172,0,182,0,0,0,0,0,72,0,70,0,13,0,16,10,293,0,309,0,21,0,26,4,183,0,195,7,360,0,378,0,62,0,62,0,6,0,6,0,37,0,37,0,33,0,34,0,193,0,194,5,56,0,62,0,27,0,27,4,130,0,137,3,268,0,275,0,77,0,78,0,80,0,83,4,70,0,79,61,2171,10,2246
107031141,0,22,0,22,11,125,0,135,0,90,0,96,4,48,0,55,18,401,0,422,0,32,0,38,10,277,0,290,9,362,4,377,0,90,0,94,0,24,0,23,0,93,0,95,0,71,0,76,3,186,0,191,0,95,0,97,5,141,0,147,12,473,0,488,12,544,0,557,0,27,0,27,0,119,0,120,0,115,0,116,98,3335,5,3444
107031142,0,5,0,5,0,5,0,5,6,165,0,168,4,6,0,10,16,537,5,557,0,67,0,69,52,1517,5,1580,22,578,0,605,7,264,3,280,5,34,0,34,4,111,0,116,4,71,0,73,0,218,0,218,7,205,0,215,36,875,0,912,12,534,0,549,48,1450,3,1500,5,51,0,58,5,277,0,280,17,199,3,222,247,7166,24,7437
