POW_SA2_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
304041100,0,0,0,0,0,10,0,13,0,15,0,15,0,5,0,5,0,78,0,79,0,16,0,14,9,444,0,456,13,391,0,410,0,10,0,10,0,13,0,15,0,16,0,16,0,13,0,13,0,63,0,63,0,44,0,44,0,20,0,20,0,180,0,182,8,428,0,438,0,41,0,47,0,72,0,74,3,37,0,42,46,1884,0,1931
304041101,0,7,0,7,0,0,0,0,0,34,0,34,0,0,0,0,3,127,0,133,0,24,0,29,17,715,3,732,13,324,0,336,0,37,0,37,0,33,0,34,4,70,0,70,0,61,0,64,0,142,0,142,4,114,0,118,0,83,0,86,12,532,3,548,15,589,0,604,0,26,0,26,4,149,0,146,0,58,0,60,77,3126,10,3214
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,8,443,0,451,0,0,0,0,0,0,0,0,0,11,0,11,0,9,0,9,4,67,0,70,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,21,0,20,15,603,0,621
304041103,0,3,0,3,0,17,0,17,3,45,0,48,0,9,0,9,4,179,0,179,0,37,0,37,0,373,0,377,4,266,0,274,0,20,0,20,0,23,0,23,0,66,0,66,0,54,0,55,3,370,0,376,5,73,0,74,0,56,0,56,12,602,0,610,0,427,0,425,0,88,0,88,4,131,0,132,0,83,0,84,33,2921,0,2954
304041104,0,7,0,7,0,16,0,16,0,12,0,12,0,15,0,15,0,89,0,88,0,11,0,11,0,104,0,109,0,88,0,88,0,61,0,62,0,16,0,16,0,25,0,29,0,9,0,9,0,116,0,112,0,49,0,55,5,121,0,122,9,498,0,509,9,361,0,373,0,30,0,30,0,46,0,49,0,44,0,44,23,1705,0,1739
305011105,7,219,0,227,88,5360,4,5455,13,827,0,838,44,1913,0,1956,69,3250,11,3329,6,804,0,809,63,4185,4,4262,114,6028,8,6145,69,4806,8,4881,33,2980,6,3017,193,19100,16,19307,31,2878,0,2916,381,34469,38,34883,103,6113,15,6231,834,31532,65,32429,111,5900,0,6008,108,5544,9,5658,41,2268,0,2309,29,1700,0,1729,95,3880,35,4003,2420,143743,225,146393
305011106,0,41,0,41,0,103,0,103,7,441,4,450,10,1238,0,1248,25,1926,3,1959,3,255,0,258,20,1463,3,1490,45,2961,7,3010,14,918,0,931,5,923,0,928,17,1205,0,1216,4,609,0,613,51,7487,8,7542,8,904,0,909,55,1982,3,2038,6,915,0,921,33,1815,0,1845,12,465,0,478,16,871,0,885,28,1004,10,1042,359,27518,41,27914
305011107,0,4,0,4,0,12,0,12,0,10,0,16,0,0,0,0,0,59,0,63,0,4,0,4,0,13,0,13,0,37,0,37,0,27,0,27,0,10,0,10,0,23,0,23,0,27,0,27,0,119,0,119,0,28,0,28,0,6,0,6,0,31,0,31,0,208,0,212,0,15,0,18,0,36,0,36,0,31,0,35,6,699,0,708
305011108,0,3,0,9,0,6,0,6,0,38,0,42,0,0,0,4,9,200,3,212,0,24,0,24,3,75,0,72,15,574,0,590,0,46,0,46,4,52,0,51,0,60,0,61,0,120,0,120,0,285,0,291,0,95,0,97,0,51,0,58,0,122,0,132,18,884,9,901,0,47,0,47,0,65,0,67,0,88,0,91,61,2833,12,2905
305011109,0,10,0,10,0,11,0,11,0,55,0,55,0,11,0,11,9,266,0,276,0,14,0,14,5,405,0,408,10,604,0,619,0,45,0,44,0,60,0,58,0,163,0,162,0,237,0,241,0,602,0,606,0,226,0,223,4,32,0,35,0,209,0,213,12,737,0,749,4,137,0,142,3,194,0,200,4,169,0,172,56,4194,4,4248
305011110,0,28,0,29,15,803,3,818,9,749,0,757,0,27,0,27,17,1193,3,1207,5,241,0,247,7,386,0,392,39,2495,5,2542,15,1227,3,1246,23,826,0,852,21,912,0,936,5,604,3,609,28,3014,0,3041,27,1705,4,1738,41,803,6,848,37,2845,3,2883,170,11165,15,11353,33,1567,0,1601,15,802,6,829,27,792,3,820,532,32177,55,32771
305011111,0,18,0,18,0,46,0,45,0,101,0,101,0,123,0,123,10,272,0,285,0,130,0,130,3,279,0,282,19,693,0,707,0,478,0,486,0,165,0,167,0,482,0,485,0,199,0,206,25,2391,6,2420,5,352,0,355,4,237,0,240,28,1565,0,1595,37,3950,0,3991,0,60,0,59,8,449,4,456,8,417,0,424,152,12416,13,12578
305011112,0,20,0,20,0,24,0,24,3,167,0,165,0,31,0,31,11,629,0,638,4,266,0,272,21,748,0,772,17,862,3,882,5,258,0,263,14,185,0,199,0,150,0,151,5,366,0,373,10,1160,0,1175,0,157,0,160,8,376,0,386,7,471,0,480,17,812,7,836,13,321,0,330,10,414,0,426,3,349,3,352,140,7765,12,7916
305021113,0,3,0,3,0,6,0,6,0,10,0,10,0,5,0,5,3,89,0,85,0,3,0,3,0,26,0,26,0,23,0,23,0,8,0,7,0,13,0,13,0,19,0,19,0,24,0,24,0,71,0,71,0,25,0,25,0,4,0,4,3,247,0,252,5,158,0,166,0,11,0,11,0,43,0,43,0,29,0,30,10,806,5,820
305021114,0,4,0,4,0,12,0,12,0,114,0,117,0,11,0,7,7,265,0,274,0,41,0,41,0,216,0,218,4,443,0,445,0,50,0,53,0,31,0,31,0,55,0,57,0,154,0,158,0,204,0,206,0,41,0,41,0,72,0,72,0,151,0,157,4,319,0,323,0,32,0,32,3,132,0,136,0,113,0,113,26,2474,3,2504
305021115,0,27,0,27,0,5,0,5,0,108,0,114,0,17,0,17,4,500,0,510,3,183,0,181,3,329,0,334,8,326,0,330,5,81,0,87,0,36,0,36,0,122,0,124,0,128,0,128,5,486,4,489,0,113,0,113,0,31,0,31,0,444,0,445,3,281,0,283,0,57,0,59,4,245,0,246,5,187,0,191,39,3689,9,3741
305021116,0,0,0,0,0,0,0,0,0,7,0,7,0,3,0,3,0,92,0,97,0,14,0,14,0,75,0,75,0,120,0,122,0,82,0,82,0,20,0,20,0,33,0,33,0,47,0,47,7,132,0,141,0,40,0,40,0,9,0,9,3,210,0,210,0,88,0,87,0,34,0,34,0,90,0,90,0,36,0,42,16,1128,0,1144
305021117,0,14,0,17,0,39,0,39,17,956,0,973,3,56,0,60,13,714,0,726,15,577,0,594,9,586,0,597,9,441,0,452,12,473,0,485,0,45,0,45,0,79,0,79,0,148,0,152,7,568,0,572,3,135,0,136,8,186,4,195,3,347,0,352,11,605,0,611,4,129,0,128,9,272,0,279,8,458,0,473,122,6833,9,6961
305021118,0,8,0,8,0,6,0,6,0,15,0,15,0,0,0,0,0,133,0,134,0,25,0,25,0,79,0,82,0,57,0,59,0,26,0,26,0,14,0,14,5,32,0,32,0,28,0,28,3,136,0,137,0,43,0,44,0,27,0,27,0,159,0,161,0,95,0,98,0,29,0,29,0,81,0,81,0,40,0,41,13,1032,0,1048
305031119,0,4,0,4,0,30,0,31,0,169,0,170,0,8,0,8,16,782,0,799,0,151,0,150,11,471,0,482,6,471,4,479,0,168,0,168,0,64,0,64,0,89,0,89,0,61,0,63,0,483,0,490,6,168,0,177,4,187,0,192,9,340,3,347,9,162,0,165,4,293,0,295,4,392,0,396,0,237,3,241,71,4731,10,4812
305031120,0,4,0,4,0,14,0,14,5,124,4,129,0,11,0,11,0,103,0,111,0,10,0,10,4,181,0,183,0,81,0,82,0,12,0,15,0,37,0,37,0,30,0,30,0,64,0,64,0,118,0,118,0,32,0,31,9,175,0,186,0,61,0,61,0,138,0,138,0,31,0,31,0,70,0,72,0,50,0,49,23,1355,7,1387
305031121,0,10,0,10,0,5,0,5,3,24,0,33,0,0,0,0,6,141,0,143,0,10,0,8,4,307,0,315,0,259,0,260,0,41,0,41,0,14,0,14,0,58,0,64,0,101,0,105,0,170,0,171,0,51,0,51,0,11,0,11,0,142,0,146,0,161,0,161,0,291,0,293,0,90,0,90,0,56,0,57,19,1942,10,1970
305031122,0,8,0,8,0,8,0,8,0,39,0,39,0,3,0,3,0,126,0,125,0,11,0,11,0,175,0,175,3,300,4,310,3,40,0,43,0,9,0,9,0,60,0,60,0,89,0,97,3,223,0,230,0,55,0,58,0,43,0,44,8,586,0,594,7,596,3,610,0,30,0,31,0,121,0,123,0,79,0,81,32,2618,7,2659
305031123,0,5,0,5,0,4,0,4,0,21,0,21,0,3,0,3,0,60,0,55,0,11,0,11,0,33,0,33,3,49,0,53,0,4,0,4,0,14,0,14,0,13,0,13,0,12,0,16,0,134,0,134,0,24,0,24,0,6,0,6,0,268,0,265,0,160,0,163,0,19,0,19,0,46,0,45,4,41,0,45,10,921,3,926
305031124,0,13,0,13,0,33,0,33,0,132,0,134,0,0,0,0,0,149,0,150,0,68,0,69,0,128,0,127,9,823,0,825,0,51,0,55,0,24,0,24,0,76,0,80,0,88,0,87,0,163,0,167,0,90,0,90,4,79,0,80,0,39,0,39,5,317,0,318,0,35,0,35,0,108,0,108,0,102,0,101,23,2522,0,2544
305031125,0,0,0,0,0,35,0,35,0,203,0,209,0,13,0,13,17,720,0,739,3,145,0,150,0,162,0,164,0,144,0,146,14,608,0,617,0,39,0,46,0,71,0,69,3,143,0,147,7,359,0,359,0,146,0,146,8,272,0,278,0,157,0,159,0,138,0,138,7,132,0,141,7,152,0,161,3,220,0,223,74,3857,6,3940
305031126,0,8,0,8,0,49,0,49,6,198,0,201,0,12,0,12,17,569,0,588,0,52,0,52,5,192,0,198,5,500,0,513,0,75,0,75,0,27,0,27,0,106,0,110,3,113,0,121,8,1213,0,1226,3,214,0,221,4,308,0,316,68,3278,0,3347,180,11160,10,11356,0,152,0,159,0,215,0,217,6,406,0,416,321,18855,16,19190
305031127,0,3,0,3,0,14,0,14,0,35,0,35,0,9,0,9,3,89,0,94,0,8,0,8,5,187,0,189,8,368,0,377,0,29,0,24,0,24,0,27,0,14,0,14,0,50,0,51,0,154,0,159,0,31,0,31,0,24,0,27,0,166,0,171,3,259,0,259,0,19,0,18,0,70,0,72,0,64,0,63,22,1621,0,1645
305031128,5,169,0,170,8,132,0,138,3,541,0,546,9,1378,0,1388,32,1684,0,1716,5,677,0,682,23,1501,9,1529,15,1181,5,1200,62,2304,7,2371,11,735,0,749,19,1698,0,1717,5,637,0,637,30,3655,3,3678,10,795,3,805,22,1035,9,1063,9,310,0,318,40,3281,4,3316,12,647,0,661,13,997,0,1011,22,1024,5,1053,333,24366,40,24748
305031129,0,5,0,5,0,8,0,8,0,22,0,22,0,6,0,6,8,96,0,100,0,36,0,36,0,102,0,105,0,156,0,156,0,15,0,15,0,19,0,19,0,24,0,24,0,51,0,51,0,185,0,185,0,37,0,37,0,32,0,32,0,79,0,80,4,303,4,305,0,7,0,7,4,102,0,101,0,55,0,59,12,1331,4,1345
305031130,0,22,0,22,0,40,0,40,0,168,0,170,0,3,0,3,12,439,0,452,0,78,0,78,3,401,0,406,7,275,0,283,0,67,0,68,0,22,0,22,0,86,0,88,0,124,0,127,0,285,0,293,3,130,0,140,6,68,0,75,15,262,0,278,90,745,5,839,0,62,0,62,4,166,0,168,7,157,0,162,156,3622,5,3783
305031131,0,5,0,5,0,9,0,9,0,8,0,8,0,3,0,3,8,226,0,237,0,9,0,9,8,360,0,365,3,134,0,142,0,41,0,46,0,18,0,18,0,69,0,69,3,176,0,176,0,221,0,223,4,118,0,118,12,638,5,646,8,425,0,438,18,1286,0,1307,0,45,0,42,6,191,0,196,10,113,0,114,81,4088,9,4181
305041132,0,4,0,4,0,8,0,7,0,65,0,66,0,8,0,8,6,381,0,385,0,29,0,29,9,434,0,441,5,256,0,266,0,32,0,32,0,43,0,43,0,103,0,98,0,105,0,105,0,359,0,360,0,97,0,97,0,53,0,53,15,785,0,797,3,797,0,802,0,90,0,99,3,202,0,201,0,103,0,105,49,3955,10,4010
305041133,0,5,0,5,0,4,0,4,0,14,0,14,0,4,0,4,0,77,0,78,0,11,0,11,0,134,0,134,0,92,0,92,0,9,0,9,0,10,0,10,0,37,0,37,0,37,0,37,0,167,0,166,5,80,0,82,0,14,0,14,5,89,0,90,28,2880,6,2911,0,37,0,37,3,138,0,138,3,88,0,93,35,3920,4,3965
305041134,0,8,0,8,0,9,0,9,0,25,0,25,0,6,0,6,0,169,0,169,0,9,0,9,0,71,0,71,0,102,0,102,0,0,0,0,0,13,0,12,0,50,0,50,0,38,0,38,0,247,0,243,0,38,0,38,0,19,0,19,0,423,0,424,3,266,0,269,0,97,0,97,0,97,0,97,4,70,0,79,9,1754,0,1771
305041135,0,49,0,51,10,395,0,401,10,708,0,720,0,179,0,176,39,2067,3,2112,4,472,4,476,11,1045,0,1062,13,1392,0,1413,5,215,0,221,4,400,0,400,17,1658,0,1679,4,517,3,523,23,3488,3,3513,20,787,4,807,7,303,0,310,19,737,0,750,34,2108,0,2149,7,479,0,488,9,852,0,864,12,878,9,900,253,18736,26,19013
305041136,0,8,0,9,0,13,0,13,0,20,0,20,0,0,0,0,0,161,0,165,0,8,0,8,0,123,0,128,0,178,0,180,0,22,0,25,0,38,0,42,0,39,0,45,0,44,0,44,3,204,0,210,0,29,0,32,0,22,0,22,6,240,3,242,5,404,0,409,21,138,0,159,4,139,0,143,0,52,0,52,51,1888,4,1945
305041137,0,11,0,11,0,22,0,22,0,66,0,66,0,10,0,10,14,562,0,570,3,243,0,241,12,594,0,604,7,537,0,543,9,543,3,554,4,96,0,102,9,992,0,999,3,242,0,242,5,1441,0,1452,4,419,0,424,10,301,0,315,8,960,0,966,4,1020,0,1025,0,150,0,154,4,248,0,251,3,231,3,242,102,8661,10,8777
306011138,0,3,0,3,0,0,0,0,0,3,0,3,0,8,0,8,0,64,0,59,0,0,0,0,0,27,0,31,0,26,0,31,0,15,0,13,0,5,0,5,0,0,0,0,0,8,0,8,0,38,0,42,0,37,0,37,0,5,0,5,4,131,0,136,4,67,0,71,0,5,0,7,0,20,0,20,6,19,0,21,20,491,0,511
306011139,0,13,0,10,0,5,0,5,0,24,0,24,0,0,0,0,10,193,0,206,0,9,0,10,10,232,0,238,25,683,3,715,0,36,0,40,0,21,0,21,0,25,0,25,0,57,0,60,0,152,0,152,0,95,0,101,0,12,0,12,0,92,0,92,9,219,0,228,4,32,0,34,0,84,0,84,3,75,4,81,60,2065,5,2134
306011140,0,23,0,27,0,14,0,21,8,279,0,285,3,40,0,46,18,304,0,323,4,65,0,68,5,118,0,123,7,174,0,183,36,971,7,1013,0,4,0,4,0,5,0,5,6,118,0,123,5,88,0,91,11,91,0,99,27,310,0,340,7,151,0,161,8,154,0,159,4,12,0,12,4,76,0,78,10,95,0,107,163,3097,8,3267
306011141,15,266,0,282,4,21,0,28,0,27,0,27,0,23,0,23,18,181,0,199,0,13,0,13,19,266,0,285,10,265,0,280,3,64,0,66,0,8,0,8,0,12,0,12,0,28,0,28,6,105,0,104,7,64,0,68,0,28,0,28,20,604,0,620,22,520,5,544,0,21,0,24,0,94,0,95,0,78,0,87,128,2668,8,2807
306011142,0,20,0,23,0,6,0,6,0,48,0,46,0,7,0,7,20,457,0,478,4,52,0,55,45,893,4,942,22,634,0,663,8,273,0,281,3,32,0,39,0,59,0,57,5,98,0,102,0,198,0,206,13,166,0,177,0,106,0,117,39,956,0,987,21,487,0,509,0,91,0,93,11,240,3,245,6,156,3,169,204,4986,15,5206
306011143,0,9,0,9,3,15,0,12,0,15,0,15,0,5,0,5,3,95,0,94,0,7,0,6,4,53,0,53,4,110,0,112,0,39,0,43,0,5,0,5,0,3,0,3,0,26,0,30,3,50,0,52,3,31,0,36,0,10,0,13,3,96,0,95,7,56,0,58,3,40,0,43,4,25,0,28,0,31,0,33,38,701,0,742
306021144,0,11,0,11,0,3,0,3,3,43,0,43,0,0,0,0,15,126,0,131,3,47,0,48,0,67,0,74,0,71,0,71,5,46,0,53,0,0,0,0,0,11,0,10,0,0,0,4,4,34,0,39,3,30,0,33,12,58,0,70,27,386,0,412,14,173,0,190,5,9,0,14,0,71,0,72,4,33,4,44,98,1229,3,1336
306021145,0,15,0,15,3,48,0,54,0,136,3,137,15,263,0,278,45,504,6,558,8,126,0,134,107,1611,5,1725,166,3123,11,3303,35,583,3,618,10,131,0,146,13,442,0,458,13,476,0,492,62,1333,0,1394,80,727,4,815,234,1972,0,2205,63,1057,7,1116,381,7307,25,7706,47,488,0,531,56,875,0,924,81,577,4,661,1421,21801,70,23290
306021146,0,12,0,15,0,0,0,0,10,28,0,37,0,5,0,5,8,141,0,149,0,44,0,47,48,712,0,766,17,257,3,278,5,26,0,34,0,27,0,27,0,89,0,88,4,53,0,50,10,105,0,117,6,66,0,70,3,10,0,13,10,77,0,90,18,277,0,299,0,6,0,10,4,131,0,143,4,89,0,99,150,2177,13,2338
306021147,7,24,0,31,5,25,0,28,12,97,0,106,0,11,0,15,26,246,0,272,5,36,0,37,32,234,0,263,34,221,0,260,9,104,0,107,0,16,0,16,0,22,0,22,4,32,0,35,8,52,0,60,10,84,0,91,26,161,0,189,25,223,0,251,72,273,0,346,4,25,0,29,5,118,0,128,15,85,0,100,296,2082,7,2378
306021148,13,193,0,207,6,17,0,23,14,232,0,243,0,9,0,11,28,348,0,378,0,31,0,33,8,137,0,139,19,203,0,226,6,69,0,79,0,0,0,0,0,6,0,6,0,22,0,22,4,75,0,84,0,55,0,62,21,82,0,105,53,425,0,476,20,289,4,313,4,24,0,23,6,95,4,100,17,94,0,112,219,2418,17,2650
306021149,0,0,0,0,0,7,0,7,0,10,0,10,0,3,0,3,3,107,0,118,0,9,0,9,0,79,0,79,0,27,0,27,0,38,0,39,0,13,0,13,0,19,0,19,0,32,0,32,0,65,0,69,9,50,0,58,0,12,0,13,10,98,0,101,31,255,0,286,4,4,0,5,4,31,0,34,0,28,0,35,67,875,6,949
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306021151,3,7,0,6,0,0,0,0,0,33,0,35,6,21,0,27,8,54,0,65,0,20,0,20,5,162,0,173,22,218,3,244,0,30,0,30,0,0,0,0,3,24,0,27,0,16,0,16,0,116,0,113,6,51,0,68,4,11,0,17,11,38,0,48,124,305,3,426,5,16,0,25,14,58,0,71,10,36,5,48,222,1219,10,1456
306021152,0,12,0,12,0,0,0,0,7,97,0,105,3,35,0,41,37,398,4,432,7,90,0,93,24,267,0,292,28,270,4,302,0,85,0,92,0,40,0,43,0,6,0,6,0,36,0,36,12,110,0,120,11,137,0,147,12,204,0,217,76,947,0,1029,80,867,3,953,8,69,0,75,13,214,0,225,15,124,0,140,332,4011,20,4366
306021153,0,5,0,5,0,3,0,3,0,19,0,19,0,0,0,0,4,48,0,51,0,6,0,6,35,348,3,392,18,130,0,146,3,38,0,43,0,6,0,5,0,15,0,15,0,3,0,3,3,40,0,38,3,36,0,38,0,9,0,13,0,25,0,25,13,112,0,123,0,0,0,0,0,58,0,55,7,32,0,39,82,932,9,1021
306021154,4,85,0,86,0,32,0,37,90,1333,5,1421,14,314,0,329,98,1413,0,1514,35,806,3,845,80,1613,9,1697,30,449,0,480,88,1172,4,1263,8,60,0,69,11,168,0,178,14,150,3,166,33,570,0,605,43,367,0,415,205,1904,3,2107,14,121,0,137,147,983,9,1131,9,104,0,113,38,932,7,976,76,709,3,790,1021,13274,50,14345
306021155,0,7,0,7,0,0,0,0,0,7,0,7,0,0,0,0,10,53,0,60,0,3,0,3,0,25,0,24,3,26,0,27,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,19,0,19,0,10,0,11,16,199,0,213,9,139,0,156,4,4,0,7,0,14,0,14,0,16,0,20,40,542,3,591
306021156,0,10,0,12,0,0,0,0,0,29,0,29,0,3,0,3,3,111,0,110,0,5,0,5,7,77,0,84,8,131,0,139,0,35,0,34,0,3,0,4,0,22,0,22,0,93,0,98,4,117,0,124,0,57,0,57,8,66,0,69,13,299,0,316,16,289,0,305,0,17,0,16,3,78,0,81,0,36,0,38,66,1473,8,1546
306021157,0,8,0,8,3,7,0,8,3,115,3,126,0,20,0,21,19,257,0,275,3,130,0,136,8,149,0,157,17,194,0,213,13,224,3,239,0,5,0,5,0,19,0,20,0,15,0,15,7,95,0,99,4,37,0,45,0,61,0,61,31,505,6,543,21,222,0,239,5,48,0,51,5,125,0,125,10,92,0,104,158,2322,9,2488
306031158,25,466,0,493,0,10,0,10,0,60,0,57,0,6,0,6,0,75,0,78,0,22,0,22,6,49,0,52,3,52,0,48,0,30,0,30,0,4,0,11,0,12,0,13,0,6,0,6,0,25,0,26,0,23,0,24,0,18,0,26,9,127,0,134,3,79,4,89,0,5,0,8,0,28,0,31,7,55,0,58,70,1153,6,1228
306031159,23,193,3,220,0,7,0,5,13,119,0,125,11,63,0,74,16,183,0,202,10,92,0,101,62,516,0,578,59,245,0,303,24,160,0,185,0,17,0,17,6,60,0,67,0,36,0,35,6,104,0,109,24,98,0,123,40,328,0,374,21,418,3,441,117,833,6,952,0,20,0,16,15,201,0,210,33,165,5,210,475,3854,31,4364
306031160,55,920,8,980,0,15,0,12,18,359,4,383,0,3,0,3,12,159,4,170,0,24,0,25,0,49,0,51,3,97,6,104,4,77,0,79,0,12,0,12,0,5,0,5,0,16,0,16,0,62,0,65,11,61,0,65,0,49,0,51,0,135,0,132,0,42,0,48,0,28,0,28,0,47,0,50,15,131,7,150,125,2281,26,2430
306031161,79,968,19,1065,0,22,0,22,20,388,4,412,4,59,0,65,7,191,0,204,0,74,0,76,19,407,4,427,13,345,4,365,7,236,0,241,0,13,0,13,5,31,0,36,0,49,0,46,4,96,0,96,3,97,0,99,12,156,0,166,22,340,0,354,19,343,3,363,4,35,0,41,14,129,0,142,26,207,10,247,260,4181,42,4482
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,0,7,0,3,0,4,0,4,0,0,0,0,0,0,0,0,8,11,0,17,0,0,0,0,4,10,0,12,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,9,0,0,10,55,13,0,75,41,54,0,93,104,69,0,170,8,6,0,11,3,0,0,3,3,0,0,7,244,173,0,414
306041164,6,143,6,153,0,5,0,5,15,140,6,157,0,18,0,22,12,138,0,148,0,28,0,32,25,222,0,246,17,238,0,253,11,87,0,102,0,10,0,10,0,6,0,8,0,26,0,26,5,57,0,62,14,116,4,130,38,208,0,243,26,249,0,278,37,280,3,321,5,34,0,41,7,90,0,100,28,110,7,145,243,2200,26,2476
306041165,0,48,0,47,3,4,0,6,0,71,0,72,0,5,0,11,3,229,0,236,0,26,0,23,4,341,8,354,31,1228,8,1264,6,278,0,284,0,13,0,11,0,28,0,28,0,99,0,98,0,134,0,139,6,193,0,197,3,32,0,38,8,79,4,90,4,173,0,183,0,109,0,112,5,100,0,106,3,130,6,137,81,3324,28,3434
306051166,45,738,8,788,0,11,0,11,8,166,0,179,3,67,0,69,19,327,0,345,0,105,0,108,30,719,8,763,29,336,0,360,4,114,0,122,0,29,0,29,0,76,0,80,6,74,0,73,3,165,4,173,14,115,0,130,26,334,3,360,19,488,3,503,50,933,5,985,0,56,0,56,10,235,0,245,20,228,4,260,282,5328,31,5643
306051167,7,233,4,250,5,61,0,61,3,52,0,51,6,13,0,15,16,120,0,134,0,7,0,7,7,91,0,99,3,50,0,54,3,26,0,31,0,4,0,7,0,13,0,13,0,19,0,19,0,26,0,30,4,26,0,26,0,32,0,35,36,197,0,232,16,150,0,170,0,18,0,17,5,39,0,42,3,77,6,87,122,1255,10,1390
306051168,0,60,0,62,0,0,0,0,0,25,0,32,0,3,0,3,4,71,0,69,0,12,0,18,3,135,0,140,7,96,0,104,0,33,0,34,0,7,0,7,0,4,0,4,0,15,0,15,4,67,0,72,6,59,0,70,12,22,0,36,6,126,0,142,24,68,0,93,12,74,0,81,3,22,0,26,8,58,0,65,97,976,5,1077
306051169,13,482,7,500,0,24,0,26,4,141,0,148,0,14,0,14,5,187,0,193,0,25,0,24,7,177,0,187,10,220,0,233,0,71,0,73,0,26,0,27,0,19,3,23,0,26,0,26,4,132,0,136,4,46,0,48,3,80,0,85,7,236,3,253,14,192,0,200,0,23,0,22,0,60,0,64,8,95,3,107,88,2271,20,2374
306051170,48,539,3,595,4,30,0,33,13,282,5,297,7,88,0,98,14,297,0,316,3,134,0,139,22,465,8,501,24,279,0,302,9,200,5,219,0,21,0,21,0,48,0,45,0,48,0,48,0,148,0,149,21,110,5,133,27,345,6,373,36,421,4,465,80,638,9,726,0,25,0,29,9,235,5,248,18,177,8,205,341,4545,43,4933
307011171,51,683,4,738,0,9,0,9,4,43,0,44,3,26,0,26,9,93,0,108,9,45,0,58,30,119,0,148,21,89,0,107,11,59,0,68,0,0,0,0,0,21,0,21,0,6,0,10,0,31,0,29,10,26,0,40,32,95,0,124,20,163,0,185,50,212,0,265,7,5,0,13,7,61,0,68,20,71,4,95,288,1849,8,2143
307011172,13,389,0,401,22,379,0,406,3,133,0,138,11,303,0,317,24,555,8,581,0,63,0,62,27,422,0,447,17,278,3,306,10,180,0,185,0,15,0,15,4,21,0,22,0,74,0,79,4,189,0,189,13,142,0,155,9,110,0,117,7,303,0,310,22,273,0,292,0,19,0,20,3,131,0,137,19,252,0,272,214,4215,19,4454
307011173,8,360,0,369,0,0,0,0,5,95,0,103,0,31,0,37,6,226,0,240,9,104,0,110,20,334,4,359,25,217,5,239,15,137,0,151,5,8,0,17,5,43,0,45,0,26,0,21,3,135,0,143,6,51,0,58,9,128,0,141,10,274,0,284,29,368,0,394,0,14,0,15,12,172,0,187,9,134,0,149,175,2863,17,3057
