POW_SA2_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
216011410,3,3,0,0,12,0,0,0,0,0,0,0,0,3,0,0,4,3,8,7,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,8,32,16,22,26,5,0,115,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,3,0,0,6,0,0,6,0,0,11,0,0,0,0,6,3,0,0,9,0,0,0,4,6,6,0,0,11,0,0,0,0,0,10,0,0,13,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216021411,9,12,0,0,46,0,4,5,13,0,4,0,0,28,0,0,5,13,12,9,0,0,39,0,0,0,5,4,0,0,0,9,0,0,3,0,3,0,0,0,12,3,0,3,0,0,0,0,0,6,49,59,135,104,82,67,15,3,510,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,10,6,3,0,6,0,0,0,0,14,0,3,3,0,7,0,0,0,18,0,12,8,6,10,14,3,0,48,0,16,23,12,16,4,9,0,78,0,13,13,6,6,9,0,0,54,0,0,17,9,13,4,0,0,46,0,0,9,6,4,3,6,0,25,0,0,9,3,0,3,0,0,14,0,0,4,0,0,0,0,0,4,0,0,3,12,8,7,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
216021412,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,3,8,9,13,12,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,6,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216021413,10,9,0,0,31,0,4,9,4,6,0,0,0,27,0,0,5,9,8,8,0,0,34,0,0,0,8,0,0,0,0,8,0,0,0,3,6,0,0,0,7,3,0,0,0,4,3,0,0,6,42,59,117,83,88,74,20,5,488,0,0,0,3,0,0,0,0,6,18,0,0,0,5,4,0,0,22,0,0,6,0,0,0,3,0,16,3,6,0,4,0,3,0,0,22,0,5,6,0,0,4,0,0,17,4,5,3,4,7,10,4,0,44,5,10,7,12,8,11,0,0,53,0,10,9,11,13,13,0,0,55,0,0,19,6,12,16,5,0,64,0,0,0,5,4,7,0,0,23,0,4,3,5,0,3,0,0,12,0,0,3,4,5,4,0,0,12,0,0,4,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
216021414,5,8,0,0,24,0,0,8,0,7,0,0,0,13,0,0,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,45,67,106,91,79,51,17,4,451,4,0,0,0,0,0,0,0,7,25,0,0,0,0,0,0,0,20,12,6,5,0,0,0,0,0,23,6,0,4,0,0,3,4,0,15,5,0,11,4,0,4,0,0,26,3,10,25,3,7,11,5,0,67,0,18,19,17,21,15,4,0,93,4,14,30,14,14,20,3,0,88,0,4,11,13,12,10,0,0,56,0,0,10,7,3,6,0,0,32,0,0,4,6,8,3,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,3,7,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0
216031415,4,3,0,0,17,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,44,32,47,36,12,0,205,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,11,0,0,0,3,0,0,4,0,10,0,6,5,5,0,4,0,0,17,4,7,9,4,0,3,0,0,32,0,3,8,12,9,3,5,0,46,0,12,15,10,4,12,0,0,58,0,5,4,13,13,9,5,0,43,0,0,3,4,12,5,0,0,31,0,0,6,6,7,0,0,0,17,0,0,8,5,0,4,0,0,16,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216031416,37,36,4,0,185,0,5,28,25,23,21,4,0,99,0,3,41,40,33,25,4,0,144,0,0,6,3,4,6,0,0,21,0,0,4,3,3,6,0,0,11,0,5,5,6,5,0,0,0,29,123,309,514,355,307,292,49,5,1955,5,0,3,0,0,0,0,0,7,32,3,3,3,0,0,0,0,38,13,10,8,6,8,10,5,0,51,15,11,12,9,9,4,0,0,65,21,18,24,13,18,22,10,0,118,20,30,37,34,34,41,4,0,197,5,43,68,54,57,51,16,0,298,5,38,96,73,78,59,11,0,358,3,34,84,54,75,51,15,0,320,0,25,49,34,53,28,3,0,194,0,7,37,14,33,19,4,0,110,0,3,23,11,17,4,0,0,53,0,0,23,8,15,12,0,0,58,0,0,7,0,6,0,6,0,17,0,0,0,3,0,0,0,0,5,0,0,0,6,3,4
216031418,8,8,0,0,19,0,0,0,3,0,0,0,0,5,0,0,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,19,33,36,29,36,6,0,169,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,7,0,0,0,7,0,0,0,0,8,0,0,0,3,6,0,0,0,8,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216031419,16,7,0,0,51,0,0,0,7,10,0,3,0,25,0,0,5,12,14,11,0,0,53,0,0,0,3,0,0,0,0,11,0,0,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,7,19,48,99,96,105,77,26,5,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,8,0,5,5,0,0,0,0,0,14,0,4,4,9,4,0,0,0,15,5,3,3,4,8,10,0,0,30,0,3,5,13,9,5,0,0,34,0,5,6,6,7,4,0,0,23,0,7,20,7,11,11,0,0,59,0,0,3,11,11,13,0,0,37,0,0,10,3,11,8,0,0,36,0,0,0,4,0,7,0,0,13,0,0,0,4,9,6,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0
216031593,7,3,0,0,27,0,0,0,5,7,6,0,0,15,0,0,4,6,12,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,42,57,107,80,60,45,5,0,403,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,6,3,3,0,0,0,4,0,0,14,0,0,3,0,9,7,4,0,22,4,8,3,6,10,5,4,0,39,0,5,9,15,3,4,0,0,41,0,3,3,4,8,3,0,0,21,0,0,0,4,3,4,0,0,17,0,4,7,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216031594,11,12,3,0,64,0,0,10,12,9,8,0,0,41,0,0,3,4,5,6,0,0,24,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,7,61,129,247,188,110,117,29,5,875,0,0,0,0,0,0,0,0,6,26,0,0,0,0,0,0,0,29,9,5,0,3,4,0,0,0,26,7,5,15,5,11,4,4,0,55,6,11,13,5,3,9,0,0,55,3,25,23,25,15,15,3,0,109,3,23,35,35,18,20,5,0,128,5,28,27,35,33,17,0,0,141,0,19,28,32,21,10,4,0,114,0,4,26,13,19,12,0,0,70,0,5,33,8,14,5,0,0,67,0,0,19,15,10,9,3,0,46,0,0,16,22,27,9,0,0,79,0,0,3,0,5,0,0,0,12,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0
217011420,9,6,0,0,23,0,5,7,3,0,4,0,0,14,0,0,4,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,45,49,60,52,15,0,266,0,0,0,0,0,0,0,0,8,8,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,3,3,4,0,0,15,0,0,3,3,4,3,3,0,13,4,0,6,10,8,5,5,0,30,3,8,11,5,9,16,3,0,45,0,6,8,11,4,5,4,0,37,0,11,16,3,11,7,0,0,52,0,6,3,4,4,7,0,0,31,0,0,11,3,0,3,0,0,23,0,0,0,0,3,3,0,0,7,0,0,4,0,0,5,0,0,20,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
217011421,7,4,0,0,44,0,0,6,10,5,6,0,0,22,0,0,10,8,5,4,0,0,29,0,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,11,56,97,172,131,133,123,26,0,732,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,32,8,0,6,4,4,0,0,0,21,3,8,9,8,4,6,0,0,32,8,4,9,5,3,10,0,0,39,4,14,20,14,20,25,4,0,102,5,16,33,16,29,24,4,0,132,3,11,15,22,22,22,12,0,107,0,0,25,20,25,24,7,0,103,0,9,12,12,18,20,5,0,67,0,0,13,8,14,11,0,0,41,0,8,3,7,6,0,0,0,24,0,0,11,7,17,4,0,0,38,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0
217011422,30,16,0,0,91,0,7,16,21,12,13,0,0,66,0,0,16,22,43,33,0,0,122,0,0,0,0,7,0,0,0,14,0,0,4,0,0,0,0,0,5,0,0,0,6,3,5,3,0,19,51,95,172,171,203,120,24,0,835,0,0,0,0,0,0,0,0,4,24,0,3,4,0,5,0,0,30,11,8,5,3,9,7,0,0,36,6,9,6,3,8,3,0,0,33,7,5,8,9,11,10,3,0,55,9,19,16,20,21,20,5,0,100,3,8,26,18,20,16,10,0,96,0,9,20,14,32,21,3,0,104,0,3,15,17,20,16,6,0,82,0,3,17,9,14,14,0,0,61,0,6,3,10,9,3,0,0,29,0,0,10,7,9,3,0,0,25,0,0,9,17,15,5,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0
217011423,6,4,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,23,40,33,37,45,10,3,200,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,3,0,0,4,0,0,0,0,12,0,0,0,0,0,3,0,0,9,0,0,0,0,6,3,0,0,8,0,10,4,0,6,7,0,0,27,0,0,7,3,8,6,0,0,24,0,3,0,3,8,11,0,0,30,0,0,0,8,8,4,0,0,22,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,5,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217031471,0,4,0,0,15,0,0,0,5,0,0,0,0,6,0,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,13,38,35,34,42,4,0,188,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,12,4,0,0,3,7,0,0,0,13,0,4,3,0,4,0,0,0,15,4,3,4,6,3,3,0,0,25,0,3,4,3,5,0,0,0,21,0,6,5,3,3,7,0,0,29,0,0,7,6,9,7,0,0,29,0,4,4,5,11,5,0,0,25,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,3,0,7,3,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217031472,11,9,3,0,65,0,3,17,22,13,19,0,0,73,0,0,19,15,17,7,0,0,69,0,0,0,4,4,5,0,0,12,0,0,0,0,3,0,0,0,12,0,0,4,5,0,5,0,0,14,78,134,267,188,154,128,38,0,992,0,0,0,0,0,0,0,0,4,24,0,0,6,0,0,0,0,32,6,4,10,4,4,0,0,0,37,6,12,12,10,0,4,3,0,44,15,8,12,11,10,8,9,0,70,0,11,34,23,26,24,9,0,134,0,22,25,28,32,29,4,0,147,0,19,39,25,49,41,14,0,186,0,17,28,26,41,34,0,0,152,0,4,23,16,33,8,0,0,85,0,4,11,11,23,16,0,0,58,0,0,8,8,14,13,0,0,35,0,0,8,25,24,9,0,0,64,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,8,0,6
217031473,0,0,0,0,11,0,0,4,0,0,0,0,0,6,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,11,19,56,30,24,21,10,0,169,0,0,0,0,0,5,0,0,5,7,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,7,0,3,0,0,0,0,0,0,4,0,0,3,3,0,6,0,0,10,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217031474,3,3,0,0,19,0,0,0,0,3,0,0,0,10,0,0,3,4,8,0,3,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,16,29,46,38,51,43,20,4,252,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,7,3,0,0,0,3,0,3,0,16,0,3,0,8,3,6,3,0,26,0,3,4,8,12,10,4,0,48,0,12,8,3,11,15,0,0,44,0,0,9,17,14,12,3,0,52,0,3,5,9,6,6,0,0,25,0,0,0,7,5,0,0,0,13,0,0,3,0,0,6,0,0,9,0,0,0,4,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217031475,5,8,0,0,25,0,0,6,0,9,3,0,0,19,0,0,9,19,18,5,6,0,52,0,0,3,11,10,4,0,0,24,0,0,6,22,19,9,3,0,60,5,0,0,0,0,0,0,0,8,21,47,88,86,95,85,13,0,431,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,5,4,0,0,0,0,0,9,0,0,0,0,4,0,0,0,8,5,6,0,3,8,3,4,0,26,0,0,4,7,3,10,0,0,23,3,3,11,9,11,11,7,0,43,0,4,3,0,5,5,0,0,30,0,0,0,4,3,3,0,0,14,0,0,3,0,5,5,0,0,16,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,5,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217031476,7,6,0,0,23,0,0,4,0,0,0,0,0,12,0,0,3,3,10,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,14,54,38,43,38,13,0,208,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,13,6,0,5,0,0,0,0,0,12,4,0,5,0,0,6,0,0,12,0,5,3,3,4,3,0,0,16,0,0,8,8,8,9,0,0,31,0,4,5,0,6,4,0,0,15,0,6,6,6,10,3,0,0,30,0,0,3,4,3,0,0,0,12,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
217041477,5,6,0,0,22,0,0,9,7,0,0,0,0,16,0,0,5,10,0,0,0,0,20,0,0,4,0,0,6,0,0,3,0,0,6,0,0,4,3,0,12,0,0,0,0,0,0,0,0,4,9,21,71,39,44,45,9,0,244,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,6,0,5,0,3,3,0,0,0,8,5,0,5,0,3,7,0,0,18,0,10,3,0,10,3,0,0,33,0,7,0,3,8,0,0,0,17,0,0,4,0,0,5,0,0,12,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
217041478,8,0,0,0,35,0,0,10,6,7,7,4,0,29,0,0,9,18,5,9,0,0,38,0,0,0,3,4,0,0,0,7,0,0,0,4,4,0,0,0,8,0,0,0,0,0,0,0,0,5,28,40,112,107,87,62,21,0,447,0,0,0,0,0,0,0,0,0,20,0,0,4,0,3,0,0,32,9,5,4,0,0,5,0,0,20,0,8,3,5,3,0,4,0,17,4,4,3,4,7,4,0,0,28,4,12,13,6,8,7,3,0,55,0,4,11,8,10,15,0,0,55,0,3,10,11,17,13,0,0,49,0,3,10,6,14,15,0,0,41,0,0,0,4,3,3,0,0,12,0,0,0,0,3,3,0,0,7,0,0,0,0,0,8,0,0,8,0,0,0,0,6,5,0,0,13,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0
217041479,11,8,0,0,50,0,0,13,4,7,4,0,0,25,0,6,3,9,6,0,0,0,28,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,4,0,0,0,0,0,8,56,74,178,121,103,69,30,6,631,0,0,0,0,0,0,0,0,0,10,3,0,5,0,0,0,0,20,7,4,6,9,0,5,0,0,28,5,7,6,8,4,8,6,0,43,14,12,6,7,7,4,3,0,51,12,18,25,21,21,12,5,0,118,4,14,21,22,33,16,0,0,114,0,20,20,11,25,23,6,0,113,0,11,24,12,31,16,3,0,101,0,8,13,16,14,9,0,0,56,0,0,8,0,5,6,0,0,28,0,0,6,4,0,0,0,0,13,0,0,8,27,10,0,0,0,45,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,3,0,3,4
217041480,23,16,0,0,148,0,4,29,24,21,16,0,0,92,0,4,26,39,22,16,0,0,105,0,0,6,5,7,3,0,0,18,0,3,0,10,3,0,0,0,17,0,0,3,5,0,5,0,0,17,137,218,476,379,275,192,38,8,1716,6,3,0,0,4,3,0,0,12,48,5,4,0,0,6,0,0,60,25,16,10,9,5,9,5,0,84,8,16,19,12,14,17,7,0,78,9,22,35,20,15,15,0,0,116,19,31,40,29,37,31,11,0,202,8,41,49,37,48,49,10,0,247,0,35,66,39,56,58,6,0,260,4,26,56,59,53,52,10,0,261,0,16,38,31,46,32,4,0,168,0,6,29,17,27,26,0,0,101,0,0,22,14,24,10,4,0,72,0,0,18,38,33,27,0,0,119,0,0,0,3,0,0,0,0,5,0,0,0,0,0,6,0,0,10,0,5,0,0,0,3
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,3,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,9,15,8,0,0,34,0,0,0,0,0,0,0,0,0,0,0,7,10,18,15,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
